[12:44:12]	Bigdaddy has connected.
[19:44:21]	[OOC] K-7X1: Why
[19:44:24]	[OOC] K-O4S: My name has changed so many times
[19:44:27]	[OOC] K-O4S: lmao
[19:44:32]	[OOC] K-7X1: you right
[19:44:56]	K-7X1 used command '/CharSetName k-o K-1S2'.
[19:45:05]	[OOC] K-1S2: Reeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee
[19:45:08]	K-7X1 used command '/DeleteErrorModels'.
[19:45:15]	K-7X1 exited observer at their location.
[19:45:24]	Mr. Chief (STEAM_0:1:129270116) deleted character 'Commander TK-5125'
[19:45:33]	Mr. Chief loaded the character 'Medbug'
[19:45:59]	Sergeant LS-7979 has taken 1 damage from door35.
[19:46:20]	[LOOC] Sergeant LS-7979: yo we keeping it lit in vc rn listening to gdzie jest bialy wegorz
[19:46:28]	[LOOC] K-1S2: No 
[19:46:30]	[LOOC] K-1S2: lmao
[19:46:33]	[LOOC] Sergeant LS-7979: yeah
[19:46:34]	[LOOC] Sergeant LS-7979: gdzie jest bialy wegorz
[19:50:31]	Medbug entered observer.
[19:50:34]	Medbug exited observer at their location.
[19:50:35]	Medbug entered observer.
[19:50:36]	Medbug exited observer at their location.
[19:50:36]	Medbug entered observer.
[19:50:37]	Medbug exited observer at their location.
[19:50:40]	Medbug entered observer.
[19:50:40]	Medbug exited observer at their location.
[19:50:42]	[OOC] Sergeant LS-7979: event when
[19:50:45]	Medbug entered observer.
[19:50:48]	Medbug exited observer at their location.
[19:50:48]	Medbug entered observer.
[19:50:49]	Medbug exited observer at their location.
[19:50:54]	Medbug entered observer.
[19:50:54]	Medbug exited observer at their location.
[19:51:00]	Medbug entered observer.
[19:51:01]	Medbug exited observer at their location.
[19:51:16]	Medbug entered observer.
[19:51:17]	Medbug exited observer at their location.
[19:51:27]	Medbug entered observer.
[19:51:28]	Medbug exited observer at their location.
[19:51:28]	Medbug entered observer.
[19:51:31]	Medbug exited observer at their location.
[19:52:26]	Medbug entered observer.
[19:52:26]	Medbug exited observer at their location.
[19:52:34]	Vutta loaded the character 'Flight Sub-Lieutenant Erik Crogour'
[19:52:39]	Medbug entered observer.
[19:52:45]	Medbug exited observer at their location.
[19:52:46]	Medbug entered observer.
[19:52:46]	Medbug exited observer at their location.
[19:54:09]	[OOC] Sergeant LS-7979: brb
[19:59:14]	Vutta (STEAM_0:0:70853523) has disconnected.
[20:37:45]	[OOC] R2-Z7: h
[20:46:33]	NamRm (STEAM_0:0:69476140) has disconnected.
[21:32:47]	Rain 💧#0268 has connected.
[21:33:20]	Rain 💧#0268 (STEAM_0:1:526520694) has disconnected (timed out).
[21:48:57]	Mr. Chief (STEAM_0:1:129270116) has disconnected.
[22:18:42]	R2-Z7 has spawned 'models/props_phx/construct/metal_plate_curve2x2.mdl'.
[22:18:49]	R2-Z7 has spawned 'models/props_phx/construct/metal_plate_curve360x2.mdl'.
[22:19:02]	R2-Z7 has spawned 'models/hunter/blocks/cube05x05x05.mdl'.
[22:19:45]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:47]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:54]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:56]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:57]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:19:59]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:00]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:20:03]	R2-Z7 has spawned 'models/hunter/plates/plate.mdl'.
[22:22:17]	R2-Z7 has spawned 'models/hunter/blocks/cube1x1x1.mdl'.
[23:05:09]	marquettehenderson5 has connected.
[23:10:11]	marquettehenderson5 (STEAM_0:0:577799929) has disconnected (timed out).
[23:31:06]	DRD (STEAM_0:0:193599766) has disconnected.
