[10:02:08]	LightRinger has connected.
[13:22:25]	Private Blunfow Trustok has spawned 'models/props_junk/garbage_newspaper001a.mdl'.
[13:22:30]	Private Blunfow Trustok rolled 9 out of 100.
[13:22:30]	Private Blunfow Trustok used command '/Roll'.
[13:22:55]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 1 damage from door11.
[13:23:03]	[ME] Private Blunfow Trustok: would change the stuff he mentioned
[13:23:24]	[ME] Private Blunfow Trustok: would leave the stuff on the ground
[13:23:28]	EmoEdgy has connected.
[13:26:01]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:26:14]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:26:23]	Private Blunfow Trustok has spawned 'models/props_junk/PlasticCrate01a.mdl'.
[13:26:49]	Private Blunfow Trustok used command '/PM forzla You here ?'.
[13:27:22]	Private Blunfow Trustok has spawned 'models/props_junk/garbage_milkcarton002a.mdl'.
[13:27:26]	EmoEdgy created the character 'Recruit TK-3203'
[13:27:26]	EmoEdgy loaded the character 'Recruit TK-3203'
[13:27:44]	[OOC] Lieutenant Shunk Tump: hey q
[13:27:53]	[OOC] Lieutenant Shunk Tump: i can access vaders chamber with my card
[13:27:59]	Recruit TK-3203 used the 'Supply Locker' vendor.
[13:28:18]	[OOC] Recruit TK-3203: Hey could i get a trainer?
[13:28:19]	Private Blunfow Trustok used command '/c To Lance Corpolar Marauder. The bunks are cleaned and items changed'.
[13:28:30]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/c I will inspect them shortly.'.
[13:28:40]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/c You are on R&R For now.'.
[13:29:38]	[ME] Private Blunfow Trustok: would look arround
[13:30:14]	Recruit TK-3203 used the 'Supply Locker' vendor.
[13:30:49]	[LOOC] Private Blunfow Trustok: Lance*
[13:31:05]	[OOC] Recruit TK-3203: Anyone avaliable to train me?
[13:31:33]	[OOC] Lance Corporal Lastimosa 'Marauder' Oldblood: In roughly 5-10 minute.
[13:31:37]	[OOC] Lance Corporal Lastimosa 'Marauder' Oldblood: Probably less.
[13:31:51]	[OOC] Lance Corporal Lastimosa 'Marauder' Oldblood: You can walk around for a little while, were in MHB if you want to chat.
[13:32:02]	EmoEdgy (STEAM_0:0:198669105) has disconnected.
[13:32:05]	NamRm has connected.
[13:33:10]	NamRm loaded the character 'Sergeant LS-7979'
[13:34:04]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/c Private, Report to Bunk 0-2 For Inspection.'.
[13:34:44]	LightRinger created the character 'MouseDroid'
[13:35:06]	LightRinger loaded the character 'MSE-6-b562u'
[13:35:17]	Lance Corporal Lastimosa 'Marauder' Oldblood rolled 9 out of 100.
[13:35:17]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/Roll'.
[13:38:24]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[13:38:26]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[13:38:29]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'EquipUn' on item 'E-11 Blaster' (#1623)
[13:38:31]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'Equip' on item 'E-11 Stun Blaster' (#2398)
[13:38:32]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:38:34]	NamRm loaded the character 'Air Private First Class Charlie Black'
[13:38:42]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'EquipUn' on item 'E-11 Stun Blaster' (#2398)
[13:38:43]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'Equip' on item 'E-11 Blaster' (#1623)
[13:39:39]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 2 damage from Agent Zeak Rold.
[13:39:51]	[ME] MSE-6-b562u: ZZZZZZZZZZZZZZZZZ
[13:40:03]	Agent Zeak Rold used command '/CharSearch'.
[13:40:07]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 2 damage from Agent Zeak Rold.
[13:40:08]	NamRm loaded the character 'Sergeant LS-7979'
[13:40:09]	Agent Zeak Rold used command '/CharSearch'.
[13:40:11]	Agent Zeak Rold used command '/CharSearch'.
[13:40:18]	[LOOC] MSE-6-b562u: we do :D
[13:40:19]	[ME] Agent Zeak Rold: searches
[13:40:20]	Agent Zeak Rold rolled 74 out of 100.
[13:40:20]	Agent Zeak Rold used command '/Roll'.
[13:40:22]	Lance Corporal Lastimosa 'Marauder' Oldblood rolled 20 out of 100.
[13:40:22]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/Roll'.
[13:40:26]	[LOOC] Lieutenant Shunk Tump: wack
[13:40:32]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'drop' on item 'E-11 Stun Blaster' (#2398)
[13:40:32]	Lance Corporal Lastimosa 'Marauder' Oldblood has lost a 'E-11 Stun Blaster' #2398.
[13:40:33]	Agent Zeak Rold ran 'take' on item 'E-11 Stun Blaster' (#2398)
[13:40:33]	Agent Zeak Rold has gained a 'E-11 Stun Blaster' #2398.
[13:40:42]	[LOOC] Lieutenant Shunk Tump: /me sniffs
[13:41:27]	[LOOC] Lieutenant Shunk Tump: /me sniffs
[13:41:33]	[ME] Crewman Third Class Reylow Trustok: would look at the man and say "It is a pretty cool uniform, I agree."
[13:41:43]	[ME] Agent Zeak Rold: Brings up datapad
[13:41:43]	[ME] MSE-6-b562u: would bump few times into the ISB unit
[13:41:52]	[ME] MSE-6-b562u: zzzzzzzzzzzzzzzzzzzz
[13:42:16]	[ME] Agent Zeak Rold: takes chip out of mouse droid to read what he is trying to relay
[13:42:30]	[ME] MSE-6-b562u: Clean. Clean. Clean. Clean. Clean.
[13:42:43]	[ME] MSE-6-b562u: clean clean clean.
[13:42:53]	[ME] MSE-6-b562u: Area Dirtiness 89 %
[13:42:55]	[ME] Crewman Third Class Reylow Trustok: "that" as he would point the person
[13:43:03]	[LOOC] MSE-6-b562u: :P
[13:43:19]	[ME] MSE-6-b562u: Area Dirtiness 88%
[13:43:29]	[ME] Agent Zeak Rold: Writes up report on LCPL noting he was in violation of loadouts and threatend a ISB Agent
[13:43:59]	[ME] MSE-6-b562u: would bump into the marauder
[13:44:07]	[ME] MSE-6-b562u: beep
[13:44:20]	[ME] MSE-6-b562u: BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP BEEP 
[13:44:24]	[ME] Crewman Third Class Reylow Trustok: would quickly grab the droid
[13:44:31]	Agent Zeak Rold used command '/c Captain What do you advice we do for a trooper that is in violation of having a weapon they are not supposed to and threating a ISB Agent'.
[13:44:35]	[ME] MSE-6-b562u: BEEEEEEEEE------
[13:44:42]	[ME] Crewman Third Class Reylow Trustok: would take the droid
[13:44:45]	[ME] Crewman Third Class Reylow Trustok: and inspect it
[13:45:07]	[ME] Crewman Third Class Reylow Trustok: would check its serial number
[13:45:07]	[ME] MSE-6-b562u: SRS-979141X-16
[13:45:31]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from lift_plat3.
[13:45:31]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from lift_plat3.
[13:45:31]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from lift_plat3.
[13:45:31]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from lift_plat3.
[13:45:31]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from lift_plat3.
[13:45:31]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from lift_plat3.
[13:45:31]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from lift_plat3.
[13:45:31]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from lift_plat3.
[13:45:31]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 10 damage from lift_plat3.
[13:45:31]	lift_plat3 has killed Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:45:35]	[LOOC] MSE-6-b562u: wtf
[13:45:35]	[LOOC] Crewman Third Class Reylow Trustok: LMAO
[13:45:39]	[LOOC] Crewman Third Class Reylow Trustok: U CRUSHED HIM, LMAO
[13:45:46]	[LOOC] Crewman Third Class Reylow Trustok: HAHAHAHA
[13:45:52]	[OOC] Lieutenant Shunk Tump: sussy balls
[13:45:56]	[Y] Crewman Third Class Reylow Trustok: FUck.
[13:46:22]	[ME] Crewman Third Class Reylow Trustok: puts you on the ground
[13:46:39]	Sergeant LS-7979 rolled 9 out of 100.
[13:46:39]	Sergeant LS-7979 used command '/Roll'.
[13:46:40]	[ME] MSE-6-b562u: spark would fly of the mouse bot
[13:46:41]	Lance Corporal Lastimosa 'Marauder' Oldblood rolled 78 out of 100.
[13:46:41]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/Roll'.
[13:46:44]	[Y] Crewman Third Class Reylow Trustok: NO.
[13:46:56]	[Y] MSE-6-b562u: EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEE.
[13:47:08]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:47:23]	Agent Zeak Rold used command '/c Captain?'.
[13:47:24]	[ME] MSE-6-b562u: would would with max speed bumb into the ISB unit
[13:47:24]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would throw a punch at the Scout.
[13:47:27]	[Y] MSE-6-b562u: Bom.
[13:47:34]	[ME] Sergeant LS-7979: attempts to dodge the attack.
[13:47:50]	[ME] Sergeant LS-7979: performs a spinning hook kick to the face.
[13:47:58]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to take it head on.
[13:47:59]	[ME] Crewman Third Class Reylow Trustok: would try to catch it
[13:48:07]	Crewman Third Class Reylow Trustok rolled 28 out of 100.
[13:48:07]	Crewman Third Class Reylow Trustok used command '/Roll'.
[13:48:08]	MSE-6-b562u rolled 61 out of 100.
[13:48:08]	MSE-6-b562u used command '/Roll'.
[13:48:08]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[13:48:12]	[ME] Agent Zeak Rold: picks up
[13:48:13]	Agent Zeak Rold rolled 87 out of 100.
[13:48:13]	Agent Zeak Rold used command '/Roll'.
[13:48:24]	[ME] MSE-6-b562u: would flip over
[13:48:28]	[ME] Crewman Third Class Reylow Trustok: takes the droid
[13:48:28]	[ME] Agent Zeak Rold: hands to him
[13:48:32]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would throw a punch at the Scouts Knee.
[13:48:54]	[ME] Sergeant LS-7979: attempts to dodge the knee.
[13:48:58]	[LOOC] Sergeant LS-7979: punch
[13:49:00]	[LOOC] Sergeant LS-7979: trolg
[13:49:06]	[Y] Crewman Third Class Reylow Trustok: Mop?
[13:49:10]	[Y] Crewman Third Class Reylow Trustok: I don't have thos..
[13:49:24]	[ME] Sergeant LS-7979: performs a jumping front kick to his nose.
[13:49:40]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to tank it head on.
[13:49:46]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[13:49:50]	[ME] Crewman Third Class Reylow Trustok: would reprogram the droid once again
[13:49:58]	[ME] Crewman Third Class Reylow Trustok: would look into the droids issues
[13:50:01]	[IT] Crewman Third Class Reylow Trustok: what do I find
[13:50:07]	[IT] MSE-6-b562u: anything
[13:50:09]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to throw another punch at the Scouts head. 
[13:50:25]	[ME] Sergeant LS-7979: attempts to weave around the punch.
[13:50:30]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:50:41]	[ME] Crewman Third Class Reylow Trustok: reprograms the droid for it to be able to carry things, hidden or not
[13:50:50]	MSE-6-b562u rolled 98 out of 100.
[13:50:50]	MSE-6-b562u used command '/Roll'.
[13:50:53]	Crewman Third Class Reylow Trustok rolled 55 out of 100.
[13:50:53]	Crewman Third Class Reylow Trustok used command '/Roll'.
[13:50:57]	[ME] Sergeant LS-7979: attempts to kick the man square in the chest.
[13:51:11]	[LOOC] MSE-6-b562u: I guess its fine
[13:51:13]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to tank it.
[13:51:21]	[ME] Crewman Third Class Reylow Trustok: would now test if the droid works
[13:51:29]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would then attempt to throw an uppercut at the Scout. 
[13:51:31]	[ME] Crewman Third Class Reylow Trustok: puts 5 credits on the droid
[13:51:39]	[ME] MSE-6-b562u: would hide the 5 credits under it
[13:51:50]	[OOC] MSE-6-b562u: QI ?
[13:51:51]	[ME] Crewman Third Class Reylow Trustok: presses a small button to release the credits
[13:51:56]	[ME] Sergeant LS-7979: attempts to sidestep the uppercut.
[13:52:04]	[ME] MSE-6-b562u: spits all arround the coins on the floor
[13:52:14]	[ME] Crewman Third Class Reylow Trustok: takes the credits
[13:52:15]	[ME] Sergeant LS-7979: attempts to roundhouse kick the man in the temple.
[13:52:22]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to tank it.
[13:52:29]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[13:52:33]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[13:52:34]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[13:52:35]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[13:52:50]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would throw a headbutt at the Scout.
[13:52:58]	MSE-6-b562u has spawned 'models/props_junk/MetalBucket01a.mdl'.
[13:53:02]	MSE-6-b562u has spawned 'models/props_junk/MetalBucket01a.mdl'.
[13:53:03]	[ME] Sergeant LS-7979: attempts to weave his head back to avoid the headbutt,
[13:53:07]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:53:08]	[ME] Crewman Third Class Reylow Trustok: takes a mop and a bucket
[13:53:08]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:53:55]	[ME] Sergeant LS-7979: attempts to chop him in the throat.
[13:54:05]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to tank it head on.
[13:54:05]	[ME] Crewman Third Class Reylow Trustok: takes the bucket and the mop
[13:54:23]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[13:54:33]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would throw a punch at the scout.
[13:54:49]	[ME] Sergeant LS-7979: attempts to sidestep the punch as if he were in the matrix.
[13:55:02]	[LOOC] Lieutenant Shunk Tump: he's begining to believe
[13:55:04]	[ME] Crewman Third Class Reylow Trustok: would put the bucket down and hold the mop
[13:55:19]	[ME] Crewman Third Class Reylow Trustok: would start cleaning the floor
[13:55:28]	[ME] Sergeant LS-7979: performs a spinning side kick, targetting the jaw.
[13:55:32]	[ME] MSE-6-b562u: would hit few times the doors
[13:55:38]	[ME] Agent Zeak Rold: wipesdroid with santizer wipes
[13:55:41]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to duck under it.
[13:55:48]	[ME] Crewman Third Class Reylow Trustok: would clean up the floor
[13:55:50]	[ME] MSE-6-b562u: would 
[13:55:53]	Agent Zeak Rold has taken 1 damage from door36.
[13:55:54]	Agent Zeak Rold has taken 1 damage from door36.
[13:55:55]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[13:56:07]	[ME] Crewman Third Class Reylow Trustok: would clean up the floor
[13:56:09]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would throw a punch at the Scout.
[13:56:14]	[ME] Crewman Third Class Reylow Trustok: would take the bucket
[13:56:19]	[ME] Sergeant LS-7979: bends back slightly to avoid the punch.
[13:56:23]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:56:27]	[ME] Agent Zeak Rold: picks up
[13:56:30]	Agent Zeak Rold rolled 45 out of 100.
[13:56:30]	Agent Zeak Rold used command '/Roll'.
[13:56:30]	[ME] Crewman Third Class Reylow Trustok: would put the mop in the bucket, cleaning the mop
[13:56:33]	MSE-6-b562u rolled 4 out of 100.
[13:56:33]	MSE-6-b562u used command '/Roll'.
[13:56:47]	[ME] Agent Zeak Rold: puts down
[13:57:22]	[ME] Sergeant LS-7979: attempts to kick his leg to unbalance him.
[13:57:27]	[ME] MSE-6-b562u: would fire a spark into ISB unit face
[13:57:35]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would hold his ground.
[13:57:39]	[ME] MSE-6-b562u: would fall on the ground
[13:57:45]	[ME] MSE-6-b562u: would hit again the doors
[13:57:48]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to headbutt the Scout.
[13:57:54]	[ME] Agent Zeak Rold: wipes eye
[13:58:01]	[ME] Sergeant LS-7979: attempts to headbutt him back.
[13:58:07]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[13:58:19]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:58:22]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[13:58:25]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[13:58:33]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:58:42]	[ME] Crewman Third Class Reylow Trustok: would clean up the floor
[13:58:52]	[ME] Agent Zeak Rold: kicks droid
[13:58:54]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:58:55]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:58:56]	Agent Zeak Rold rolled 7 out of 100.
[13:58:56]	Agent Zeak Rold used command '/Roll'.
[13:58:56]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[13:58:57]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:58:57]	Lance Corporal Lastimosa 'Marauder' Oldblood has killed Sergeant LS-7979 with ix_hands.
[13:58:58]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:58:59]	MSE-6-b562u rolled 58 out of 100.
[13:58:59]	MSE-6-b562u used command '/Roll'.
[13:58:59]	[Y] Crewman Third Class Reylow Trustok: Yo Agent.
[13:59:04]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:59:08]	[Y] Crewman Third Class Reylow Trustok: Yo agent!
[13:59:09]	Lieutenant Shunk Tump has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:59:15]	Lieutenant Shunk Tump has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[13:59:16]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 13 damage from Lieutenant Shunk Tump.
[13:59:16]	Lieutenant Shunk Tump has killed Lance Corporal Lastimosa 'Marauder' Oldblood with ix_hands.
[13:59:16]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[13:59:25]	MSE-6-b562u used the 'Deathtrooper Supply' vendor.
[13:59:27]	MSE-6-b562u has gained 0 credits.
[13:59:27]	MSE-6-b562u has gained a 'Electrocuffs' #2619.
[13:59:36]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:59:38]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[13:59:54]	[ME] MSE-6-b562u: would hit the doors few times
[13:59:57]	[ME] Crewman Third Class Reylow Trustok: would take the mop out from the bucket
[14:00:00]	[ME] Crewman Third Class Reylow Trustok: would clean up the floor
[14:00:08]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[14:00:10]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[14:00:11]	Lance Corporal Lastimosa 'Marauder' Oldblood rolled 45 out of 100.
[14:00:11]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/Roll'.
[14:00:12]	[ME] Crewman Third Class Reylow Trustok: would clean up the floor
[14:00:13]	Lieutenant Shunk Tump rolled 56 out of 100.
[14:00:13]	Lieutenant Shunk Tump used command '/Roll'.
[14:00:16]	[LOOC] MSE-6-b562u: Cleaning done bruh
[14:00:22]	[ME] Lieutenant Shunk Tump: swings for the jaw
[14:00:24]	[ME] Crewman Third Class Reylow Trustok: would clean up the door
[14:00:26]	[LOOC] MSE-6-b562u: so much for a stupid Droid RP
[14:00:34]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would hold his ground.
[14:00:35]	[LOOC] MSE-6-b562u: Rp bro bruh
[14:00:40]	[ME] Crewman Third Class Reylow Trustok: would clean up the floor
[14:00:43]	[LOOC] MSE-6-b562u: aha
[14:00:44]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would swing back at his jaw.
[14:00:52]	[ME] Lieutenant Shunk Tump: tries to side step it
[14:00:58]	[LOOC] MSE-6-b562u: I just fucking finnish the cleaning the fucking room and go other char.
[14:00:58]	Lieutenant Shunk Tump has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:01:12]	[LOOC] MSE-6-b562u: I just need last one ugh
[14:01:12]	Lieutenant Shunk Tump has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:01:13]	Lieutenant Shunk Tump has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:01:16]	Lieutenant Shunk Tump has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:01:19]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 13 damage from Lieutenant Shunk Tump.
[14:01:27]	[Y] MSE-6-b562u: Beep beep pew pew beep !
[14:01:32]	[Y] MSE-6-b562u: Beep beep pew.
[14:01:38]	[Y] MSE-6-b562u: Pew pew beeep ponk.
[14:01:44]	[Y] Crewman Third Class Reylow Trustok: I doubt that.
[14:01:59]	[Y] MSE-6-b562u: BEEP BEEp.
[14:02:02]	Sergeant LS-7979 rolled 113 out of 150.
[14:02:02]	Sergeant LS-7979 used command '/Roll 150'.
[14:02:06]	[ME] Crewman Third Class Reylow Trustok: would change the bucket with a new one
[14:02:10]	[ME] Lieutenant Shunk Tump: hooks around his leg to pull him down
[14:02:11]	Lance Corporal Lastimosa 'Marauder' Oldblood rolled 63 out of 200.
[14:02:11]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/Roll 200'.
[14:02:13]	Lance Corporal Lastimosa 'Marauder' Oldblood rolled 147 out of 200.
[14:02:13]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/Roll 200'.
[14:02:14]	Lance Corporal Lastimosa 'Marauder' Oldblood rolled 41 out of 200.
[14:02:14]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/Roll 200'.
[14:02:29]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would stand still, Staring at the Lieutenant.
[14:02:39]	[ME] Crewman Third Class Reylow Trustok: would take the mop out from the bucket
[14:02:42]	[ME] Crewman Third Class Reylow Trustok: would clean up the floor
[14:02:47]	[LOOC] MSE-6-b562u: brushes under
[14:02:49]	[ME] Lieutenant Shunk Tump: stomps at his head
[14:02:50]	[LOOC] MSE-6-b562u: bruh
[14:02:56]	[ME] Crewman Third Class Reylow Trustok: would clean up the door
[14:03:02]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to tank it head on,.
[14:03:10]	[ME] Agent Zeak Rold: searches for controls of droids
[14:03:14]	[ME] Crewman Third Class Reylow Trustok: would talk to myself... Even the Doors are dirty..
[14:03:17]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 13 damage from Lieutenant Shunk Tump.
[14:03:17]	[ME] Crewman Third Class Reylow Trustok: would clean up the floor
[14:03:18]	Lieutenant Shunk Tump has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:03:19]	[ME] MSE-6-b562u: would hit the doors
[14:03:33]	[ME] Agent Zeak Rold: pushes the droid with foot out door
[14:03:36]	[ME] Crewman Third Class Reylow Trustok: would also clean up the keypad
[14:03:57]	[ME] Crewman Third Class Reylow Trustok: would clean up the dirt from the consoles
[14:03:59]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[14:04:08]	Sergeant LS-7979 rolled 6 out of 100.
[14:04:08]	Sergeant LS-7979 used command '/Roll'.
[14:04:09]	[Y] Crewman Third Class Reylow Trustok: BNO.
[14:04:10]	Lance Corporal Lastimosa 'Marauder' Oldblood rolled 32 out of 100.
[14:04:10]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/Roll'.
[14:04:11]	[Y] Crewman Third Class Reylow Trustok: NO!
[14:04:19]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to headbutt the Scout.
[14:04:34]	[ME] Sergeant LS-7979: attempts to roll his head.
[14:04:38]	[Y] Crewman Third Class Reylow Trustok: NO.
[14:05:01]	Lieutenant Shunk Tump has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:05:05]	[ME] Sergeant LS-7979: attempts to quickly jab his nose.
[14:05:08]	MSE-6-b562u has taken 142 damage from worldspawn.
[14:05:08]	worldspawn has killed MSE-6-b562u.
[14:05:16]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to tank it.
[14:05:21]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:05:27]	[OOC] MSE-6-b562u: I lie there broken
[14:05:30]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would swing for the Scouts head.
[14:05:31]	[OOC] Crewman Third Class Reylow Trustok: alr
[14:05:39]	[ME] Sergeant LS-7979: attempts to duck the punch.
[14:05:41]	[OOC] Lieutenant Shunk Tump: yes
[14:05:56]	[ME] Sergeant LS-7979: attempts to sweep his leg to get him off balance.
[14:06:07]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to jump over it.
[14:06:08]	[ME] Crewman Third Class Reylow Trustok: would grab the droid
[14:06:26]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would throw a quick swipe to the Scouts head.
[14:06:37]	[ME] Sergeant LS-7979: attempts to jab his face right before he gets hit.
[14:06:41]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:06:52]	[LOOC] Lieutenant Shunk Tump: 47 times
[14:07:00]	[ME] Crewman Third Class Reylow Trustok: would look at the hidden compartment of the droid
[14:07:04]	[ME] MSE-6-b562u: droid would throw out
[14:07:06]	MSE-6-b562u ran 'drop' on item 'Electrocuffs' (#2619)
[14:07:06]	MSE-6-b562u has lost a 'Electrocuffs' #2619.
[14:07:08]	Crewman Third Class Reylow Trustok ran 'take' on item 'Electrocuffs' (#2619)
[14:07:08]	Crewman Third Class Reylow Trustok has gained a 'Electrocuffs' #2619.
[14:07:15]	[ME] Sergeant LS-7979: attempts to kick his knee to off balance him.
[14:07:23]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to tank it.
[14:07:31]	[ME] Crewman Third Class Reylow Trustok: would grab the droid and fix it
[14:07:36]	[IT] MSE-6-b562u: would be fixed
[14:07:43]	[ME] Crewman Third Class Reylow Trustok: would rewire it and give it power
[14:07:49]	[ME] Crewman Third Class Reylow Trustok: would now drop it on the ground
[14:07:53]	[ME] Sergeant LS-7979: attempts to jab him in the face,
