[19:21:16]	Doughnut has connected.
[20:31:18]	[OOC] Lance Corporal TX-7062: ✋︎■︎ ⧫︎♒︎♏︎ ♐︎♓︎❒︎⬧︎⧫︎ ♋︎♑︎♏︎📪︎ ♓︎■︎ ⧫︎♒︎♏︎ ♐︎♓︎❒︎⬧︎⧫︎ ♌︎♋︎⧫︎⧫︎●︎♏︎📪︎ ⬥︎♒︎♏︎■︎ ⧫︎♒︎♏︎ ⬧︎♒︎♋︎♎︎□︎⬥︎⬧︎ ♐︎♓︎❒︎⬧︎⧫︎ ●︎♏︎■︎♑︎⧫︎♒︎♏︎■︎♏︎♎︎📪︎ □︎■︎♏︎ ⬧︎⧫︎□︎□︎♎︎📬︎ 👌︎◆︎❒︎■︎♏︎♎︎ ♌︎⍓︎ ⧫︎♒︎♏︎ ♏︎❍︎♌︎♏︎❒︎⬧︎ □︎♐︎ ✌︎❒︎❍︎♋︎♑︎♏︎♎︎♎︎□︎■︎📪︎ ♒︎♓︎⬧︎ ⬧︎□︎◆︎●︎ ♌︎●︎♓︎⬧︎⧫︎♏︎❒︎♏︎♎︎ ♌︎⍓︎ ⧫︎♒︎♏︎ ♐︎♓︎❒︎♏︎⬧︎ □︎♐︎ ☟︎♏︎●︎●︎ ♋︎■︎♎︎ ⧫︎♋︎♓︎■︎⧫︎♏︎♎︎ ♌︎♏︎⍓︎□︎■︎♎︎ ♋︎⬧︎♍︎♏︎■︎⬧︎♓︎□︎■︎📪︎ ♒︎♏︎ ♍︎♒︎□︎⬧
[20:32:45]	[OOC] Lance Corporal TX-7062: ✋︎❍︎♋︎♑︎♓︎■︎♏︎ ♌︎♏︎♓︎■︎♑︎ ♋︎ 👎︎♓︎⬧︎♍︎□︎❒︎♎︎ 💣︎□︎♎︎♏︎❒︎♋︎⧫︎□︎❒︎
[20:36:30]	[OOC] Lance Corporal TX-7062: ♒︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎♋︎
[20:37:20]	NamRm has connected.
[20:38:01]	DRD has connected.
[20:38:46]	NamRm loaded the character 'Air Private First Class Charlie Black'
[20:38:56]	[OOC] Air Private First Class Charlie Black: poop
[20:39:25]	[OOC] Lance Corporal TX-7062: cock
[20:39:30]	[OOC] Lance Corporal TX-7062: and perhaps balls
[20:39:56]	[OOC] Lance Corporal TX-7062: ✋︎⧫︎⬧︎ ⧫︎♓︎❍︎♏︎ ⧫︎□︎ 🙵♓︎♍︎🙵 ♑︎◆︎❍︎ ♋︎■︎♎︎ ♍︎♒︎♏︎⬥︎ ♋︎⬧︎⬧︎📪︎ ♋︎■︎♎︎ ♓︎🕯︎❍︎ ♋︎●︎●︎ □︎◆︎⧫︎ □︎♐︎ ♋︎⬧︎⬧︎
[20:40:46]	[OOC] Lance Corporal TX-7062: ♋︎
[20:41:16]	NamRm loaded the character 'Private ST-6864'
[20:41:32]	[OOC] Lance Corporal TX-7062: ✌︎
[20:42:48]	Private ST-6864 ran 'drop' on item 'Empty Holotape' (#1387)
[20:42:48]	Private ST-6864 has lost a 'Empty Holotape' #1387.
[20:42:52]	Private ST-6864 ran 'drop' on item 'Empty Holotape' (#1388)
[20:42:52]	Private ST-6864 has lost a 'Empty Holotape' #1388.
[20:42:54]	Private ST-6864 ran 'drop' on item 'Empty Holotape' (#1389)
[20:42:54]	Private ST-6864 has lost a 'Empty Holotape' #1389.
[20:43:06]	DRD (STEAM_0:0:193599766) has disconnected (timed out).
[20:45:35]	[LOOC] Lance Corporal TX-7062: void
[20:46:07]	DRD has connected.
[20:46:40]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[20:47:37]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold helmet 0'.
[20:47:42]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold hat 0'.
[20:47:45]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold headgear 0'.
[20:49:04]	[LOOC] Lance Corporal TX-7062: 👍︎☜︎✌︎💧︎☜︎ 👌︎☼︎☜︎✌︎❄︎☟︎✋︎☠︎☝︎
[20:49:25]	Dr. Cranberry has connected.
[20:49:32]	DRD loaded the character 'Petty Officer Third Class Karissa Novar'
[20:49:39]	Petty Officer Third Class Karissa Novar entered observer.
[20:49:45]	Dr. Cranberry loaded the character 'Private TK-7948-394'
[20:50:05]	FB|| light ROOM loaded the character 'Corporal TK-7886'
[20:50:11]	Corporal TK-7886 ran 'Equip' on item 'E-22 Blaster' (#1151)
[20:50:17]	Corporal TK-7886 used the 'Armory' vendor.
[20:50:19]	Corporal TK-7886 has gained 0 credits.
[20:50:19]	Corporal TK-7886 has gained a 'Tibanna Cartridge' #1478.
[20:50:19]	Corporal TK-7886 has gained 0 credits.
[20:50:19]	Corporal TK-7886 has gained a 'Tibanna Cartridge' #1479.
[20:50:20]	Corporal TK-7886 has gained 0 credits.
[20:50:20]	Corporal TK-7886 has gained a 'Tibanna Cartridge' #1480.
[20:50:20]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:50:23]	Petty Officer Third Class Karissa Novar entered observer.
[20:50:24]	Corporal TK-7886 ran 'use' on item 'Tibanna Cartridge' (#1478)
[20:50:24]	Corporal TK-7886 ran 'use' on item 'Tibanna Cartridge' (#1479)
[20:50:25]	Corporal TK-7886 ran 'use' on item 'Tibanna Cartridge' (#1480)
[20:51:00]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/stormtroopers/officer_esb/playermodel_male_01.mdl'.
[20:51:02]	Petty Officer Second Class Arnold Jackson entered observer.
[20:51:05]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[20:51:11]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/stormtroopers/officer_esb/playermodel_male_01.mdl'.
[20:51:38]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:51:38]	Petty Officer Third Class Karissa Novar entered observer.
[20:51:39]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:51:41]	Petty Officer Second Class Arnold Jackson used command '/CharSetModel arnold models/kriegsyntax/imperial/stormtroopers/officer_esb/playermodel_male_01.mdl'.
[20:51:58]	Private TK-7948-394 used the 'Armory' vendor.
[20:52:14]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold rank 0'.
[20:52:19]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/stormtroopers/officer_esb/playermodel_male_01.mdl'.
[20:52:23]	Petty Officer Third Class Karissa Novar used command '/CharSetBodygroup kari holster 1'.
[20:52:31]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold rank bar 0'.
[20:52:34]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold rank bar 4'.
[20:52:36]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold rank bar 5'.
[20:52:38]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold rank bar 6'.
[20:52:43]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/stormtroopers/officer_esb/playermodel_male_01.mdl'.
[20:52:53]	[LOOC] Corporal TK-7886: cock
[20:52:56]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold base uniform 1'.
[20:52:57]	[LOOC] Corporal TK-7886: and ball torture
[20:53:04]	[LOOC] Private TK-7948-394: Or CBT
[20:53:04]	Petty Officer Third Class Karissa Novar entered observer.
[20:53:07]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold base_uniform 1'.
[20:53:11]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold base_uniform 2'.
[20:53:12]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold base_uniform 3'.
[20:53:13]	[LOOC] Corporal TK-7886: perhaps even torture of the balls?
[20:53:18]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold base_uniform 0'.
[20:53:19]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:53:21]	[LOOC] Private TK-7948-394: Testicular Tortion
[20:53:25]	Petty Officer Third Class Karissa Novar entered observer.
[20:53:36]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold holster 0'.
[20:53:38]	[LOOC] Corporal TK-7886: Cock Destruction
[20:53:43]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold belt boxes 0'.
[20:54:13]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold code cylinder 0'.
[20:54:21]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold code cylinders 0'.
[20:54:42]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold keycard 1'.
[20:54:51]	Petty Officer Third Class Karissa Novar used command '/CharGiveFlag 7948 pet'.
[20:54:53]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold mask 1'.
[20:55:00]	Petty Officer Second Class Arnold Jackson entered observer.
[20:55:04]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[20:55:05]	Petty Officer Third Class Karissa Novar used command '/PlyWhitelist 7948 droid'.
[20:55:31]	Petty Officer Second Class Arnold Jackson used command '/PlyWhitelist 7948 Commando'.
[20:55:38]	Petty Officer Second Class Arnold Jackson used command '/PlyWhitelist 7948 Commando'.
[20:56:01]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/compnor/blackholecommandos/npc_male_01.mdl'.
[20:56:04]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/compnor/blackholecommandos/playermodel_male_01.mdl'.
[20:56:19]	Petty Officer Second Class Arnold Jackson used command '/CharSetModel 7948 models/kriegsyntax/imperial/compnor/blackholecommandos/playermodel_male_01.mdl'.
[20:56:25]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/compnor/blackholecommandos/playermodel_male_01.mdl'.
[20:56:26]	NamRm loaded the character 'Sergeant LS-7979'
[20:56:36]	Dr. Cranberry (STEAM_0:1:22058736) has disconnected.
[20:56:58]	Petty Officer Second Class Arnold Jackson ran 'Equip' on item 'E-11 Stun Blaster' (#790)
[20:56:59]	Petty Officer Second Class Arnold Jackson ran 'Equip' on item 'DH-17 Blaster' (#163)
[20:57:01]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:57:33]	Petty Officer Third Class Karissa Novar has killed Petty Officer Third Class Karissa Novar.
[20:57:45]	Petty Officer Third Class Karissa Novar entered observer.
[20:57:47]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:58:07]	Petty Officer Third Class Karissa Novar has spawned 'models/cire992/props4/pictureframe03.mdl'.
[20:58:08]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold hat 1'.
[20:58:10]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold hat 2'.
[20:58:13]	Petty Officer Third Class Karissa Novar entered observer.
[20:58:14]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:58:19]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold hat 1'.
[20:58:21]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold hat 2'.
[20:58:23]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold hat 3'.
[20:58:27]	Petty Officer Second Class Arnold Jackson used command '/CharSetBodygroup arnold hat 1'.
[20:58:31]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[20:58:35]	Petty Officer Second Class Arnold Jackson has taken 31 damage from Corporal TK-7886.
[20:58:35]	Petty Officer Second Class Arnold Jackson has taken 31 damage from Corporal TK-7886.
[20:58:35]	Petty Officer Second Class Arnold Jackson has taken 31 damage from Corporal TK-7886.
[20:58:36]	Corporal TK-7886 has taken 2 damage from Petty Officer Second Class Arnold Jackson.
[20:58:41]	Petty Officer Third Class Karissa Novar has spawned 'models/cire992/props4/omni_tool_02.mdl'.
[20:58:43]	Petty Officer Third Class Karissa Novar entered observer.
[20:58:43]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:58:43]	NamRm loaded the character 'Private ST-6864'
[20:58:46]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[20:59:08]	Petty Officer Third Class Karissa Novar entered observer.
[20:59:16]	Petty Officer Second Class Arnold Jackson entered observer.
[20:59:17]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[20:59:27]	Petty Officer Second Class Arnold Jackson entered observer.
[20:59:33]	FB|| light ROOM loaded the character 'Sergeant RT-9824 ''Bulwark'''
[20:59:42]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:59:54]	Petty Officer Third Class Karissa Novar entered observer.
[20:59:55]	Petty Officer Third Class Karissa Novar exited observer at their location.
[20:59:55]	Petty Officer Third Class Karissa Novar entered observer.
[21:01:14]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:01:15]	Petty Officer Third Class Karissa Novar entered observer.
[21:01:22]	Sergeant RT-9824 ''Bulwark'' used the 'Armory' vendor.
[21:01:27]	Sergeant RT-9824 ''Bulwark'' has gained 0 credits.
[21:01:27]	Sergeant RT-9824 ''Bulwark'' has gained a 'E-22 Blaster' #1478.
[21:01:29]	Sergeant RT-9824 ''Bulwark'' has gained 0 credits.
[21:01:29]	Sergeant RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #1479.
[21:01:30]	Sergeant RT-9824 ''Bulwark'' has gained 0 credits.
[21:01:30]	Sergeant RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #1480.
[21:01:30]	Sergeant RT-9824 ''Bulwark'' has gained 0 credits.
[21:01:30]	Sergeant RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #1481.
[21:01:30]	Sergeant RT-9824 ''Bulwark'' has gained 0 credits.
[21:01:30]	Sergeant RT-9824 ''Bulwark'' has gained a 'Tibanna Cartridge' #1482.
[21:01:33]	Sergeant RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#1482)
[21:01:33]	Sergeant RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#1481)
[21:01:34]	Sergeant RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#1480)
[21:01:35]	Sergeant RT-9824 ''Bulwark'' ran 'use' on item 'Tibanna Cartridge' (#1479)
[21:01:35]	Sergeant RT-9824 ''Bulwark'' used the 'Armory' vendor.
[21:01:37]	Sergeant RT-9824 ''Bulwark'' has gained 0 credits.
[21:01:37]	Sergeant RT-9824 ''Bulwark'' has gained a 'Comlink' #1479.
[21:01:40]	Sergeant RT-9824 ''Bulwark'' ran 'Power' on item 'Comlink' (#1479)
[21:01:43]	Sergeant RT-9824 ''Bulwark'' ran 'Equip' on item 'E-22 Blaster' (#1478)
[21:02:07]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:02:09]	Petty Officer Third Class Karissa Novar entered observer.
[21:02:12]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:02:16]	Petty Officer Third Class Karissa Novar entered observer.
[21:02:36]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:02:36]	Petty Officer Third Class Karissa Novar entered observer.
[21:02:37]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:02:43]	Petty Officer Third Class Karissa Novar entered observer.
[21:02:43]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:02:50]	Petty Officer Third Class Karissa Novar entered observer.
[21:03:06]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[21:03:08]	Petty Officer Second Class Arnold Jackson has taken 127 damage from worldspawn.
[21:03:08]	worldspawn has killed Petty Officer Second Class Arnold Jackson.
[21:03:15]	Petty Officer Second Class Arnold Jackson entered observer.
[21:03:16]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:03:28]	Petty Officer Second Class Arnold Jackson ran 'Equip' on item 'E-11 Stun Blaster' (#790)
[21:03:29]	Petty Officer Third Class Karissa Novar entered observer.
[21:03:29]	Petty Officer Second Class Arnold Jackson ran 'Equip' on item 'DH-17 Blaster' (#163)
[21:03:46]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:03:57]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[21:04:07]	Petty Officer Second Class Arnold Jackson entered observer.
[21:04:10]	Petty Officer Third Class Karissa Novar opened the '' #82 container.
[21:04:12]	Petty Officer Third Class Karissa Novar closed the '' #82 container.
[21:04:12]	Petty Officer Third Class Karissa Novar opened the '' #161 container.
[21:04:13]	Petty Officer Second Class Arnold Jackson exited observer at their location.
[21:04:15]	Petty Officer Third Class Karissa Novar closed the '' #161 container.
[21:04:20]	Petty Officer Third Class Karissa Novar entered observer.
[21:04:23]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:04:32]	Petty Officer Third Class Karissa Novar entered observer.
[21:04:47]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[21:04:49]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[21:04:54]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:05:02]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:04]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:07]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:10]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:11]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:14]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:15]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:20]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:21]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:22]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:24]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:25]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:26]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:27]	Petty Officer Third Class Karissa Novar has taken 1 damage from door70.
[21:05:36]	Petty Officer Third Class Karissa Novar entered observer.
[21:05:51]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:04]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:40]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:54]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:54]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:54]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:54]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:54]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:54]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:55]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:55]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:55]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:55]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:56]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:56]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:56]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:56]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:56]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:57]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:57]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:57]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:57]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:57]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:58]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:58]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:58]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:58]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:58]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:59]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:59]	Petty Officer Third Class Karissa Novar entered observer.
[21:06:59]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:06:59]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:00]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:00]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:00]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:00]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:00]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:01]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:01]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:01]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:01]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:01]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:02]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:02]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:02]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:02]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:02]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:03]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:03]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:03]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:03]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:07]	Petty Officer Third Class Karissa Novar entered observer.
[21:07:14]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:07:15]	Petty Officer Third Class Karissa Novar entered observer.
[21:10:25]	Sergeant RT-9824 ''Bulwark'' has spawned 'models/props_c17/canister02a.mdl'.
[21:10:40]	Sergeant RT-9824 ''Bulwark'' has spawned 'models/ehawk/ehawk1.mdl'.
[21:10:41]	Sergeant RT-9824 ''Bulwark'' has spawned 'models/sfp_alphag/sfp_alphag.mdl'.
[21:12:48]	Petty Officer Second Class Arnold Jackson entered observer.
[21:13:16]	[ME] Sergeant RT-9824 ''Bulwark'': Chuckles
[21:13:42]	Petty Officer Second Class Arnold Jackson used command '/PlyWhitelist RT- Unkown'.
[21:13:47]	Petty Officer Second Class Arnold Jackson used command '/PlyWhitelist RT- misc'.
[21:14:44]	FB|| light ROOM created the character '👍︎□︎♍︎🙵 ♋︎■︎♎︎ ♌︎♋︎●︎●︎⬧︎'
[21:14:48]	FB|| light ROOM loaded the character '👍︎□︎♍︎🙵 ♋︎■︎♎︎ ♌︎♋︎●︎●︎⬧︎'
[21:14:52]	[OOC] 👍︎□︎♍︎🙵 ♋︎■︎♎︎ ♌︎♋︎●︎●︎⬧︎: cock
[21:15:02]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:15:25]	Petty Officer Third Class Karissa Novar used command '/ToggleRaise'.
[21:15:31]	Petty Officer Second Class Arnold Jackson used command '/CharSetName 👍︎ Maimpho Zarsek'.
[21:15:36]	Petty Officer Third Class Karissa Novar entered observer.
[21:15:37]	[OOC] Maimpho Zarsek: 👍︎□︎♍︎🙵 ♋︎■︎♎︎ ♌︎♋︎●︎●︎⬧︎
[21:15:42]	Doughnut loaded the character 'Unkown'
[21:15:52]	Grotack Lunthan used command '/CharSetName unkown Grotack Lunthan'.
[21:15:53]	Grotack Lunthan entered observer.
[21:16:07]	Maimpho Zarsek has taken 625 damage from worldspawn.
[21:16:07]	worldspawn has killed Maimpho Zarsek.
[21:16:13]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:16:15]	Petty Officer Third Class Karissa Novar entered observer.
[21:16:40]	Grotack Lunthan used command '/CharSetModel maimpho models/npc_hcn/starwars/bf/human/human_male_3.mdl'.
[21:16:48]	[OOC] Maimpho Zarsek: Uhhhhh h👍︎□︎♍︎🙵 ♋︎■︎♎︎ ♌︎♋︎●︎●︎⬧︎
[21:16:51]	Grotack Lunthan exited observer at their location.
[21:17:08]	Grotack Lunthan entered observer.
[21:17:17]	Grotack Lunthan exited observer at their location.
[21:17:23]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:17:42]	Petty Officer Third Class Karissa Novar used command '/ToggleRaise'.
[21:18:28]	Grotack Lunthan used command '/CharGiveItem maimpho ib94'.
[21:18:36]	Grotack Lunthan used command '/CharGiveItem maimpho rw_sw_ib94'.
[21:18:42]	Grotack Lunthan has spawned a 'Weapon [974][rw_sw_ib94]'.
[21:18:43]	Grotack Lunthan has spawned a 'Weapon [976][rw_sw_ib94]'.
[21:18:43]	Grotack Lunthan has spawned a 'Weapon [981][rw_sw_ib94]'.
[21:18:43]	Grotack Lunthan has spawned a 'Weapon [983][rw_sw_ib94]'.
[21:18:44]	Grotack Lunthan has spawned a 'Weapon [985][rw_sw_ib94]'.
[21:18:58]	Grotack Lunthan has spawned a 'Entity [976][lunasflightschool_lambda]'.
[21:19:08]	[ME] Petty Officer Third Class Karissa Novar: SHOWS ADOPTION PAPERS
[21:19:10]	Petty Officer Third Class Karissa Novar rolled 65 out of 100.
[21:19:10]	Petty Officer Third Class Karissa Novar used command '/Roll'.
[21:19:15]	[ME] Private ST-6864: shreds adoption papers
[21:19:20]	Private ST-6864 rolled 67 out of 100.
[21:19:20]	Private ST-6864 used command '/Roll str'.
[21:19:32]	[IT] Petty Officer Third Class Karissa Novar: you get a papercut on your glove
[21:19:37]	[OOC] Maimpho Zarsek: rw_sw_ib94
[21:19:47]	Grotack Lunthan has spawned 'models/props/de_nuke/nuclearcontainerboxclosed.mdl'.
[21:19:51]	[OOC] Maimpho Zarsek: ✋︎👎︎✋︎⚐︎❄︎
[21:19:53]	[IT] Petty Officer Third Class Karissa Novar: you die instantly
[21:20:48]	Petty Officer Third Class Karissa Novar entered observer.
[21:20:53]	Grotack Lunthan has spawned 'models/cire992/props4/cratefruit02_s.mdl'.
[21:20:56]	Grotack Lunthan has spawned 'models/cire992/props4/cratecargo01_xl.mdl'.
[21:20:58]	Grotack Lunthan has spawned 'models/cire992/props4/cratecargo01_xl.mdl'.
[21:21:00]	Grotack Lunthan has spawned 'models/cire992/props4/crateshipping01_a.mdl'.
[21:21:03]	Grotack Lunthan has spawned 'models/props/de_dust/du_crate_64x80.mdl'.
[21:21:08]	Grotack Lunthan has spawned 'models/props/de_nuke/crate_small.mdl'.
[21:21:11]	Grotack Lunthan has spawned 'models/props/de_nuke/crate_extrasmall.mdl'.
[21:21:43]	Petty Officer Third Class Karissa Novar exited observer at their location.
[21:21:49]	Grotack Lunthan used command '/Event There's a call over the PA announcing An unkown vessel has been detected in the vacinity'.
