[05:11:20]	Mr.Ganar has connected.
[21:04:11]	[LOOC] CCA.C17-GRID.i3.08313: yeah
[21:04:14]	[LOOC] CCA.C17-GRID.i3.08313: for the MP7 it's weird
[21:04:16]	[LOOC] CCA.C17-GRID.i3.08313: not weird but
[21:04:19]	Matthew Fredrickson ODonovan rolled 100 (94 + 6) out of 100 on Guns.
[21:04:19]	Matthew Fredrickson ODonovan used command '/RollSkill guns'.
[21:04:20]	[LOOC] CCA.C17-GRID.i3.08313: we'll cross that bridge when we get there
[21:04:24]	[LOOC] Matthew Fredrickson ODonovan: OH MY GOD
[21:04:26]	Anastasia Semenov ran 'drop' on item 'Citizen Filter' (#28426)
[21:04:26]	Anastasia Semenov has lost a 'Citizen Filter' #28426.
[21:04:26]	[LOOC] CCA.C17-GRID.i1.23710: wow
[21:04:31]	Wilfred Goodfield ran 'equip' on item 'Citizen Filter' (#28426)
[21:04:34]	[LOOC] CCA.C17-GRID.i3.08313: and then drd just do a regular agility roll
[21:04:37]	[LOOC] CCA.C17-GRID.i3.08313: /rollattribute
[21:04:45]	CCA.C17-GRID.i1.23710 used command '/RollAttribute agi'.
[21:04:48]	CCA.C17-GRID.i1.23710 rolled 57 (52 + 5) out of 100 on Agility.
[21:04:48]	CCA.C17-GRID.i1.23710 used command '/RollAttribute agility'.
[21:04:52]	[LOOC] CCA.C17-GRID.i1.23710: youch
[21:04:57]	[LOOC] CCA.C17-GRID.i3.08313: akrughty
[21:05:00]	[LOOC] CCA.C17-GRID.i3.08313: for the MP7
[21:05:00]	[LOOC] Matthew Fredrickson ODonovan: Thatsa  crit success init?
[21:05:05]	Wilfred Goodfield ran 'take' on item 'Citizen Filter' (#28246)
[21:05:05]	Wilfred Goodfield has gained a 'Citizen Filter' #28246.
[21:05:17]	[LOOC] CCA.C17-GRID.i3.08313: no, crit success is based off of your base roll not your modified roll
[21:05:24]	Wilfred Goodfield ran 'take' on item 'Pin' (#26597)
[21:05:24]	Wilfred Goodfield has gained a 'Pin' #26597.
[21:05:25]	[LOOC] CCA.C17-GRID.i3.08313: your base roll was 94
[21:05:29]	Wilfred Goodfield ran 'take' on item 'Empty Consulate Water Can' (#28305)
[21:05:29]	Wilfred Goodfield has gained a 'Empty Consulate Water Can' #28305.
[21:05:30]	Wilfred Goodfield ran 'take' on item 'Empty Chinese Takeout' (#28307)
[21:05:30]	Wilfred Goodfield has gained a 'Empty Chinese Takeout' #28307.
[21:05:32]	Wilfred Goodfield ran 'drop' on item 'Empty Chinese Takeout' (#28307)
[21:05:32]	Wilfred Goodfield has lost a 'Empty Chinese Takeout' #28307.
[21:05:33]	[LOOC] CCA.C17-GRID.i3.08313: anyways
[21:05:34]	Wilfred Goodfield ran 'drop' on item 'Empty Consulate Water Can' (#28305)
[21:05:34]	Wilfred Goodfield has lost a 'Empty Consulate Water Can' #28305.
[21:05:38]	[LOOC] Matthew Fredrickson ODonovan: Aight so I opened up on the mans and got a 100
[21:05:44]	[LOOC] CCA.C17-GRID.i3.08313: for the mp7, you get 5 base shots, and then you roll out of three to see how many more shots you get
[21:05:48]	[OOC] Wilfred Goodfield: The server runs really well even with all of these excess props laying around
[21:05:49]	[LOOC] CCA.C17-GRID.i3.08313: so if you roll 0, you shoot him five times
[21:06:01]	[OOC] CCA.C17-GRID.i3.08313: they might be items question mark. i cannot check because i am busy
[21:06:05]	[LOOC] CCA.C17-GRID.i3.08313: if you roll 3, you shoot him 8 times
[21:06:09]	[OOC] Wilfred Goodfield: they are items
[21:06:10]	[LOOC] CCA.C17-GRID.i3.08313: so do /roll 3
[21:06:14]	Matthew Fredrickson ODonovan rolled 3 out of 3.
[21:06:14]	Matthew Fredrickson ODonovan used command '/Roll 3'.
[21:06:17]	[LOOC] CCA.C17-GRID.i3.08313: alright
[21:06:17]	[OOC] Anastasia Semenov: if you think thats bad the item ration below is ridiculous
[21:06:19]	[LOOC] Matthew Fredrickson ODonovan: OOOH
[21:06:21]	[LOOC] CCA.C17-GRID.i1.23710: good god
[21:06:22]	[LOOC] CCA.C17-GRID.i3.08313: drd step foward so the shots hit him
[21:06:27]	Wilfred Goodfield ran 'take' on item 'Broken LCD Monitor' (#28409)
[21:06:27]	Wilfred Goodfield has gained a 'Broken LCD Monitor' #28409.
[21:06:29]	[LOOC] CCA.C17-GRID.i3.08313: hit him 8 times
[21:06:31]	[LOOC] CCA.C17-GRID.i3.08313: exactly 8
[21:06:31]	Wilfred Goodfield ran 'combine' on item 'Suitcase' (#28493)
[21:06:33]	CCA.C17-GRID.i1.23710 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:06:33]	CCA.C17-GRID.i1.23710 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:06:34]	CCA.C17-GRID.i1.23710 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:06:34]	CCA.C17-GRID.i1.23710 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:06:35]	CCA.C17-GRID.i1.23710 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:06:36]	CCA.C17-GRID.i1.23710 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:06:36]	CCA.C17-GRID.i1.23710 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:06:36]	CCA.C17-GRID.i1.23710 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:06:37]	Matthew Fredrickson ODonovan has killed CCA.C17-GRID.i1.23710 with weapon_smg1.
[21:06:38]	Wilfred Goodfield opened the '' #2684 container.
[21:06:41]	Wilfred Goodfield closed the '' #2684 container.
[21:06:41]	[LOOC] Matthew Fredrickson ODonovan: YUP
[21:06:42]	[OOC] CCA.C17-GRID.i1.23710: ow
[21:06:43]	[LOOC] CCA.C17-GRID.i3.08313: jesus christ
[21:06:45]	CCA.C17-GRID.i1.23710 entered observer.
[21:06:46]	CCA.C17-GRID.i3.08313 has spawned 'models/Police.mdl'.
[21:06:49]	CCA.C17-GRID.i1.23710 ran 'Equip' on item 'USP Match' (#9735)
[21:06:50]	CCA.C17-GRID.i3.08313 has spawned 'models/Police.mdl'.
[21:06:50]	CCA.C17-GRID.i1.23710 ran 'Equip' on item 'SPAS-12' (#20711)
[21:06:51]	CCA.C17-GRID.i3.08313 has spawned 'models/Police.mdl'.
[21:06:57]	[OOC] CCA.C17-GRID.i1.23710: my armour did NOTHING
[21:07:00]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[21:07:06]	[OOC] CCA.C17-GRID.i3.08313: MP7 rounds brother
[21:07:08]	[OOC] Jonathan Jackson: virgin metrocop
[21:07:09]	[LOOC] CCA.C17-GRID.i3.08313: are you gonna take the shotgun
[21:07:12]	[LOOC] CCA.C17-GRID.i3.08313: or keep the MP7
[21:07:20]	[LOOC] Matthew Fredrickson ODonovan: Ima use the shotgun to break the gate.
[21:07:27]	[LOOC] CCA.C17-GRID.i3.08313: that's a creative one
[21:07:27]	[LOOC] Matthew Fredrickson ODonovan: one shot at the center of it close range
[21:07:39]	[LOOC] CCA.C17-GRID.i3.08313: well shootign the frocefield itself wouldn't do it
[21:07:42]	[LOOC] CCA.C17-GRID.i3.08313: you'd hae to shoot the side
[21:07:48]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:07:50]	[LOOC] CCA.C17-GRID.i3.08313: the actual emitters
[21:07:50]	CCA.C17-GRID.i1.23710 has spawned 'models/police_nemez.mdl'.
[21:07:52]	[LOOC] Matthew Fredrickson ODonovan: Thats the plan
[21:08:00]	CCA.C17-GRID.i1.23710 has spawned 'models/police_nemez.mdl'.
[21:08:00]	[LOOC] CCA.C17-GRID.i3.08313: alright one sec let me do a thing
[21:08:00]	Matthew Fredrickson ODonovan ran 'equip' on item 'Citizen Filter' (#28483)
[21:08:03]	Matthew Fredrickson ODonovan ran 'EquipUn' on item 'Green Citizen Suit' (#28479)
[21:08:07]	Matthew Fredrickson ODonovan ran 'Equip' on item 'Green Citizen Suit' (#28479)
[21:08:09]	CCA.C17-GRID.i3.08313 used command '/PlyTransfer i3 transhuman arm'.
[21:08:31]	[OOC] Wilfred Goodfield: Do I need to worry about applications or are they IC 
[21:08:47]	[LOOC] Matthew Fredrickson ODonovan: Did the shotgun work me boy?
[21:08:54]	CCA.C17-GRID.i3.08313 used command '/Dispatch unrest structure'.
[21:08:59]	[LOOC] CCA.C17-GRID.i3.08313: yes, let me just give you the item
[21:09:08]	CCA.C17-GRID.i3.08313 used command '/adminspawnmenu'.
[21:09:12]	CCA.C17-GRID.i3.08313 has spawned "12-Gauge Shells"
[21:09:13]	CCA.C17-GRID.i3.08313 has spawned "12-Gauge Shells"
[21:09:20]	Matthew Fredrickson ODonovan ran 'take' on item '12-Gauge Shells' (#28505)
[21:09:20]	Matthew Fredrickson ODonovan has gained a '12-Gauge Shells' #28505.
[21:09:22]	CCA.C17-GRID.i3.08313 has spawned "SPAS-12"
[21:09:24]	Matthew Fredrickson ODonovan ran 'take' on item 'SPAS-12' (#28506)
[21:09:24]	Matthew Fredrickson ODonovan has gained a 'SPAS-12' #28506.
[21:09:26]	Matthew Fredrickson ODonovan ran 'take' on item '12-Gauge Shells' (#28504)
[21:09:26]	Matthew Fredrickson ODonovan has gained a '12-Gauge Shells' #28504.
[21:09:29]	Wilfred Goodfield ran 'take' on item 'AA Battery' (#24245)
[21:09:29]	Wilfred Goodfield has gained a 'AA Battery' #24245.
[21:09:30]	Matthew Fredrickson ODonovan ran 'Equip' on item 'SPAS-12' (#28506)
[21:09:32]	Wilfred Goodfield ran 'combine' on item 'Suitcase' (#28493)
[21:09:32]	Matthew Fredrickson ODonovan ran 'Equip' on item 'SPAS-12' (#28506)
[21:09:33]	Wilfred Goodfield ran 'combine' on item 'Suitcase' (#28493)
[21:09:37]	Matthew Fredrickson ODonovan ran 'EquipUn' on item 'MP7' (#28502)
[21:09:38]	Matthew Fredrickson ODonovan ran 'Equip' on item 'SPAS-12' (#28506)
[21:09:40]	Matthew Fredrickson ODonovan ran 'use' on item '12-Gauge Shells' (#28504)
[21:09:52]	CCA.C17-GRID.i3.08313 used command '/PlyTransfer i3 mpf'.
[21:09:53]	[ME] Matthew Fredrickson ODonovan: Shoots the gate to open it
[21:09:57]	CCA.C17-GRID.i3.08313 used command '/PlyTransfer i3 authority'.
[21:10:07]	[ME] Matthew Fredrickson ODonovan: grabs the kevlar vest and throws it on
[21:10:08]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:10:15]	[Y] CCA.C17-GRID.i3.08313: <:: YOU. INSIDE. NOW. ::>
[21:10:30]	[Y] CCA.C17-GRID.i3.08313: <:: GET INSIDE, QUICKLY. ::>
[21:10:40]	Matthew Fredrickson ODonovan ran 'use' on item '12-Gauge Shells' (#28505)
[21:10:44]	CCA.C17-GRID.i3.08313 used command '/Radio Code SWORD is active from my understanding.'.
[21:10:47]	[Y] Jonathan Jackson: Hey, over here!
[21:10:53]	CCA.C17-GRID.i3.08313 has gained a 'Combine Barricade' #28507.
[21:10:53]	CCA.C17-GRID.i3.08313 used command '/CharGiveItem i3 barricade'.
[21:10:59]	CCA.C17-GRID.i3.08313 ran 'place' on item 'Combine Barricade' (#28507)
[21:11:08]	[Y] CCA.C17-GRID.i3.08313: <:: INDOORS. NOW. ::>
[21:11:11]	[OOC] Matthew Fredrickson ODonovan: need an admin rq
[21:11:18]	[OOC] CCA.C17-GRID.i3.08313: be right over
[21:11:18]	CCA.C17-GRID.i3.08313 entered observer.
[21:11:19]	Wilfred Goodfield opened the '' #2586 container.
[21:11:21]	Wilfred Goodfield closed the '' #2586 container.
[21:11:23]	[OOC] CCA.C17-GRID.i1.23710: i got you
[21:11:25]	Jonathan Jackson ran 'View' on item 'Notepad' (#27712)
[21:11:29]	[ME] Matthew Fredrickson ODonovan: shoots the lock open
[21:11:37]	[IT] CCA.C17-GRID.i3.08313: It fails. The lock is reinforced.
[21:11:41]	Alex Palovichov used command '/Request Someone with a shotgun outside metropol!'.
[21:11:45]	[ME] Matthew Fredrickson ODonovan: double berral shoots the lock open
[21:11:59]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:12:00]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[21:12:04]	Alex Palovichov used command '/Request He just ran into the CZ!'.
[21:12:07]	CCA.C17-GRID.i3.08313 has gained a 'MP7' #28507.
[21:12:07]	CCA.C17-GRID.i3.08313 used command '/CharGiveItem grid mp7'.
[21:12:12]	[Y] CCA.C17-GRID.i3.08313: <:: Get to an apartment building, NOW. ::>
[21:12:15]	CCA.C17-GRID.i3.08313 ran 'Equip' on item 'MP7' (#28507)
[21:12:17]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[21:12:23]	[ME] Anastasia Semenov: sighs and walks off.
[21:12:35]	[OOC] Matthew Fredrickson ODonovan: So day one
[21:12:37]	CCA.C17-GRID.i3.08313 used command '/Radio Construction zone. 10-76.'.
[21:12:40]	Wilfred Goodfield ran 'drop' on item 'Minimum Grade Supplements (No Flavor)' (#28501)
[21:12:40]	Wilfred Goodfield has lost a 'Minimum Grade Supplements (No Flavor)' #28501.
[21:12:44]	[OOC] Matthew Fredrickson ODonovan: I got a shotgun a MP7, a pistol, kevlar
[21:12:48]	CCA.C17-GRID.i3.08313 entered observer.
[21:12:48]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:12:51]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:12:52]	Wilfred Goodfield ran 'take' on item 'Minimum Grade Supplements (No Flavor)' (#28501)
[21:12:52]	Wilfred Goodfield has gained a 'Minimum Grade Supplements (No Flavor)' #28501.
[21:12:54]	[OOC] Anastasia Semenov: how
[21:13:01]	[OOC] CCA.C17-GRID.i3.08313: lucky rolls
[21:13:06]	[OOC] Anastasia Semenov: mystery man
[21:13:12]	matt saton loaded the character 'OTA.C17-ECHO:OHZ.19343'
[21:13:17]	[OOC] Anastasia Semenov: Rebel fosho
[21:13:23]	[LOOC] Matthew Fredrickson ODonovan: I picked up the vest and its safe to assume it was in it
[21:13:29]	Matthew Fredrickson ODonovan has gained a 'Flashlight' #28508.
[21:13:29]	OTA.C17-ECHO:OHZ.19343 used command '/CharGiveItem fred flashlight'.
[21:13:34]	OTA.C17-ECHO:OHZ.19343 used command '/PM fred CP had it on him so sure havei t'.
[21:13:43]	OTA.C17-ECHO:OHZ.19343 entered observer.
[21:13:51]	DRD loaded the character 'Dispatch'
[21:13:53]	Dispatch entered observer.
[21:14:25]	Matthew Fredrickson ODonovan has gained 20 tokens.
[21:14:39]	OTA.C17-ECHO:OHZ.19343 used command '/Dispatch Attention, please. All citizens report to UHB Manufactoring, 'Diordna', immediately. Protection teams, code: SWORD, LOCK, STABILIZE.'.
[21:14:40]	Matthew Fredrickson ODonovan has gained 10 tokens.
[21:15:00]	[OOC] Matthew Fredrickson ODonovan: I gotta be home free after that
[21:15:09]	[OOC] Jonathan Jackson: chad
[21:15:21]	[OOC] Alex Palovichov: Until...I...find...you
[21:15:25]	[OOC] Alex Palovichov: And I always...do
[21:15:26]	[OOC] Matthew Fredrickson ODonovan: OKAY, can I get the discord now?
[21:15:30]	[OOC] Matthew Fredrickson ODonovan: HAHAHA
[21:15:31]	[OOC] Dispatch: /discord
[21:15:34]	Matthew Fredrickson ODonovan used command '/Discord'.
[21:15:37]	[OOC] Jonathan Jackson: /discord
[21:15:41]	shotgunxcore has connected.
[21:15:45]	[OOC] Anastasia Semenov: great here we go
[21:15:54]	[OOC] Alex Palovichov: Trust me...I always...find people breaking laws....
[21:16:00]	[OOC] Alex Palovichov: You....are not....special...
[21:16:03]	[OOC] Alex Palovichov: One...wrong step....
[21:16:07]	[ME] Matthew Fredrickson ODonovan: hides in the crate, opening it and close it with a crack.
[21:16:07]	[OOC] Alex Palovichov: And you're mine!
[21:16:14]	[OOC] OTA.C17-ECHO:OHZ.19343: love how alex ignored the broadcast
[21:16:22]	[OOC] Alex Palovichov: WHAT
[21:16:24]	OTA.C17-ECHO:OHZ.19343 used command '/Dispatch Repeat: Attention, please. All citizens report to UHB Manufactoring, 'Diordna', immediately. Protection teams, code: SWORD, LOCK, STABILIZE.'.
[21:16:25]	[OOC] Matthew Fredrickson ODonovan: Ima flag off now okay?
[21:16:32]	[OOC] Alex Palovichov: I was watching some dude eat 20,000 calorie burger!
[21:16:45]	[Y] Dispatch: <:: Attention, please. Access to this block is not permitted. Anti-citizen scavenging will result in immediate capital punishment. ::>
[21:17:33]	Wilfred Goodfield ran 'take' on item 'Light Bulb' (#28372)
[21:17:33]	Wilfred Goodfield has gained a 'Light Bulb' #28372.
[21:17:39]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[21:17:40]	CCA.C17-GRID.i3.08313 entered observer.
[21:17:42]	[LOOC] Alex Palovichov: what...
[21:17:43]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:17:47]	CCA.C17-GRID.i3.08313 used command '/ToggleRaise'.
[21:18:04]	CCA.C17-GRID.i3.08313 used command '/Radio Manufacturing is locked down.'.
[21:18:29]	Alex Palovichov used command '/CharFallOver'.
[21:18:34]	Alex Palovichov used command '/CharGetUp'.
[21:18:35]	Alex Palovichov used command '/CharGetUp'.
[21:18:39]	CCA.C17-GRID.i3.08313 entered observer.
[21:18:43]	Alex Palovichov used command '/CharFallOver'.
[21:18:51]	[ME] Matthew Fredrickson ODonovan: flips the table.
[21:18:58]	Dispatch used command '/Dispatch Ground Protection Team, Alert: Incident response deployment required. Nine-two-one-two.'.
[21:19:00]	[ME] Matthew Fredrickson ODonovan: moves the machine to the door
[21:19:05]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:20:12]	matt saton loaded the character 'OTA.C17-ECHO:OHZ.19343'
[21:20:21]	Matthew Fredrickson ODonovan ran 'EquipUn' on item 'Green Citizen Suit' (#28479)
[21:20:21]	Matthew Fredrickson ODonovan has taken 1 damage from worldspawn.
[21:20:22]	Matthew Fredrickson ODonovan has taken 1 damage from worldspawn.
[21:20:22]	Matthew Fredrickson ODonovan ran 'Equip' on item 'Green Citizen Suit' (#28479)
[21:20:25]	OTA.C17-ECHO:OHZ.19343 entered observer.
[21:21:17]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[21:21:38]	CCA.C17-GRID.i3.08313 entered observer.
[21:21:48]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:21:48]	CCA.C17-GRID.i3.08313 entered observer.
[21:21:49]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:21:50]	Jonathan Jackson opened the '' #2706 container.
[21:21:51]	Gunnar King ran 'EquipUn' on item 'Green Citizen Suit' (#28496)
[21:21:55]	Jonathan Jackson closed the '' #2706 container.
[21:21:57]	Jonathan Jackson opened the '' #2705 container.
[21:21:59]	Jonathan Jackson closed the '' #2705 container.
[21:22:00]	Jonathan Jackson opened the '' #2706 container.
[21:22:06]	Jonathan Jackson closed the '' #2706 container.
[21:22:15]	[Y] CCA.C17-GRID.i3.08313: <:: Everyone, to the lobby immediately. ::>
[21:22:19]	Alex Palovichov used command '/CharGetUp'.
[21:22:28]	[OOC] Jonathan Jackson: Ignore my talking I have a bind for VC same for discord
[21:22:40]	[OOC] Dispatch: vc isnt actually enabled in game, dont worry
[21:22:49]	[OOC] Jonathan Jackson: Oh thank god
[21:22:52]	monarch has gained a 'Cyclopic Citizen Suit' #28510.
[21:22:52]	monarch has gained a 'Citizen Filter' #28511.
[21:22:52]	shotgunxcore created the character 'monarch'
[21:22:52]	monarch has gained a 'Suitcase' #28512.
[21:22:52]	monarch has gained a 'Relocation Coupon' #28513.
[21:22:52]	shotgunxcore loaded the character 'monarch'
[21:23:13]	[ME] CCA.C17-GRID.i3.08313: looks toward Alex.
[21:23:20]	[OOC] CCA.C17-GRID.i3.08313: welcome, monarch!
[21:23:25]	monarch has taken 1 damage from worldspawn.
[21:23:26]	monarch has taken 1 damage from worldspawn.
[21:23:27]	monarch has taken 1 damage from worldspawn.
[21:23:27]	monarch has taken 1 damage from worldspawn.
[21:23:28]	monarch has taken 1 damage from worldspawn.
[21:23:29]	monarch has taken 1 damage from worldspawn.
[21:23:31]	monarch has taken 1 damage from worldspawn.
[21:23:32]	[OOC] CCA.C17-GRID.i3.08313: you're going to have to pick a full name for your character, what would you like it to be?
[21:23:38]	DRD loaded the character 'CCA.C17-GRID.i1.23710'
[21:23:43]	monarch has taken 1 damage from worldspawn.
[21:23:47]	monarch has taken 1 damage from worldspawn.
[21:23:47]	CCA.C17-GRID.i1.23710 entered observer.
[21:23:52]	monarch has taken 1 damage from worldspawn.
[21:24:03]	monarch has taken 1 damage from worldspawn.
[21:24:19]	[LOOC] CCA.C17-GRID.i1.23710: ayo my friend
[21:24:23]	[LOOC] CCA.C17-GRID.i1.23710: what do you want your name to be
[21:24:44]	monarch has taken 1 damage from worldspawn.
[21:24:45]	monarch has taken 1 damage from worldspawn.
[21:24:45]	monarch has taken 1 damage from worldspawn.
[21:24:46]	monarch has taken 1 damage from worldspawn.
[21:24:47]	monarch has taken 1 damage from worldspawn.
[21:24:48]	monarch has taken 1 damage from worldspawn.
[21:24:48]	monarch has taken 1 damage from worldspawn.
[21:24:49]	monarch has taken 1 damage from worldspawn.
[21:24:50]	monarch has taken 1 damage from worldspawn.
[21:24:51]	monarch has taken 1 damage from worldspawn.
[21:24:52]	monarch has taken 1 damage from worldspawn.
[21:24:53]	monarch has taken 1 damage from worldspawn.
[21:24:54]	monarch has taken 1 damage from worldspawn.
[21:24:54]	monarch has taken 1 damage from worldspawn.
[21:24:55]	monarch has taken 1 damage from worldspawn.
[21:24:56]	monarch has taken 1 damage from worldspawn.
[21:24:57]	[OOC] CCA.C17-GRID.i1.23710: dont forget your suit and mask, new guy
[21:25:01]	monarch has taken 1 damage from worldspawn.
[21:25:01]	monarch has taken 1 damage from worldspawn.
[21:25:02]	monarch has taken 1 damage from worldspawn.
[21:25:03]	monarch has taken 1 damage from worldspawn.
[21:25:04]	monarch has taken 1 damage from worldspawn.
[21:25:05]	monarch has taken 1 damage from worldspawn.
[21:25:05]	monarch has taken 1 damage from worldspawn.
[21:25:06]	[OOC] CCA.C17-GRID.i1.23710: it's in your inventory, press tab
[21:25:06]	monarch has taken 1 damage from worldspawn.
[21:25:07]	monarch has taken 1 damage from worldspawn.
[21:25:08]	monarch has taken 1 damage from worldspawn.
[21:25:08]	monarch has taken 1 damage from worldspawn.
[21:25:09]	monarch has taken 1 damage from worldspawn.
[21:25:10]	monarch has taken 1 damage from worldspawn.
[21:25:11]	monarch has taken 1 damage from worldspawn.
[21:25:11]	monarch has taken 1 damage from worldspawn.
[21:25:12]	monarch has taken 1 damage from worldspawn.
[21:25:13]	monarch has taken 1 damage from worldspawn.
[21:25:14]	monarch has taken 1 damage from worldspawn.
[21:25:14]	monarch has taken 1 damage from worldspawn.
[21:25:15]	monarch has taken 1 damage from worldspawn.
[21:25:16]	monarch has taken 1 damage from worldspawn.
[21:25:16]	[OOC] CCA.C17-GRID.i3.08313: thank God for lightroom getting on
[21:25:17]	monarch has taken 1 damage from worldspawn.
[21:25:17]	monarch has taken 1 damage from worldspawn.
[21:25:18]	monarch has taken 1 damage from worldspawn.
[21:25:19]	monarch has taken 1 damage from worldspawn.
[21:25:20]	monarch has taken 1 damage from worldspawn.
[21:25:20]	monarch has taken 1 damage from worldspawn.
[21:25:21]	monarch has taken 1 damage from worldspawn.
[21:25:22]	monarch has taken 1 damage from worldspawn.
[21:25:23]	monarch has taken 1 damage from worldspawn.
[21:25:23]	monarch has taken 1 damage from worldspawn.
[21:25:24]	monarch has taken 1 damage from worldspawn.
[21:25:25]	monarch has taken 1 damage from worldspawn.
[21:25:25]	monarch ran 'drop' on item 'Citizen Filter' (#28511)
[21:25:25]	monarch has lost a 'Citizen Filter' #28511.
[21:25:26]	monarch has taken 1 damage from worldspawn.
[21:25:26]	monarch has taken 1 damage from worldspawn.
[21:25:27]	monarch has taken 1 damage from worldspawn.
[21:25:28]	monarch has taken 1 damage from worldspawn.
[21:25:29]	monarch has taken 1 damage from worldspawn.
[21:25:30]	monarch has taken 1 damage from worldspawn.
[21:25:30]	monarch has taken 1 damage from worldspawn.
[21:25:31]	monarch has taken 1 damage from worldspawn.
[21:25:32]	monarch has taken 1 damage from worldspawn.
[21:25:33]	monarch has taken 1 damage from worldspawn.
[21:25:33]	monarch has taken 1 damage from worldspawn.
[21:25:34]	monarch has taken 1 damage from worldspawn.
[21:25:35]	CCA.C17-GRID.i3.08313 used command '/Radio Individual shot open the gate into D4 closest to the metropol and movie theater.'.
[21:25:35]	monarch has taken 1 damage from worldspawn.
[21:25:36]	monarch has taken 1 damage from worldspawn.
[21:25:36]	monarch has taken 1 damage from worldspawn.
[21:25:37]	monarch has taken 1 damage from worldspawn.
[21:25:38]	monarch has taken 1 damage from worldspawn.
[21:25:39]	monarch has taken 1 damage from worldspawn.
[21:25:39]	monarch has taken 1 damage from worldspawn.
[21:25:40]	monarch has taken 1 damage from worldspawn.
[21:25:41]	monarch has taken 1 damage from worldspawn.
[21:25:42]	monarch has taken 1 damage from worldspawn.
[21:25:42]	monarch has taken 1 damage from worldspawn.
[21:25:43]	monarch has taken 1 damage from worldspawn.
[21:25:44]	monarch has taken 1 damage from worldspawn.
[21:25:45]	monarch has taken 1 damage from worldspawn.
[21:25:45]	monarch has taken 1 damage from worldspawn.
[21:25:46]	monarch has taken 1 damage from worldspawn.
[21:25:47]	monarch has taken 1 damage from worldspawn.
[21:25:48]	CCA.C17-GRID.i3.08313 used command '/Radio Reported to be wearing a green-type citizen suit. The one with two eyes, not the cyclopic one.'.
[21:25:48]	monarch has taken 1 damage from worldspawn.
[21:25:48]	monarch has taken 1 damage from worldspawn.
[21:25:49]	monarch has taken 1 damage from worldspawn.
[21:25:50]	monarch has taken 1 damage from worldspawn.
[21:25:51]	monarch has taken 1 damage from worldspawn.
[21:25:52]	monarch has taken 1 damage from worldspawn.
[21:25:52]	monarch has taken 1 damage from worldspawn.
[21:25:53]	monarch has taken 1 damage from worldspawn.
[21:25:54]	monarch has taken 1 damage from worldspawn.
[21:25:55]	monarch has taken 1 damage from worldspawn.
[21:25:55]	shotgunxcore (STEAM_0:0:455422994) has disconnected.
[21:26:10]	CCA.C17-GRID.i1.23710 used command '/rooc cue do you have any idea how little that narrows it down'.
[21:26:16]	CCA.C17-GRID.i3.08313 used command '/Radio Last seen holding a shotgun, likely also carrying an MP7.'.
[21:26:17]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:26:21]	Matthew Fredrickson ODonovan ran 'EquipUn' on item 'SPAS-12' (#28506)
[21:26:22]	Matthew Fredrickson ODonovan ran 'Equip' on item 'MP7' (#28502)
[21:26:40]	[OOC] Matthew Fredrickson ODonovan: Stop
[21:26:45]	[OOC] Matthew Fredrickson ODonovan: Post up
[21:26:46]	[Y] Alex Palovichov: Behind you!
[21:26:55]	[LOOC] CCA.C17-GRID.i3.08313: GOD DAMNIT
[21:26:58]	[ME] Alex Palovichov: Slowly reaches into his tool bag, taking out a crowbar
[21:26:58]	[OOC] Matthew Fredrickson ODonovan: HJHAAHAH
[21:27:17]	[OOC] CCA.C17-GRID.i1.23710: WHAT
[21:27:19]	[OOC] CCA.C17-GRID.i1.23710: A FUCKING CHAD
[21:27:22]	[Y] Matthew Fredrickson ODonovan: LOOK I JUST WANTED TO HANG OUT AND BE A NICE FUCKIN WORKER.
[21:27:28]	FB|| light ROOM has connected.
[21:27:29]	[Y] Matthew Fredrickson ODonovan: BUT YOU FUCKS HAD TO WACK ME AND FORCE ME.
[21:27:43]	Jonathan Jackson ran 'Equip' on item 'Pipe' (#25364)
[21:27:46]	DRD loaded the character 'OTA.C17-WALLHAMMER.OSS.34736'
[21:27:47]	[Y] Matthew Fredrickson ODonovan: YOU THREE GO Police oficer on the wall.
