[03:57:41]	PhilipIsBored has connected.
[18:13:37]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:13:38]	CCA.C14-GRID.i3.69192 entered observer.
[18:13:38]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:13:39]	CCA.C14-GRID.i3.69192 entered observer.
[18:13:40]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:13:41]	CCA.C14-GRID.i3.69192 entered observer.
[18:13:42]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:13:43]	CCA.C14-GRID.i3.69192 entered observer.
[18:13:43]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:14:22]	[OOC] Janet Fraiser: ffs
[18:14:46]	[OOC] Janet Fraiser: brb
[18:14:51]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
[18:15:07]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent1]'.
[18:15:08]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent5]'.
[18:15:10]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:15:12]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2831][ix_testent1]'.
[18:15:14]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:15:23]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:15:33]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:15:39]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:19:28]	[OOC] CCA.C14-UNION.i5.39867: i see it
[18:19:42]	[LOOC] CCA.C14-UNION.i5.39867: um what the hell
[18:19:49]	[LOOC] CCA.C14-UNION.i5.39867: test??
[18:20:17]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2831][ix_testent5]'.
[18:20:46]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:20:54]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:21:39]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent5]'.
[18:21:40]	[LOOC] CCA.C14-UNION.i5.39867: alyx
[18:21:43]	[LOOC] CCA.C14-GRID.i3.69192: fucking FUCk
[18:21:47]	[LOOC] CCA.C14-UNION.i5.39867: what are you tryna do?
[18:22:39]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:22:48]	[LOOC] CCA.C14-GRID.i3.69192: trying to print all the attachgments on a model
[18:23:03]	[LOOC] CCA.C14-UNION.i5.39867: i dont know what that means, but sounds cool
[18:23:10]	[LOOC] CCA.C14-UNION.i5.39867: im sad because that new guy didnt get to join
[18:23:14]	[LOOC] CCA.C14-UNION.i5.39867: since it crashed when he was connecting
[18:23:48]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent5]'.
[18:24:02]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:24:59]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:25:07]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:25:57]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:26:03]	CCA.C14-GRID.i3.69192 has spawned 'models/alyx.mdl'.
[18:26:04]	CCA.C14-GRID.i3.69192 entered observer.
[18:26:05]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:26:25]	CCA.C14-GRID.i3.69192 has spawned 'models/alyx.mdl'.
[18:26:39]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_vendingmachine]'.
[18:26:40]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:26:40]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_cidprinter]'.
[18:26:42]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent3]'.
[18:26:44]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_forcefield]'.
[18:26:45]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent1]'.
[18:26:50]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent1]'.
[18:26:51]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent1]'.
[18:27:04]	CCA.C14-UNION.i5.39867 used command '/Radio Unit updating 10-20 to Plaza, will be on stand-by.'.
[18:27:06]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2847][ix_testent1]'.
[18:27:09]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent1]'.
[18:27:12]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent2]'.
[18:27:35]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent1]'.
[18:27:36]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent1]'.
[18:27:45]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:27:46]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:27:48]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:28:03]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent5]'.
[18:28:23]	CCA.C14-GRID.i3.69192 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[18:28:25]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent5]'.
[18:28:34]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:29:08]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:29:12]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent5]'.
[18:29:22]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent5]'.
[18:29:25]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent5]'.
[18:29:58]	CCA.C14-GRID.i3.69192 entered observer.
[18:29:59]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:30:08]	CCA.C14-GRID.i3.69192 entered observer.
[18:30:12]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:30:14]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2824][ix_testent1]'.
[18:30:15]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent5]'.
[18:30:21]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2831][ix_testent5]'.
[18:30:21]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2846][ix_testent5]'.
[18:30:43]	CCA.C14-GRID.i3.69192 entered observer.
[18:30:44]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:30:45]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2847][ix_testent5]'.
[18:30:49]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2848][ix_testent1]'.
[18:30:50]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2847][ix_testent5]'.
[18:32:13]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2831][ix_testent5]'.
[18:32:14]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2846][ix_testent1]'.
[18:32:15]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2831][ix_testent5]'.
[18:32:36]	FB|| light ROOM has connected.
[18:33:06]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[18:33:11]	[OOC] CCA.C14-UNION.EpU.72633: Yo
[18:33:13]	[OOC] CCA.C14-UNION.i5.39867: yo
[18:34:26]	[OOC] CCA.C14-UNION.EpU.72633: it do be Combine hours
[18:34:30]	FB|| light ROOM loaded the character 'Gordo Kin'
[18:34:31]	CCA.C14-UNION.i5.39867 used command '/Radio EpU, sociostatus is green. Current 10-20 is Plaza, unit on standby.'.
[18:34:40]	[OOC] Gordo Kin: Why did I spawn here?
[18:35:01]	CCA.C14-GRID.i3.69192 entered observer.
[18:36:13]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:36:15]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2850][ix_testent5]'.
[18:36:15]	CCA.C14-GRID.i3.69192 entered observer.
[18:36:18]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2831][ix_testent5]'.
[18:36:25]	CCA.C14-GRID.i3.69192 exited observer at their location.
[18:36:25]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2831][ix_testent5]'.
[18:37:13]	[OOC] Gordo Kin: Imagine going into the alleyways alone as a unit 
[18:38:12]	[OOC] CCA.C14-UNION.i5.39867: im not in the alleyways, unless that was to q
[18:38:14]	CCA.C14-GRID.i3.69192 entered observer.
[18:38:15]	[OOC] CCA.C14-GRID.i3.69192: nope
[18:38:16]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2831][ix_testent5]'.
[18:38:17]	[OOC] CCA.C14-GRID.i3.69192: not me
[18:38:18]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2833][ix_testent5]'.
[18:38:20]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2856][ix_testent1]'.
[18:38:21]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2860][ix_testent1]'.
[18:38:21]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2862][ix_testent5]'.
[18:38:22]	[OOC] Gordo Kin: I just said that for no reason.
[18:38:23]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2856][ix_testent5]'.
[18:38:25]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2857][ix_testent5]'.
[18:38:26]	CCA.C14-GRID.i3.69192 has spawned a 'Entity [2856][ix_testent5]'.
[18:38:28]	[OOC] Gordo Kin: Don't worry about it
[18:38:30]	[OOC] CCA.C14-UNION.i5.39867: k
[18:39:07]	[OOC] Gordo Kin: And also I don't think I have to tell you this but just for reference DO NOT go into the sewers alone
[18:39:47]	[OOC] Gordo Kin: Like probably the only time you do that is when the city is just gonna fucking explode
[18:39:55]	[OOC] Gordo Kin: And you have no fucking choice
[18:40:09]	[OOC] CCA.C14-UNION.i5.39867: why would i go into sewers
[18:40:15]	[OOC] CCA.C14-UNION.i5.39867: im an i5
[18:40:25]	[OOC] CCA.C14-UNION.i5.39867: cp
[18:40:28]	Painevan has connected.
[18:40:41]	[OOC] Gordo Kin: Just saying if you like....see a person or rebel go into the sewers like a few others have
[18:41:04]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#18600)
[18:41:08]	CCA.C14-UNION.i5.39867 used command '/PM gordo that chicken guy was a donator?'.
[18:41:13]	Gordo Kin used command '/Reply Ye'.
[18:41:16]	Gordo Kin has taken 10 damage from npc_zombie_torso.
[18:41:18]	CCA.C14-UNION.i5.39867 used command '/PM gordo rip'.
[18:41:29]	[OOC] CCA.C14-UNION.i5.39867: might go for a bit until more people get on, nothing really happening right now
[18:41:35]	[OOC] Gordo Kin: F
[18:41:38]	[OOC] CCA.C14-GRID.i3.69192: i'm sorry ;-;
[18:41:39]	Gordo Kin has taken 5 damage from npc_headcrab.
[18:41:45]	[OOC] Gordo Kin: No problem my guy
[18:41:46]	[OOC] CCA.C14-UNION.i5.39867: for what??/
[18:42:21]	Painevan loaded the character 'Karl Von Habsburg'
[18:42:23]	Karl Von Habsburg entered observer.
[18:42:44]	[OOC] Gordo Kin: At the moment the server isn't doing terrible to be honest, considering the fact that we reach a decent amount of people a lot more often
[18:43:04]	[OOC] CCA.C14-UNION.i5.39867: im still annoyed about the fact that the new player joined as soon as the server broke
[18:43:10]	[OOC] Gordo Kin: F
[18:43:17]	Gordo Kin has taken 5 damage from npc_headcrab.
[18:43:26]	[OOC] CCA.C14-UNION.i5.39867: i think a lot of them might be the same person
[18:43:30]	[OOC] CCA.C14-UNION.i5.39867: 3 of them had a german accent]
[18:43:38]	[OOC] CCA.C14-UNION.i5.39867: same german accent
[18:43:45]	[OOC] CCA.C14-UNION.i5.39867: one was an alt
[18:43:57]	[OOC] Gordo Kin: Why would one guy make three alt accounts just to annoy us for like a few moments.
[18:44:08]	[OOC] CCA.C14-UNION.i5.39867: i'd do that lol
[18:44:12]	[OOC] Gordo Kin: Bruh
[18:44:12]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:44:13]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:44:26]	[OOC] Gordo Kin: Kinda fucked
[18:44:27]	Karl Von Habsburg exited observer at their location.
[18:44:29]	[OOC] CCA.C14-UNION.i5.39867: i have like 3 alts or something
[18:44:33]	Karl Von Habsburg entered observer.
[18:44:35]	[OOC] Gordo Kin: I have no alts
[18:44:44]	Karl Von Habsburg exited observer at their location.
[18:44:45]	Karl Von Habsburg entered observer.
[18:44:47]	Karl Von Habsburg exited observer at their location.
[18:44:48]	Karl Von Habsburg entered observer.
[18:44:49]	Karl Von Habsburg exited observer at their location.
[18:44:49]	Karl Von Habsburg entered observer.
[18:44:51]	[OOC] Gordo Kin: It is just the gamer man himself Light room
[18:45:13]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[18:45:14]	Karl Von Habsburg has spawned a 'NPC [2879][npc_combine_s]'.
[18:45:22]	Karl Von Habsburg has spawned a 'NPC [2824][npc_combine_s]'.
[18:45:25]	[OOC] CCA.C14-UNION.EpU.72633: Imagine being Q and going AFK on his GRID
[18:45:31]	CCA.C14-UNION.i5.39867 used command '/PM epu do u play on the'.
[18:45:35]	CCA.C14-UNION.i5.39867 used command '/PM epu star wars rp'.
[18:45:43]	CCA.C14-UNION.EpU.72633 used command '/Reply Nope'.
[18:46:03]	[OOC] CCA.C14-UNION.EpU.72633: I enjoy this ratio
[18:46:03]	Karl Von Habsburg has spawned a 'NPC [2824][npc_combine_s]'.
[18:46:03]	CCA.C14-UNION.i5.39867 used command '/Radio EpU, sociostatus is green. Current 10-20 is plaza, unit on stand-by.'.
[18:46:05]	Karl Von Habsburg has spawned a 'NPC [2870][npc_combine_s]'.
[18:46:09]	CCA.C14-UNION.i5.39867 has taken 52 damage from worldspawn.
[18:46:13]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy that, currently 10-7.'.
[18:46:17]	CCA.C14-UNION.i5.39867 used command '/Radio 10-4.'.
[18:46:27]	Karl Von Habsburg has spawned a 'NPC [2824][npc_combine_s]'.
[18:46:34]	CCA.C14-UNION.i5.39867 has taken 1 damage from env_fire.
[18:46:35]	Karl Von Habsburg has spawned a 'NPC [2824][npc_combine_s]'.
[18:46:44]	Karl Von Habsburg exited observer at their location.
[18:46:46]	Karl Von Habsburg has taken 17 damage from npc_combine_s.
[18:46:47]	Karl Von Habsburg has taken 6 damage from npc_combine_s.
[18:46:47]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:46:49]	Karl Von Habsburg has taken 6 damage from npc_combine_s.
[18:46:49]	[OOC] CCA.C14-UNION.i5.39867: is that ic
[18:46:50]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:46:50]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:46:51]	[OOC] CCA.C14-UNION.EpU.72633: I here a fucking OTA
[18:46:51]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:46:54]	Karl Von Habsburg entered observer.
[18:46:55]	[OOC] CCA.C14-UNION.EpU.72633: Hear*
[18:47:05]	[OOC] CCA.C14-UNION.EpU.72633: WHY IS A KING OUTSIDE
[18:47:08]	[OOC] CCA.C14-UNION.EpU.72633: OOC
[18:47:10]	Karl Von Habsburg exited observer at their location.
[18:47:11]	Karl Von Habsburg entered observer.
[18:47:36]	[OOC] CCA.C14-UNION.EpU.72633: I like the oven just floating
[18:47:47]	[OOC] CCA.C14-UNION.EpU.72633: Truly a vibe
[18:47:55]	[OOC] Karl Von Habsburg: Bruh all the soldier NPCs don't even have different AI
[18:48:02]	[OOC] Karl Von Habsburg: It changes based on the weapon
[18:48:02]	[OOC] CCA.C14-UNION.i5.39867: better combine
[18:48:04]	[OOC] CCA.C14-UNION.EpU.72633: Yeah no shit
[18:48:11]	[OOC] CCA.C14-UNION.EpU.72633: Just better stats my guy
[18:48:16]	[OOC] Karl Von Habsburg: Elites have the same AI as Soldiers
[18:48:20]	[OOC] Karl Von Habsburg: Not even
[18:48:23]	[OOC] CCA.C14-UNION.i5.39867: and
[18:48:28]	CCA.C14-UNION.i5.39867 used command '/ToggleRaise'.
[18:48:31]	[OOC] CCA.C14-UNION.EpU.72633: Yeah they do have better stats my guy
[18:48:31]	[OOC] Karl Von Habsburg: Elites only have higher health
[18:48:34]	[OOC] Karl Von Habsburg: That is it
[18:48:45]	[OOC] CCA.C14-UNION.EpU.72633: They also have better accuracy and melee damage
[18:49:01]	[OOC] Karl Von Habsburg: Yeet but that is not applied to AI
[18:49:21]	[OOC] Karl Von Habsburg: My point is that they are the same AI based
[18:49:44]	[OOC] CCA.C14-UNION.i5.39867: is there different sector names on this map
[18:50:12]	[OOC] CCA.C14-UNION.EpU.72633: I fucking wish
[18:50:19]	[OOC] CCA.C14-UNION.i5.39867: plaza should be sector 1
[18:50:28]	[OOC] CCA.C14-UNION.EpU.72633: Or just D1
[18:50:33]	[OOC] CCA.C14-UNION.EpU.72633: District 1
[18:50:33]	[OOC] CCA.C14-UNION.i5.39867: ye
[18:50:55]	CCA.C14-UNION.i5.39867 used command '/Radio Unit is going 10-7, 10-19.'.
[18:51:20]	[OOC] CCA.C14-UNION.i5.39867: afk
[18:51:24]	[OOC] CCA.C14-UNION.i5.39867: be back
[18:51:26]	PhilipIsBored (STEAM_0:0:38537787) has disconnected.
[18:51:35]	Madeline Wuntch has connected.
[18:52:58]	Karl Von Habsburg has spawned a 'NPC [2841][npc_combine_s]'.
[18:53:16]	Karl Von Habsburg has spawned a 'NPC [2841][npc_combine_s]'.
[18:53:18]	Karl Von Habsburg exited observer at their location.
[18:53:20]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:53:21]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:53:22]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:53:22]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:53:23]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:53:24]	Karl Von Habsburg has taken 0 damage from npc_combine_s.
[18:53:26]	Madeline Wuntch loaded the character 'CCA.C14-UNION.i4.36307'
[18:53:28]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:53:29]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:53:30]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:53:30]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:53:30]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:53:30]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:53:31]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:53:32]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:53:34]	Karl Von Habsburg entered observer.
[18:53:38]	Karl Von Habsburg exited observer at their location.
[18:53:47]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:53:47]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:53:47]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:53:48]	Karl Von Habsburg has taken 18 damage from npc_combine_s.
[18:53:48]	npc_combine_s has killed Karl Von Habsburg.
[18:53:52]	Karl Von Habsburg entered observer.
[18:53:56]	Karl Von Habsburg exited observer at their location.
[18:53:59]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:54:01]	CCA.C14-UNION.i4.36307 used command '/Radio Unit going 10-8'.
[18:54:11]	[LOOC] CCA.C14-UNION.i4.36307: the fuck
[18:54:11]	[OOC] CCA.C14-UNION.EpU.72633: Gunshots IC?
[18:54:12]	Karl Von Habsburg has taken 18 damage from npc_combine_s.
[18:54:13]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:54:13]	Karl Von Habsburg has taken 0 damage from npc_combine_s.
[18:54:16]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:54:16]	[OOC] Karl Von Habsburg: no
[18:54:19]	[LOOC] CCA.C14-UNION.EpU.72633: ?
[18:54:21]	[LOOC] CCA.C14-UNION.i4.36307: i only have 18 bullets
[18:54:23]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[18:54:29]	[LOOC] CCA.C14-UNION.EpU.72633: Tell Pain 
[18:54:29]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:54:30]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[18:54:30]	Karl Von Habsburg entered observer.
[18:54:33]	Karl Von Habsburg has spawned a 'NPC [2570][npc_zombie]'.
[18:54:33]	Karl Von Habsburg has spawned a 'NPC [2854][npc_zombie]'.
[18:54:34]	Karl Von Habsburg has spawned a 'NPC [2870][npc_zombie]'.
[18:54:35]	Karl Von Habsburg has spawned a 'NPC [2874][npc_zombie]'.
[18:54:42]	[OOC] CCA.C14-UNION.i4.36307: uh what the fuck
[18:54:46]	[OOC] CCA.C14-UNION.i4.36307: my ammo vanished
[18:54:51]	[OOC] CCA.C14-UNION.EpU.72633: It do be gone
[18:54:52]	[OOC] Karl Von Habsburg: THat is stronge
[18:55:11]	[OOC] CCA.C14-UNION.i4.36307: sos
[18:55:11]	Ollie Garner has connected.
[18:55:59]	[OOC] CCA.C14-UNION.i4.36307: can i
[18:56:03]	[OOC] CCA.C14-UNION.i4.36307: can i have some more
[18:57:01]	[OOC] CCA.C14-UNION.EpU.72633: Imagine needing ammo (This post was made by QrM gang)
[18:57:08]	Ollie Garner loaded the character 'Morgan Beck'
[18:57:08]	FB|| light ROOM loaded the character 'CCA.C14-QrM.98240'
[18:57:14]	[OOC] Morgan Beck: Yuh
[18:57:15]	Morgan Beck entered observer.
[18:57:19]	[OOC] CCA.C14-QrM.98240: Hello gamer
[18:57:25]	Morgan Beck exited observer at their location.
[18:57:39]	Morgan Beck ran 'Read' on item 'The Black Cat' (#21894)
[18:57:48]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[18:57:54]	[OOC] Morgan Beck: ngl, I am really excited for Q to get the Tell-Tale Heart as a book
[18:58:02]	[OOC] Morgan Beck: genuienly one of my favorites from Edgar Poe.
[18:58:10]	Morgan Beck ran 'Read' on item 'The Black Cat' (#21894)
[18:58:22]	[OOC] CCA.C14-QrM.98240: YEE, also I have a actual reason to be on QrM so please no bully ;-;
[18:58:23]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[18:58:38]	[OOC] Morgan Beck: I mean, QrMs are kinda exempt from the ratio imo if there is none on
[18:58:46]	[OOC] CCA.C14-QrM.98240: YEE
[18:58:46]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[18:58:51]	Morgan Beck entered observer.
[18:59:08]	[OOC] CCA.C14-UNION.i4.36307: time for me to take more of your ammo
[18:59:17]	[OOC] Morgan Beck: Either way, I'll probably make sure that those Antlion colonies stuff is mini event material 
[18:59:20]	[OOC] CCA.C14-QrM.98240: Uh.................I need a resupply like right now ;-;
[18:59:26]	Morgan Beck exited observer at their location.
[18:59:47]	[LOOC] CCA.C14-UNION.i4.36307: is this the armoury god
[18:59:49]	Karl Von Habsburg has spawned a 'NPC [2568][npc_combine_s]'.
[18:59:53]	Karl Von Habsburg has spawned a 'NPC [2621][npc_zombie]'.
[18:59:53]	Karl Von Habsburg has spawned a 'NPC [2875][npc_zombie]'.
[18:59:54]	Karl Von Habsburg has spawned a 'NPC [2876][npc_zombie]'.
[18:59:54]	Karl Von Habsburg has spawned a 'NPC [2877][npc_zombie]'.
[19:00:05]	CCA.C14-UNION.i4.36307 used command '/ToggleRaise'.
[19:00:29]	Karl Von Habsburg has spawned a 'NPC [2568][npc_combine_s]'.
[19:00:34]	Karl Von Habsburg has spawned a 'NPC [2621][npc_zombie]'.
[19:00:34]	Karl Von Habsburg has spawned a 'NPC [2875][npc_zombie]'.
[19:00:34]	Karl Von Habsburg has spawned a 'NPC [2876][npc_zombie]'.
[19:00:35]	Karl Von Habsburg has spawned a 'NPC [2877][npc_zombie]'.
[19:00:35]	Morgan Beck entered observer.
[19:00:35]	Karl Von Habsburg has spawned a 'NPC [2878][npc_zombie]'.
[19:00:44]	[LOOC] CCA.C14-QrM.98240: IC time
[19:00:45]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[19:00:51]	Morgan Beck exited observer at their location.
[19:00:58]	Karl Von Habsburg has spawned a 'NPC [3193][npc_combine_s]'.
[19:01:04]	[OOC] Morgan Beck: Part of me wish we didn't go invisible when we noclipped so  you could just see Morgan rising 
[19:01:10]	Morgan Beck entered observer.
[19:01:11]	[OOC] CCA.C14-QrM.98240: YES
[19:01:12]	Morgan Beck exited observer at their location.
[19:01:20]	Karl Von Habsburg has spawned a 'NPC [2569][npc_combine_s]'.
[19:01:21]	Karl Von Habsburg has spawned a 'NPC [3189][npc_combine_s]'.
[19:01:22]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[19:01:23]	[OOC] CCA.C14-UNION.i4.36307: ulx size 0
[19:01:24]	CCA.C14-QrM.98240 has gained 0 tokens.
[19:01:24]	CCA.C14-QrM.98240 has gained a '9mm Pistol Magazine' #22147.
[19:01:24]	Morgan Beck entered observer.
[19:01:24]	CCA.C14-QrM.98240 has gained 0 tokens.
[19:01:24]	CCA.C14-QrM.98240 has gained a '9mm Pistol Magazine' #22148.
[19:01:29]	CCA.C14-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#22147)
[19:01:29]	CCA.C14-QrM.98240 has lost a '9mm Pistol Magazine' #22147.
[19:01:29]	CCA.C14-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#22148)
[19:01:29]	CCA.C14-QrM.98240 has lost a '9mm Pistol Magazine' #22148.
[19:01:30]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[19:01:35]	[OOC] CCA.C14-UNION.i4.36307: shrink into nothingness
[19:01:37]	CCA.C14-UNION.i4.36307 ran 'take' on item '9mm Pistol Magazine' (#22147)
[19:01:37]	CCA.C14-UNION.i4.36307 has gained a '9mm Pistol Magazine' #22147.
[19:01:40]	CCA.C14-UNION.i4.36307 ran 'take' on item '9mm Pistol Magazine' (#22148)
[19:01:40]	CCA.C14-UNION.i4.36307 has gained a '9mm Pistol Magazine' #22148.
[19:01:55]	CCA.C14-UNION.i4.36307 ran 'use' on item '9mm Pistol Magazine' (#22147)
[19:02:01]	Karl Von Habsburg has spawned a 'NPC [2569][npc_combine_s]'.
[19:02:01]	Karl Von Habsburg has spawned a 'NPC [2875][npc_combine_s]'.
[19:02:01]	Karl Von Habsburg has spawned a 'NPC [2878][npc_combine_s]'.
[19:02:05]	Morgan Beck exited observer at their location.
[19:02:15]	CCA.C14-UNION.i4.36307 used command '/Radio Unit going 10-7'.
[19:02:19]	Karl Von Habsburg has spawned a 'NPC [2876][npc_zombie]'.
[19:02:20]	Karl Von Habsburg has spawned a 'NPC [3189][npc_zombie]'.
[19:02:20]	Karl Von Habsburg has spawned a 'NPC [3191][npc_zombie]'.
[19:02:21]	Madeline Wuntch loaded the character 'Janet Fraiser'
[19:02:25]	Morgan Beck used the 'File Cabinet' vendor.
[19:02:29]	Morgan Beck opened the 'Industrial Fridge' #1725 container.
[19:02:32]	Morgan Beck closed the 'Industrial Fridge' #1725 container.
[19:02:40]	[OOC] Morgan Beck: i need a lock for my industral fridge full of water
[19:02:47]	[OOC] CCA.C14-QrM.98240: That shit is scary
[19:02:51]	[OOC] Morgan Beck: Hm?
[19:02:58]	[OOC] CCA.C14-QrM.98240: Your like the QrM but for only water
[19:03:05]	[OOC] Morgan Beck: F
