[06:08:40]	Weaponized Turtles has connected.
[18:18:51]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:51]	Zombie has taken 12 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:52]	Zombie has taken 72 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:52]	OTA.C17-ECHO.OHZ.74152 has killed Zombie with weapon_smg1.
[18:18:52]	Zombie has taken 12 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:52]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:52]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:52]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:53]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:55]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:56]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:56]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:56]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:56]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:56]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:56]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:56]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:57]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:57]	OTA.C17-ECHO.OHZ.74152 has killed Zombie with weapon_smg1.
[18:18:57]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:57]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:57]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:57]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:57]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:57]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:18:57]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:08]	Zombie has taken 12 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:08]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:08]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:08]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:09]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:09]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:09]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:09]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:09]	Zombie has taken 12 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:10]	Zombie has taken 4 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:10]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:10]	Zombie has taken 12 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:10]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:10]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:10]	Zombie has taken 72 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:10]	OTA.C17-ECHO.OHZ.74152 has killed Zombie with weapon_smg1.
[18:19:10]	Zombie has taken 12 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:11]	Zombie has taken 12 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:11]	Zombie has taken 12 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:11]	Zombie has taken 12 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:11]	Zombie has taken 1 damage from OTA.C17-ECHO.OHZ.74152.
[18:19:17]	James Diamond ran 'take' on item 'Locker Door' (#39638)
[18:19:20]	[OOC] Zombie: I CANNOT BE STOPPED
[18:19:21]	Zombie used command '/CharGetUp'.
[18:19:28]	James Diamond ran 'take' on item 'Locker Door' (#39638)
[18:19:28]	James Diamond has gained a 'Locker Door' #39638.
[18:19:58]	Jacob Desmone opened the 'Metal Cabinet' #2422 container.
[18:20:01]	Jacob Desmone closed the 'Metal Cabinet' #2422 container.
[18:20:02]	Jacob Desmone opened the 'File Cabinet' #2423 container.
[18:20:03]	Jacob Desmone closed the 'File Cabinet' #2423 container.
[18:20:07]	James Diamond used command '/PM jacob come to the nexus door run quickly'.
[18:20:14]	James Diamond used command '/PM jacob lobby and dont tell anyone'.
[18:20:16]	James Diamond used command '/PM jacob its open'.
[18:20:17]	[OOC] zombie: why are ladders broken
[18:20:26]	[OOC] Zombie: Zombos cant use ladders
[18:20:27]	James Diamond used command '/PM jacob NEXUS LOBBY LESS GO DOUBLE TIME'.
[18:20:33]	Painevan loaded the character 'CCA.C17-HELIX.i3.08874'
[18:20:38]	Jacob Desmone used command '/PM james coming'.
[18:20:43]	[OOC] zombie: no even before i became a zombie
[18:20:48]	[OOC] Zombie: oh
[18:20:51]	[OOC] zombie: the fucking ladders are broken
[18:20:58]	zombie has gained a 'Power Supply Unit' #39640.
[18:21:00]	James Diamond used command '/PM jacob RUN'.
[18:21:08]	Jacob Desmone used command '/PM james he sees me'.
[18:21:15]	James Diamond used command '/PM jacob just go in the lobby'.
[18:21:22]	James Diamond used command '/PM jacob dont let him follow u in'.
[18:21:23]	Jacob Desmone used command '/PM JAMES HES GOING IN'.
[18:21:31]	Jacob Desmone used the 'Shopkeeper Jim' vendor.
[18:21:35]	Jacob Desmone has lost 10 tokens.
[18:21:35]	Jacob Desmone has gained a 'Request Device' #39641.
[18:22:10]	[OOC] James Diamond: RATIONS
[18:22:12]	[OOC] James Diamond: RATIONS
[18:22:14]	wendigo loaded the character 'Sona la Rona'
[18:22:15]	fuckus loaded the character 'Tony Ricci'
[18:22:20]	CCA.C17-HELIX.i3.08874 used the 'Ration Dispenser' vendor.
[18:22:26]	James Diamond used command '/ApplySay'.
[18:22:28]	Tony Ricci has taken 1 damage from worldspawn.
[18:22:28]	Tony Ricci has taken 1 damage from worldspawn.
[18:22:29]	Tony Ricci has taken 1 damage from worldspawn.
[18:22:30]	Tony Ricci has taken 1 damage from worldspawn.
[18:22:31]	Tony Ricci has taken 1 damage from worldspawn.
[18:22:31]	Tony Ricci ran 'Equip' on item 'Green Citizen Suit' (#37460)
[18:22:34]	James Diamond used command '/CharDesc'.
[18:22:37]	[ME] CCA.C17-HELIX.i3.08874: enters in the CID.
[18:22:49]	CCA.C17-HELIX.i3.08874 used the 'Ration Dispenser' vendor.
[18:22:52]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[18:22:52]	CCA.C17-HELIX.i3.08874 has gained a 'Standard Grade Ration' #39642.
[18:23:00]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Standard Grade Ration' (#39642)
[18:23:00]	CCA.C17-HELIX.i3.08874 has lost a 'Standard Grade Ration' #39642.
[18:23:02]	James Diamond ran 'take' on item 'Standard Grade Ration' (#39642)
[18:23:02]	James Diamond has gained a 'Standard Grade Ration' #39642.
[18:23:15]	James Diamond used command '/CharDesc'.
[18:23:17]	Lildirtyharry04 has connected.
[18:23:19]	Jacob Desmone used command '/Apply'.
[18:23:26]	James Diamond used command '/CharDesc Average looking guy standing at about average height. Looks to be your regular old Joe. Caucasian, quite chill looking.'.
[18:23:33]	[ME] CCA.C17-HELIX.i3.08874: enters the CID.
[18:23:42]	CCA.C17-HELIX.i3.08874 used the 'Ration Dispenser' vendor.
[18:23:43]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[18:23:43]	CCA.C17-HELIX.i3.08874 has gained a 'Standard Grade Ration' #39643.
[18:23:45]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[18:23:45]	CCA.C17-HELIX.i3.08874 has gained a 'Loyalist Grade Ration' #39644.
[18:23:48]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Standard Grade Ration' (#39643)
[18:23:48]	CCA.C17-HELIX.i3.08874 has lost a 'Standard Grade Ration' #39643.
[18:23:49]	Jacob Desmone ran 'take' on item 'Standard Grade Ration' (#39643)
[18:23:49]	Jacob Desmone has gained a 'Standard Grade Ration' #39643.
[18:23:51]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Loyalist Grade Ration' (#39644)
[18:23:51]	CCA.C17-HELIX.i3.08874 has lost a 'Loyalist Grade Ration' #39644.
[18:23:53]	Jacob Desmone ran 'take' on item 'Loyalist Grade Ration' (#39644)
[18:23:53]	Jacob Desmone has gained a 'Loyalist Grade Ration' #39644.
[18:23:54]	[IT] James Diamond: Someone lets out a loud nasty fart.
[18:24:06]	Sona la Rona used command '/Apply'.
[18:24:06]	[ME] Tony Ricci: is thankful he has a gas mask
[18:24:10]	Lildirtyharry04 loaded the character 'Qul'jal'
[18:24:18]	[ME] CCA.C17-HELIX.i3.08874: checks the CID provided.
[18:24:19]	Lildirtyharry04 (STEAM_0:0:247487472) has disconnected.
[18:24:21]	CCA.C17-HELIX.i3.08874 used command '/ViewData sona'.
[18:24:27]	CCA.C17-HELIX.i3.08874 used the 'Ration Dispenser' vendor.
[18:24:29]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[18:24:29]	CCA.C17-HELIX.i3.08874 has gained a 'Standard Grade Ration' #39645.
[18:24:32]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[18:24:33]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[18:24:33]	CCA.C17-HELIX.i3.08874 has gained a 'Loyalist Grade Ration' #39645.
[18:24:35]	[W] James Diamond: I just really hungry, sorry.
[18:24:36]	[W] James Diamond: I go.
[18:24:38]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Loyalist Grade Ration' (#39645)
[18:24:38]	CCA.C17-HELIX.i3.08874 has lost a 'Loyalist Grade Ration' #39645.
[18:24:49]	James Diamond ran 'take' on item 'Loyalist Grade Ration' (#39645)
[18:24:49]	James Diamond has gained a 'Loyalist Grade Ration' #39645.
[18:25:11]	[OOC] Sona la Rona: gay penis
[18:25:17]	Tony Ricci used command '/Apply'.
[18:25:23]	CCA.C17-HELIX.i3.08874 used command '/ViewData tony'.
[18:25:26]	[OOC] Sona la Rona: wtf are you doing tortuga
[18:25:29]	CCA.C17-HELIX.i3.08874 used the 'Ration Dispenser' vendor.
[18:25:30]	James Diamond used command '/CharDesc'.
[18:25:31]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[18:25:31]	CCA.C17-HELIX.i3.08874 has gained a 'Loyalist Grade Ration' #39646.
[18:25:33]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[18:25:36]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Loyalist Grade Ration' (#39646)
[18:25:36]	CCA.C17-HELIX.i3.08874 has lost a 'Loyalist Grade Ration' #39646.
[18:25:36]	[OOC] Jacob Desmone: catching rebels
[18:25:37]	James Diamond used command '/CharDesc'.
[18:25:38]	Tony Ricci ran 'take' on item 'Loyalist Grade Ration' (#39646)
[18:25:38]	Tony Ricci has gained a 'Loyalist Grade Ration' #39646.
[18:25:43]	[OOC] Sona la Rona: brb
[18:25:55]	Tony Ricci ran 'Open' on item 'Loyalist Grade Ration' (#39646)
[18:25:55]	Tony Ricci has gained a 'Loyalist Grade Food Product (Pickle Flavor)' #39647.
[18:25:55]	Tony Ricci has gained a 'Loyalist Grade Supplements (Butter Flavor)' #39648.
[18:25:55]	Tony Ricci has gained a 'Flavored Consulate Water' #39649.
[18:25:55]	Tony Ricci has gained 20 tokens.
[18:25:56]	wendigo loaded the character 'Ava Carter'
[18:26:03]	James Diamond used command '/CharDesc This White Male appears to be standing at 5'11 feet. He has brown eyes and brown hair. He appears to be in his early 20's.'.
[18:26:11]	James Diamond ran 'Open' on item 'Loyalist Grade Ration' (#39645)
[18:26:11]	James Diamond has gained a 'Loyalist Grade Food Product (Lemon Flavor)' #39650.
[18:26:11]	James Diamond has gained a 'Loyalist Grade Supplements (Pickle Flavor)' #39651.
[18:26:11]	James Diamond has gained a 'Flavored Consulate Water' #39652.
[18:26:11]	James Diamond has gained 20 tokens.
[18:26:21]	James Diamond ran 'Open' on item 'Standard Grade Ration' (#39642)
[18:26:21]	James Diamond has gained a 'Standard Grade Food Product (Mushroom Flavor)' #39653.
[18:26:21]	James Diamond has gained a 'Standard Grade Supplements (Milk Flavor)' #39654.
[18:26:21]	James Diamond has gained a 'Consulate Water' #39655.
[18:26:21]	James Diamond has gained 10 tokens.
[18:27:12]	fuckus created the character 'AWAITING ASSIGNMENT'
[18:27:14]	fuckus loaded the character 'AWAITING ASSIGNMENT'
[18:27:21]	James Diamond has taken 12 damage from CCA.C17-HELIX.i3.08874.
[18:27:21]	James Diamond has taken 12 damage from CCA.C17-HELIX.i3.08874.
[18:27:21]	James Diamond has taken 12 damage from CCA.C17-HELIX.i3.08874.
[18:27:21]	James Diamond has taken 12 damage from CCA.C17-HELIX.i3.08874.
[18:27:22]	[ME] James Diamond: jumps in order to damage and destroy the camera, using the pull down method, wiggling himself around using all his strength and weight.
[18:27:41]	Lildirtyharry04 has connected.
[18:27:49]	James Diamond has gained a 'Boot' #39656.
[18:28:02]	James Diamond ran 'take' on item 'Notepad' (#36135)
[18:28:02]	James Diamond has gained a 'Notepad' #36135.
[18:28:11]	[OOC] CCA.C17-HELIX.i3.08874: You can't do anything until given either Cremator or Vort
[18:28:22]	[OOC] AWAITING ASSIGNMENT: ah, that makes sense
[18:28:26]	Lildirtyharry04 loaded the character 'Qul'jal'
[18:28:37]	James Diamond has taken 12 damage from CCA.C17-HELIX.i3.08874.
[18:28:38]	James Diamond has taken 12 damage from CCA.C17-HELIX.i3.08874.
[18:28:40]	[OOC] AWAITING ASSIGNMENT: is there anyone on that can do that>
[18:28:54]	CCA.C17-HELIX.i3.08874 used command '/Radio Judgment'.
[18:29:05]	[OOC] Qul'jal: Nope. Has to be an admin that can set you up if you want any CAC job
[18:29:07]	James Diamond used command '/kickdoor'.
[18:29:13]	James Diamond has gained a 'Empty Paint Can' #39657.
[18:29:14]	[OOC] AWAITING ASSIGNMENT: gotcha thanks
[18:29:20]	[OOC] Qul'jal: otherwise you get to do stoneman RP
[18:29:25]	James Diamond ran 'drop' on item 'Notepad' (#36135)
[18:29:25]	James Diamond has lost a 'Notepad' #36135.
[18:29:27]	James Diamond ran 'Consume' on item 'Standard Grade Supplements (Milk Flavor)' (#39654)
[18:29:31]	James Diamond ran 'Consume' on item 'Loyalist Grade Supplements (Pickle Flavor)' (#39651)
[18:29:39]	fuckus created the character 'Birdy'
[18:29:41]	fuckus loaded the character 'Birdy'
[18:29:53]	CCA.C17-HELIX.i3.08874 used command '/Radio Wrap it up'.
[18:30:02]	James Diamond ran 'take' on item 'Wires' (#31434)
[18:30:02]	James Diamond has gained a 'Wires' #31434.
[18:30:06]	James Diamond ran 'take' on item 'Health Vial' (#35794)
[18:30:06]	James Diamond has gained a 'Health Vial' #35794.
[18:30:09]	James Diamond ran 'drop' on item 'Locker Door' (#39638)
[18:30:09]	James Diamond has lost a 'Locker Door' #39638.
[18:30:16]	James Diamond ran 'take' on item 'Horse Statue' (#35805)
[18:30:16]	James Diamond has gained a 'Horse Statue' #35805.
[18:30:19]	James Diamond ran 'take' on item 'Gunpowder' (#35809)
[18:30:19]	James Diamond has gained a 'Gunpowder' #35809.
[18:30:21]	James Diamond ran 'take' on item 'Axe' (#35536)
[18:30:21]	James Diamond has gained a 'Axe' #35536.
[18:30:23]	James Diamond ran 'take' on item 'Scrap Metal' (#35780)
[18:30:23]	James Diamond has gained a 'Scrap Metal' #35780.
[18:30:25]	wendigo created the character 'Anomaly'
[18:30:26]	Qul'jal opened the 'Metal Cabinet' #2420 container.
[18:30:26]	James Diamond ran 'take' on item 'Scrap Electronics' (#35758)
[18:30:26]	James Diamond has gained a 'Scrap Electronics' #35758.
[18:30:28]	wendigo loaded the character 'Anomaly'
[18:30:28]	James Diamond ran 'take' on item 'Nylon Cord' (#35823)
[18:30:28]	James Diamond has gained a 'Nylon Cord' #35823.
[18:30:30]	Qul'jal closed the 'Metal Cabinet' #2420 container.
[18:30:33]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[18:30:37]	James Diamond ran 'take' on item 'Pipe' (#33202)
[18:30:40]	James Diamond ran 'take' on item 'Pipe' (#33202)
[18:30:44]	CCA.C17-HELIX.i3.08874 used command '/Radio Control 100'.
[18:30:44]	[OOC] Anomaly: borb
[18:30:44]	James Diamond ran 'Consume' on item 'Standard Grade Food Product (Mushroom Flavor)' (#39653)
[18:30:48]	James Diamond ran 'drop' on item 'Suitcase' (#14609)
[18:30:48]	James Diamond has lost a 'Suitcase' #14609.
[18:30:48]	James Diamond has lost a 'Empty Paint Can' #39657.
[18:30:48]	James Diamond has lost a 'Nylon Cord' #35823.
[18:30:48]	James Diamond has lost a 'Axe' #35536.
[18:30:50]	James Diamond ran 'take' on item 'Suitcase' (#14609)
[18:30:50]	James Diamond has gained a 'Suitcase' #14609.
[18:30:50]	James Diamond has gained a 'Empty Paint Can' #39657.
[18:30:50]	James Diamond has gained a 'Nylon Cord' #35823.
[18:30:50]	James Diamond has gained a 'Axe' #35536.
[18:30:52]	James Diamond ran 'take' on item 'Pipe' (#33202)
[18:30:56]	[OOC] Jacob Desmone: WHERE IS AVA
[18:31:02]	James Diamond ran 'take' on item 'Pipe' (#33202)
[18:31:04]	James Diamond ran 'EquipUn' on item 'Empty Glass Bottle' (#39633)
[18:31:06]	[OOC] Anomaly: bitch what
[18:31:08]	James Diamond ran 'drop' on item 'Cinderblock' (#39634)
[18:31:08]	James Diamond has lost a 'Cinderblock' #39634.
[18:31:10]	James Diamond ran 'drop' on item 'A Roll of Toilet Paper' (#31435)
[18:31:10]	James Diamond has lost a 'A Roll of Toilet Paper' #31435.
[18:31:10]	wendigo loaded the character 'Ava Carter'
[18:31:10]	James Diamond ran 'drop' on item 'A Roll of Toilet Paper' (#31791)
[18:31:10]	James Diamond has lost a 'A Roll of Toilet Paper' #31791.
[18:31:11]	[OOC] Jacob Desmone: oh you got on bird
[18:31:18]	James Diamond ran 'take' on item 'Pipe' (#33202)
[18:31:22]	James Diamond ran 'take' on item 'Pipe' (#33202)
[18:31:29]	Birdy used the 'Box of Posters' vendor.
[18:31:31]	James Diamond ran 'take' on item 'Cyclopic Citizen Suit' (#30829)
[18:31:31]	James Diamond has gained a 'Cyclopic Citizen Suit' #30829.
[18:31:36]	James Diamond ran 'Equip' on item 'Cyclopic Citizen Suit' (#30829)
[18:31:39]	James Diamond ran 'EquipUn' on item 'Green Citizen Suit' (#14611)
[18:31:39]	James Diamond has taken 1 damage from worldspawn.
[18:31:40]	James Diamond has taken 1 damage from worldspawn.
[18:31:40]	James Diamond ran 'Equip' on item 'Cyclopic Citizen Suit' (#30829)
[18:32:28]	Birdy has taken 5 damage from CCA.C17-HELIX.i3.08874.
[18:32:28]	CCA.C17-HELIX.i3.08874 has killed Birdy with ix_hands.
[18:32:31]	[OOC] CCA.C17-HELIX.i3.08874: troll
[18:32:32]	[OOC] Birdy: WHY
[18:32:35]	[Y] James Diamond: Guy in the Grotto basement, open the sewer door, please.
[18:32:44]	James Diamond has gained a 'Corrugated Hose' #39658.
[18:32:49]	James Diamond ran 'drop' on item 'Corrugated Hose' (#39658)
[18:32:49]	James Diamond has lost a 'Corrugated Hose' #39658.
[18:33:04]	[Y] James Diamond: Hello?!
[18:33:08]	[W] Qul'jal: It is human.
[18:33:15]	[W] Qul'jal: Not a Combine.
[18:33:15]	[Y] James Diamond: HEY.
[18:33:24]	[ME] Birdy: chirps
[18:33:52]	[ME] Birdy: pecks officer
[18:33:53]	[ME] James Diamond: speaks quieter.
[18:34:02]	Jacob Desmone ran 'Equip' on item 'CWU Worker Suit' (#34125)
[18:34:09]	[ME] Jacob Desmone: Would come out with a mask over his face to hide his identity
[18:34:25]	[ME] James Diamond: looks around frantically.
[18:34:53]	[ME] James Diamond: points to the door.
[18:34:54]	[ME] Birdy: chirps
[18:35:00]	Painevan loaded the character 'Otto Von Habsburg'
[18:35:01]	[ME] James Diamond: nods.
[18:35:09]	Jacob Desmone ran 'EquipUn' on item 'CWU Worker Suit' (#34125)
[18:35:10]	Painevan loaded the character 'Jonathan Jackson'
[18:36:17]	[ME] Jonathan Jackson: opens the cash register.
[18:36:20]	[ME] Qul'jal: would raise his hands, producing a green glow. He would attempt to see the intent of the man to see if he was lying
[18:36:30]	[LOOC] Qul'jal: Roll if we fighting over this? Or you can just do it willingly
[18:36:37]	[LOOC] Qul'jal: if you roll its clouded.
[18:36:38]	Jonathan Jackson opened the 'Cash Register' #148 container.
[18:36:40]	[ME] James Diamond: pulls out a second suit, dropping it onto the floor. It is ripped apart by bullets.
[18:36:44]	James Diamond ran 'drop' on item 'Green Citizen Suit' (#14611)
[18:36:44]	James Diamond has lost a 'Green Citizen Suit' #14611.
[18:36:48]	[LOOC] James Diamond: willingly sure
[18:37:02]	Jonathan Jackson has taken 66 tokens from 'Cash Register' #148 (0 tokens left).
[18:37:08]	[ME] Qul'jal: would close his eyes and lower his hands.
[18:37:12]	Jonathan Jackson closed the 'Cash Register' #148 container.
[18:37:20]	[ME] Jonathan Jackson: places 20 tokens on the counter.
[18:37:31]	Birdy used command '/CharFallOver'.
[18:37:31]	Jonathan Jackson has lost 20 tokens.
[18:37:31]	Jonathan Jackson used command '/DropTokens 20'.
[18:37:33]	Birdy has taken 100 damage from prop_dynamic.
[18:37:33]	prop_dynamic has killed Birdy.
[18:37:34]	Jacob Desmone has gained 20 tokens.
[18:37:36]	[ME] Ava Carter: would holster her weapon
[18:37:37]	Jonathan Jackson opened the 'Metal Cabinet' #2811 container.
[18:37:40]	Jonathan Jackson closed the 'Metal Cabinet' #2811 container.
[18:37:40]	Jonathan Jackson opened the 'Metal Cabinet' #2810 container.
[18:37:45]	Jonathan Jackson has given 40 tokens to 'Metal Cabinet' #2810 (245 tokens left).
[18:37:47]	Jonathan Jackson closed the 'Metal Cabinet' #2810 container.
[18:38:04]	[ME] Qul'jal: would produce a green glow from his hand, allowing the beams to connect with Ava
[18:38:24]	[ME] Ava Carter: would inspect the man up and down
[18:38:28]	[ME] Qul'jal: would lower his hands
[18:38:33]	fuckus (STEAM_0:1:54861900) has disconnected.
[18:38:45]	Ava Carter ran 'EquipUn' on item 'Respirator' (#37249)
[18:39:09]	[ME] Jonathan Jackson: places both hands to his head.
[18:39:20]	[ME] James Diamond: slowly slides it off, carefully breathing.
[18:39:21]	[Y] Jonathan Jackson: WHAT?!
[18:39:23]	Qul'jal opened the 'Metal Cabinet' #2806 container.
[18:39:23]	James Diamond ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#30829)
[18:39:27]	Qul'jal closed the 'Metal Cabinet' #2806 container.
[18:40:03]	[ME] James Diamond: nods.
[18:40:15]	Ava Carter opened the 'Metal Cabinet' #2806 container.
[18:40:18]	Ava Carter ran 'combine' on item 'Suitcase' (#35265)
[18:40:18]	Ava Carter has gained a 'Standard Grade Ration' #30290.
[18:40:19]	Ava Carter closed the 'Metal Cabinet' #2806 container.
[18:40:22]	Ava Carter ran 'Open' on item 'Standard Grade Ration' (#30290)
[18:40:22]	Ava Carter has gained a 'Standard Grade Food Product (Water Flavor)' #39659.
[18:40:22]	Ava Carter has gained a 'Standard Grade Supplements (Egg Flavor)' #39660.
[18:40:22]	Ava Carter has gained a 'Consulate Water' #39661.
[18:40:22]	Ava Carter has gained 10 tokens.
[18:40:23]	Ava Carter ran 'Consume' on item 'Consulate Water' (#39661)
[18:40:23]	Ava Carter has gained a 'Empty Consulate Water Can' #39662.
[18:40:26]	Ava Carter ran 'Consume' on item 'Standard Grade Supplements (Egg Flavor)' (#39660)
[18:40:31]	Ava Carter ran 'Consume' on item 'Standard Grade Food Product (Water Flavor)' (#39659)
[18:40:53]	[OOC] Ava Carter: ok now i can become birb
[18:40:55]	[ME] Qul'jal: would mutter
[18:41:00]	wendigo loaded the character 'Anomaly'
[18:41:00]	[VORTIGESE] Qul'jal: .
[18:41:25]	[ME] Jonathan Jackson: wants to slam his head onto concrete.
[18:41:33]	Lynch has connected.
[18:41:34]	[OOC] Anomaly: yall at grotto?
[18:41:39]	[OOC] James Diamond: maybe
[18:41:42]	[OOC] Jonathan Jackson: Find out ICly
[18:41:43]	[OOC] James Diamond: find out ic
[18:42:04]	[ME] Anomaly: meows
[18:42:43]	Anomaly has taken 12 damage from Jonathan Jackson.
[18:42:43]	Jonathan Jackson has killed Anomaly with weapon_crowbar.
[18:42:46]	[OOC] Anomaly: NO
[18:42:50]	wendigo loaded the character 'Ava Carter'
[18:42:58]	[OOC] Ava Carter: bitch stomped on me now im dead
[18:43:05]	[OOC] James Diamond: HAHA
[18:43:26]	[Y] Jacob Desmone: I work here.
[18:44:09]	[ME] Jacob Desmone: inside this area there would be stacks of grenades explosives lying around in junk drawers
[18:44:16]	[IT] Jacob Desmone: Crossbows mp7s
[18:44:19]	[IT] Jacob Desmone: Pistols
[18:44:24]	[LOOC] Jacob Desmone: rn since the data reset
[18:44:26]	[LOOC] Jacob Desmone: they aren't here
[18:44:30]	[OOC] Ava Carter: Q really needs to replace all the items here
[18:44:50]	[ME] Jacob Desmone: Would fiddle with some gunpowder
[18:45:13]	Qul'jal opened the 'Refrigerator' #2424 container.
[18:45:15]	Qul'jal closed the 'Refrigerator' #2424 container.
[18:45:30]	[VORTIGESE] Qul'jal: Galung. Shalmung. Gageak.
[18:45:44]	[ME] Jacob Desmone: would show the clips and ammo
[18:46:42]	[ME] James Diamond: speaks in a james bond accent. "James. James Diamond."
[18:47:34]	[LOOC] James Diamond: jonathan f3 or pk
[18:47:45]	[ME] Jacob Desmone: Would show him a box filled to the brim with dynamite and wired to a transmitter 
[18:49:00]	Ava Carter used command '/CharDesc'.
[18:49:14]	Ava Carter used command '/CharDesc [Coat Off (Covers armband)] [Yellow Loyaltist Armband Off]- [Exiles Armband On] - 5'7" female, with Emerald eyes and brown long hair, Seems to be in her late 20's.'.
[18:49:38]	[ME] Qul'jal: produce a small light. Holding a green ball in his third hand
[18:50:48]	[ME] Qul'jal: puts the light out
[18:51:00]	[W] James Diamond: Hey.
[18:51:06]	[W] Jacob Desmone: What.
[18:51:07]	[W] James Diamond: So...
[18:51:10]	[W] James Diamond: You the leader?
[18:51:13]	[W] Jacob Desmone: Nope.
[18:51:14]	[W] James Diamond: I have some engineering skills.
[18:51:16]	[W] Jacob Desmone: The baron is.
[18:51:19]	[W] James Diamond: I could build like. Stuff.
[18:51:25]	[W] James Diamond: With a little training.
[18:51:31]	[W] Jacob Desmone: I can already build stuff but I am fine to teach.
[18:51:35]	[W] James Diamond: Yes.
[18:51:38]	[W] James Diamond: Papa.
