[01:34:55]	Mr.Ganar has connected.
[20:20:19]	CCA.C17-GRID.i3.08313 entered observer.
[20:20:27]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:20:29]	CCA.C17-GRID.i3.08313 has spawned 'models/combinefortification/personalbarricade.mdl'.
[20:20:29]	CCA.C17-GRID.i3.08313 entered observer.
[20:21:27]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:21:59]	CCA.C17-GRID.i3.08313 entered observer.
[20:22:06]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:22:31]	Chicken has connected.
[20:22:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:22:46]	CCA.C17-GRID.i3.08313 has spawned 'models/hunter/blocks/cube2x3x025.mdl'.
[20:22:46]	CCA.C17-GRID.i3.08313 entered observer.
[20:23:16]	Chicken loaded the character 'CCA.C17-UNION.i5.03672'
[20:23:17]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:23:20]	FB|| light ROOM has connected.
[20:23:20]	[OOC] CCA.C17-UNION.i5.03672: cp rp
[20:23:23]	CCA.C17-GRID.i3.08313 entered observer.
[20:23:25]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:23:26]	CCA.C17-GRID.i3.08313 entered observer.
[20:23:26]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:23:31]	[OOC] CCA.C17-UNION.i5.03672: im cp in two years ill be staff
[20:23:59]	CCA.C17-GRID.i3.08313 has spawned 'models\props/CS_militia/bathroomwallhole01_wood_broken.mdl'.
[20:24:00]	CCA.C17-GRID.i3.08313 has taken 10 damage from prop_physics.
[20:24:01]	CCA.C17-GRID.i3.08313 entered observer.
[20:24:04]	CCA.C17-GRID.i3.08313 has spawned 'models\props/CS_militia/bathroomwallhole01_wood_broken.mdl'.
[20:24:15]	FB|| light ROOM loaded the character 'Ethan King'
[20:24:22]	[OOC] CCA.C17-UNION.i5.03672: i hate that guy
[20:24:25]	[OOC] Ethan King: time to fuck with this shit 
[20:24:31]	[OOC] Ethan King: who are you 
[20:24:34]	CCA.C17-GRID.i3.08313 has spawned 'models\props/CS_militia/housefence_door.mdl'.
[20:24:36]	[OOC] CCA.C17-UNION.i5.03672: halo
[20:24:36]	CCA.C17-GRID.i3.08313 has spawned 'models\props/CS_militia/bathroomwallhole01_wood_broken.mdl'.
[20:24:45]	[OOC] CCA.C17-GRID.i3.08313: john halo
[20:24:45]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:24:46]	[OOC] Ethan King: never heard of him 
[20:24:56]	[OOC] CCA.C17-GRID.i3.08313: my name is john halo, i will protect you from the flood
[20:24:56]	CCA.C17-GRID.i3.08313 entered observer.
[20:24:56]	[OOC] CCA.C17-UNION.i5.03672: johnthan ring
[20:24:58]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:25:07]	CCA.C17-GRID.i3.08313 entered observer.
[20:25:08]	[OOC] Ethan King: lemme see what PAC shit we have 
[20:25:09]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:25:09]	[OOC] CCA.C17-UNION.i5.03672: fun fact iv never watched the last episode of the halo show
[20:25:09]	CCA.C17-GRID.i3.08313 entered observer.
[20:25:11]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:25:13]	[OOC] CCA.C17-GRID.i3.08313: fun fact
[20:25:15]	[OOC] CCA.C17-UNION.i5.03672: Q
[20:25:16]	[OOC] CCA.C17-GRID.i3.08313: i'bve never watched the halo show
[20:25:18]	[OOC] CCA.C17-UNION.i5.03672: ADD TNB
[20:25:20]	[OOC] CCA.C17-UNION.i5.03672: PAC 3
[20:25:22]	[OOC] CCA.C17-UNION.i5.03672: NOW!
[20:25:34]	[OOC] CCA.C17-GRID.i3.08313: shut up and look at my awesome skeleton
[20:25:35]	CCA.C17-GRID.i3.08313 entered observer.
[20:25:38]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:25:48]	[OOC] CCA.C17-UNION.i5.03672: would be more gamer if we had it
[20:26:15]	[LOOC] CCA.C17-UNION.i5.03672: am i tall?
[20:26:38]	[OOC] CCA.C17-UNION.i5.03672: does my pac not work?
[20:26:44]	[LOOC] CCA.C17-GRID.i3.08313: did you hit wear
[20:26:44]	[OOC] CCA.C17-UNION.i5.03672: am i not tall?
[20:26:47]	[OOC] CCA.C17-GRID.i3.08313: did you hit wear
[20:26:48]	CCA.C17-GRID.i3.08313 entered observer.
[20:26:48]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:26:49]	CCA.C17-GRID.i3.08313 entered observer.
[20:26:50]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:26:56]	[OOC] CCA.C17-UNION.i5.03672: i hit wear like six times
[20:27:01]	[OOC] CCA.C17-UNION.i5.03672: pac does not work
[20:27:05]	[OOC] CCA.C17-GRID.i3.08313: GOD DAMNIT
[20:27:07]	[OOC] CCA.C17-GRID.i3.08313: I FUCKING
[20:27:17]	[OOC] CCA.C17-UNION.i5.03672: trollage
[20:27:20]	[OOC] CCA.C17-GRID.i3.08313: wait no
[20:27:23]	[OOC] CCA.C17-GRID.i3.08313: I HAVE AN IDEA SHUT UP
[20:27:26]	[OOC] CCA.C17-UNION.i5.03672: do i have the flag?
[20:27:27]	[OOC] CCA.C17-UNION.i5.03672: Q
[20:27:34]	[OOC] CCA.C17-GRID.i3.08313: there isno fglag it should be public
[20:27:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:27:40]	[OOC] CCA.C17-UNION.i5.03672: make it a flag 
[20:28:02]	[OOC] CCA.C17-GRID.i3.08313: alrighgt
[20:28:04]	[OOC] CCA.C17-GRID.i3.08313: try now
[20:28:05]	[OOC] CCA.C17-GRID.i3.08313: and no
[20:28:07]	[OOC] CCA.C17-GRID.i3.08313: it will be public
[20:28:16]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[20:28:18]	[OOC] CCA.C17-UNION.i5.03672: now?
[20:28:26]	[OOC] CCA.C17-UNION.i5.03672: its really noticable im like seven feet tall
[20:28:27]	[OOC] CCA.C17-GRID.i3.08313: try stretching out your head by a lot
[20:28:28]	[OOC] CCA.C17-GRID.i3.08313: oh
[20:28:36]	[OOC] CCA.C17-UNION.i5.03672: im like touching the roof
[20:28:38]	[OOC] CCA.C17-UNION.i5.03672: so
[20:28:41]	[OOC] CCA.C17-GRID.i3.08313: definitely not
[20:28:47]	[OOC] CCA.C17-UNION.i5.03672: why is it not working
[20:28:51]	[OOC] CCA.C17-GRID.i3.08313: oh i know
[20:28:54]	[OOC] CCA.C17-GRID.i3.08313: becuase oyu're not in usergrouyp user
[20:28:59]	[OOC] CCA.C17-GRID.i3.08313: you're in usergroup truegmae
[20:29:03]	[OOC] CCA.C17-GRID.i3.08313: wait no you're not
[20:29:04]	[OOC] CCA.C17-UNION.i5.03672: true gamer
[20:29:10]	[OOC] CCA.C17-GRID.i3.08313: try talking in ooc
[20:29:12]	[OOC] CCA.C17-GRID.i3.08313: dummkopf
[20:29:15]	[OOC] CCA.C17-UNION.i5.03672: fuck
[20:29:19]	[OOC] CCA.C17-GRID.i3.08313: fucking bitch
[20:29:57]	[OOC] CCA.C17-GRID.i3.08313: try hitting wear now that i focused the thing
[20:30:15]	[LOOC] CCA.C17-UNION.i5.03672: did it work?
[20:30:52]	[OOC] CCA.C17-GRID.i3.08313: you deifnitely look taller
[20:30:57]	[OOC] CCA.C17-GRID.i3.08313: but you'rew not toucihng the roof
[20:31:00]	[OOC] CCA.C17-UNION.i5.03672: i am
[20:31:04]	[OOC] CCA.C17-UNION.i5.03672: taller the door frame
[20:31:04]	[OOC] CCA.C17-GRID.i3.08313: not for me dumb bitch
[20:31:16]	[OOC] CCA.C17-UNION.i5.03672: im like two of you
[20:31:20]	[OOC] CCA.C17-UNION.i5.03672: do you see thast
[20:31:24]	[OOC] CCA.C17-GRID.i3.08313: give me as ec
[20:31:32]	[OOC] CCA.C17-UNION.i5.03672: you have to look up to see my head
[20:31:41]	[OOC] CCA.C17-GRID.i3.08313: onesec
[20:31:43]	[OOC] CCA.C17-UNION.i5.03672: like im comically large
[20:32:20]	[OOC] Ethan King: hmmmm
[20:32:24]	[OOC] Ethan King: odd 
[20:32:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:32:56]	[OOC] Ethan King: none of my imported models exist 
[20:33:02]	[OOC] CCA.C17-UNION.i5.03672: same
[20:33:08]	[OOC] Ethan King: when they should 
[20:33:09]	[OOC] Ethan King: hmmm
[20:33:16]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[20:33:23]	[OOC] CCA.C17-UNION.i5.03672: im gonan go suggest all the tnb shit
[20:33:39]	[OOC] Ethan King: TNB clothing revised is really good 
[20:34:01]	[OOC] CCA.C17-UNION.i5.03672: i got it
[20:34:15]	Ethan King has taken 1 damage from worldspawn.
[20:34:15]	Ethan King has taken 1 damage from worldspawn.
[20:34:16]	Ethan King has taken 1 damage from worldspawn.
[20:34:17]	Ethan King has taken 1 damage from worldspawn.
[20:34:18]	Ethan King has taken 1 damage from worldspawn.
[20:34:18]	Ethan King has taken 1 damage from worldspawn.
[20:34:19]	Ethan King ran 'equip' on item 'Citizen Filter' (#28006)
[20:34:53]	[OOC] Ethan King: my anims aren't functioning either, huh???
[20:35:15]	[OOC] Ethan King: Q, what did you break 
[20:35:34]	Ethan King has taken 5 damage from npc_headcrab.
[20:35:36]	[OOC] CCA.C17-UNION.i5.03672: funny
[20:35:40]	Ethan King has taken 5 damage from npc_headcrab.
[20:35:42]	Ethan King has taken 5 damage from npc_headcrab.
[20:35:44]	Ethan King has taken 5 damage from npc_headcrab.
[20:35:46]	Ethan King has taken 5 damage from npc_headcrab.
[20:35:50]	[OOC] CCA.C17-UNION.i5.03672: q look in suggestions and add em honestly not even suggestions
[20:35:52]	Ethan King has taken 5 damage from npc_headcrab.
[20:35:54]	Ethan King has taken 5 damage from npc_headcrab.
[20:35:56]	Ethan King has taken 5 damage from npc_headcrab.
[20:36:04]	[OOC] CCA.C17-UNION.i5.03672: they are required with a pac3 hl2rp server
[20:36:59]	[OOC] CCA.C17-GRID.i3.08313: it very clearly 
[20:37:01]	[OOC] CCA.C17-GRID.i3.08313: says
[20:37:03]	[OOC] CCA.C17-GRID.i3.08313: return true
[20:37:10]	[OOC] CCA.C17-UNION.i5.03672: cap
[20:37:12]	[OOC] Ethan King: then idk what to tell you 
[20:37:19]	[OOC] CCA.C17-UNION.i5.03672: send proof
[20:37:20]	[OOC] Ethan King: shit ain't workin' my guy 
[20:37:33]	[OOC] Ethan King: my anims should be changed, among other things, but it isn't ;-;
[20:37:39]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[20:37:45]	[OOC] CCA.C17-UNION.i5.03672: me when pac fucking explodes on pr
[20:37:45]	[OOC] Ethan King: lemme try and load up a seperate PAC that I *know* is working to see if it also breaks 
[20:38:14]	[OOC] CCA.C17-UNION.i5.03672: Q let justin bail come back
[20:38:16]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[20:38:17]	[OOC] CCA.C17-GRID.i3.08313: nothing in the schema mentions pac
[20:38:20]	[OOC] CCA.C17-GRID.i3.08313: and it lets me do it
[20:38:21]	[OOC] CCA.C17-GRID.i3.08313: like
[20:38:24]	[OOC] CCA.C17-GRID.i3.08313: look at me
[20:38:25]	[OOC] CCA.C17-UNION.i5.03672: ill pay for the server for the next 10 years
[20:38:58]	[LOOC] Ethan King: negative 
[20:39:05]	[OOC] CCA.C17-GRID.i3.08313: okay good news
[20:39:08]	[OOC] CCA.C17-GRID.i3.08313: it's not working for me either
[20:39:13]	[OOC] CCA.C17-UNION.i5.03672: L
[20:39:34]	[OOC] Ethan King: *FIX SO I CAN DO MY EDGY PACS NOW* 
[20:39:38]	[OOC] CCA.C17-GRID.i3.08313: I'M TRYING
[20:39:38]	[OOC] CCA.C17-UNION.i5.03672: SAME!!!
[20:39:53]	[OOC] CCA.C17-GRID.i3.08313: LAG PSIKE
[20:39:54]	[OOC] CCA.C17-UNION.i5.03672: I NEED ALL MY FEM CHARS TO HAVE BIG GAHONKAS
[20:41:08]	[OOC] Ethan King: gonme 
[20:41:10]	[LOOC] CCA.C17-UNION.i5.03672: yes
[20:41:17]	[OOC] CCA.C17-GRID.i3.08313: chicken says my smg is on my back
[20:41:23]	[LOOC] CCA.C17-GRID.i3.08313: do you see it now bitch
[20:41:27]	[OOC] CCA.C17-UNION.i5.03672: all your pac3 things are on
[20:41:31]	[OOC] Ethan King: huh 
[20:41:38]	[OOC] Ethan King: lemme check my settings 
[20:41:42]	[LOOC] CCA.C17-GRID.i3.08313: do you or do you not see my smg on my back
[20:41:46]	[LOOC] Ethan King: do not 
[20:41:47]	[OOC] CCA.C17-UNION.i5.03672: well why arent our pacs working then
[20:42:08]	[OOC] CCA.C17-GRID.i3.08313: mine is working apparently
[20:42:15]	[OOC] Ethan King: pac3 creates errors for me 
[20:42:15]	[OOC] CCA.C17-GRID.i3.08313: lightroom is jsut done
[20:42:21]	[OOC] Ethan King: [pac3_104691717] addons/pac3_104691717/lua/pac3/editor/client/spawnmenu.lua:112: attempt to index upvalue 'pac_wear_friends_only' (a nil value)  1. OnChange - addons/pac3_104691717/lua/pac3/editor/client/spawnmenu.lua:112   2. OnChange - lua/vgui/dcheckbox.lua:84    3. SetValue - lua/vgui/dcheckbox.lua:31     4. Toggle - lua/vgui/dcheckbox.lua:49      5. DoClick - lua/vgui/dcheckbox.lua:40       6. unknown - lua/vgui/dlabel.lua:237 (x2)
[20:42:22]	[OOC] CCA.C17-GRID.i3.08313: don't do ctrl+z in pac
[20:42:23]	[OOC] CCA.C17-UNION.i5.03672: can you see me
[20:42:26]	[OOC] CCA.C17-UNION.i5.03672: am i tall Q
[20:42:31]	[LOOC] CCA.C17-GRID.i3.08313: try to rewaer it
[20:42:38]	[LOOC] CCA.C17-UNION.i5.03672: did it work
[20:42:39]	[LOOC] CCA.C17-GRID.i3.08313: nope
[20:42:41]	[LOOC] CCA.C17-UNION.i5.03672: bro
[20:42:49]	[LOOC] CCA.C17-UNION.i5.03672: ima send you a screenmshot
[20:42:51]	[OOC] CCA.C17-GRID.i3.08313: i'm gonna try ot restart
[20:42:54]	[OOC] Ethan King: copy 
[20:43:16]	[OOC] Ethan King: lemme send you something you should totally add 
[20:43:16]	[OOC] CCA.C17-UNION.i5.03672: like the server?
[20:43:19]	[OOC] CCA.C17-UNION.i5.03672: na
[20:47:26]	matt saton has connected.
[20:48:04]	Chicken has connected.
[20:48:33]	Chicken loaded the character 'CCA.C17-UNION.i5.03672'
[20:48:39]	[OOC] CCA.C17-UNION.i5.03672: funny
[20:50:45]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[20:50:50]	CCA.C17-GRID.i3.08313 entered observer.
[20:50:52]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:50:54]	[OOC] CCA.C17-GRID.i3.08313: do the thing
[20:50:57]	[OOC] CCA.C17-UNION.i5.03672: oh
[20:51:16]	[LOOC] CCA.C17-UNION.i5.03672: work?
[20:51:23]	[OOC] CCA.C17-UNION.i5.03672: oh my morb
[20:51:56]	[OOC] CCA.C17-GRID.i3.08313: what if i triewd this
[20:52:47]	CCA.C17-GRID.i3.08313 entered observer.
[20:52:48]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:52:49]	CCA.C17-GRID.i3.08313 entered observer.
[20:52:49]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:52:51]	[OOC] CCA.C17-GRID.i3.08313: try now
[20:52:52]	CCA.C17-GRID.i3.08313 entered observer.
[20:52:53]	CCA.C17-GRID.i3.08313 exited observer at their location.
[20:53:06]	[OOC] CCA.C17-UNION.i5.03672: work?
[20:53:08]	[OOC] CCA.C17-GRID.i3.08313: nothing
[20:53:11]	[OOC] CCA.C17-UNION.i5.03672: fu
[20:57:21]	FB|| light ROOM has connected.
[20:57:29]	[LOOC] CCA.C17-UNION.i5.03672: fb lightroom
[20:58:36]	FB|| light ROOM loaded the character 'Ethan King'
[20:59:30]	[OOC] Ethan King: hm 
[20:59:34]	[OOC] CCA.C17-UNION.i5.03672: mh
[20:59:37]	[OOC] Ethan King: still no dice, unsure 
[20:59:44]	[OOC] CCA.C17-UNION.i5.03672: Q is aware
[20:59:55]	[OOC] CCA.C17-GRID.i3.08313: i'm looking through helix's code to see if thnbere's something fucking up pac
[20:59:58]	[OOC] CCA.C17-GRID.i3.08313: or restircitng it
[21:00:00]	[OOC] CCA.C17-GRID.i3.08313: but i see nothing
[21:00:12]	[OOC] CCA.C17-UNION.i5.03672: it works on like
[21:00:16]	[OOC] CCA.C17-UNION.i5.03672: every other server
[21:00:21]	[OOC] CCA.C17-GRID.i3.08313: right
[21:00:27]	[OOC] CCA.C17-UNION.i5.03672: are there any errors in console when i do it
[21:00:33]	[OOC] CCA.C17-UNION.i5.03672: like server console
[21:00:33]	[OOC] CCA.C17-GRID.i3.08313: that's not how that works
[21:00:40]	[OOC] CCA.C17-UNION.i5.03672: idk man
[21:00:41]	[OOC] CCA.C17-GRID.i3.08313: WAIT
[21:00:42]	[OOC] CCA.C17-GRID.i3.08313: NO
[21:00:43]	[OOC] CCA.C17-GRID.i3.08313: IT FUCKING WORKS
[21:00:48]	[OOC] CCA.C17-GRID.i3.08313: YOU'RE FUCKING HUGE
[21:00:52]	[OOC] CCA.C17-UNION.i5.03672: no im not
[21:01:00]	[OOC] CCA.C17-GRID.i3.08313: YOU ARE TO ME DUMMKOPF
[21:01:04]	[OOC] CCA.C17-UNION.i5.03672: am i still?
[21:01:06]	[OOC] CCA.C17-GRID.i3.08313: YES
[21:01:15]	[OOC] CCA.C17-GRID.i3.08313: you stopped
[21:01:17]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:01:17]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[21:01:18]	[OOC] CCA.C17-GRID.i3.08313: IT DOES FUCKING WORK
[21:01:21]	[OOC] CCA.C17-UNION.i5.03672: wait
[21:01:25]	[OOC] CCA.C17-UNION.i5.03672: am i samll now?
[21:01:30]	[OOC] CCA.C17-GRID.i3.08313: YOU'RE NORMAL SIZE
[21:01:32]	[OOC] CCA.C17-UNION.i5.03672: DUB
[21:01:35]	CCA.C17-GRID.i3.08313 entered observer.
[21:01:37]	[OOC] CCA.C17-UNION.i5.03672: add those addons i sent Q
[21:01:41]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:01:46]	CCA.C17-GRID.i3.08313 entered observer.
[21:02:38]	[OOC] Ethan King: NOT FOR ME IDIOT 
[21:02:45]	[OOC] CCA.C17-UNION.i5.03672: L
[21:03:43]	[OOC] Ethan King: spared ten minutes to make log 03 
[21:04:11]	[OOC] Ethan King: the descent into madness continues 
[21:04:21]	[OOC] CCA.C17-GRID.i3.08313: HOW DO YOU KNOW IF IT'S NOT WORKING
[21:04:26]	[OOC] CCA.C17-GRID.i3.08313: IT'S A PROBLEM FOR OTHER CLINETS
[21:04:34]	[OOC] CCA.C17-GRID.i3.08313: WHATI SN'T WORKING FOR YOU
[21:04:58]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:05:09]	CCA.C17-GRID.i3.08313 has spawned 'models/Items/ammocrate_grenade.mdl'.
[21:05:11]	CCA.C17-GRID.i3.08313 has spawned 'models/Items/ammoCrate_Rockets.mdl'.
[21:05:14]	CCA.C17-GRID.i3.08313 has spawned 'models/Items/ammocrate_smg1.mdl'.
[21:05:14]	CCA.C17-GRID.i3.08313 opened the 'Ammo Crate' #2679 container.
[21:05:16]	CCA.C17-GRID.i3.08313 closed the 'Ammo Crate' #2679 container.
[21:05:30]	[OOC] Ethan King: I CAN'T SEE ANYTHING 
[21:05:31]	CCA.C17-GRID.i3.08313 entered observer.
[21:05:36]	[OOC] Ethan King: PAC JUST DOESNT EXIST 
[21:05:37]	[OOC] Ethan King: FUCKER 
[21:05:44]	[OOC] CCA.C17-GRID.i3.08313: THIS OSUNDS LIKE A YOU PROBLEM
[21:05:49]	[OOC] Ethan King: GO FUCK YOURSELF 
[21:05:58]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:05:59]	CCA.C17-GRID.i3.08313 entered observer.
[21:06:02]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:06:06]	[OOC] CCA.C17-UNION.i5.03672: buh buh buh
[21:06:11]	CCA.C17-GRID.i3.08313 has spawned 'models/hunter/blocks/cube2x3x025.mdl'.
[21:06:14]	CCA.C17-GRID.i3.08313 has spawned 'models/hunter/blocks/cube2x2x025.mdl'.
[21:06:17]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:06:17]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[21:06:22]	[OOC] CCA.C17-UNION.i5.03672: QQQQQQ
[21:06:24]	[OOC] CCA.C17-UNION.i5.03672: QQQQQQQQ
[21:06:25]	[OOC] CCA.C17-GRID.i3.08313: ?
[21:06:25]	CCA.C17-GRID.i3.08313 entered observer.
[21:06:28]	[OOC] CCA.C17-UNION.i5.03672: add the addons
[21:06:32]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:06:45]	CCA.C17-GRID.i3.08313 entered observer.
[21:06:47]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:06:54]	CCA.C17-GRID.i3.08313 has spawned 'models/hunter/blocks/cube2x2x025.mdl'.
[21:06:54]	CCA.C17-GRID.i3.08313 entered observer.
[21:07:05]	CCA.C17-GRID.i3.08313 has spawned 'models/hunter/blocks/cube2x4x025.mdl'.
[21:07:07]	[OOC] Ethan King: Q GO READ MY DOC INSTEAD, I DEF PUT MANY HOURS INT OIT I SWEAR 
[21:07:08]	CCA.C17-GRID.i3.08313 has spawned 'models/hunter/blocks/cube2x4x025.mdl'.
[21:07:17]	[OOC] CCA.C17-UNION.i5.03672: MANY HOUR MADE
[21:07:32]	[OOC] Ethan King: IT WASN'T BETWEEN WHEN YOU RESTARTED THE SERVER AND I JOINED 
[21:07:33]	CCA.C17-GRID.i3.08313 has spawned 'models/hunter/blocks/cube3x6x025.mdl'.
[21:07:40]	[OOC] Ethan King: I SWEAR 
[21:07:49]	[OOC] Ethan King: I should make more of these...
[21:08:00]	[OOC] Ethan King: I really like making these Logs, tehy're interesting tid bits of lore 
[21:08:10]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:08:16]	[OOC] CCA.C17-GRID.i3.08313: YEYE
[21:08:18]	[OOC] Ethan King: Or just me spouting my thoughts on Hl2Rp without actually just ranting in general 
[21:08:37]	FB|| light ROOM loaded the character 'CCA.C17-UNION.OfC.56321'
[21:08:41]	[OOC] CCA.C17-UNION.i5.03672: all it is at this point is "combine are still really mean and its smelly in the sewer :("
[21:08:48]	[OOC] CCA.C17-UNION.OfC.56321: Lmao 
[21:09:03]	[OOC] CCA.C17-UNION.i5.03672: im gonna kill the ofc
[21:09:13]	CCA.C17-UNION.OfC.56321 used command '/Radio 03672, you're fired, be ready for off-world relocation'.
[21:09:16]	CCA.C17-UNION.OfC.56321 used command '/rooc void'.
[21:09:21]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[21:09:30]	[OOC] CCA.C17-QrM.98240: BITCHES 
[21:09:32]	CCA.C17-UNION.i5.03672 used command '/rooc You should kill yourself now! YOU SERVE NO PURPOSE'.
[21:09:38]	CCA.C17-UNION.i5.03672 used command '/rooc void'.
[21:09:47]	CCA.C17-GRID.i3.08313 used command '/rooc ok i'll void the ooc chat'.
[21:09:49]	CCA.C17-QrM.98240 used command '/rooc YOU SAID IT IN FUCKING *OOC COMMS*'.
[21:09:57]	CCA.C17-UNION.i5.03672 used command '/rooc I WANT MY MOMMY'.
[21:10:11]	[OOC] CCA.C17-UNION.i5.03672: Q let me bring back justin bail and kill ethan
[21:10:13]	CCA.C17-GRID.i3.08313 has spawned 'models/props_wasteland/controlroom_storagecloset001a.mdl'.
[21:10:23]	[OOC] CCA.C17-QrM.98240: nah nah nah 
[21:10:24]	[OOC] CCA.C17-UNION.i5.03672: passive rp time
[21:10:45]	CCA.C17-GRID.i3.08313 has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[21:10:45]	[OOC] CCA.C17-QrM.98240: Have Justin come back as a shadow demon made by some xen horror and have Ethan die to it
[21:10:46]	CCA.C17-GRID.i3.08313 has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[21:10:51]	CCA.C17-GRID.i3.08313 has spawned 'models/props_wasteland/controlroom_desk001a.mdl'.
[21:10:55]	CCA.C17-GRID.i3.08313 has spawned 'models/props_wasteland/controlroom_desk001b.mdl'.
[21:11:02]	[OOC] CCA.C17-UNION.i5.03672: its just that meme 
[21:11:08]	FB|| light ROOM loaded the character 'OTA.C17-KILO.OSS.66124'
[21:11:10]	[OOC] CCA.C17-UNION.i5.03672: what you do if my gang pull up
[21:11:10]	CCA.C17-GRID.i3.08313 entered observer.
[21:11:15]	[OOC] CCA.C17-UNION.i5.03672: and its justin and all the watchers
[21:11:17]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:11:17]	CCA.C17-UNION.i5.03672 has gained 10 tokens.
[21:11:21]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:11:21]	CCA.C17-GRID.i3.08313 entered observer.
[21:11:22]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:11:30]	[OOC] OTA.C17-KILO.OSS.66124: lmao 
[21:11:39]	[OOC] CCA.C17-UNION.i5.03672: lightroom get on your qrm I NEED A GUN
[21:11:43]	[OOC] OTA.C17-KILO.OSS.66124: hold 
[21:11:56]	CCA.C17-GRID.i3.08313 entered observer.
[21:12:07]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[21:12:15]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:12:24]	CCA.C17-QrM.98240 has taken 11 damage from worldspawn.
[21:12:38]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/trashcluster01a.mdl'.
[21:12:51]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/bicycle01a.mdl'.
[21:12:55]	CCA.C17-UNION.i5.03672 has taken 5 damage from CCA.C17-QrM.98240.
[21:13:05]	CCA.C17-GRID.i3.08313 entered observer.
[21:13:06]	CCA.C17-QrM.98240 used the 'Armory Supply' vendor.
[21:13:07]	CCA.C17-UNION.i5.03672 ran 'take' on item 'USP Match' (#24575)
[21:13:07]	CCA.C17-UNION.i5.03672 has gained a 'USP Match' #24575.
[21:13:12]	[OOC] CCA.C17-UNION.i5.03672: i really imagine thats all ic
[21:13:13]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:13:20]	CCA.C17-GRID.i3.08313 entered observer.
[21:13:21]	[OOC] CCA.C17-UNION.i5.03672: he got woke up at 2am
[21:13:26]	[OOC] CCA.C17-UNION.i5.03672: for some dumb i5
[21:13:33]	[OOC] CCA.C17-QrM.98240: *hits you with stunstick, tosses .9mm USP at you that's fully loaded, doesn't elaborate*
[21:13:39]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:13:51]	[OOC] CCA.C17-GRID.i3.08313: rolls a nat 0, it misfires and shootsy ou in the head
[21:13:59]	[OOC] CCA.C17-QrM.98240: planned 
[21:14:05]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/vent001_chunk7.mdl'.
[21:14:06]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/trashcluster01a.mdl'.
[21:14:07]	CCA.C17-GRID.i3.08313 entered observer.
[21:14:19]	CCA.C17-GRID.i3.08313 exited observer at their location.
[21:14:20]	[OOC] CCA.C17-QrM.98240: Player John Fortnite Kennedy has joined the game
[21:14:20]	[OOC] CCA.C17-UNION.i5.03672: double weild
[21:14:25]	CCA.C17-GRID.i3.08313 has spawned 'models/props_junk/trashcluster01a_corner.mdl'.
