[03:14:42]	japan1793 has connected.
[20:51:56]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Walk very carefully. ::>
[20:52:03]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'SPAS-12' (#20711)
[20:52:04]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'USP Match' (#9735)
[20:52:05]	OTA.C08-ECHO:OWS.69173 ran 'use' on item 'Pulse Ammunition' (#20522)
[20:52:15]	[OOC] John Smith: Source: 3, Players: 1
[20:53:05]	[LOOC] OTA.C08-ECHO:OHZ.05912: shut up world war two plane guy
[20:53:16]	[LOOC] CCA.C08-GRID.i1.23710: PUT THE ARMOR IN THE RIGHT SPOT
[20:53:21]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:53:46]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Citizens and GRID, follow us. ::>
[20:54:36]	[Y] OTA.C08-ECHO:OHZ.05912: <:: This door here. ::>
[20:54:48]	[Y] OTA.C08-ECHO:OHZ.05912: <:: I'll open it, you all go through when it opens. ::>
[20:54:57]	[Y] OTA.C08-ECHO:OHZ.05912: <:: I'll be right behind you. ::>
[20:55:04]	[OOC] CCA.C08-GRID.i1.23710: i gtg
[20:55:10]	[OOC] John Smith: fack
[20:55:10]	[OOC] OTA.C08-ECHO:OHZ.05912: big rip, thanks for being on
[20:55:11]	[OOC] OTA.C08-ECHO:OHZ.05912: take care
[20:55:14]	[OOC] OTA.C08-ECHO:OWS.69173: getting late eh? 
[20:55:19]	[OOC] John Smith: see ya mate
[20:55:21]	OTA.C08-ECHO:OHZ.05912 used command '/Event The big door opens. You all are able to walk through.'.
[20:55:21]	OTA.C08-ECHO:OHZ.05912 entered observer.
[20:55:22]	[OOC] John Smith: peace
[20:55:22]	[OOC] CCA.C08-GRID.i1.23710: was summoned on another thing
[20:55:25]	[OOC] CCA.C08-GRID.i1.23710: cya guys
[20:55:32]	DRD (STEAM_0:0:193599766) has disconnected.
[20:55:41]	[LOOC] OTA.C08-ECHO:OWS.69173: open brrrr!
[20:58:08]	Michλel's World has connected.
[20:58:19]	matt saton has connected.
[20:58:30]	Dilly_ has connected.
[20:58:30]	Michλel's World loaded the character 'John Smith'
[20:59:17]	Dilly_ loaded the character 'OTA.C08-ECHO:OWS.69173'
[20:59:38]	matt saton loaded the character 'CCA.C08-UNION.i1.51023'
[20:59:39]	CCA.C08-UNION.i1.51023 entered observer.
[21:00:16]	[OOC] John Smith: ello
[21:00:22]	[OOC] OTA.C08-ECHO:OWS.69173: ello ello
[21:00:46]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:00:48]	[OOC] CCA.C08-UNION.i1.51023: wha'ts good
[21:00:50]	[OOC] OTA.C08-ECHO:OWS.69173: looks like we lost another soldier reeeeeeee
[21:00:52]	[OOC] OTA.C08-ECHO:OWS.69173: the sky
[21:00:58]	matt saton loaded the character 'OTA.C08-ECHO:OHZ.05912'
[21:01:11]	[OOC] OTA.C08-ECHO:OHZ.05912: we still have time
[21:01:12]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:01:15]	[OOC] John Smith: does not exist
[21:01:18]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:01:19]	[OOC] OTA.C08-ECHO:OWS.69173: ten-firmative
[21:01:23]	[OOC] John Smith: thats what they sky is
[21:01:28]	OTA.C08-ECHO:OWS.69173 ran 'Equip' on item 'Combine Grenade' (#20495)
[21:01:31]	OTA.C08-ECHO:OWS.69173 ran 'Toggle' on item 'Handheld Radio' (#20474)
[21:01:32]	OTA.C08-ECHO:OWS.69173 ran 'Frequency' on item 'Handheld Radio' (#20474)
[21:01:34]	OTA.C08-ECHO:OWS.69173 used command '/SetFreq 329.1'.
[21:01:35]	OTA.C08-ECHO:OWS.69173 ran 'Toggle' on item 'Handheld Radio' (#20474)
[21:01:45]	[ME] OTA.C08-ECHO:OHZ.05912: would proceed to tie the individual. Would they resist?
[21:01:59]	[LOOC] OTA.C08-ECHO:OWS.69173: sanity has gone to zero
[21:02:00]	[LOOC] OTA.C08-ECHO:OWS.69173: help
[21:02:01]	[LOOC] OTA.C08-ECHO:OWS.69173: help
[21:02:03]	[LOOC] OTA.C08-ECHO:OWS.69173: help
[21:02:04]	[LOOC] OTA.C08-ECHO:OWS.69173: help
[21:02:51]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:02:52]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:02:53]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:02:54]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:02:56]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:02:56]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:02:57]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:02:58]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:02:58]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:02:59]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:00]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:00]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:01]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:02]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:02]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:03]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:03]	[OOC] John Smith: FUCK MY KILLBIND DONT WORK
[21:03:03]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:04]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:05]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:03:05]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:03:05]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:06]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:07]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:08]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:10]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help\. ::>
[21:03:10]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help\. ::>
[21:03:11]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help\. ::>
[21:03:12]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Help! ::>
[21:03:38]	[ME] OTA.C08-ECHO:OHZ.05912: opens his mouth and spits out dispatch
[21:03:58]	[OOC] John Smith: this is good BTS scences
[21:04:01]	[OOC] OTA.C08-ECHO:OHZ.05912: it be
[21:04:05]	[OOC] OTA.C08-ECHO:OHZ.05912: i don't
[21:04:09]	[OOC] OTA.C08-ECHO:OHZ.05912: i don't know if the guy is comingf bakc
[21:04:31]	[OOC] OTA.C08-ECHO:OWS.69173: ye... I'm getting that vibe as well
[21:04:31]	[OOC] OTA.C08-ECHO:OHZ.05912: it would seem they are not
[21:04:32]	[OOC] OTA.C08-ECHO:OHZ.05912: fuck
[21:04:42]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:04:43]	[OOC] OTA.C08-ECHO:OHZ.05912: sad
[21:04:50]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:04:52]	[OOC] John Smith: dont mind me just Blair Witching in the corner
[21:04:55]	OTA.C08-ECHO:OHZ.05912 used command '/Event And... IC!'.
[21:05:16]	[LOOC] John Smith: mmm jiggle bones, my beloved
[21:06:10]	[LOOC] OTA.C08-ECHO:OHZ.05912: just say 10-4 guy
[21:06:15]	[LOOC] OTA.C08-ECHO:OWS.69173: ew cringe
[21:06:15]	[LOOC] OTA.C08-ECHO:OHZ.05912: 10-4 is police for heard
[21:06:20]	[LOOC] OTA.C08-ECHO:OWS.69173: we don't say radio codes ic
[21:06:21]	[LOOC] OTA.C08-ECHO:OHZ.05912: it is literally the perfect word
[21:06:24]	[LOOC] OTA.C08-ECHO:OWS.69173: we say radio codes on radio
[21:06:25]	[LOOC] OTA.C08-ECHO:OHZ.05912: pardon
[21:06:28]	[LOOC] OTA.C08-ECHO:OWS.69173: e
[21:06:29]	[LOOC] OTA.C08-ECHO:OHZ.05912: that's news to me
[21:06:38]	[LOOC] OTA.C08-ECHO:OHZ.05912: i've never enforced that or tried to enforcew it here to my memory
[21:06:42]	[LOOC] OTA.C08-ECHO:OHZ.05912: i use them as shorthand in general
[21:06:44]	[LOOC] OTA.C08-ECHO:OWS.69173: eh some peeps do it
[21:06:50]	[LOOC] OTA.C08-ECHO:OWS.69173: some peeps don't
[21:06:53]	[LOOC] OTA.C08-ECHO:OHZ.05912: i don't! i use them no matter where i am
[21:06:56]	[LOOC] OTA.C08-ECHO:OWS.69173: *E*
[21:06:59]	[LOOC] OTA.C08-ECHO:OHZ.05912: 10-4 is the best of saying this though being OTA n shit
[21:07:07]	[LOOC] OTA.C08-ECHO:OHZ.05912: instead of saying heard or something
[21:07:24]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:07:35]	[LOOC] OTA.C08-ECHO:OHZ.05912: h
[21:07:37]	[LOOC] OTA.C08-ECHO:OHZ.05912: uh
[21:07:39]	[LOOC] OTA.C08-ECHO:OWS.69173: dot dot dot
[21:07:40]	[LOOC] OTA.C08-ECHO:OHZ.05912: i guess just
[21:07:40]	[LOOC] OTA.C08-ECHO:OWS.69173: lol
[21:07:43]	[LOOC] OTA.C08-ECHO:OHZ.05912: pretend these are locked???
[21:07:52]	[LOOC] OTA.C08-ECHO:OWS.69173: or the actual thing
[21:07:54]	[LOOC] OTA.C08-ECHO:OWS.69173: who knows
[21:08:04]	[LOOC] OTA.C08-ECHO:OWS.69173: some people do *put* doors behind brick walls
[21:08:17]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [159][npc_headcrab]'.
[21:08:24]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [159][npc_headcrab]'.
[21:08:30]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:08:31]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:08:32]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:08:32]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:08:46]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Going down! ::>
[21:08:52]	[Y] OTA.C08-ECHO:OHZ.05912: <:: Unit needs assis- Gah! ::>
[21:08:59]	OTA.C08-ECHO:OWS.69173 has taken 5 damage from npc_headcrab.
[21:09:02]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:09:02]	OTA.C08-ECHO:OHZ.05912 has taken 1 damage from worldspawn.
[21:09:06]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:09:15]	[Y] John Smith: Ah piss!
[21:09:23]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:09:37]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:09:41]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:09:43]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[21:09:54]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:09:55]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:09:55]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:09:57]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:10:03]	[Y] OTA.C08-ECHO:OHZ.05912: <:: I got here from the apartments. ::>
[21:10:19]	OTA.C08-ECHO:OHZ.05912 used command '/ToggleRaise'.
[21:10:24]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:10:24]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:10:25]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:10:26]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:10:46]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:10:50]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:10:51]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:10:52]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:10:59]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:11:08]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [172][npc_zombine]'.
[21:11:12]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [173][item_healthvial]'.
[21:11:17]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [174][combine_mine]'.
[21:11:18]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [177][combine_mine]'.
[21:11:19]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [181][combine_mine]'.
[21:11:20]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [175][combine_mine]'.
[21:11:21]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [226][combine_mine]'.
[21:11:22]	OTA.C08-ECHO:OHZ.05912 has spawned a 'Entity [228][combine_mine]'.
[21:11:36]	OTA.C08-ECHO:OWS.69173 ran 'take' on item '12-Gauge Shells' (#20934)
[21:11:36]	OTA.C08-ECHO:OWS.69173 has gained a '12-Gauge Shells' #20934.
[21:11:41]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:11:48]	OTA.C08-ECHO:OHZ.05912 has taken 120 damage from combine_mine.
[21:11:49]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:12:04]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [174][npc_headcrab]'.
[21:12:05]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [175][npc_headcrab]'.
[21:12:06]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [177][npc_headcrab]'.
[21:12:13]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [172][monster_panthereye]'.
[21:12:16]	OTA.C08-ECHO:OHZ.05912 has spawned a 'NPC [173][monster_panthereye]'.
[21:12:22]	[Y] John Smith: HOLY.
[21:12:49]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:12:51]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:12:52]	OTA.C08-ECHO:OHZ.05912 exited observer at their location.
[21:12:53]	OTA.C08-ECHO:OHZ.05912 entered observer.
[21:13:00]	matt saton loaded the character 'OTA.C08-KING.EOA.46477'
[21:13:05]	OTA.C08-KING.EOA.46477 entered observer.
[21:13:09]	OTA.C08-KING.EOA.46477 used command '/ToggleRaise'.
[21:13:22]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:13:25]	OTA.C08-KING.EOA.46477 entered observer.
[21:13:39]	[OOC] OTA.C08-KING.EOA.46477: void blind
[21:13:50]	OTA.C08-KING.EOA.46477 used command '/PM echo void you seeing my biosgnal'.
[21:13:54]	OTA.C08-KING.EOA.46477 used command '/PM king that's me in observer'.
[21:14:03]	OTA.C08-ECHO:OWS.69173 used command '/PM ECHO gotcha gotcha'.
[21:14:15]	[Y] OTA.C08-KING.EOA.46477: <:: Go sharp! ::>
[21:14:16]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:14:29]	OTA.C08-KING.EOA.46477 entered observer.
[21:14:29]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:14:31]	OTA.C08-KING.EOA.46477 entered observer.
[21:14:36]	[W] OTA.C08-ECHO:OWS.69173: <:: Stay back. ::>
[21:15:03]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:15:11]	OTA.C08-KING.EOA.46477 has spawned 'models/ultimo/alien_baltan_basical_human_size.mdl'.
[21:15:13]	OTA.C08-KING.EOA.46477 has spawned 'models/ultimo/alien_baltan_basical_large_size.mdl'.
[21:15:17]	OTA.C08-KING.EOA.46477 has spawned 'models/ultimo/alien_baltan_basical_human_size.mdl'.
[21:15:26]	[Y] OTA.C08-KING.EOA.46477: <:: Got one. ::>
[21:15:31]	[OOC] John Smith: totally dont see Q spawning shit
[21:15:38]	[Y] OTA.C08-KING.EOA.46477: <:: Tag one... requesting designation. ::>
[21:15:39]	[OOC] OTA.C08-ECHO:OWS.69173: *it is what it is*
[21:15:42]	OTA.C08-KING.EOA.46477 entered observer.
[21:15:42]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:16:12]	[ME] OTA.C08-KING.EOA.46477: would drop the body and quickly turn around to face the unit. He would reach for his AR2, but then stop before fully unslinging it.
[21:16:17]	OTA.C08-KING.EOA.46477 used command '/ToggleRaise'.
[21:16:21]	[LOOC] OTA.C08-KING.EOA.46477: why is normal standing a tpose
[21:16:22]	[LOOC] OTA.C08-KING.EOA.46477: bruh
[21:16:30]	[LOOC] OTA.C08-KING.EOA.46477: the anim is called idle_unarmed i know that
[21:16:33]	[LOOC] OTA.C08-ECHO:OWS.69173: I don't see a T-pose
[21:16:37]	[LOOC] OTA.C08-KING.EOA.46477: ho
[21:16:39]	[LOOC] OTA.C08-KING.EOA.46477: oih*
[21:16:48]	[LOOC] OTA.C08-ECHO:OWS.69173: could be some model uhhh going iffy
[21:18:01]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [178][pfx1_08_~a_l]'.
[21:18:02]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [179][pfx1_08_~a_l]'.
[21:18:05]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [180][pfx1_08_~a]'.
[21:18:06]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [181][pfx1_08_~a]'.
[21:18:13]	[Y] OTA.C08-KING.EOA.46477: <:: Get out of here, forget what oyu saw! ::>
[21:18:14]	[Y] OTA.C08-KING.EOA.46477: <:: LEAVE! ::>
[21:18:15]	OTA.C08-KING.EOA.46477 used command '/ToggleRaise'.
[21:18:17]	[Y] OTA.C08-ECHO:OWS.69173: <:: Copy. ::>
[21:18:17]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [182][pfx1_08_~a_l]'.
[21:18:18]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [223][pfx1_08_~a_l]'.
[21:18:19]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [224][pfx1_08_~a_l]'.
[21:18:20]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [226][pfx1_08_~a_l]'.
[21:18:21]	[Y] OTA.C08-ECHO:OWS.69173: <:: Ripcord! ::>
[21:18:22]	[Y] OTA.C08-ECHO:OWS.69173: <:: Ripcord! ::>
[21:18:27]	OTA.C08-KING.EOA.46477 entered observer.
[21:18:36]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [227][monster_archer]'.
[21:18:37]	OTA.C08-ECHO:OWS.69173 ran 'Equip' on item 'Combat Knife' (#20496)
[21:18:40]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [235][npc_stukabat]'.
[21:18:42]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:18:43]	OTA.C08-KING.EOA.46477 entered observer.
[21:18:43]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:18:48]	OTA.C08-KING.EOA.46477 entered observer.
[21:18:53]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [236][npc_stukabat]'.
[21:18:54]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [227][npc_stukabat]'.
[21:19:05]	John Smith has taken 44 damage from npc_stukabat.
[21:19:05]	OTA.C08-ECHO:OWS.69173 has taken 45 damage from npc_stukabat.
[21:19:06]	John Smith has taken 44 damage from npc_stukabat.
[21:19:06]	npc_stukabat has killed John Smith.
[21:19:06]	OTA.C08-ECHO:OWS.69173 has taken 45 damage from npc_stukabat.
[21:19:07]	OTA.C08-ECHO:OWS.69173 has taken 34 damage from npc_stukabat.
[21:19:07]	OTA.C08-ECHO:OWS.69173 has taken 45 damage from npc_stukabat.
[21:19:08]	OTA.C08-ECHO:OWS.69173 has taken 42 damage from npc_stukabat.
[21:19:11]	[OOC] OTA.C08-KING.EOA.46477: hm
[21:19:13]	[OOC] OTA.C08-KING.EOA.46477: it would seem
[21:19:15]	[OOC] OTA.C08-KING.EOA.46477: these guys are a little OP
[21:19:23]	[OOC] John Smith: tp to the boys?
[21:19:23]	[LOOC] OTA.C08-ECHO:OWS.69173: fuck
[21:19:23]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:19:24]	OTA.C08-KING.EOA.46477 entered observer.
[21:19:29]	[OOC] OTA.C08-ECHO:OWS.69173: boi
[21:20:47]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[21:20:50]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/barricade_tall01a.mdl'.
[21:20:52]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/barricade_short04a.mdl'.
[21:20:54]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/barricade_tall04a.mdl'.
[21:20:59]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/barricade_short03a.mdl'.
[21:21:03]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/concrete_debris256barricade001a.mdl'.
[21:21:05]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[21:21:13]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[21:21:16]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/concrete_debris128pile001b.mdl'.
[21:21:19]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/concrete_debris128pile001a.mdl'.
[21:21:22]	OTA.C08-KING.EOA.46477 has spawned 'models/props_debris/concrete_debris256pile001a.mdl'.
[21:21:39]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [161][npc_zombie]'.
[21:21:41]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [232][npc_zombie]'.
[21:21:42]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [236][npc_zombie]'.
[21:21:44]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [237][npc_fastzombie]'.
[21:21:45]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [240][npc_fastzombie]'.
[21:22:11]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:22:12]	OTA.C08-KING.EOA.46477 entered observer.
[21:22:15]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:22:15]	OTA.C08-KING.EOA.46477 entered observer.
[21:22:27]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:22:30]	OTA.C08-KING.EOA.46477 entered observer.
[21:23:17]	OTA.C08-KING.EOA.46477 has spawned 'models/hlvr/characters/combine/grunt/combine_grunt_hlvr_npc.mdl'.
[21:23:29]	OTA.C08-KING.EOA.46477 has spawned 'models/hlvr/weapons/ipistol/w_ipistol_hlvr.mdl'.
[21:23:58]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [242][npc_zombie]'.
[21:23:59]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [244][npc_zombie]'.
[21:24:03]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [245][npc_zombie]'.
[21:25:34]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [246][pfx1_08_~a_l]'.
[21:25:37]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [248][pfx1_08_~a_l]'.
[21:25:39]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [249][pfx1_08_~a]'.
[21:25:41]	OTA.C08-KING.EOA.46477 has spawned a 'Entity [250][pfx1_08_~a]'.
[21:25:47]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [247][npc_fastzombie]'.
[21:26:23]	John Smith has taken 10 damage from npc_zombie.
[21:26:38]	John Smith has taken 10 damage from npc_zombie.
[21:26:40]	John Smith has taken 10 damage from npc_zombie.
[21:26:43]	OTA.C08-ECHO:OWS.69173 has taken 6 damage from John Smith.
[21:26:45]	John Smith has taken 10 damage from npc_zombie.
[21:27:16]	[IT] OTA.C08-KING.EOA.46477: It's genelocked.
[21:27:30]	[ME] OTA.C08-ECHO:OWS.69173: he salvages through the dead units belongings and takes whatever he can, mainly focusing on the pulse ammunition
[21:27:38]	John Smith ran 'take' on item 'Pack of Screws' (#20935)
[21:27:38]	John Smith has gained a 'Pack of Screws' #20935.
[21:27:40]	John Smith ran 'take' on item 'Pack of Nails' (#20936)
[21:27:40]	John Smith has gained a 'Pack of Nails' #20936.
[21:27:42]	[IT] OTA.C08-KING.EOA.46477: You get 3 cartridges of pulse ammunition and 2 grenades.
[21:27:44]	OTA.C08-KING.EOA.46477 used command '/adminspawnmenu'.
[21:27:48]	OTA.C08-KING.EOA.46477 has spawned "Pulse Ammunition"
[21:27:48]	OTA.C08-KING.EOA.46477 has spawned "Pulse Ammunition"
[21:27:49]	OTA.C08-KING.EOA.46477 has spawned "Pulse Ammunition"
[21:27:56]	[Y] John Smith: TURN AROUND.
[21:27:56]	OTA.C08-KING.EOA.46477 has spawned "Grenade"
[21:27:56]	OTA.C08-KING.EOA.46477 has spawned "Grenade"
[21:28:10]	John Smith ran 'take' on item 'Wires' (#20942)
[21:28:10]	John Smith has gained a 'Wires' #20942.
[21:28:11]	OTA.C08-ECHO:OWS.69173 ran 'take' on item 'Grenade' (#20941)
[21:28:11]	OTA.C08-ECHO:OWS.69173 has gained a 'Grenade' #20941.
[21:28:12]	OTA.C08-ECHO:OWS.69173 ran 'take' on item 'Pulse Ammunition' (#20938)
[21:28:12]	OTA.C08-ECHO:OWS.69173 has gained a 'Pulse Ammunition' #20938.
[21:28:16]	OTA.C08-ECHO:OWS.69173 ran 'take' on item 'Pulse Ammunition' (#20939)
[21:28:16]	OTA.C08-ECHO:OWS.69173 has gained a 'Pulse Ammunition' #20939.
[21:28:27]	OTA.C08-ECHO:OWS.69173 ran 'take' on item 'Grenade' (#20940)
[21:28:27]	OTA.C08-ECHO:OWS.69173 has gained a 'Grenade' #20940.
[21:28:29]	OTA.C08-ECHO:OWS.69173 ran 'take' on item 'Pulse Ammunition' (#20937)
[21:28:29]	OTA.C08-ECHO:OWS.69173 has gained a 'Pulse Ammunition' #20937.
[21:28:40]	OTA.C08-ECHO:OWS.69173 ran 'use' on item 'Pulse Ammunition' (#20939)
[21:28:48]	OTA.C08-ECHO:OWS.69173 ran 'use' on item 'Pulse Ammunition' (#20937)
[21:28:49]	OTA.C08-ECHO:OWS.69173 ran 'use' on item 'Pulse Ammunition' (#20938)
[21:28:50]	OTA.C08-ECHO:OWS.69173 ran 'Equip' on item 'Grenade' (#20940)
[21:29:00]	[Y] OTA.C08-KING.EOA.46477: <:: Damnit! ::>
[21:29:33]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [244][npc_barnacle]'.
[21:29:34]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [253][npc_barnacle]'.
[21:29:38]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [256][npc_zombie]'.
[21:29:39]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [257][npc_zombie]'.
[21:29:44]	OTA.C08-KING.EOA.46477 exited observer at their location.
[21:29:45]	OTA.C08-KING.EOA.46477 used command '/ToggleRaise'.
[21:29:52]	OTA.C08-KING.EOA.46477 destroyed a 'A Bar of Soap' #20943.
[21:30:10]	OTA.C08-KING.EOA.46477 entered observer.
[21:31:49]	[LOOC] OTA.C08-KING.EOA.46477: fuck
[21:31:52]	[Y] OTA.C08-KING.EOA.46477: <:: INCOMING! ::>
[21:31:53]	[LOOC] OTA.C08-ECHO:OWS.69173: imersion ruined
[21:31:56]	[LOOC] OTA.C08-ECHO:OWS.69173: lol
[21:31:57]	OTA.C08-KING.EOA.46477 has spawned a 'NPC [256][npc_zombie]'.
