[02:45:31]	Cotton has connected.
[21:31:27]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:27]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:27]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:31:28]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:28]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:28]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:31:28]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:28]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:28]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:31:29]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:31:29]	Har Tunn has taken 12 damage from monster_shockroach.
[21:31:29]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:31:29]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:31:30]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:31:30]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:30]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:30]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:31:30]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:30]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:31]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:31]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:31]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:31]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:32]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:32]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:32]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:32]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:32]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:33]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:33]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:33]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:33]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:34]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:34]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:34]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:34]	Mak 'Braam has taken 6 damage from monster_pitdrone.
[21:31:34]	Mak 'Braam has taken 5 damage from monster_pitdrone.
[21:31:34]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:34]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:35]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:35]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:35]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:35]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:36]	Mak 'Braam has taken 7 damage from monster_pitdrone.
[21:31:36]	Mak 'Braam has taken 5 damage from monster_pitdrone.
[21:31:36]	Mak 'Braam has taken 6 damage from monster_pitdrone.
[21:31:36]	Mak 'Braam has taken 8 damage from monster_pitdrone.
[21:31:36]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:36]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:36]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:36]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:36]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:36]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:37]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:37]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:37]	Mak 'Braam has taken 6 damage from monster_pitdrone.
[21:31:37]	Mak 'Braam has taken 8 damage from monster_pitdrone.
[21:31:37]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:38]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:38]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:39]	Kal'Taar has taken 65 damage from monster_pitworm_up.
[21:31:39]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:39]	Mak 'Braam has taken 6 damage from monster_shocktrooper.
[21:31:39]	Mak 'Braam has taken 6 damage from monster_shocktrooper.
[21:31:40]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:40]	Mak 'Braam has taken 6 damage from monster_shocktrooper.
[21:31:40]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:40]	Mak 'Braam has taken 6 damage from monster_shocktrooper.
[21:31:40]	Mak 'Braam has taken 6 damage from monster_shocktrooper.
[21:31:40]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:40]	Mak 'Braam has taken 6 damage from monster_shocktrooper.
[21:31:41]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:41]	Kal'Taar has taken 65 damage from monster_pitworm_up.
[21:31:41]	Galargalar'Ralag has taken 22 damage from monster_shocktrooper.
[21:31:41]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:41]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:41]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:41]	Mak 'Braam has taken 6 damage from monster_shocktrooper.
[21:31:42]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:42]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:31:42]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:31:42]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:31:42]	Mak 'Braam has taken 6 damage from monster_shocktrooper.
[21:31:42]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:42]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:31:42]	Har Tunn has taken 5 damage from monster_pitdrone.
[21:31:42]	Har Tunn has taken 8 damage from monster_pitdrone.
[21:31:42]	Har Tunn has taken 6 damage from monster_pitdrone.
[21:31:42]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:42]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:42]	Mak 'Braam has taken 6 damage from monster_shocktrooper.
[21:31:42]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:42]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:43]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:43]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:43]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:31:43]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:31:43]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:43]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:43]	Mak 'Braam has taken 12 damage from monster_shockroach.
[21:31:43]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:44]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:44]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:44]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:31:44]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:31:44]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:31:44]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:31:44]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:31:45]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:46]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:31:46]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:31:46]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:31:46]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:31:46]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:31:48]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:31:48]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:31:49]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:31:49]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:50]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:51]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:31:51]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:51]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:51]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:52]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:31:52]	Galargalar'Ralag has taken 18 damage from monster_pitdrone.
[21:31:54]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:31:55]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:56]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:31:57]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:57]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:57]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:57]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:31:58]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:59]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:31:59]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:31:59]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:00]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:00]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:00]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:00]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:32:00]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:01]	Kal'Taar has taken 65 damage from monster_pitworm_up.
[21:32:01]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:03]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:04]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:06]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:06]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:06]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:32:06]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:32:06]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:06]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:32:06]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:07]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:07]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:07]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:07]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:32:07]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:08]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:08]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:08]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:08]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:08]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:09]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:09]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:09]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:09]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:09]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:10]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:10]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:10]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:11]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:11]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:11]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:32:11]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:11]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:11]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:11]	Kal'Taar has taken 65 damage from monster_pitworm_up.
[21:32:12]	[VORTIGESEFAR] Har Tunn: Focus your beams upon the worm! We kill the worm we kill the portal!
[21:32:13]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:13]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:13]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:13]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:14]	Galargalar'Ralag has taken 12 damage from monster_shockroach.
[21:32:14]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:14]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:14]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:14]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:32:14]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:15]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:15]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:15]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:17]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:17]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:18]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:18]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:19]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:19]	Har Tunn has taken 65 damage from monster_pitworm_up.
[21:32:19]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:20]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:20]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:20]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:20]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:21]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:21]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:21]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:22]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:22]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:23]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:23]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:23]	Mak 'Braam has taken 65 damage from monster_pitworm_up.
[21:32:23]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:24]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:24]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:25]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:25]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:25]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:25]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:26]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:26]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:26]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:27]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:27]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:27]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:27]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:32:27]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:28]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:28]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:29]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:29]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:29]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:29]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:30]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:30]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:32:30]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:30]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:30]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:32:31]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:31]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:31]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:32]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:32]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:32:32]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:32]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:33]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:33]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:33]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:32:33]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:32:33]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:33]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:32:33]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:34]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:34]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:35]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:35]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:35]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:35]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:37]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:37]	Galargalar'Ralag has taken 24 damage from monster_shocktrooper.
[21:32:37]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:38]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:38]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:39]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:39]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:39]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:40]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:40]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:41]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:41]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:41]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:42]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:42]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:43]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:43]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:45]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:45]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:45]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:32:45]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:46]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:46]	Galargalar'Ralag has taken 30 damage from monster_shocktrooper.
[21:32:46]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:46]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:46]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:46]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:46]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:47]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:47]	Tal'Rukan used command '/ToggleRaise'.
[21:32:47]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:47]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:48]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:48]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:32:48]	Kal'Taar has taken 8 damage from monster_pitdrone.
[21:32:48]	Kal'Taar has taken 8 damage from monster_pitdrone.
[21:32:48]	Kal'Taar has taken 6 damage from monster_pitdrone.
[21:32:48]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:48]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:49]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:49]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:49]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:49]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:32:49]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:50]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:50]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:50]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:51]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:51]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:32:51]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:32:51]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:51]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:51]	[OOC] Tal'Rukan: ignore that
[21:32:52]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:52]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:52]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:53]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:53]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:53]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:32:53]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:32:54]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:56]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:56]	Galargalar'Ralag has taken 19 damage from monster_shocktrooper.
[21:32:56]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:57]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:57]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:57]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:58]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:58]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:59]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:59]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:32:59]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:33:00]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:33:00]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:33:00]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:33:00]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:33:00]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:33:00]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:33:01]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:33:01]	Galargalar'Ralag has taken 6 damage from monster_shocktrooper.
[21:33:02]	Galargalar'Ralag has taken 8 damage from monster_pitdrone.
[21:33:02]	Galargalar'Ralag has taken 6 damage from monster_pitdrone.
[21:33:03]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:33:03]	Galargalar'Ralag has taken 9 damage from monster_pitdrone.
[21:33:03]	Galargalar'Ralag has taken 5 damage from monster_pitdrone.
[21:33:03]	Galargalar'Ralag has taken 7 damage from monster_pitdrone.
[21:33:22]	[ME] Galargalar'Ralag: lunges at the worm!
[21:33:24]	[OOC] Har Tunn: jesus when does this thing die
[21:33:24]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:27]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:31]	[OOC] Tal'Rukan: i set the dmage up for it but it said "no fuck off"
[21:33:32]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:34]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:35]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:35]	Tal'Rukan has spawned a 'NPC [563][monster_alien_voltigore]'.
[21:33:37]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:38]	Tal'Rukan has spawned a 'NPC [592][monster_alien_voltigore]'.
[21:33:39]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:40]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:41]	Tal'Rukan has spawned a 'NPC [593][monster_shocktrooper]'.
[21:33:42]	Tal'Rukan has spawned a 'NPC [594][monster_shocktrooper]'.
[21:33:42]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:43]	Tal'Rukan has spawned a 'NPC [753][monster_shocktrooper]'.
[21:33:46]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:48]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:49]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:50]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:50]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:50]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:51]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:51]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:51]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:52]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:52]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:52]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:53]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:53]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:53]	Har Tunn has taken 6 damage from monster_shocktrooper.
