[11:10:44]	NamRm has connected.
[13:01:43]	[IT] Cave Johnson: Success!
[13:02:05]	[LOOC] Cave Johnson: OOC
[13:02:28]	Cave Johnson entered observer.
[13:02:29]	Cave Johnson exited observer at their location.
[13:02:30]	Cave Johnson entered observer.
[13:02:30]	Cave Johnson exited observer at their location.
[13:02:30]	Cave Johnson entered observer.
[13:02:31]	Cave Johnson exited observer at their location.
[13:02:31]	Cave Johnson entered observer.
[13:02:31]	Cave Johnson exited observer at their location.
[13:02:32]	Cave Johnson used command '/ToggleRaise'.
[13:02:34]	Cave Johnson used command '/ToggleRaise'.
[13:02:36]	Cave Johnson used command '/ToggleRaise'.
[13:02:36]	[ME] CCA.C17-GRID.i2.36307: unzips the AED, shoving the paddles onto the electronic shit in the lock (no fucking clue what they look like)
[13:02:48]	CCA.C17-QrM.98240 has gained 10 tokens.
[13:03:09]	Cave Johnson has gained 50 tokens.
[13:03:57]	Cave Johnson has spawned 'models/props_combine/combine_generator01.mdl'.
[13:04:10]	CCA.C17-JUDGE.OfC.91412 has gained 10 tokens.
[13:04:10]	Cave Johnson has spawned 'models/props_combine/combine_lock01.mdl'.
[13:04:18]	Cave Johnson used command '/ToggleRaise'.
[13:04:31]	Cave Johnson used command '/CharGiveItem grid Combine Lock'.
[13:04:36]	Cave Johnson used command '/CharGiveItem grid Combine Lock'.
[13:04:40]	Cave Johnson used command '/CharGiveItem grid Combine Lock'.
[13:04:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:04:47]	Cave Johnson used command '/CharGiveItem grid Combine Lock'.
[13:04:54]	Cave Johnson has gained a 'Combine Lock' #36243.
[13:04:54]	Cave Johnson used command '/CharGiveItem cave Combine Lock'.
[13:04:57]	Cave Johnson ran 'drop' on item 'Combine Lock' (#36243)
[13:04:57]	Cave Johnson has lost a 'Combine Lock' #36243.
[13:05:01]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Combine Lock' (#36243)
[13:05:06]	CCA.C17-QrM.98240 ran 'take' on item 'Combine Lock' (#36243)
[13:05:06]	CCA.C17-QrM.98240 has gained a 'Combine Lock' #36243.
[13:05:27]	Cave Johnson entered observer.
[13:05:28]	Cave Johnson exited observer at their location.
[13:05:28]	Cave Johnson entered observer.
[13:05:28]	Cave Johnson exited observer at their location.
[13:05:28]	Cave Johnson entered observer.
[13:05:29]	Cave Johnson exited observer at their location.
[13:05:29]	Cave Johnson entered observer.
[13:05:29]	Cave Johnson exited observer at their location.
[13:05:30]	Cave Johnson entered observer.
[13:05:34]	CCA.C17-JUDGE.OfC.91412 entered observer.
[13:05:34]	CCA.C17-JUDGE.OfC.91412 exited observer.
[13:05:37]	[OOC] Jamal White: I'm bored
[13:05:44]	[OOC] Sandra Remez: okay
[13:05:51]	Cave Johnson exited observer at their location.
[13:05:51]	Cave Johnson entered observer.
[13:05:52]	Cave Johnson exited observer at their location.
[13:05:53]	[OOC] CCA.C17-QrM.98240: Doing things, we will stop being boring in a moment.
[13:05:54]	[OOC] Sandra Remez: well all the rp is in the nexus
[13:05:58]	[OOC] Sandra Remez: beccause q is bad
[13:06:16]	Cave Johnson used command '/ToggleRaise'.
[13:06:22]	Cave Johnson used command '/ToggleRaise'.
[13:06:23]	Cave Johnson used command '/ToggleRaise'.
[13:06:35]	Cave Johnson used command '/ToggleRaise'.
[13:06:40]	CCA.C17-JUDGE.OfC.91412 used command '/Radio 10-55D. 10-20 outside the nexus.'.
[13:06:40]	Cave Johnson used command '/ToggleRaise'.
[13:06:51]	Cave Johnson entered observer.
[13:06:51]	Cave Johnson exited observer at their location.
[13:06:52]	Cave Johnson entered observer.
[13:06:52]	Cave Johnson exited observer at their location.
[13:06:54]	Cave Johnson entered observer.
[13:06:54]	Cave Johnson exited observer at their location.
[13:06:55]	FB|| light ROOM loaded the character 'Dustin Rory'
[13:07:10]	matt saton loaded the character 'Ryan Marnett'
[13:07:11]	Ryan Marnett entered observer.
[13:08:17]	Mr. Chief loaded the character 'CAC.C14-CRM.21138'
[13:08:51]	Dustin Rory used the 'General Store Vendor' vendor.
[13:09:02]	Dustin Rory has lost 1 token.
[13:09:02]	Dustin Rory has gained a 'Chainlet' #36244.
[13:09:06]	Dustin Rory ran 'Open' on item 'Loyalist Grade Ration' (#35671)
[13:09:06]	Dustin Rory has gained a 'Loyalist Grade Citizen Food Product' #36245.
[13:09:06]	Dustin Rory has gained a 'Loyalist Grade Citizen Supplements' #36246.
[13:09:06]	Dustin Rory has gained a 'Flavored Breen's Water' #36247.
[13:09:06]	Dustin Rory has gained 40 tokens.
[13:09:30]	Dustin Rory ran 'EquipUn' on item 'Black Beanie' (#30023)
[13:09:31]	Dustin Rory ran 'EquipUn' on item 'Gloves' (#27198)
[13:09:32]	Dustin Rory ran 'Equip' on item 'Gloves' (#27198)
[13:09:32]	Dustin Rory ran 'Equip' on item 'Black Beanie' (#30023)
[13:09:44]	FB|| light ROOM loaded the character 'CCA.C17-UNION.SqL.72633'
[13:09:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:09:59]	CCA.C17-UNION.SqL.72633 used command '/Radio SqL.72633 reporting: unit is 10-8, status is green.'.
[13:10:10]	CCA.C17-GRID.i2.36307 has spawned 'models/Gibs/HGIBS.mdl'.
[13:10:11]	CAC.C14-CRM.21138 used command '/CharGiveFlag crm r'.
[13:10:11]	CCA.C17-GRID.i2.36307 has spawned 'models/Gibs/HGIBS_scapula.mdl'.
[13:10:12]	CCA.C17-GRID.i2.36307 has spawned 'models/Gibs/HGIBS_spine.mdl'.
[13:10:12]	CAC.C14-CRM.21138 has spawned 'models/Humans/Charple01.mdl'.
[13:10:13]	CCA.C17-UNION.SqL.72633 used command '/Radio Ground units report viscon on anti-civil activity.'.
[13:10:22]	CCA.C17-GRID.i2.36307 used command '/Radio Copy.'.
[13:11:35]	[OOC] Ryan Marnett: void that
[13:11:38]	[OOC] Ryan Marnett: wrong bind
[13:11:39]	[OOC] CCA.C17-UNION.SqL.72633: no
[13:12:03]	[ME] Jamal White: backs away.
[13:13:44]	[ME] Sandra Remez: gives disgusted look
[13:14:17]	[Y] CCA.C17-UNION.SqL.72633: <:: Move it! ::>
[13:14:27]	Sandra Remez used command '/ru of course'.
[13:14:34]	Sandra Remez used the 'General Store Vendor' vendor.
[13:14:44]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[13:14:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:15:01]	CCA.C17-UNION.SqL.72633 used command '/ViewData Sandra'.
[13:17:00]	Ryan Marnett exited observer at their location.
[13:17:01]	Ryan Marnett entered observer.
[13:17:02]	Ryan Marnett exited observer at their location.
[13:17:02]	Ryan Marnett entered observer.
[13:17:12]	CAC.C14-CRM.21138 entered observer.
[13:17:14]	CAC.C14-CRM.21138 exited observer.
[13:17:35]	Andre Black ran 'take' on item 'Light Bulb' (#35372)
[13:17:35]	Andre Black has gained a 'Light Bulb' #35372.
[13:17:44]	[ME] Jamal White: has a shiver roll down his spine.
[13:17:44]	CCA.C17-GRID.i2.36307 used command '/ViewData san'.
[13:17:47]	Sandra Remez ran 'EquipUn' on item 'Comfortable Blue Shirt' (#36022)
[13:17:48]	Sandra Remez ran 'Equip' on item 'Teal and Black Coat' (#36018)
[13:17:52]	Sandra Remez ran 'EquipUn' on item 'Blue Beanie' (#36002)
[13:17:55]	Sandra Remez ran 'EquipUn' on item 'Teal and Black Coat' (#36018)
[13:17:56]	Sandra Remez ran 'Equip' on item 'Teal and Black Coat' (#36018)
[13:18:00]	Sandra Remez ran 'Equip' on item 'Blue Beanie' (#36002)
[13:18:21]	Mr. Chief loaded the character 'CCA.C14-UNION.i2.60437'
[13:18:35]	Mr. Chief loaded the character 'xenian bro'
[13:18:36]	xenian bro entered observer.
[13:18:46]	Headcrab Bro used command '/CharSetName xen Headcrab Bro'.
[13:18:57]	Headcrab Bro exited observer.
[13:18:57]	Headcrab Bro entered observer.
[13:18:58]	Headcrab Bro exited observer.
[13:19:00]	Headcrab Bro entered observer.
[13:19:05]	Headcrab Bro exited observer at their location.
[13:19:06]	Headcrab Bro entered observer.
[13:19:12]	Headcrab Bro exited observer at their location.
[13:19:44]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[13:19:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:20:28]	[ME] Jamal White: chuckles.
[13:22:13]	[ME] Sandra Remez: opens up packet of chips
[13:22:19]	[ME] Sandra Remez: starts eating
[13:23:19]	Chicken loaded the character 'Achille 'Tucker' Tristram'
[13:23:25]	CCA.C17-UNION.SqL.72633 used command '/Radio Forming PT-Beta, beginning 10-50 with unit GRID.i2.36307.'.
[13:23:27]	CCA.C17-UNION.SqL.72633 ran 'create' on item 'Squad Identification Device' (#18934)
[13:23:30]	[LOOC] Andre Black: too?
[13:23:32]	CCA.C17-GRID.i2.36307 ran 'join' on item 'Squad Identification Device' (#28403)
[13:23:51]	CCA.C17-UNION.SqL.72633 ran 'setcolor' on item 'Squad Identification Device' (#18934)
[13:23:52]	CCA.C17-GRID.i2.36307 ran 'setcolor' on item 'Squad Identification Device' (#28403)
[13:24:13]	[ME] Jamal White: looks like he wants to avoid the question.
[13:24:21]	Chicken loaded the character 'Chumtoad the 5th'
[13:24:25]	Headcrab Bro entered observer.
[13:24:25]	Headcrab Bro entered observer.
[13:24:35]	Headcrab Bro exited observer at their location.
[13:24:43]	Headcrab Bro has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:24:44]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[13:24:45]	Headcrab Bro has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:24:45]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:24:46]	Headcrab Bro has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:24:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:24:47]	Headcrab Bro has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:24:47]	CCA.C17-UNION.SqL.72633 has killed Headcrab Bro with weapon_pistol.
[13:24:52]	Headcrab Bro entered observer.
[13:24:58]	CCA.C17-UNION.SqL.72633 used command '/Radio Parasitic tagged at 10-20 D2.'.
[13:25:01]	[OOC] CCA.C17-GRID.i2.36307: my ammo vanished
[13:25:05]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:25:05]	Chumtoad the 5th has taken 5 damage from CCA.C17-GRID.i2.36307.
[13:25:06]	Chumtoad the 5th has taken 5 damage from CCA.C17-GRID.i2.36307.
[13:25:10]	[OOC] Jamal White: gimme ur gun
[13:25:15]	CCA.C17-GRID.i2.36307 has taken 60 damage from Headcrab Bro.
[13:25:22]	CCA.C17-UNION.SqL.72633 has taken 60 damage from Headcrab Bro.
[13:25:22]	CCA.C17-GRID.i2.36307 ran 'Equip' on item 'Combat Knife' (#28202)
[13:25:22]	Headcrab Bro entered observer.
[13:25:23]	Headcrab Bro entered observer.
[13:25:23]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:25:28]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:25:35]	Headcrab Bro entered observer.
[13:25:35]	Headcrab Bro entered observer.
[13:25:38]	[ME] Chumtoad the 5th: sits on head
[13:25:41]	CCA.C17-UNION.SqL.72633 used command '/Radio Another parasitic tagged at 10-20 D2.'.
[13:25:46]	Headcrab Bro has spawned a 'Entity [2290][item_ammo_smg1]'.
[13:25:47]	Headcrab Bro has spawned a 'Entity [3001][item_ammo_smg1]'.
[13:25:47]	Chumtoad the 5th has taken 35 damage from CCA.C17-UNION.SqL.72633.
[13:25:48]	Chumtoad the 5th has taken 35 damage from CCA.C17-UNION.SqL.72633.
[13:26:02]	CCA.C17-UNION.SqL.72633 has taken 60 damage from Headcrab Bro.
[13:26:04]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:26:06]	CCA.C17-GRID.i2.36307 has taken 60 damage from Headcrab Bro.
[13:26:09]	CCA.C17-GRID.i2.36307 has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:26:09]	CCA.C17-GRID.i2.36307 has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:26:09]	CCA.C17-GRID.i2.36307 has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:26:09]	CCA.C17-GRID.i2.36307 has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:26:11]	Headcrab Bro entered observer.
[13:26:11]	Headcrab Bro entered observer.
[13:26:21]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:26:23]	Chumtoad the 5th has taken 10 damage from CCA.C17-GRID.i2.36307.
[13:26:40]	[ME] Chumtoad the 5th: TELEPORTS
[13:26:40]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:26:42]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:27:00]	Headcrab Bro used command '/CharDesc'.
[13:27:13]	[ME] Jamal White: looks over his shoulders.
[13:27:24]	[ME] Jamal White: steps in a little closer, and lowers his voice ever so slightly.
[13:27:41]	Headcrab Bro used command '/CharDesc Head-sized | Tan skin | Little back feet | Sharp teeth and front claws | '.
[13:27:51]	Headcrab Bro entered observer.
[13:27:52]	Headcrab Bro entered observer.
[13:27:58]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[13:27:59]	Headcrab Bro used command '/CharGiveFlag head pet'.
[13:28:07]	Headcrab Bro exited observer at their location.
[13:28:07]	Headcrab Bro entered observer.
[13:28:08]	Headcrab Bro exited observer at their location.
[13:28:24]	Chumtoad the 5th has taken 10000 damage from Headcrab Bro.
[13:28:24]	Headcrab Bro has killed Chumtoad the 5th.
[13:28:27]	Headcrab Bro entered observer.
[13:28:28]	Headcrab Bro entered observer.
[13:28:32]	Headcrab Bro exited observer at their location.
[13:29:05]	CCA.C17-QrM.98240 ran 'drop' on item 'Magazine Case' (#35327)
[13:29:05]	CCA.C17-QrM.98240 has lost a 'Magazine Case' #35327.
[13:29:05]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #36207.
[13:29:05]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #36200.
[13:29:05]	CCA.C17-QrM.98240 has lost a '12 Gauge Shells' #35539.
[13:29:05]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #36201.
[13:29:05]	CCA.C17-QrM.98240 has lost a '12 Gauge Shells' #35540.
[13:29:05]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #36202.
[13:29:05]	CCA.C17-QrM.98240 has lost a '12 Gauge Shells' #35541.
[13:29:05]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #36203.
[13:29:05]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #36204.
[13:29:05]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #36205.
[13:29:05]	CCA.C17-QrM.98240 has lost a '4.6x30 Rounds' #36206.
[13:29:05]	CCA.C17-QrM.98240 has lost a '12 Gauge Shells' #36199.
[13:29:08]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Magazine Case' (#35327)
[13:29:11]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'A Set of Tools' (#31188)
[13:29:11]	CCA.C17-GRID.i2.36307 has lost a 'A Set of Tools' #31188.
[13:29:14]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Magazine Case' (#35327)
[13:29:18]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Magazine Case' (#35327)
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a 'Magazine Case' #35327.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #36207.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #36200.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '12 Gauge Shells' #35539.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #36201.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '12 Gauge Shells' #35540.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #36202.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '12 Gauge Shells' #35541.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '9mm Pistol Magazine' #36203.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #36204.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #36205.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '4.6x30 Rounds' #36206.
[13:29:18]	CCA.C17-GRID.i2.36307 has gained a '12 Gauge Shells' #36199.
[13:29:21]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#36207)
[13:29:21]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#36204)
[13:29:22]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#36205)
[13:29:23]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#36206)
[13:29:24]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#36200)
[13:29:25]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#36202)
[13:29:25]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#36201)
[13:29:26]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#36203)
[13:29:27]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'Magazine Case' (#35327)
[13:29:27]	CCA.C17-GRID.i2.36307 has lost a 'Magazine Case' #35327.
[13:29:27]	CCA.C17-GRID.i2.36307 has lost a '12 Gauge Shells' #36199.
[13:29:27]	CCA.C17-GRID.i2.36307 has lost a '12 Gauge Shells' #35540.
[13:29:27]	CCA.C17-GRID.i2.36307 has lost a '12 Gauge Shells' #35541.
[13:29:27]	CCA.C17-GRID.i2.36307 has lost a '12 Gauge Shells' #35539.
[13:29:29]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'Boot' (#35364)
[13:29:29]	CCA.C17-GRID.i2.36307 has lost a 'Boot' #35364.
[13:29:36]	CCA.C17-QrM.98240 destroyed a 'Boot' #35364.
[13:29:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:29:53]	CCA.C17-QrM.98240 ran 'take' on item 'Magazine Case' (#35327)
[13:29:53]	CCA.C17-QrM.98240 has gained a 'Magazine Case' #35327.
[13:29:53]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #36199.
[13:29:53]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35540.
[13:29:53]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35541.
[13:29:53]	CCA.C17-QrM.98240 has gained a '12 Gauge Shells' #35539.
[13:29:57]	FB|| light ROOM loaded the character 'CCA.C17-UNION.SqL.72633'
[13:29:57]	CCA.C17-GRID.i2.36307 ran 'take' on item 'A Set of Tools' (#31188)
[13:29:57]	CCA.C17-GRID.i2.36307 has gained a 'A Set of Tools' #31188.
[13:30:05]	CCA.C17-UNION.SqL.72633 ran 'join' on item 'Squad Identification Device' (#18934)
[13:30:13]	CCA.C17-UNION.SqL.72633 ran 'setcolor' on item 'Squad Identification Device' (#18934)
[13:30:18]	CCA.C17-GRID.i2.36307 ran 'leave' on item 'Squad Identification Device' (#28403)
[13:30:19]	CCA.C17-GRID.i2.36307 ran 'join' on item 'Squad Identification Device' (#28403)
[13:30:28]	CCA.C17-GRID.i2.36307 ran 'setcolor' on item 'Squad Identification Device' (#28403)
[13:30:50]	Headcrab used command '/CharSetName head Headcrab'.
[13:30:56]	[LOOC] Chumtoad the 5th: the homies
[13:31:10]	Headcrab used command '/CharSetModel head models/headcrabclassic.mdl'.
[13:31:14]	Headcrab entered observer.
[13:31:15]	Headcrab entered observer.
[13:31:15]	Headcrab exited observer at their location.
[13:31:35]	Headcrab entered observer.
[13:31:35]	Headcrab exited observer at their location.
[13:31:36]	Headcrab entered observer.
[13:31:40]	Headcrab exited observer at their location.
[13:31:44]	Headcrab entered observer.
[13:32:21]	[ME] CCA.C17-UNION.SqL.72633: Fucking stomps down on the civvie.
[13:32:22]	[ME] Chumtoad the 5th: TELEPORTS
[13:34:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:34:56]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[13:35:00]	Chicken created the character 'HeadCrab the 3rd'
[13:35:07]	Chicken loaded the character 'HeadCrab the 3rd'
[13:35:10]	Headcrab entered observer.
[13:35:11]	Headcrab entered observer.
[13:35:19]	Headcrab exited observer at their location.
[13:35:49]	[ME] Jamal White: shakes his head.
[13:35:57]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/metalPot002a.mdl'.
[13:37:20]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:37:21]	HeadCrab the 3rd has taken 12 damage from CCA.C17-UNION.SqL.72633.
[13:37:43]	[ME] HeadCrab the 3rd: attempts to jump on the squad leaders head
[13:37:55]	Headcrab entered observer.
[13:37:56]	Headcrab entered observer.
[13:37:57]	Headcrab exited observer.
[13:37:58]	Headcrab entered observer.
[13:37:58]	[ME] Jamal White: plugs the TV back in.
[13:37:59]	[ME] CCA.C17-UNION.SqL.72633: Dashes to the right because fuck you.
[13:38:48]	[ME] CCA.C17-GRID.i2.36307: shoots at the fucking turkey i guess?
[13:38:59]	[ME] HeadCrab the 3rd: jumps at grids stupid big head
[13:39:08]	CCA.C17-GRID.i2.36307 has taken 60 damage from HeadCrab the 3rd.
[13:39:18]	[ME] HeadCrab the 3rd: MUNCH
[13:39:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:39:56]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[13:40:08]	[ME] Jamal White: chuckles.
[13:41:09]	[LOOC] Jamal White: beef.*
[13:41:12]	[ME] CCA.C17-UNION.SqL.72633: Slings over his MP7 and takes out his knife.
[13:41:27]	[ME] HeadCrab the 3rd: continues eating
[13:42:47]	[ME] CCA.C17-GRID.i2.36307: tries to fucking pry it off
[13:43:22]	HeadCrab the 3rd has killed HeadCrab the 3rd.
[13:43:22]	Headcrab has killed Headcrab.
[13:43:24]	[ME] Jamal White: chuckles.
[13:43:26]	Headcrab entered observer.
[13:44:03]	HeadCrab the 3rd has killed HeadCrab the 3rd.
[13:44:18]	Headcrab entered observer.
[13:44:20]	Headcrab entered observer.
[13:44:32]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[13:44:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:44:57]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[13:45:04]	[ME] HeadCrab the 3rd: jumps at grid again
[13:45:36]	[ME] CCA.C17-GRID.i2.36307: tries to fucking dive to the left
[13:45:49]	dave has connected.
[13:45:54]	[OOC] Jamal White: yooo my boy dave
[13:45:58]	[OOC] CCA.C17-UNION.SqL.72633: Indeed
[13:46:00]	[OOC] HeadCrab the 3rd: un freeze
[13:47:10]	[ME] CCA.C17-UNION.SqL.72633: Holsters his Knife and unholsters his MP7.
[13:47:17]	Andre Black has taken 2 damage from Andre Black.
[13:47:29]	[ME] HeadCrab the 3rd: runs at man
[13:47:32]	Andre Black has taken 2 damage from Andre Black.
[13:47:47]	Andre Black has taken 2 damage from Andre Black.
[13:47:51]	Jamal White ran 'Consume' on item 'Sparkling Breen's Water' (#35678)
[13:47:52]	Jamal White ran 'Consume' on item 'Flavored Breen's Water' (#35675)
[13:47:53]	dave created the character 'Dave Skylark'
[13:47:53]	Dave Skylark has gained a 'Suitcase' #36248.
[13:47:53]	Dave Skylark has gained a 'Relocation Coupon' #36249.
[13:47:53]	dave loaded the character 'Dave Skylark'
[13:48:02]	Andre Black has taken 2 damage from Andre Black.
[13:48:05]	[OOC] Ryan Marnett: i fucked your mom shit lips
[13:48:14]	[OOC] Dave Skylark: bad first impressin
[13:48:17]	Andre Black has taken 2 damage from Andre Black.
[13:48:25]	[OOC] HeadCrab the 3rd: yep
[13:48:32]	Andre Black has taken 2 damage from Andre Black.
[13:48:47]	Andre Black has taken 2 damage from Andre Black.
[13:48:47]	[OOC] Dave Skylark: so why did dennis get banned 4 having the name tyrone black
[13:48:57]	[OOC] CCA.C17-GRID.i2.36307: what
[13:49:00]	Andre Black has lost 5 tokens.
[13:49:01]	[ME] CCA.C17-UNION.SqL.72633: begins firing off his MP7 at point blank range.
[13:49:02]	[OOC] Headcrab: idk bro, seems kinda racist
[13:49:02]	Andre Black ran 'take' on item 'Breen's Water' (#36250)
[13:49:02]	Andre Black has gained a 'Breen's Water' #36250.
[13:49:02]	Andre Black has taken 2 damage from Andre Black.
[13:49:04]	[OOC] Ryan Marnett: he didn't
[13:49:05]	Andre Black ran 'Consume' on item 'Breen's Water' (#36250)
[13:49:06]	Andre Black ran 'Eat' on item 'Standard Grade Citizen Food Product' (#36229)
[13:49:08]	[OOC] HeadCrab the 3rd: kidna racist
[13:49:09]	Andre Black ran 'Consume' on item 'Standard Grade Citizen Supplements' (#36230)
[13:49:11]	Andre Black has lost 5 tokens.
[13:49:13]	[OOC] Ryan Marnett: he didn't get banned for that
[13:49:14]	Andre Black ran 'take' on item 'Breen's Water' (#36250)
[13:49:14]	Andre Black has gained a 'Breen's Water' #36250.
[13:49:16]	[OOC] Dave Skylark: what did he get banned for
[13:49:17]	Andre Black ran 'Consume' on item 'Breen's Water' (#36250)
[13:49:20]	Andre Black has lost 5 tokens.
[13:49:22]	Andre Black ran 'Consume' on item 'Breen's Water' (#36250)
[13:49:23]	[Y] Dave Skylark: Hi.
[13:49:24]	Andre Black has lost 5 tokens.
[13:49:25]	[OOC] Ryan Marnett: let me check
[13:49:26]	Andre Black ran 'take' on item 'Breen's Water' (#36251)
[13:49:26]	Andre Black has gained a 'Breen's Water' #36251.
[13:49:27]	Andre Black ran 'Consume' on item 'Breen's Water' (#36251)
[13:49:34]	[ME] HeadCrab the 3rd: attacks with terrifying arm
[13:49:44]	[ME] Dave Skylark: slides over the coupon.
[13:49:46]	Dave Skylark ran 'drop' on item 'Relocation Coupon' (#36249)
[13:49:46]	Dave Skylark has lost a 'Relocation Coupon' #36249.
[13:49:46]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[13:49:48]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Relocation Coupon' (#36249)
[13:49:48]	CCA.C17-GRID.i2.36307 has gained a 'Relocation Coupon' #36249.
[13:49:55]	[OOC] Ryan Marnett: hold on, let me talk to the guy that banned him
[13:49:57]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[13:50:12]	[OOC] Headcrab: i think he ended up saying the n word
[13:50:16]	[OOC] HeadCrab the 3rd: mhm
[13:50:22]	[OOC] HeadCrab the 3rd: nword is no go
[13:50:24]	[ME] CCA.C17-UNION.SqL.72633: Dashes to the right so he can avoid the attack.
[13:50:28]	[OOC] Dave Skylark: why cant u say it ic
[13:50:33]	[OOC] Dave Skylark: it is more realistic that way
[13:50:44]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Citizen ID' (#36251)
[13:50:44]	CCA.C17-GRID.i2.36307 has gained a 'Citizen ID' #36251.
[13:50:47]	CCA.C17-GRID.i2.36307 opened the '' #2482 container.
[13:50:52]	CCA.C17-GRID.i2.36307 closed the '' #2482 container.
[13:50:57]	[OOC] Ryan Marnett: Oh, yeah, I remember him. He was being mingy too.
[13:51:10]	[OOC] Ryan Marnett: And okay, but then he can censor it OOC and still be saying it IC.
[13:51:11]	[ME] CCA.C17-UNION.SqL.72633: Fires a large burst (around 7 shots) at the necrotics headcrab.
[13:51:21]	[LOOC] Jamal White: shit caps
