[17:03:49]	wheat has connected.
[20:16:10]	Joe Morgan has taken 1 damage from worldspawn.
[20:16:11]	Joe Morgan has taken 1 damage from worldspawn.
[20:16:12]	Joe Morgan has taken 1 damage from worldspawn.
[20:16:12]	Clarissa Harrison opened the '' #1279 container.
[20:16:13]	Joe Morgan has taken 1 damage from worldspawn.
[20:16:13]	Joe Morgan ran 'Equip' on item 'Green Citizen Suit' (#12421)
[20:16:14]	Clarissa Harrison closed the '' #1279 container.
[20:16:14]	Jason Mackey has spawned a 'NPC [2904][npc_vj_gc_growler]'.
[20:16:26]	Jason Mackey has spawned a 'NPC [2984][npc_vj_gc_foot]'.
[20:16:28]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:16:29]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:16:30]	Jason Mackey has spawned a 'NPC [2990][npc_vj_gc_hand]'.
[20:16:32]	Jason Mackey has spawned a 'NPC [2985][npc_vj_gc_hand]'.
[20:16:32]	Erwin Ramstein has taken 14 damage from Foot.
[20:16:33]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:16:33]	Erwin Ramstein has taken 16 damage from Foot.
[20:16:34]	Erwin Ramstein has taken 13 damage from Foot.
[20:16:35]	Erwin Ramstein has taken 15 damage from Foot.
[20:16:36]	Erwin Ramstein has taken 10 damage from Foot.
[20:16:36]	Kane Davis used command '/Apply'.
[20:16:37]	Erwin Ramstein has taken 15 damage from Foot.
[20:16:46]	Jason Mackey has spawned a 'NPC [2994][npc_vj_qc_feeder1]'.
[20:16:46]	Anti-swag gaming (STEAM_0:1:500792990) has disconnected.
[20:16:47]	Jason Mackey has spawned a 'NPC [2984][npc_vj_qc_feeder1]'.
[20:16:49]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:16:50]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:16:51]	Jason Mackey has spawned a 'NPC [2911][npc_vj_qc_feeder1]'.
[20:16:55]	[LOOC] CCA.C08-QrM.98240: Note that the date is 2006.
[20:17:04]	[LOOC] Kane Davis: shit well then erm
[20:17:05]	[LOOC] CCA.C08-QrM.98240: Also you must be 21 or older
[20:17:12]	PFC Lucas 'Chester' Arnal has taken 11 damage from Growler.
[20:17:12]	PFC Lucas 'Chester' Arnal has taken 11 damage from Growler.
[20:17:12]	[OOC] Jason Mackey: i know what will add to atmosphere!
[20:17:12]	PFC Lucas 'Chester' Arnal has taken 11 damage from Growler.
[20:17:12]	PFC Lucas 'Chester' Arnal has taken 11 damage from Growler.
[20:17:12]	PFC Lucas 'Chester' Arnal has taken 11 damage from Growler.
[20:17:13]	PFC Lucas 'Chester' Arnal has taken 11 damage from Growler.
[20:17:17]	PFC Lucas 'Chester' Arnal has taken 14 damage from Growler.
[20:17:17]	PFC Lucas 'Chester' Arnal has taken 14 damage from Growler.
[20:17:17]	PFC Lucas 'Chester' Arnal has taken 14 damage from Growler.
[20:17:17]	Growler has killed PFC Lucas 'Chester' Arnal.
[20:17:22]	[OOC] Clarissa Harrison: what.
[20:17:27]	[OOC] Clarissa Harrison: the fuck
[20:17:33]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:17:41]	[OOC] PFC Lucas 'Chester' Arnal: magic demon thing
[20:17:45]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:17:48]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:17:48]	PFC Lucas 'Chester' Arnal ran 'Equip' on item 'MP7' (#6829)
[20:17:54]	CCA.C08-QrM.98240 has gained 10 tokens.
[20:17:54]	[LOOC] CCA.C08-QrM.98240: FIUCK
[20:17:57]	[LOOC] CCA.C08-QrM.98240: void
[20:18:10]	CCA.C08-GRID.i1.23710 entered observer.
[20:18:10]	Jason Mackey used command '/Event In the distance, gunshots ring out. The sound of boots fills the streets.'.
[20:18:19]	CCA.C08-GRID.i1.23710 used command '/adminspawnmenu'.
[20:18:36]	CCA.C08-GRID.i1.23710 has spawned "Pan"
[20:18:38]	CCA.C08-GRID.i1.23710 has spawned "Pan"
[20:18:41]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:18:42]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:18:47]	Jason Mackey used command '/Broadcast Citizens, we have made the call to evacuate immediately. Repeat, evacuate immediately. Report to the train station at once.'.
[20:18:47]	[ME] CCA.C08-QrM.98240: Pulls out a small PDA and begins typing onto it.
[20:18:53]	CCA.C08-QrM.98240 used command '/ViewData Kane'.
[20:18:59]	Clarissa Harrison ran 'take' on item 'Pan' (#12426)
[20:18:59]	Clarissa Harrison has gained a 'Pan' #12426.
[20:18:59]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:18:59]	[ME] Kane Davis: breaths deeply once.
[20:19:00]	Jason Mackey has spawned a 'NPC [2904][npc_vj_gc_phyon]'.
[20:19:03]	CCA.C08-GRID.i1.23710 ran 'take' on item 'Pan' (#12427)
[20:19:03]	CCA.C08-GRID.i1.23710 has gained a 'Pan' #12427.
[20:19:03]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:19:07]	CCA.C08-GRID.i1.23710 ran 'drop' on item 'Pan' (#12427)
[20:19:07]	CCA.C08-GRID.i1.23710 has lost a 'Pan' #12427.
[20:19:12]	[ME] Clarissa Harrison: grabs it.
[20:19:12]	Jason Mackey has spawned a 'NPC [2937][npc_vj_gc_divider_soldier]'.
[20:19:16]	Clarissa Harrison ran 'Equip' on item 'Pan' (#12426)
[20:19:21]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:19:22]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11535)
[20:19:22]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11504)
[20:19:24]	Jason Mackey has spawned a 'NPC [2990][npc_vj_gc_waster]'.
[20:19:26]	Erwin Ramstein ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#10971)
[20:19:28]	Erwin Ramstein ran 'EquipUn' on item 'Black Beanie' (#12141)
[20:19:37]	Jason Mackey has spawned a 'NPC [2998][npc_vj_gc_puker]'.
[20:19:42]	Clarissa Harrison ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#11420)
[20:19:45]	[LOOC] Erwin Ramstein: i cant grab the pan how big is it
[20:19:49]	Jason Mackey has spawned a 'NPC [2990][npc_vj_gc_civilian_slasher_male]'.
[20:19:53]	Jason Mackey has spawned a 'NPC [3001][npc_vj_gc_slasher3]'.
[20:19:55]	Erwin Ramstein ran 'take' on item 'Pan' (#12427)
[20:19:55]	Erwin Ramstein has gained a 'Pan' #12427.
[20:20:00]	[LOOC] Erwin Ramstein: l m a o
[20:20:02]	Erwin Ramstein ran 'EquipUn' on item 'Gloves' (#12149)
[20:20:03]	CCA.C08-QrM.98240 used command '/ViewData Kane'.
[20:20:03]	Erwin Ramstein ran 'Equip' on item 'Gloves' (#12149)
[20:20:03]	Erwin Ramstein ran 'Equip' on item 'Black Beanie' (#12141)
[20:20:07]	Erwin Ramstein ran 'Equip' on item 'Pan' (#12427)
[20:20:11]	[Y] CCA.C08-GRID.i1.23710: <:: Come on. ::>
[20:20:12]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:20:15]	[Y] PFC Lucas 'Chester' Arnal: Lets go.
[20:20:16]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:20:20]	Clarissa Harrison ran 'drop' on item 'Cyclopic Citizen Suit' (#11420)
[20:20:20]	Clarissa Harrison has lost a 'Cyclopic Citizen Suit' #11420.
[20:20:21]	Erwin Ramstein ran 'Equip' on item 'Cyclopic Citizen Suit' (#10971)
[20:20:23]	Clarissa Harrison ran 'take' on item 'Cyclopic Citizen Suit' (#11420)
[20:20:23]	Clarissa Harrison has gained a 'Cyclopic Citizen Suit' #11420.
[20:20:25]	Clarissa Harrison ran 'Equip' on item 'Cyclopic Citizen Suit' (#11420)
[20:20:28]	Jason Mackey used command '/Broadcast All civil protection units are required to evacuate immediately. This is an order.'.
[20:20:39]	Jason Mackey used command '/Broadcast The HEM and OTA will handle the city and re-sanitize it.'.
[20:20:48]	[ME] Kane Davis: looks around, "Damn, that's... Not good.."
[20:20:56]	[Y] Clarissa Harrison: REEEE!
[20:21:01]	Jason Mackey has gained 50 tokens.
[20:21:03]	Clarissa Harrison has taken 4 damage from CCA.C08-GRID.i1.23710.
[20:21:04]	Clarissa Harrison has taken 4 damage from CCA.C08-GRID.i1.23710.
[20:21:10]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:21:12]	CCA.C08-GRID.i1.23710 has taken 74 damage from Civilian Male.
[20:21:13]	Erwin Ramstein has taken 4 damage from CCA.C08-GRID.i1.23710.
[20:21:13]	Erwin Ramstein has taken 4 damage from CCA.C08-GRID.i1.23710.
[20:21:13]	Erwin Ramstein has taken 4 damage from CCA.C08-GRID.i1.23710.
[20:21:16]	Jason Mackey has spawned a 'NPC [2966][npc_vj_gc_scf_slasher]'.
[20:21:20]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:21:21]	Erwin Ramstein opened the '' #1268 container.
[20:21:23]	Erwin Ramstein closed the '' #1268 container.
[20:21:29]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:21:35]	[Y] Clarissa Harrison: FUCK!
[20:21:38]	Jason Mackey has spawned a 'NPC [2998][npc_vj_gc_scf_slasher]'.
[20:21:42]	Jason Mackey has spawned a 'NPC [3002][npc_vj_gc_slasher6]'.
[20:21:48]	[ME] Kane Davis: quickly and simply answers, "None."
[20:21:51]	Jason Mackey used command '/CharGiveFlag jason pet'.
[20:21:55]	Clarissa Harrison has taken 55 damage from SCF Slasher.
[20:22:01]	Clarissa Harrison has taken 50 damage from SCF Slasher.
[20:22:05]	Clarissa Harrison has taken 12 damage from CCA.C08-GRID.i1.23710.
[20:22:05]	Clarissa Harrison has taken 49 damage from SCF Slasher.
[20:22:05]	Clarissa Harrison has taken 12 damage from CCA.C08-GRID.i1.23710.
[20:22:06]	Clarissa Harrison has taken 12 damage from CCA.C08-GRID.i1.23710.
[20:22:06]	Clarissa Harrison has taken 12 damage from CCA.C08-GRID.i1.23710.
[20:22:06]	Clarissa Harrison has taken 12 damage from CCA.C08-GRID.i1.23710.
[20:22:07]	Clarissa Harrison has taken 49 damage from SCF Slasher.
[20:22:07]	SCF Slasher has killed Clarissa Harrison.
[20:22:09]	PFC Lucas 'Chester' Arnal has taken 73 damage from SCF Slasher.
[20:22:10]	Jason Mackey has spawned a 'Entity [3013][sent_gc_swarm]'.
[20:22:10]	CCA.C08-QrM.98240 used command '/ViewData Kane'.
[20:22:10]	[OOC] Clarissa Harrison: oof
[20:22:16]	Clarissa Harrison ran 'Equip' on item 'Pan' (#12426)
[20:22:22]	Erwin Ramstein has taken 74 damage from SCF Slasher.
[20:22:23]	[OOC] CCA.C08-GRID.i1.23710: that was me, sorry
[20:22:23]	Clarissa Harrison has taken 1 damage from Swarm.
[20:22:26]	Clarissa Harrison has taken 4 damage from Swarm.
[20:22:26]	Clarissa Harrison has taken 6 damage from Swarm.
[20:22:27]	Clarissa Harrison has taken 6 damage from Swarm.
[20:22:28]	Clarissa Harrison has taken 5 damage from Swarm.
[20:22:30]	Jason Mackey has spawned a 'NPC [3012][npc_vj_gc_swarm]'.
[20:22:32]	Jason Mackey has spawned a 'NPC [2936][npc_vj_gc_swarm]'.
[20:22:33]	Jason Mackey has spawned a 'NPC [2966][npc_vj_gc_swarm]'.
[20:22:34]	Kane Davis ran 'drop' on item 'Relocation Coupon' (#11618)
[20:22:34]	Kane Davis has lost a 'Relocation Coupon' #11618.
[20:22:38]	CCA.C08-QrM.98240 has taken 6 damage from Swarm.
[20:22:39]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:39]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:40]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:41]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:41]	[LOOC] Clarissa Harrison: hello
[20:22:41]	[ME] Kane Davis: sildes the card onto the table.
[20:22:41]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:42]	CCA.C08-QrM.98240 has taken 6 damage from Swarm.
[20:22:42]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:43]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:44]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:44]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:45]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:46]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:46]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:47]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:48]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:22:48]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:48]	Erwin Ramstein has taken 49 damage from SCF Slasher.
[20:22:49]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:49]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:50]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:50]	Erwin Ramstein has taken 48 damage from SCF Slasher.
[20:22:51]	CCA.C08-QrM.98240 has taken 6 damage from Swarm.
[20:22:51]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:52]	CCA.C08-QrM.98240 has taken 5 damage from Swarm.
[20:22:53]	CCA.C08-QrM.98240 has taken 6 damage from Swarm.
[20:22:53]	CCA.C08-QrM.98240 has taken 4 damage from Swarm.
[20:22:54]	CCA.C08-QrM.98240 has taken 6 damage from Swarm.
[20:22:54]	CCA.C08-QrM.98240 has gained 10 tokens.
[20:22:54]	CCA.C08-QrM.98240 has taken 6 damage from Swarm.
[20:22:57]	[LOOC] Kane Davis: wtf
[20:22:59]	Kane Davis has taken 2 damage from Swarm.
[20:23:06]	[Y] Clarissa Harrison: TEH PANS DO NOTHING.
[20:23:09]	[Y] CCA.C08-QrM.98240: <:: FUCK. ::>
[20:23:10]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:23:10]	CCA.C08-QrM.98240 ran 'take' on item 'Relocation Coupon' (#11618)
[20:23:10]	CCA.C08-QrM.98240 has gained a 'Relocation Coupon' #11618.
[20:23:22]	[ME] Kane Davis: would be clutching his arm.
[20:23:24]	CCA.C08-QrM.98240 ran 'drop' on item 'Relocation Coupon' (#12420)
[20:23:24]	CCA.C08-QrM.98240 has lost a 'Relocation Coupon' #12420.
[20:23:30]	Jason Mackey has spawned a 'NPC [3002][npc_vj_gc_pregnant2]'.
[20:23:33]	CCA.C08-GRID.i1.23710 has taken 6 damage from Swarm.
[20:23:33]	CCA.C08-GRID.i1.23710 has taken 6 damage from Swarm.
[20:23:34]	PFC Lucas 'Chester' Arnal has taken 6 damage from Swarm.
[20:23:35]	CCA.C08-GRID.i1.23710 has taken 6 damage from Swarm.
[20:23:35]	CCA.C08-GRID.i1.23710 has taken 5 damage from Swarm.
[20:23:39]	Clarissa Harrison has taken 5 damage from Swarm.
[20:23:40]	CCA.C08-GRID.i1.23710 has taken 6 damage from Swarm.
[20:23:41]	CCA.C08-GRID.i1.23710 has taken 4 damage from Swarm.
[20:23:41]	CCA.C08-GRID.i1.23710 has taken 5 damage from Swarm.
[20:23:42]	CCA.C08-GRID.i1.23710 has taken 4 damage from Swarm.
[20:23:43]	[Y] Erwin Ramstein: BIG ONE!
[20:23:44]	[Y] Kane Davis: What the hell is going on?!
[20:23:45]	Clarissa Harrison has taken 48 damage from CCA.C08-GRID.i1.23710.
[20:23:46]	Clarissa Harrison has taken 12 damage from PFC Lucas 'Chester' Arnal.
[20:23:46]	Clarissa Harrison has taken 12 damage from PFC Lucas 'Chester' Arnal.
[20:23:49]	CCA.C08-QrM.98240 used command '/Radio I need you fucks to pick me and a civvie up at the trainstation.'.
[20:23:50]	Clarissa Harrison has taken 2 damage from Swarm.
[20:23:50]	Swarm has killed Clarissa Harrison.
[20:23:57]	[Y] CCA.C08-QrM.98240: <:: Xenian infestation! ::>
[20:23:58]	Clarissa Harrison ran 'Equip' on item 'Pan' (#12426)
[20:23:59]	CCA.C08-QrM.98240 ran 'take' on item 'Citizen ID' (#12429)
[20:23:59]	CCA.C08-QrM.98240 has gained a 'Citizen ID' #12429.
[20:23:59]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:24:00]	Kane Davis has taken 2 damage from Swarm.
[20:24:04]	Erwin Ramstein opened the '' #1232 container.
[20:24:05]	Erwin Ramstein closed the '' #1232 container.
[20:24:06]	Erwin Ramstein opened the '' #1231 container.
[20:24:06]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:24:08]	Erwin Ramstein closed the '' #1231 container.
[20:24:15]	Clarissa Harrison has taken 3 damage from Swarm.
[20:24:15]	Clarissa Harrison has taken 4 damage from Swarm.
[20:24:16]	Clarissa Harrison has taken 6 damage from Swarm.
[20:24:16]	Clarissa Harrison has taken 4 damage from Swarm.
[20:24:17]	Clarissa Harrison has taken 4 damage from Swarm.
[20:24:17]	Clarissa Harrison has taken 4 damage from Swarm.
[20:24:17]	Clarissa Harrison has taken 4 damage from Swarm.
[20:24:17]	Clarissa Harrison has taken 5 damage from Swarm.
[20:24:18]	[ME] CCA.C08-QrM.98240: Tosses a CID at the civvie
[20:24:19]	Erwin Ramstein opened the '' #1235 container.
[20:24:20]	Kane Davis has taken 1 damage from worldspawn.
[20:24:20]	Kane Davis has taken 1 damage from worldspawn.
[20:24:20]	CCA.C08-QrM.98240 ran 'drop' on item 'Citizen ID' (#12429)
[20:24:20]	CCA.C08-QrM.98240 has lost a 'Citizen ID' #12429.
[20:24:21]	Erwin Ramstein closed the '' #1235 container.
[20:24:21]	Kane Davis has taken 1 damage from worldspawn.
[20:24:21]	Erwin Ramstein opened the '' #1234 container.
[20:24:22]	Kane Davis has taken 1 damage from worldspawn.
[20:24:22]	Kane Davis ran 'take' on item 'Citizen ID' (#12429)
[20:24:22]	Kane Davis has gained a 'Citizen ID' #12429.
[20:24:23]	Kane Davis has taken 1 damage from worldspawn.
[20:24:23]	Jason Mackey used command '/Broadcast EVACUATE IMMEDIATELY. REPORT TO THE TRAIN STATION, THIS IS AN ORDER.'.
[20:24:24]	Erwin Ramstein closed the '' #1234 container.
[20:24:26]	[LOOC] CCA.C08-QrM.98240: Hazmat
[20:24:28]	[Y] CCA.C08-GRID.i1.23710: <:: In! ::>
[20:24:30]	Kane Davis ran 'Equip' on item 'Cyclopic Citizen Suit' (#11619)
[20:24:49]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:24:49]	[Y] CCA.C08-QrM.98240: <:: Over here! ::>
[20:24:53]	matt saton loaded the character 'CCA.C17-GRID.i3.26594'
[20:24:54]	CCA.C17-GRID.i3.26594 entered observer.
[20:24:57]	CCA.C17-GRID.i3.26594 exited observer at their location.
[20:24:57]	CCA.C17-GRID.i3.26594 entered observer.
[20:24:58]	CCA.C17-GRID.i3.26594 exited observer at their location.
[20:25:00]	CCA.C17-GRID.i3.26594 entered observer.
[20:25:01]	CCA.C17-GRID.i3.26594 exited observer at their location.
[20:25:02]	[ME] Kane Davis: would be clutching his arm and clear pain.
[20:25:03]	PFC Lucas 'Chester' Arnal used command '/ToggleRaise'.
[20:25:25]	CCA.C17-GRID.i3.26594 used command '/Event A razor train *bullets* into the station. You've never seen a train stop so fast, you swear.'.
[20:25:33]	[Y] CCA.C17-GRID.i3.26594: <:: EVERYBODY IN! NOW! ::>
[20:25:36]	[LOOC] Kane Davis: they are errors assuming headcarbs
[20:25:39]	[LOOC] CCA.C17-GRID.i3.26594: just /me it
[20:25:40]	[LOOC] Kane Davis: crabs
[20:25:44]	[ME] Clarissa Harrison: swooces right in.
[20:25:44]	[ME] CCA.C08-GRID.i1.23710: ins the in
[20:25:50]	[ME] Erwin Ramstein: *Enters the Train*
[20:25:52]	[LOOC] CCA.C08-GRID.i1.23710: this is how you go in
[20:25:53]	CCA.C08-GRID.i1.23710 has taken 250 damage from trigger_hurt.
[20:25:54]	CCA.C08-GRID.i1.23710 has taken 250 damage from trigger_hurt.
[20:25:54]	CCA.C08-GRID.i1.23710 has taken 250 damage from trigger_hurt.
[20:25:55]	trigger_hurt has killed CCA.C08-GRID.i1.23710.
[20:25:55]	CCA.C17-GRID.i3.26594 entered observer.
[20:26:00]	Clarissa Harrison has taken 250 damage from trigger_hurt.
[20:26:00]	Clarissa Harrison has taken 250 damage from trigger_hurt.
[20:26:00]	trigger_hurt has killed Clarissa Harrison.
[20:26:02]	CCA.C08-GRID.i1.23710 entered observer.
[20:26:13]	[LOOC] Kane Davis: wtf
[20:26:16]	CCA.C17-GRID.i3.26594 used command '/Event Everyone boards the train and the door shuts.'.
[20:26:17]	[LOOC] Clarissa Harrison: vision?
[20:26:20]	[LOOC] Clarissa Harrison: o
[20:26:26]	CCA.C17-GRID.i3.26594 used command '/Event You're not sure where you're going, but you pray it's somewhere safer than this hellhole.'.
[20:26:29]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:26:34]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:26:37]	Erwin Ramstein has taken 250 damage from trigger_hurt.
[20:26:37]	Erwin Ramstein has taken 250 damage from trigger_hurt.
[20:26:37]	trigger_hurt has killed Erwin Ramstein.
[20:26:37]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'SPAS-12' (#9734)
[20:26:40]	CCA.C08-GRID.i1.23710 entered observer.
[20:26:42]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:26:43]	CCA.C08-GRID.i1.23710 opened the '' #999 container.
[20:29:51]	Opia ❦ has connected.
[20:29:51]	Doughnut has connected.
[20:29:56]	Beedle has connected.
[20:29:59]	matt saton has connected.
[20:30:05]	FB|| light ROOM has connected.
[20:30:08]	Odin has connected.
[20:30:19]	Beedle loaded the character 'Kane Davis'
[20:30:28]	Opia ❦ loaded the character 'Clarissa Harrison'
[20:30:32]	DRD has connected.
[20:30:46]	FB|| light ROOM loaded the character 'CCA.C08-QrM.98240'
[20:30:47]	matt saton loaded the character 'Lee Maylor'
[20:30:47]	Lee Maylor has taken 1 damage from worldspawn.
[20:30:47]	Lee Maylor has taken 1 damage from worldspawn.
[20:30:47]	Lee Maylor entered observer.
[20:31:01]	Odin loaded the character 'Erwin Ramstein'
[20:31:08]	[OOC] Clarissa Harrison: why is my vision black
[20:31:11]	[OOC] Kane Davis: This is not the map I'm looking to join to run /away/ from headcrabs. thx.
[20:31:12]	[OOC] Lee Maylor: waiting for players
[20:31:13]	Lee Maylor exited observer at their location.
[20:31:13]	Lee Maylor has taken 1 damage from worldspawn.
[20:31:13]	Lee Maylor has taken 1 damage from worldspawn.
[20:31:14]	Lee Maylor has taken 1 damage from worldspawn.
[20:31:14]	Lee Maylor entered observer.
[20:31:16]	[OOC] Erwin Ramstein: mine do be too
[20:31:28]	Doughnut loaded the character 'Preobrazhensky Bogolepov'
[20:31:28]	Preobrazhensky Bogolepov has taken 1 damage from worldspawn.
[20:31:29]	Preobrazhensky Bogolepov has taken 1 damage from worldspawn.
[20:31:30]	Preobrazhensky Bogolepov has taken 1 damage from worldspawn.
[20:31:31]	Preobrazhensky Bogolepov has taken 1 damage from worldspawn.
[20:31:31]	Preobrazhensky Bogolepov has taken 1 damage from worldspawn.
[20:31:32]	Preobrazhensky Bogolepov has taken 1 damage from worldspawn.
[20:31:33]	Preobrazhensky Bogolepov has taken 1 damage from worldspawn.
[20:31:34]	Preobrazhensky Bogolepov has taken 1 damage from worldspawn.
[20:31:34]	Preobrazhensky Bogolepov ran 'Equip' on item 'Green Citizen Suit' (#9865)
[20:31:45]	Kane Davis ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#11619)
[20:31:55]	Lee Maylor used command '/Event We're waiting for everyone to join back, standby, and thank you for your patience!'.
[20:31:59]	[LOOC] Kane Davis: hi 
[20:32:05]	Lee Maylor used command '/Event Everything will be explained, including the map.'.
[20:32:07]	[LOOC] Kane Davis: cray event huh
[20:32:08]	Lee Maylor exited observer at their location.
[20:32:08]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:09]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:10]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:11]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:11]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:12]	Lee Maylor used command '/SpawnAdd citizen'.
[20:32:12]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:12]	Lee Maylor used command '/SpawnAdd citizen'.
[20:32:13]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:13]	Lee Maylor used command '/SpawnAdd citizen'.
[20:32:14]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:14]	Lee Maylor used command '/SpawnAdd citizen'.
[20:32:14]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:15]	Lee Maylor used command '/SpawnAdd citizen'.
[20:32:15]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:16]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:17]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:17]	Lee Maylor used command '/SpawnAdd civil'.
[20:32:17]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:18]	Lee Maylor used command '/SpawnAdd civil'.
[20:32:18]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:18]	Lee Maylor used command '/SpawnAdd civil'.
[20:32:19]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:19]	Kane Davis has taken 1 damage from worldspawn.
[20:32:19]	Lee Maylor used command '/SpawnAdd civil'.
[20:32:20]	Lee Maylor used command '/SpawnAdd civil'.
[20:32:20]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:20]	Kane Davis has taken 1 damage from worldspawn.
[20:32:20]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:21]	Lee Maylor used command '/SpawnAdd civil'.
[20:32:21]	Kane Davis has taken 1 damage from worldspawn.
[20:32:21]	[LOOC] CCA.C08-QrM.98240: A lot of shit has just happened lmao.
[20:32:21]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:21]	Kane Davis has taken 1 damage from worldspawn.
[20:32:22]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:22]	Kane Davis has taken 1 damage from worldspawn.
[20:32:23]	Kane Davis ran 'Equip' on item 'Cyclopic Citizen Suit' (#11619)
[20:32:23]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:23]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:24]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:25]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:26]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:27]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:27]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:28]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:29]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:30]	Lee Maylor has taken 1 damage from worldspawn.
[20:32:30]	Lee Maylor entered observer.
[20:32:34]	[LOOC] Lee Maylor: don't worry it's gonna get way more terrible
[20:32:54]	[LOOC] Lee Maylor: or your money back
[20:33:00]	[LOOC] Kane Davis: well seeing what map we're in and the headcrabs I can put two together
[20:33:23]	Lee Maylor used command '/Event It would seem everyone is here.'.
[20:33:27]	Lee Maylor used command '/Event Let's get started.'.
[20:33:35]	Lee Maylor used command '/Event Beginning IC /events.'.
