[11:06:46]	Nums has connected.
[15:04:08]	Denford F. MacMillian has taken 1 damage from worldspawn.
[15:04:09]	Denford F. MacMillian has taken 1 damage from worldspawn.
[15:04:10]	Denford F. MacMillian has taken 1 damage from worldspawn.
[15:04:10]	Denford F. MacMillian has taken 1 damage from worldspawn.
[15:04:11]	Denford F. MacMillian has taken 1 damage from worldspawn.
[15:04:11]	Jonathan Jackson ran 'EquipUn' on item 'Empty Glass Bottle' (#29501)
[15:04:12]	Jonathan Jackson ran 'Equip' on item 'Empty Glass Bottle' (#29501)
[15:04:12]	Denford F. MacMillian has taken 1 damage from worldspawn.
[15:04:13]	Denford F. MacMillian has taken 1 damage from worldspawn.
[15:04:15]	Denford F. MacMillian used the 'Shopkeeper Jim' vendor.
[15:04:16]	Jonathan Jackson ran 'EquipUn' on item 'Empty Glass Bottle' (#29501)
[15:04:16]	Jonathan Jackson ran 'Equip' on item 'Empty Glass Bottle' (#29501)
[15:04:18]	Denford F. MacMillian has lost 2 tokens.
[15:04:18]	Denford F. MacMillian has gained a 'Citizen Filter' #29503.
[15:04:23]	Denford F. MacMillian ran 'equip' on item 'Citizen Filter' (#29503)
[15:04:25]	Jonathan Jackson ran 'EquipUn' on item 'Empty Glass Bottle' (#29501)
[15:04:26]	Jonathan Jackson has taken 5 damage from npc_antlion.
[15:04:27]	Denford F. MacMillian ran 'Consume' on item 'Consulate Water' (#29490)
[15:04:33]	James McKay has gained a 'Padlock' #29503.
[15:04:38]	James McKay ran 'drop' on item 'Raw Headcrab Meat' (#29399)
[15:04:38]	James McKay has lost a 'Raw Headcrab Meat' #29399.
[15:04:39]	James McKay ran 'drop' on item 'Scrap Plastic' (#29391)
[15:04:39]	James McKay has lost a 'Scrap Plastic' #29391.
[15:04:42]	Jonathan Jackson ran 'Equip' on item 'Empty Glass Bottle' (#29501)
[15:04:49]	Jonathan Jackson ran 'EquipUn' on item 'Empty Glass Bottle' (#29501)
[15:04:50]	Jonathan Jackson ran 'Equip' on item 'Empty Glass Bottle' (#29501)
[15:04:50]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[15:04:56]	Jonathan Jackson ran 'drop' on item 'Empty Glass Bottle' (#29501)
[15:04:56]	Jonathan Jackson has lost a 'Empty Glass Bottle' #29501.
[15:04:57]	Jonathan Jackson ran 'Equip' on item 'Pipe' (#25364)
[15:05:00]	James McKay has gained a 'Bleach' #29504.
[15:05:03]	James McKay ran 'drop' on item 'Bleach' (#29398)
[15:05:03]	James McKay has lost a 'Bleach' #29398.
[15:05:17]	James McKay has gained a 'Wires' #29505.
[15:05:18]	James McKay ran 'drop' on item 'Wires' (#29505)
[15:05:18]	James McKay has lost a 'Wires' #29505.
[15:05:32]	James McKay has gained a 'Empty Cooking Oil Bottle' #29506.
[15:05:39]	James McKay ran 'drop' on item 'Empty Cooking Oil Bottle' (#29506)
[15:05:39]	James McKay has lost a 'Empty Cooking Oil Bottle' #29506.
[15:05:49]	Paul-Henri Cartier used command '/CharKick rct'.
[15:06:25]	Jonathan Jackson ran 'drop' on item 'Powercord' (#29500)
[15:06:25]	Jonathan Jackson has lost a 'Powercord' #29500.
[15:06:50]	DRD (STEAM_0:0:193599766) has disconnected.
[15:06:54]	James McKay has taken 5 damage from npc_antlion.
[15:06:56]	James McKay has taken 5 damage from npc_antlion.
[15:07:09]	James McKay has taken 5 damage from npc_antlion.
[15:07:12]	Nums loaded the character 'Finan O'Conall'
[15:07:14]	James McKay has taken 5 damage from npc_antlion.
[15:07:45]	Jonathan Jackson opened the '' #2705 container.
[15:07:48]	Jonathan Jackson closed the '' #2705 container.
[15:07:49]	Jonathan Jackson opened the '' #2706 container.
[15:07:52]	Jonathan Jackson closed the '' #2706 container.
[15:07:57]	Jonathan Jackson ran 'EquipUn' on item 'Green Citizen Suit' (#28351)
[15:07:58]	Jonathan Jackson opened the '' #2706 container.
[15:08:02]	Jonathan Jackson closed the '' #2706 container.
[15:08:11]	James McKay has taken 5 damage from npc_antlion.
[15:08:12]	James McKay has taken 5 damage from npc_antlion.
[15:08:37]	Jonathan Jackson ran 'take' on item 'UU Brand Cigarette' (#29418)
[15:08:37]	Jonathan Jackson has gained a 'UU Brand Cigarette' #29418.
[15:08:47]	James McKay has taken 1 damage from worldspawn.
[15:08:48]	James McKay has taken 1 damage from worldspawn.
[15:08:48]	James McKay has taken 1 damage from worldspawn.
[15:08:49]	James McKay has taken 1 damage from worldspawn.
[15:08:50]	James McKay ran 'equip' on item 'Conscript Filter' (#24564)
[15:09:19]	Jonathan Jackson used the 'Shopkeeper Jim' vendor.
[15:09:23]	Jonathan Jackson has lost 8 tokens.
[15:09:23]	Jonathan Jackson has gained a 'UU Brand Bandage' #29507.
[15:09:26]	Jonathan Jackson ran 'AHealSelf' on item 'UU Brand Bandage' (#29507)
[15:10:15]	James McKay has gained a 'Pin' #29507.
[15:10:18]	James McKay ran 'drop' on item 'Pin' (#29507)
[15:10:18]	James McKay has lost a 'Pin' #29507.
[15:10:20]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:10:21]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:10:21]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:10:22]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:10:22]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:10:47]	James McKay has gained a 'Piece of Plexiglass' #29508.
[15:10:57]	James McKay has gained a 'Silicone Tube' #29509.
[15:10:59]	James McKay ran 'drop' on item 'Silicone Tube' (#29509)
[15:10:59]	James McKay has lost a 'Silicone Tube' #29509.
[15:11:09]	James McKay has gained a 'Old Newspaper' #29510.
[15:11:10]	James McKay ran 'drop' on item 'Old Newspaper' (#29510)
[15:11:10]	James McKay has lost a 'Old Newspaper' #29510.
[15:11:27]	James McKay ran 'take' on item 'Blue Pre-War Shirt' (#29440)
[15:11:27]	James McKay has gained a 'Blue Pre-War Shirt' #29440.
[15:11:28]	James McKay ran 'Equip' on item 'Blue Pre-War Shirt' (#29440)
[15:11:33]	James McKay has gained a 'A Roll of Toilet Paper' #29511.
[15:11:35]	James McKay ran 'drop' on item 'A Roll of Toilet Paper' (#29511)
[15:11:35]	James McKay has lost a 'A Roll of Toilet Paper' #29511.
[15:11:41]	James McKay has gained a 'Reinforced Padlock' #29512.
[15:11:45]	James McKay ran 'drop' on item 'Reinforced Padlock' (#29512)
[15:11:45]	James McKay has lost a 'Reinforced Padlock' #29512.
[15:11:50]	James McKay opened the '' #243 container.
[15:11:50]	James McKay closed the '' #243 container.
[15:11:52]	James McKay opened the '' #243 container.
[15:11:55]	James McKay closed the '' #243 container.
[15:11:57]	James McKay opened the '' #244 container.
[15:11:59]	James McKay closed the '' #244 container.
[15:12:04]	James McKay has gained a 'Box of Matches' #29513.
[15:12:06]	James McKay ran 'drop' on item 'Box of Matches' (#29513)
[15:12:06]	James McKay has lost a 'Box of Matches' #29513.
[15:12:18]	James McKay has gained a 'A Roll of Toilet Paper' #29514.
[15:12:19]	James McKay ran 'drop' on item 'A Roll of Toilet Paper' (#29514)
[15:12:19]	James McKay has lost a 'A Roll of Toilet Paper' #29514.
[15:12:39]	James McKay has gained a 'Roubles' #29515.
[15:12:41]	James McKay ran 'drop' on item 'Roubles' (#29515)
[15:12:41]	James McKay has lost a 'Roubles' #29515.
[15:12:55]	James McKay has gained a 'Scrap Glass' #29516.
[15:12:57]	James McKay ran 'drop' on item 'Scrap Glass' (#29516)
[15:12:57]	James McKay has lost a 'Scrap Glass' #29516.
[15:13:08]	Finan O'Conall ran 'EquipUn' on item 'Crowbar' (#27910)
[15:13:08]	Finan O'Conall ran 'Equip' on item 'Axe' (#28822)
[15:13:11]	[Y] James McKay: Ah hello friend!
[15:13:14]	James McKay has gained a 'Scrap Glass' #29517.
[15:13:20]	James McKay ran 'drop' on item 'Scrap Glass' (#29517)
[15:13:20]	James McKay has lost a 'Scrap Glass' #29517.
[15:17:18]	[ME] Finan O'Conall: shrugs. "Well it was nice running into you friend I've got some stuff to work on.
[15:17:39]	[ME] Finan O'Conall: nods.
[15:17:51]	[ME] James McKay: Waves before walking away "Good bye now!"
[15:18:09]	James McKay has gained a 'Silicone Tube' #29518.
[15:18:17]	James McKay ran 'drop' on item 'Silicone Tube' (#29518)
[15:18:17]	James McKay has lost a 'Silicone Tube' #29518.
[15:18:55]	Finan O'Conall used command '/CharDesc | Short Brown Hair | Brown Beard | Green Eyes | Tall: 6'4 | Large, Burly Build | Irish Accent | Malnourished | Axe on back (Or in hand) |'.
[15:19:02]	Finan O'Conall ran 'take' on item 'Wires' (#29505)
[15:19:02]	Finan O'Conall has gained a 'Wires' #29505.
[15:19:03]	James McKay has gained a 'Empty Tin Can' #29519.
[15:19:13]	James McKay ran 'drop' on item 'Empty Tin Can' (#29519)
[15:19:13]	James McKay has lost a 'Empty Tin Can' #29519.
[15:19:23]	James McKay has gained a 'Padlock' #29520.
[15:19:49]	James McKay ran 'take' on item 'Conscript Filter' (#29448)
[15:19:49]	James McKay has gained a 'Conscript Filter' #29448.
[15:19:52]	James McKay ran 'take' on item 'Infestation Control Suit' (#29455)
[15:19:52]	James McKay has gained a 'Infestation Control Suit' #29455.
[15:20:22]	Finan O'Conall opened the '' #2778 container.
[15:20:26]	Finan O'Conall has gained a 'Rope' #29361.
[15:20:29]	Finan O'Conall closed the '' #2778 container.
[15:20:31]	James McKay ran 'take' on item 'Resin' (#29445)
[15:20:31]	James McKay has gained a 'Resin' #29445.
[15:20:32]	James McKay ran 'take' on item 'Resin' (#29446)
[15:20:32]	James McKay has gained a 'Resin' #29446.
[15:20:38]	James McKay ran 'take' on item 'Stimshot' (#29449)
[15:20:38]	James McKay has gained a 'Stimshot' #29449.
[15:20:47]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:20:48]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:21:05]	Finan O'Conall ran 'take' on item 'Wires' (#29420)
[15:21:05]	Finan O'Conall has gained a 'Wires' #29420.
[15:21:06]	[Y] James McKay: Hah! I find jackpot!
[15:21:10]	Finan O'Conall destroyed a 'Locker Door' #29369.
[15:21:15]	Finan O'Conall destroyed a 'Powercord' #29370.
[15:21:16]	James McKay ran 'take' on item 'Screwdriver' (#29444)
[15:21:16]	James McKay has gained a 'Screwdriver' #29444.
[15:21:48]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:21:48]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:21:50]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:21:52]	James McKay ran 'drop' on item 'Powercord' (#29373)
[15:21:52]	James McKay has lost a 'Powercord' #29373.
[15:21:53]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:21:53]	James McKay ran 'drop' on item 'Stimshot' (#29449)
[15:21:53]	James McKay has lost a 'Stimshot' #29449.
[15:21:56]	James McKay ran 'take' on item 'Stimshot' (#29449)
[15:21:56]	James McKay has gained a 'Stimshot' #29449.
[15:21:57]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:21:59]	James McKay ran 'EquipUn' on item 'Green Citizen Suit' (#27126)
[15:21:59]	James McKay has taken 1 damage from worldspawn.
[15:21:59]	James McKay ran 'Equip' on item 'Infestation Control Suit' (#29455)
[15:22:00]	James McKay has taken 1 damage from worldspawn.
[15:22:00]	James McKay has taken 1 damage from worldspawn.
[15:22:01]	James McKay ran 'equip' on item 'Conscript Filter' (#29448)
[15:22:04]	James McKay used command '/CharDesc'.
[15:22:44]	Finan O'Conall ran 'drop' on item 'Rope' (#29361)
[15:22:44]	Finan O'Conall has lost a 'Rope' #29361.
[15:22:45]	Finan O'Conall ran 'take' on item 'Wires' (#29437)
[15:22:45]	Finan O'Conall has gained a 'Wires' #29437.
[15:22:46]	James McKay used command '/CharDesc  A Well built man standing at around 6'3" | Wears a torn ICT Suit, Its logo's ripped off | Speaks in a thick scotish accent | A large scar across the right side of his face |'.
[15:22:58]	James McKay has gained a 'Reinforced Padlock' #29525.
[15:23:25]	James McKay has gained a 'Old Newspaper' #29526.
[15:23:28]	James McKay ran 'drop' on item 'Old Newspaper' (#29526)
[15:23:28]	James McKay has lost a 'Old Newspaper' #29526.
[15:23:33]	James McKay has gained a 'Broken LCD Monitor' #29528.
[15:23:35]	James McKay ran 'drop' on item 'Broken LCD Monitor' (#29528)
[15:23:35]	James McKay has lost a 'Broken LCD Monitor' #29528.
[15:23:43]	James McKay used command '/CharDesc'.
[15:24:00]	Finan O'Conall opened the '' #2778 container.
[15:24:05]	Finan O'Conall closed the '' #2778 container.
[15:24:07]	Finan O'Conall ran 'drop' on item 'Wires' (#29420)
[15:24:07]	Finan O'Conall has lost a 'Wires' #29420.
[15:24:08]	Finan O'Conall ran 'drop' on item 'Wires' (#29437)
[15:24:08]	Finan O'Conall has lost a 'Wires' #29437.
[15:24:09]	Finan O'Conall ran 'drop' on item 'Wires' (#29505)
[15:24:09]	Finan O'Conall has lost a 'Wires' #29505.
[15:24:10]	Finan O'Conall opened the '' #2778 container.
[15:24:21]	Finan O'Conall closed the '' #2778 container.
[15:24:24]	Finan O'Conall opened the '' #2778 container.
[15:24:29]	Finan O'Conall closed the '' #2778 container.
[15:24:29]	James McKay used command '/CharDesc [ UU Symbols Ripped off ] A Well built man standing at around 6'3" | Wears a torn ICT Suit | Speaks in a thick scotish accent | A large scar across the right side of his face |'.
[15:24:32]	Finan O'Conall opened the '' #2778 container.
[15:24:35]	Finan O'Conall closed the '' #2778 container.
[15:24:44]	Finan O'Conall ran 'take' on item 'Wires' (#29505)
[15:24:44]	Finan O'Conall has gained a 'Wires' #29505.
[15:24:45]	Finan O'Conall ran 'take' on item 'Wires' (#29437)
[15:24:45]	Finan O'Conall has gained a 'Wires' #29437.
[15:24:45]	James McKay used command '/CharDesc'.
[15:24:46]	Finan O'Conall ran 'take' on item 'Wires' (#29527)
[15:24:46]	Finan O'Conall has gained a 'Wires' #29527.
[15:24:47]	Finan O'Conall ran 'take' on item 'Wires' (#29420)
[15:24:47]	Finan O'Conall has gained a 'Wires' #29420.
[15:24:48]	James McKay used command '/CharDesc [ UU Symbols Ripped off ] A Well built man standing at around 6'3" | Wears a torn ICT Suit | Speaks in a thick scottish accent | A large scar across the right side of his face |'.
[15:25:24]	James McKay has gained a 'AA Battery' #29529.
[15:25:27]	James McKay ran 'drop' on item 'AA Battery' (#29529)
[15:25:27]	James McKay has lost a 'AA Battery' #29529.
[15:25:44]	James McKay has gained a 'Insulating Tape' #29530.
[15:25:53]	James McKay has gained a 'Boot' #29531.
[15:25:55]	James McKay ran 'drop' on item 'Boot' (#29531)
[15:25:55]	James McKay has lost a 'Boot' #29531.
[15:26:23]	James McKay has gained a 'Citizen Filter' #29532.
[15:26:30]	James McKay used command '/CharDesc'.
[15:27:07]	James McKay used command '/CharDesc [ UU Symbols Ripped off ] A Well built man standing at around 6'3" | Wears a torn ICT Suit | Combat Knife Sheathed | Speaks in a thick scottish accent | A large scar across the right side of his face |'.
[15:27:27]	James McKay has gained a 'Empty Bleach Bottle' #29533.
[15:27:30]	James McKay ran 'drop' on item 'Empty Bleach Bottle' (#29533)
[15:27:30]	James McKay has lost a 'Empty Bleach Bottle' #29533.
[15:27:40]	James McKay used command '/CharDesc'.
[15:27:42]	James McKay used command '/CharDesc [ UU Symbols Ripped off ] A Well built man standing at around 6'3" | Wears a torn ICT Suit | Combat Knife Sheathed | Speaks in a thick scottish accent | A large scar across the right side of his face |'.
[15:27:54]	[OOC] Denford F. MacMillian: Jackson, you're short.
[15:28:00]	James McKay has gained a 'Scrap Metal' #29534.
[15:28:16]	[Y] James McKay: Eat that combine! Your shit is mine now! Haha!
[15:28:45]	James McKay has gained a 'Graphics Card' #29535.
[15:28:48]	James McKay ran 'drop' on item 'Graphics Card' (#29535)
[15:28:48]	James McKay has lost a 'Graphics Card' #29535.
[15:28:48]	James McKay ran 'drop' on item 'Scrap Metal' (#29534)
[15:28:48]	James McKay has lost a 'Scrap Metal' #29534.
[15:28:59]	James McKay has gained a 'Spark Plug' #29536.
[15:29:01]	James McKay ran 'drop' on item 'Spark Plug' (#29536)
[15:29:01]	James McKay has lost a 'Spark Plug' #29536.
[15:29:08]	James McKay has gained a 'Pipe' #29537.
[15:29:15]	James McKay ran 'EquipUn' on item 'Combat Knife' (#23517)
[15:29:16]	James McKay ran 'Equip' on item 'Pipe' (#29537)
[15:29:46]	James McKay ran 'Equip' on item 'Combat Knife' (#23517)
[15:29:51]	James McKay has gained a 'LCD Monitor' #29538.
[15:29:53]	James McKay ran 'drop' on item 'LCD Monitor' (#29538)
[15:29:53]	James McKay has lost a 'LCD Monitor' #29538.
[15:29:55]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[15:29:59]	James McKay ran 'drop' on item 'Bleach' (#29504)
[15:29:59]	James McKay has lost a 'Bleach' #29504.
[15:30:01]	James McKay ran 'drop' on item 'Padlock' (#29503)
[15:30:01]	James McKay has lost a 'Padlock' #29503.
[15:30:04]	James McKay ran 'drop' on item 'Padlock' (#29520)
[15:30:04]	James McKay has lost a 'Padlock' #29520.
[15:30:40]	James McKay ran 'EquipUn' on item 'Pipe' (#29537)
[15:30:41]	James McKay ran 'Equip' on item 'Combat Knife' (#23517)
[15:31:09]	James McKay has gained a 'Raw Antlion Meat' #29539.
[15:31:11]	James McKay ran 'drop' on item 'Raw Antlion Meat' (#29539)
[15:31:11]	James McKay has lost a 'Raw Antlion Meat' #29539.
[15:31:19]	James McKay ran 'EquipUn' on item 'Combat Knife' (#23517)
[15:31:20]	James McKay ran 'Equip' on item 'Pipe' (#29537)
[15:31:32]	James McKay has taken 5 damage from npc_antlion.
[15:31:32]	James McKay has taken 5 damage from npc_antlion.
[15:31:34]	James McKay has taken 5 damage from npc_antlion.
[15:31:39]	James McKay has taken 5 damage from npc_antlion.
[15:31:46]	James McKay has taken 5 damage from npc_antlion.
[15:31:49]	James McKay has taken 5 damage from npc_antlion.
[15:32:04]	James McKay has taken 5 damage from npc_antlion.
[15:32:17]	[Y] James McKay: Hah.
[15:32:24]	[Y] James McKay: I win again!
[15:32:34]	James McKay ran 'AHealSelf' on item 'Stimshot' (#29449)
[15:32:42]	[OOC] Jonathan Jackson: you are overly tall
[15:32:50]	[OOC] Denford F. MacMillian: True...........Fear me nerd........
[15:33:20]	Finan O'Conall used command '/CharDesc | Short Brown Hair | Brown Beard | Green Eyes | Tall: 6'2 | Large, Burly Build | Irish Accent | Malnourished | Axe on back (Or in hand) |'.
[15:34:28]	James McKay ran 'EquipUn' on item 'Pipe' (#29537)
[15:34:29]	James McKay ran 'Equip' on item 'Combat Knife' (#23517)
[15:34:47]	James McKay ran 'EquipUn' on item 'Combat Knife' (#23517)
[15:34:48]	James McKay ran 'Equip' on item 'Pipe' (#29537)
[15:35:14]	cass has connected.
[15:35:18]	James McKay has gained a 'Broken Keyboard' #29540.
[15:35:24]	James McKay ran 'drop' on item 'Broken Keyboard' (#29540)
[15:35:24]	James McKay has lost a 'Broken Keyboard' #29540.
[15:35:46]	cass loaded the character 'Selene Akehurst'
[15:35:47]	James McKay has gained a 'First Aid Kit' #29541.
[15:35:51]	James McKay ran 'drop' on item 'Resin' (#29445)
[15:35:51]	James McKay has lost a 'Resin' #29445.
[15:35:52]	[OOC] Selene Akehurst: ah. roleplay.
[15:35:52]	James McKay ran 'drop' on item 'Resin' (#29446)
[15:35:52]	James McKay has lost a 'Resin' #29446.
[15:35:54]	James McKay ran 'drop' on item 'Reinforced Padlock' (#29525)
[15:35:54]	James McKay has lost a 'Reinforced Padlock' #29525.
[15:36:05]	[OOC] Denford F. MacMillian: Yes.
[15:36:17]	James McKay has gained a 'Scrap Metal' #29542.
[15:36:20]	[OOC] Finan O'Conall: what happened to Q
[15:36:21]	James McKay ran 'drop' on item 'Scrap Metal' (#29542)
[15:36:21]	James McKay has lost a 'Scrap Metal' #29542.
[15:36:28]	[OOC] Denford F. MacMillian: I think fell asleep or went AFK.
[15:36:39]	James McKay has gained a 'Empty Consulate Water Can' #29543.
[15:36:45]	James McKay has gained a 'Scrap Metal' #29543.
[15:36:46]	James McKay ran 'drop' on item 'Scrap Metal' (#29543)
[15:36:46]	James McKay has lost a 'Scrap Metal' #29543.
[15:36:53]	James McKay ran 'take' on item 'Nylon Cord' (#29196)
[15:36:53]	James McKay has gained a 'Nylon Cord' #29196.
[15:36:56]	James McKay opened the '' #2756 container.
[15:36:58]	James McKay closed the '' #2756 container.
[15:37:05]	James McKay has gained a 'Pack of Nails' #29544.
[15:37:13]	James McKay ran 'drop' on item 'Pack of Nails' (#29544)
[15:37:13]	James McKay has lost a 'Pack of Nails' #29544.
[15:37:18]	James McKay has gained a 'Corrugated Hose' #29545.
[15:37:19]	cass (STEAM_0:0:57118159) has disconnected.
[15:37:19]	James McKay ran 'drop' on item 'Corrugated Hose' (#29545)
[15:37:19]	James McKay has lost a 'Corrugated Hose' #29545.
[15:37:37]	James McKay has gained a 'Cinderblock' #29546.
[15:37:39]	James McKay ran 'drop' on item 'Cinderblock' (#29546)
[15:37:39]	James McKay has lost a 'Cinderblock' #29546.
[15:37:50]	James McKay has gained a 'Small First Aid Kit' #29547.
[15:38:16]	James McKay has gained a 'Small Thermos' #29548.
[15:38:36]	James McKay has gained a 'Piece of Plexiglass' #29549.
[15:38:39]	James McKay ran 'drop' on item 'Piece of Plexiglass' (#29549)
[15:38:39]	James McKay has lost a 'Piece of Plexiglass' #29549.
[15:38:47]	[OOC] Jonathan Jackson: He is definitely afk
[15:38:54]	[OOC] Jonathan Jackson: I have been waiting for him
[15:38:57]	[OOC] James McKay: Bruh moment, the one time I need to reset my char
[15:39:09]	[OOC] Jonathan Jackson: I need hekkin stuff for my store
[15:39:10]	James McKay has gained a 'Circuit Board' #29550.
[15:39:11]	[OOC] Denford F. MacMillian: What does the little thing next to your name?
[15:39:12]	James McKay ran 'drop' on item 'Circuit Board' (#29550)
[15:39:12]	James McKay has lost a 'Circuit Board' #29550.
[15:39:13]	[OOC] Jonathan Jackson: So I can RP as CWU
[15:39:28]	[OOC] Jonathan Jackson: Idk its just an icon, its donator I think
[15:39:42]	[OOC] James McKay: You need to RP as CWU?
[15:40:06]	[OOC] Jonathan Jackson: I want to make dosh I run have a business I literally can't run until I get supplies
[15:41:04]	James McKay opened the '' #2577 container.
[15:41:06]	James McKay closed the '' #2577 container.
[15:41:36]	James McKay has gained a 'Empty Soda Bottle' #29551.
[15:41:39]	James McKay ran 'drop' on item 'Empty Soda Bottle' (#29551)
[15:41:39]	James McKay has lost a 'Empty Soda Bottle' #29551.
[15:41:41]	James McKay opened the '' #2551 container.
[15:41:43]	James McKay closed the '' #2551 container.
[15:41:53]	Jonathan Jackson opened the '' #2736 container.
[15:41:53]	Jonathan Jackson closed the '' #2736 container.
[15:42:36]	[Y] James McKay: Good evening sir!
[15:42:46]	[Y] James McKay: Do you need something?
[15:43:09]	[LOOC] James McKay: void that
[15:43:15]	[Y] James McKay: Sir?
[15:43:25]	[Y] Jonathan Jackson: You should get closer so I don't have to yell.
[15:43:42]	[Y] James McKay: Why should I! I have work to do! So if you need to speak with me! Speak to me now!
[15:43:56]	[Y] James McKay: If not then I will be on my way!
[15:44:03]	[Y] Jonathan Jackson: I was just wondering what you were doing.
[15:44:22]	[Y] James McKay: Cleaning! Or at least thats what I was told to do by Alex!
[15:44:37]	[Y] Jonathan Jackson: Whatever.
[15:44:58]	Jonathan Jackson ran 'View' on item 'Notepad' (#3069)
[15:45:17]	James McKay has gained a 'Power Supply Unit' #29552.
[15:45:20]	James McKay ran 'drop' on item 'Power Supply Unit' (#29552)
[15:45:20]	James McKay has lost a 'Power Supply Unit' #29552.
[15:45:26]	James McKay has gained a 'Spark Plug' #29553.
[15:45:27]	James McKay ran 'drop' on item 'Spark Plug' (#29553)
[15:45:27]	James McKay has lost a 'Spark Plug' #29553.
[15:45:36]	James McKay has gained a 'Broken LCD Monitor' #29554.
[15:45:37]	James McKay ran 'drop' on item 'Broken LCD Monitor' (#29554)
[15:45:37]	James McKay has lost a 'Broken LCD Monitor' #29554.
[15:45:54]	James McKay has gained a 'Scrap Electronics' #29555.
[15:45:56]	James McKay ran 'drop' on item 'Scrap Electronics' (#29555)
[15:45:56]	James McKay has lost a 'Scrap Electronics' #29555.
[15:46:03]	James McKay has gained a 'Empty Glass Bottle' #29556.
[15:46:08]	James McKay ran 'drop' on item 'Empty Glass Bottle' (#29556)
[15:46:08]	James McKay has lost a 'Empty Glass Bottle' #29556.
[15:46:12]	Jonathan Jackson opened the '' #2713 container.
[15:46:14]	Jonathan Jackson closed the '' #2713 container.
[15:46:35]	James McKay has gained a 'Old Newspaper' #29557.
[15:46:36]	James McKay ran 'drop' on item 'Old Newspaper' (#29557)
[15:46:36]	James McKay has lost a 'Old Newspaper' #29557.
[15:46:42]	James McKay ran 'AHealSelf' on item 'Small First Aid Kit' (#29547)
[15:46:55]	James McKay has gained a 'Scrap Electronics' #29558.
[15:46:57]	James McKay ran 'drop' on item 'Scrap Electronics' (#29558)
[15:46:57]	James McKay has lost a 'Scrap Electronics' #29558.
[15:47:24]	James McKay has gained a 'Scrap Plastic' #29559.
[15:47:27]	James McKay ran 'drop' on item 'Scrap Plastic' (#29559)
[15:47:27]	James McKay has lost a 'Scrap Plastic' #29559.
[15:47:31]	James McKay has gained a 'Cloth Scrap' #29560.
[15:47:35]	James McKay ran 'drop' on item 'Cloth Scrap' (#29560)
[15:47:35]	James McKay has lost a 'Cloth Scrap' #29560.
[15:47:46]	James McKay has gained a 'Empty Pill Bottle' #29561.
[15:47:48]	James McKay ran 'drop' on item 'Empty Pill Bottle' (#29561)
[15:47:48]	James McKay has lost a 'Empty Pill Bottle' #29561.
[15:47:56]	James McKay has gained a 'Paper' #29562.
[15:48:24]	James McKay has gained a 'Empty Sparkling Consulate Water Can' #29563.
[15:48:28]	James McKay has gained a 'Scrap Metal' #29563.
[15:48:30]	James McKay ran 'drop' on item 'Scrap Metal' (#29563)
[15:48:30]	James McKay has lost a 'Scrap Metal' #29563.
[15:48:38]	James McKay has gained a 'Empty Tin Can' #29564.
[15:48:39]	James McKay ran 'drop' on item 'Empty Tin Can' (#29564)
[15:48:39]	James McKay has lost a 'Empty Tin Can' #29564.
[15:48:45]	James McKay ran 'take' on item 'Pin' (#24297)
[15:48:45]	James McKay has gained a 'Pin' #24297.
[15:48:48]	James McKay ran 'Edit' on item 'Paper' (#29562)
[15:51:07]	James McKay has gained a 'Empty Paint Can' #29565.
[15:51:14]	[OOC] Denford F. MacMillian: Hey Finan, question.
[15:51:16]	James McKay ran 'drop' on item 'Empty Paint Can' (#29565)
[15:51:16]	James McKay has lost a 'Empty Paint Can' #29565.
[15:51:21]	James McKay has gained a 'Spark Plug' #29566.
[15:51:22]	James McKay ran 'drop' on item 'Spark Plug' (#29566)
[15:51:22]	James McKay has lost a 'Spark Plug' #29566.
[15:51:41]	James McKay ran 'drop' on item 'Paper' (#29562)
[15:51:41]	James McKay has lost a 'Paper' #29562.
[15:51:48]	James McKay ran 'Attach' on item 'Pin' (#24297)
[15:51:50]	James McKay ran 'View' on item 'Paper' (#29562)
[15:51:57]	James McKay has gained a 'Empty Chinese Takeout' #29567.
[15:52:04]	James McKay ran 'drop' on item 'Empty Chinese Takeout' (#29567)
[15:52:04]	James McKay has lost a 'Empty Chinese Takeout' #29567.
[15:52:22]	James McKay has gained a 'Minimum Grade Supplements (No Flavor)' #29568.
[15:52:31]	James McKay ran 'drop' on item 'Antlion Carapace' (#29388)
[15:52:31]	James McKay has lost a 'Antlion Carapace' #29388.
[15:52:37]	James McKay has gained a 'Power Supply Unit' #29569.
[15:52:38]	James McKay ran 'drop' on item 'Power Supply Unit' (#29569)
