[00:46:29]	Bean has connected.
[14:25:50]	Steven Armstrong opened the '' #250 container.
[14:25:53]	Steven Armstrong closed the '' #250 container.
[14:25:56]	Steven Armstrong opened the '' #250 container.
[14:25:58]	Steven Armstrong closed the '' #250 container.
[14:25:59]	Steven Armstrong opened the '' #251 container.
[14:26:01]	Steven Armstrong closed the '' #251 container.
[14:26:11]	[ME] Alex Palovichov: Walks up to the paper, and replaces the pin 
[14:26:14]	[LOOC] Matthew Freeman: damn you tall as fuckk
[14:26:20]	Alex Palovichov ran 'View' on item 'Paper' (#5259)
[14:26:20]	CCA.C17-UNION.i2.51514 used command '/Radio Hard copy, good work, I saw the report released.'.
[14:26:23]	[LOOC] Matthew Freeman: oops didnt mean to push you
[14:26:38]	CCA.C17-UNION.i2.51514 ran 'View' on item 'Paper' (#5259)
[14:26:42]	Steven Armstrong ran 'Consume' on item 'Standard Grade Food Product (Potato Flavor)' (#24261)
[14:26:43]	Steven Armstrong ran 'Consume' on item 'Standard Grade Supplements (Mushroom Flavor)' (#24262)
[14:26:44]	Steven Armstrong ran 'Consume' on item 'Consulate Water' (#24263)
[14:26:46]	Steven Armstrong ran 'Open' on item 'Standard Grade Ration' (#24250)
[14:26:46]	Steven Armstrong has gained a 'Standard Grade Food Product (Mushroom Flavor)' #25253.
[14:26:46]	Steven Armstrong has gained a 'Standard Grade Supplements (Water Flavor)' #25254.
[14:26:46]	Steven Armstrong has gained a 'Consulate Water' #25255.
[14:26:46]	Steven Armstrong has gained 10 tokens.
[14:26:47]	Steven Armstrong ran 'Consume' on item 'UU Brand Chips' (#24198)
[14:26:54]	Steven Armstrong has gained a 'Silicone Tube' #25256.
[14:27:02]	Alex Palovichov used command '/Apply'.
[14:27:09]	Steven Armstrong has gained a 'Broken Clock' #25257.
[14:27:49]	Gridlock loaded the character 'CCA.C17-UNION.i5.12391'
[14:27:55]	Steven Armstrong ran 'drop' on item 'Silicone Tube' (#25256)
[14:27:55]	Steven Armstrong has lost a 'Silicone Tube' #25256.
[14:27:56]	Steven Armstrong ran 'drop' on item 'Broken Clock' (#25257)
[14:27:56]	Steven Armstrong has lost a 'Broken Clock' #25257.
[14:27:57]	Steven Armstrong ran 'drop' on item 'Rubber Tire' (#25252)
[14:27:57]	Steven Armstrong has lost a 'Rubber Tire' #25252.
[14:28:05]	Alex Palovichov ran 'View' on item 'Paper' (#5259)
[14:28:06]	Steven Armstrong ran 'Consume' on item 'Standard Grade Food Product (Mushroom Flavor)' (#25253)
[14:28:07]	Steven Armstrong ran 'Consume' on item 'Standard Grade Supplements (Water Flavor)' (#25254)
[14:28:08]	Steven Armstrong ran 'Consume' on item 'Consulate Water' (#25255)
[14:28:12]	Steven Armstrong ran 'equip' on item 'Citizen Filter' (#24865)
[14:28:27]	Steven Armstrong ran 'drop' on item 'Empty Glass Bottle' (#24208)
[14:28:27]	Steven Armstrong has lost a 'Empty Glass Bottle' #24208.
[14:28:30]	CCA.C17-UNION.i5.12391 used command '/Radio Unit 12391 is 10-8'.
[14:28:51]	CCA.C17-UNION.i2.51514 used command '/Radio Hard copy, this units status is green, everything is clear so far.'.
[14:28:56]	Steven Armstrong ran 'drop' on item 'Refined Electronics' (#24235)
[14:28:56]	Steven Armstrong has lost a 'Refined Electronics' #24235.
[14:29:10]	[ME] CCA.C17-UNION.i5.07722: would holster is stunstick onto his belt, he would pull out his PDA and begin typing away on the screen.
[14:29:11]	CCA.C17-UNION.i2.51514 has gained 10 tokens.
[14:29:16]	CCA.C17-UNION.i5.07722 used command '/ViewData ALex'.
[14:29:30]	[OOC] Matthew Freeman: n-n-n-n-no r-r-r-rations..!!! i cant live anymore im gonna AUUUUUUURGHHHH
[14:29:34]	[OOC] CCA.C17-UNION.i2.51514: FINE 
[14:29:49]	CCA.C17-UNION.i5.12391 used command '/Radio Copy, going to 10-50 around the nexus, will report viscon'.
[14:29:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[14:30:07]	CCA.C17-UNION.i5.07722 used command '/ViewData alex'.
[14:30:16]	CCA.C17-UNION.i2.51514 used command '/Radio This unit is going 10-7, all clear.'.
[14:30:21]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[14:30:30]	[OOC] CCA.C17-QrM.98240: I'll feed you hungry bastards
[14:30:51]	[OOC] Matthew Freeman: bitch ive sruvived 3 days without a ration and you decide to call us bastards for wanting money and food??!!! smh poopoo scrombine
[14:30:51]	CCA.C17-QrM.98240 used command '/Radio Quartermaster reporting, beginning a ration cycle.'.
[14:31:08]	[OOC] CCA.C17-UNION.i5.12391: I never had a single ration for over a week quit whining
[14:31:10]	[OOC] CCA.C17-QrM.98240: we've been having ration cycles bro 
[14:31:17]	[OOC] Matthew Freeman: WDYM!!!
[14:31:28]	CCA.C17-UNION.i5.07722 used command '/Radio 10-4, enroute.'.
[14:31:31]	[OOC] Steven Armstrong: >says it's a beautiful day
[14:31:31]	[ME] Steven Armstrong: clicks his heels together and salutes with utmost respect.
[14:31:38]	[OOC] Steven Armstrong: >cp says move along
[14:31:38]	[LOOC] Matthew Freeman: i will maul you to death
[14:31:39]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[14:31:41]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[14:31:42]	CCA.C17-UNION.i5.12391 used command '/Radio 10-4 Will join once 10-50 is done'.
[14:31:49]	Alex Palovichov used command '/Apply'.
[14:31:49]	[LOOC] Matthew Freeman: i will maul you to death
[14:31:50]	[OOC] Steven Armstrong: mfw neglect rp :(
[14:31:59]	CCA.C17-QrM.98240 used command '/ViewData Alex'.
[14:32:01]	[OOC] Matthew Freeman: you should move along
[14:32:15]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[14:32:17]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:32:17]	CCA.C17-QrM.98240 has gained a 'Loyalist Grade Ration' #25258.
[14:32:19]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:32:19]	CCA.C17-QrM.98240 has gained a 'Standard Grade Ration' #25259.
[14:32:22]	Steven Armstrong ran 'EquipUn' on item 'Green Citizen Suit' (#24189)
[14:32:22]	Steven Armstrong has taken 1 damage from worldspawn.
[14:32:23]	Steven Armstrong has taken 1 damage from worldspawn.
[14:32:23]	[OOC] CCA.C17-UNION.i5.12391: This should give you the hint that CP's are not your friends icly
[14:32:24]	Steven Armstrong has taken 1 damage from worldspawn.
[14:32:24]	Steven Armstrong ran 'Equip' on item 'Green Citizen Suit' (#24189)
[14:32:26]	CCA.C17-QrM.98240 ran 'drop' on item 'Loyalist Grade Ration' (#25258)
[14:32:26]	CCA.C17-QrM.98240 has lost a 'Loyalist Grade Ration' #25258.
[14:32:27]	CCA.C17-QrM.98240 ran 'drop' on item 'Standard Grade Ration' (#25259)
[14:32:27]	CCA.C17-QrM.98240 has lost a 'Standard Grade Ration' #25259.
[14:32:28]	Alex Palovichov ran 'take' on item 'Loyalist Grade Ration' (#25258)
[14:32:28]	Alex Palovichov has gained a 'Loyalist Grade Ration' #25258.
[14:32:29]	Alex Palovichov ran 'take' on item 'Standard Grade Ration' (#25259)
[14:32:29]	Alex Palovichov has gained a 'Standard Grade Ration' #25259.
[14:32:32]	Matthew Freeman ran 'drop' on item 'Citizen Filter' (#24086)
[14:32:32]	Matthew Freeman has lost a 'Citizen Filter' #24086.
[14:32:33]	[OOC] Steven Armstrong: i was gonna ask for work lol
[14:32:40]	Alex Palovichov ran 'Open' on item 'Standard Grade Ration' (#25259)
[14:32:40]	Alex Palovichov has gained a 'Standard Grade Food Product (Water Flavor)' #25260.
[14:32:40]	Alex Palovichov has gained a 'Standard Grade Supplements (Milk Flavor)' #25261.
[14:32:40]	Alex Palovichov has gained a 'Consulate Water' #25262.
[14:32:40]	Alex Palovichov has gained 10 tokens.
[14:32:40]	Alex Palovichov ran 'Open' on item 'Loyalist Grade Ration' (#25258)
[14:32:40]	Alex Palovichov has gained a 'Loyalist Grade Food Product (Cheese Flavor)' #25263.
[14:32:40]	Alex Palovichov has gained a 'Loyalist Grade Supplements (Onion Flavor)' #25264.
[14:32:40]	Alex Palovichov has gained a 'Flavored Consulate Water' #25265.
[14:32:40]	Alex Palovichov has gained 20 tokens.
[14:32:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[14:32:49]	CCA.C17-UNION.i5.12391 used command '/Radio 10-50 done nothing to report'.
[14:32:50]	Matthew Freeman used command '/Apply'.
[14:32:56]	[Y] Alex Palovichov: Cheese, AND water flavor? My day is gonna be great!
[14:32:56]	CCA.C17-QrM.98240 used command '/ViewData Matthew'.
[14:33:02]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[14:33:03]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:33:03]	CCA.C17-QrM.98240 has gained a 'Standard Grade Ration' #25266.
[14:33:04]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:33:04]	CCA.C17-QrM.98240 has gained a 'Standard Grade Ration' #25267.
[14:33:07]	CCA.C17-QrM.98240 ran 'drop' on item 'Standard Grade Ration' (#25267)
[14:33:07]	CCA.C17-QrM.98240 has lost a 'Standard Grade Ration' #25267.
[14:33:08]	CCA.C17-QrM.98240 ran 'drop' on item 'Standard Grade Ration' (#25266)
[14:33:08]	CCA.C17-QrM.98240 has lost a 'Standard Grade Ration' #25266.
[14:33:09]	Matthew Freeman ran 'take' on item 'Standard Grade Ration' (#25267)
[14:33:09]	Matthew Freeman has gained a 'Standard Grade Ration' #25267.
[14:33:10]	Alex Palovichov ran 'Consume' on item 'Flavored Consulate Water' (#25265)
[14:33:11]	Matthew Freeman ran 'take' on item 'Standard Grade Ration' (#25266)
[14:33:11]	Matthew Freeman has gained a 'Standard Grade Ration' #25266.
[14:33:13]	Alex Palovichov ran 'Consume' on item 'Consulate Water' (#25262)
[14:33:16]	Alex Palovichov ran 'Consume' on item 'Standard Grade Food Product (Water Flavor)' (#25260)
[14:33:17]	Matthew Freeman used command '/CharFallOver'.
[14:33:17]	Alex Palovichov ran 'Consume' on item 'Loyalist Grade Supplements (Onion Flavor)' (#25264)
[14:33:19]	Alex Palovichov ran 'Consume' on item 'Standard Grade Supplements (Milk Flavor)' (#25261)
[14:33:21]	Matthew Freeman used command '/CharGetUp'.
[14:33:22]	Steven Armstrong used command '/ApplySay'.
[14:33:22]	Matthew Freeman used command '/CharGetUp'.
[14:33:26]	CCA.C17-QrM.98240 used command '/ViewData Steven'.
[14:33:29]	Alex Palovichov has lost 5 tokens.
[14:33:31]	CCA.C17-QrM.98240 used the 'Ration Dispenser' vendor.
[14:33:31]	Alex Palovichov ran 'take' on item 'Consulate Water' (#25268)
[14:33:31]	Alex Palovichov has gained a 'Consulate Water' #25268.
[14:33:32]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:33:32]	CCA.C17-QrM.98240 has gained a 'Standard Grade Ration' #25269.
[14:33:33]	CCA.C17-QrM.98240 has gained 0 tokens.
[14:33:33]	CCA.C17-QrM.98240 has gained a 'Standard Grade Ration' #25270.
[14:33:33]	Alex Palovichov ran 'Consume' on item 'Consulate Water' (#25268)
[14:33:36]	CCA.C17-QrM.98240 ran 'drop' on item 'Standard Grade Ration' (#25270)
[14:33:36]	CCA.C17-QrM.98240 has lost a 'Standard Grade Ration' #25270.
[14:33:37]	CCA.C17-QrM.98240 ran 'drop' on item 'Standard Grade Ration' (#25269)
[14:33:37]	CCA.C17-QrM.98240 has lost a 'Standard Grade Ration' #25269.
[14:33:38]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[14:33:38]	Steven Armstrong ran 'take' on item 'Standard Grade Ration' (#25270)
[14:33:38]	Steven Armstrong has gained a 'Standard Grade Ration' #25270.
[14:33:39]	Steven Armstrong ran 'take' on item 'Standard Grade Ration' (#25269)
[14:33:39]	Steven Armstrong has gained a 'Standard Grade Ration' #25269.
[14:33:52]	Matthew Freeman ran 'Consume' on item 'Consulate Water' (#23644)
[14:33:52]	Alex Palovichov has gained a 'Bar of Soap' #25271.
[14:33:55]	Alex Palovichov has gained a 'Powercord' #25272.
[14:34:03]	Alex Palovichov opened the '' #239 container.
[14:34:08]	Alex Palovichov closed the '' #239 container.
[14:34:27]	[OOC] CCA.C17-UNION.i5.12391: I hate and love the russian accent that the map has for dispatch voices
[14:34:34]	Alex Palovichov has gained a 'Citizen Filter' #25273.
[14:34:35]	[OOC] CCA.C17-QrM.98240: That's the Consul 
[14:34:40]	Matthew Freeman opened the '' #253 container.
[14:34:43]	[ME] Alex Palovichov: Opens the dumpster and inspects the insides
[14:34:54]	[ME] Alex Palovichov: Takes out a filter
[14:34:56]	Alex Palovichov opened the '' #253 container.
[14:34:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[14:35:01]	Matthew Freeman closed the '' #253 container.
[14:35:09]	[OOC] Matthew Freeman: can you sell trash for money?
[14:35:13]	Matthew Freeman ran 'Consume' on item 'Minimum Grade Food Product (Liver Flavor)' (#21579)
[14:35:15]	Matthew Freeman ran 'Consume' on item 'Sparkling Consulate Water' (#23654)
[14:35:15]	[OOC] CCA.C17-UNION.i5.12391: its not set up yet
[14:35:19]	[OOC] Alex Palovichov: Some people might buy parts
[14:35:21]	CCA.C17-QrM.98240 has gained 10 tokens.
[14:35:21]	[ME] CCA.C17-UNION.i5.12391: nods
[14:35:22]	Matthew Freeman ran 'drop' on item 'Scrap Metal' (#25107)
[14:35:22]	Matthew Freeman has lost a 'Scrap Metal' #25107.
[14:35:25]	[OOC] CCA.C17-UNION.i5.07722: if it is contraband, you can get LP for it
[14:35:26]	Matthew Freeman ran 'Open' on item 'Standard Grade Ration' (#25267)
[14:35:26]	Matthew Freeman has gained a 'Standard Grade Food Product (Lettuce Flavor)' #25274.
[14:35:26]	Matthew Freeman has gained a 'Standard Grade Supplements (Lettuce Flavor)' #25275.
[14:35:26]	Matthew Freeman has gained a 'Consulate Water' #25276.
[14:35:26]	Matthew Freeman has gained 10 tokens.
[14:35:35]	Alex Palovichov ran 'take' on item 'Scrap Metal' (#25107)
[14:35:35]	Alex Palovichov has gained a 'Scrap Metal' #25107.
[14:35:49]	[ME] CCA.C17-UNION.i5.12391: takes the broom from the table
[14:35:56]	[ME] CCA.C17-UNION.i5.12391: hands it to the man
[14:35:59]	[ME] Alex Palovichov: Opens the dumpster and inspects the insides
[14:36:02]	Alex Palovichov has gained a 'Spark Plug' #25277.
[14:36:06]	[ME] Steven Armstrong: takes the broom, holding it in one hand.
[14:36:08]	[ME] Alex Palovichov: Takes out a spark plug
[14:36:15]	[ME] Alex Palovichov: Opens the dumpster and inspects the contents
[14:36:18]	Alex Palovichov has gained a 'Circuit Board' #25278.
[14:36:19]	Matthew Freeman ran 'Open' on item 'Standard Grade Ration' (#25266)
[14:36:19]	Matthew Freeman has gained a 'Standard Grade Food Product (Lettuce Flavor)' #25279.
[14:36:19]	Matthew Freeman has gained a 'Standard Grade Supplements (Water Flavor)' #25280.
[14:36:19]	Matthew Freeman has gained a 'Consulate Water' #25281.
[14:36:19]	Matthew Freeman has gained 10 tokens.
[14:36:26]	[ME] CCA.C17-QrM.98240: would tap his holster for a stunbaton, unlocking it before quickly taking it out, beginning to inspect the baton, surveying his surroundings...just not very closely.
[14:36:34]	[ME] Steven Armstrong: does a 2 finger salute with his left hand before walking off.
[14:36:40]	[ME] CCA.C17-UNION.i5.12391: sighs
[14:37:15]	[LOOC] CCA.C17-QrM.98240: sorry 
[14:37:46]	Matthew Freeman ran 'Consume' on item 'Standard Grade Food Product (Lettuce Flavor)' (#25274)
[14:37:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[14:37:55]	Matthew Freeman used the 'Shopkeeper' vendor.
[14:37:56]	Steven Armstrong ran 'take' on item 'Suitcase' (#19686)
[14:37:56]	Steven Armstrong has gained a 'Suitcase' #19686.
[14:37:56]	Steven Armstrong has gained a 'CWU Leadership Suit' #20162.
[14:37:56]	Steven Armstrong has gained a 'Gray Jeans' #14317.
[14:37:56]	Steven Armstrong has gained a 'Gloves' #12149.
[14:37:56]	Steven Armstrong has gained a 'Flashlight' #13723.
[14:37:56]	Steven Armstrong has gained a 'CWU Commerce Shirt' #14316.
[14:38:03]	Matthew Freeman has lost 10 tokens.
[14:38:03]	Matthew Freeman has gained a 'Flashlight' #25282.
[14:38:08]	Steven Armstrong ran 'drop' on item 'Suitcase' (#24191)
[14:38:08]	Steven Armstrong has lost a 'Suitcase' #24191.
[14:38:08]	Steven Armstrong has lost a 'A Set of Tools' #24209.
[14:38:08]	Steven Armstrong has lost a 'Pack of Nails' #23983.
[14:38:18]	Alex Palovichov opened the '' #2532 container.
[14:38:18]	Steven Armstrong ran 'take' on item 'Suitcase' (#24191)
[14:38:18]	Steven Armstrong has gained a 'Suitcase' #24191.
[14:38:18]	Steven Armstrong has gained a 'A Set of Tools' #24209.
[14:38:18]	Steven Armstrong has gained a 'Pack of Nails' #23983.
[14:38:20]	Alex Palovichov closed the '' #2532 container.
[14:38:26]	Alex Palovichov opened the '' #252 container.
[14:38:29]	Matthew Freeman has lost 10 tokens.
[14:38:29]	Matthew Freeman has gained a 'Pan' #25283.
[14:38:32]	Matthew Freeman ran 'Equip' on item 'Pan' (#25283)
[14:38:33]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[14:38:34]	Alex Palovichov closed the '' #252 container.
[14:38:39]	[ME] Steven Armstrong: shrugs and begins to sweep garbage with the broom, brushing it to the side.
[14:38:44]	[ME] CCA.C17-QrM.98240: holstered his Stunbaton, unholstering his .357 and looking it over for any disrepair as he began digging under his trenchcoat, taking out a small rag damp with some kind of oil.
[14:38:45]	CCA.C17-QrM.98240 rolled 17 out of 30.
[14:38:45]	CCA.C17-QrM.98240 used command '/Roll 30'.
[14:38:52]	Alex Palovichov used command '/Request So...there is a cabinet on a roof?'.
[14:39:08]	CCA.C17-UNION.i5.12391 used command '/Radio I'l handle it'.
[14:39:12]	[ME] Steven Armstrong: begins to whistle a tune.
[14:39:26]	Matthew Freeman ran 'EquipUn' on item 'Pan' (#25283)
[14:39:27]	[ME] CCA.C17-QrM.98240: begins slowly cleaning the revolver, wiping it down with some kind of gun oil before also getting out a seperate wet rag and wiping down any grime or dust.
[14:39:51]	[ME] Steven Armstrong: would stretch a little bit before returning to sweeping.
[14:39:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[14:39:58]	CCA.C17-UNION.i5.12391 opened the '' #2532 container.
[14:40:01]	CCA.C17-UNION.i5.12391 closed the '' #2532 container.
[14:40:13]	[LOOC] CCA.C17-UNION.i5.12391: that might be some admong thing
[14:40:17]	[LOOC] Alex Palovichov: probably
[14:40:21]	CCA.C17-QrM.98240 has gained 10 tokens.
[14:40:39]	Matthew Freeman has taken 5 damage from CCA.C17-UNION.i5.07722.
[14:40:39]	Matthew Freeman has taken 5 damage from CCA.C17-UNION.i5.07722.
[14:40:43]	Matthew Freeman used command '/CharGetUp'.
[14:40:44]	Matthew Freeman used command '/CharGetUp'.
[14:40:45]	[ME] Steven Armstrong: returns to whistling, taking a moment to look around him. Satisfied, he keeps going.
[14:40:50]	Matthew Freeman used command '/CharGetUp'.
[14:40:53]	Matthew Freeman used command '/CharGetUp'.
[14:40:54]	CCA.C17-QrM.98240 used command '/PM 123 lmao'.
[14:41:09]	[LOOC] CCA.C17-QrM.98240: lmao 
[14:41:12]	[ME] CCA.C17-QrM.98240: sniffles 
[14:41:16]	[LOOC] CCA.C17-UNION.i5.07722: man keeps running
[14:41:23]	[LOOC] Matthew Freeman: you smell like shit, both of you. ):
[14:42:00]	[ME] Steven Armstrong: sweeps trash out from under the guard rails, to the sides.
[14:42:01]	[ME] CCA.C17-QrM.98240: returns to wiping down his .357, seemingly uninterested in what just happened, "You...get used to it...."
[14:42:25]	CCA.C17-QrM.98240 rolled 27 out of 30.
[14:42:25]	CCA.C17-QrM.98240 used command '/Roll 30'.
[14:42:41]	[IT] CCA.C17-QrM.98240: The revolver would be wiped clean, shiny and almost factory new.
[14:42:42]	[ME] Steven Armstrong: would brush any garbage at the top steps to the top, and then out to the sides.
[14:42:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[14:43:00]	[LOOC] CCA.C17-UNION.i5.07722: i still have all my memories right?
[14:43:02]	[ME] Steven Armstrong: would sweep trash down the stairs and to the left or right.
[14:43:08]	[ME] CCA.C17-QrM.98240: sniffles, quickly spinning it with one finger around the trigger guard before holstering it, acting like a fuckin' Cowboy or some shit.
[14:43:18]	[LOOC] CCA.C17-QrM.98240: You're an i5, don't even have unionwashing if you don't want it 
[14:43:23]	[LOOC] CCA.C17-QrM.98240: And if you do it's light as hell 
[14:43:36]	[OOC] Matthew Freeman: i press shift ONCE!
[14:43:36]	[ME] Steven Armstrong: mounts the broom on his shoulder and walks back.
[14:43:38]	[LOOC] CCA.C17-QrM.98240: So yes, you have memories 
[14:43:43]	[ME] CCA.C17-UNION.i5.07722: chuckles
[14:43:48]	[OOC] Alex Palovichov: Ey, thats one time too many
[14:43:54]	[LOOC] CCA.C17-UNION.i5.07722: gave you*
[14:43:56]	[OOC] Matthew Freeman: FUCK THESE CAMERAS!
[14:43:59]	Matthew Freeman ran 'Equip' on item 'Pan' (#25283)
[14:44:33]	[ME] CCA.C17-QrM.98240: would simply sigh, tapping his stunstick holster and unlocking it, grabbing it and returning to a standard pose for many CCA officers, "Right....shouldn't you be patrolling?"
[14:44:37]	[ME] Steven Armstrong: would drop a suitcase with some CWU uniforms, non-issued.
[14:44:38]	Steven Armstrong ran 'drop' on item 'Suitcase' (#19686)
[14:44:38]	Steven Armstrong has lost a 'Suitcase' #19686.
[14:44:38]	Steven Armstrong has lost a 'CWU Leadership Suit' #20162.
[14:44:38]	Steven Armstrong has lost a 'Gray Jeans' #14317.
[14:44:38]	Steven Armstrong has lost a 'Gloves' #12149.
[14:44:38]	Steven Armstrong has lost a 'Flashlight' #13723.
[14:44:38]	Steven Armstrong has lost a 'CWU Commerce Shirt' #14316.
[14:44:45]	[ME] CCA.C17-UNION.i5.12391: opens the suitcase
[14:44:46]	CCA.C17-UNION.i5.12391 ran 'take' on item 'Suitcase' (#19686)
[14:44:46]	CCA.C17-UNION.i5.12391 has gained a 'Suitcase' #19686.
[14:44:46]	CCA.C17-UNION.i5.12391 has gained a 'CWU Leadership Suit' #20162.
[14:44:46]	CCA.C17-UNION.i5.12391 has gained a 'Gray Jeans' #14317.
[14:44:46]	CCA.C17-UNION.i5.12391 has gained a 'Gloves' #12149.
[14:44:46]	CCA.C17-UNION.i5.12391 has gained a 'Flashlight' #13723.
[14:44:46]	CCA.C17-UNION.i5.12391 has gained a 'CWU Commerce Shirt' #14316.
[14:44:56]	[Y] Alex Palovichov: ROBBERT!
[14:44:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[14:44:59]	Matthew Freeman ran 'take' on item 'Scrap Metal' (#25284)
[14:44:59]	Matthew Freeman has gained a 'Scrap Metal' #25284.
[14:45:01]	[ME] Steven Armstrong: would lean the dirty broomhandle against the fencing.
[14:45:07]	[ME] CCA.C17-QrM.98240: nods, "Get to it, report radials if not clear."
[14:45:17]	Steven Armstrong used command '/ApplySay'.
[14:45:21]	CCA.C17-QrM.98240 has gained 10 tokens.
[14:45:21]	[LOOC] CCA.C17-UNION.i5.12391: f3
[14:45:43]	CCA.C17-UNION.i5.12391 used command '/ViewData Steven'.
[14:45:50]	[LOOC] CCA.C17-QrM.98240: stinky 
[14:45:53]	[OOC] Alex Palovichov: brb
[14:45:56]	[OOC] CCA.C17-QrM.98240: no 
[14:46:31]	FB|| light ROOM loaded the character 'Ethan King'
[14:46:36]	[OOC] Ethan King: nuts
[14:47:26]	cytoplasm has connected.
[14:48:00]	cytoplasm loaded the character 'Emily Brown'
[14:48:03]	Emily Brown opened the '' #2526 container.
[14:48:03]	Emily Brown closed the '' #2526 container.
[14:48:05]	[OOC] Matthew Freeman: no balls? no cock? no buthole? do you feed on radiation?
[14:48:17]	CCA.C17-UNION.i5.12391 used command '/ViewData Steven'.
[14:48:20]	[OOC] Ethan King: Yes I do 
[14:48:23]	[OOC] Emily Brown: is q here
[14:48:35]	[OOC] Ethan King: No clue 
[14:48:40]	[OOC] Steven Armstrong: he is not
[14:48:42]	[OOC] CCA.C17-UNION.i5.07722: hes out with his friends right now i think
[14:48:43]	[OOC] Emily Brown: ffs
[14:48:43]	[OOC] Ethan King: sad 
[14:48:57]	Alex Palovichov ran 'take' on item 'Rubber Tire' (#25252)
[14:48:57]	Alex Palovichov has gained a 'Rubber Tire' #25252.
[14:49:05]	[OOC] Ethan King: Remember the times where I was staff? that was funny
[14:49:10]	Alex Palovichov opened the '' #240 container.
[14:49:12]	Alex Palovichov closed the '' #240 container.
[14:49:15]	CCA.C17-UNION.i5.12391 used command '/ViewData steven'.
[14:49:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[14:50:06]	CCA.C17-UNION.i5.12391 used command '/Radio A set of non-issued CWU clothing was turned in, do I throw it in the incinerator?'.
[14:50:16]	cytoplasm loaded the character 'CAC.C08-CRM.13569'
[14:50:26]	CCA.C17-UNION.i5.07722 used command '/Radio Did you reward the person LP?'.
[14:50:29]	Matthew Freeman ran 'take' on item '4.6x30 Rounds' (#2026)
[14:50:31]	CCA.C17-UNION.i5.12391 used command '/Radio 10-4'.
[14:50:41]	Matthew Freeman ran 'drop' on item 'Paper' (#24306)
[14:50:41]	Matthew Freeman has lost a 'Paper' #24306.
[14:50:43]	Matthew Freeman ran 'take' on item '4.6x30 Rounds' (#2026)
[14:50:43]	Matthew Freeman has gained a '4.6x30 Rounds' #2026.
[14:50:53]	CCA.C17-UNION.i5.07722 used command '/Radio Affirmative, burn it, unless it is being used in a investigation.'.
[14:51:03]	CCA.C17-UNION.i5.12391 used command '/ViewData 12391'.
[14:51:14]	CCA.C17-UNION.i5.12391 used command '/Radio Its not'.
[14:51:25]	Alex Palovichov used command '/Request Someone used the elevator at the ICT alleyway...Behind the Biolocked door'.
[14:51:30]	[Y] Ethan King: Yo!
[14:51:38]	[OOC] Ethan King: smh 
[14:51:43]	CCA.C17-UNION.i5.07722 used command '/Radio responding'.
[14:51:48]	CCA.C17-UNION.i5.12391 used command '/Radio Copy'.
[14:51:53]	[Y] CCA.C17-UNION.i5.12391: <:: What? ::>
[14:51:58]	CCA.C17-UNION.i5.12391 ran 'drop' on item 'Suitcase' (#19686)
[14:51:58]	CCA.C17-UNION.i5.12391 has lost a 'Suitcase' #19686.
[14:51:58]	CCA.C17-UNION.i5.12391 has lost a 'CWU Leadership Suit' #20162.
[14:51:58]	CCA.C17-UNION.i5.12391 has lost a 'Gray Jeans' #14317.
[14:51:58]	CCA.C17-UNION.i5.12391 has lost a 'Gloves' #12149.
[14:51:58]	CCA.C17-UNION.i5.12391 has lost a 'Flashlight' #13723.
[14:51:58]	CCA.C17-UNION.i5.12391 has lost a 'CWU Commerce Shirt' #14316.
[14:52:08]	execution_hurt destroyed a 'Suitcase' #19686.
[14:52:08]	[ME] Ethan King: sniffles
[14:52:08]	Steven Armstrong has gained a 'Graphics Card' #25285.
[14:52:13]	[OOC] CCA.C17-UNION.i5.07722: afk
[14:52:20]	[OOC] Ethan King: no
[14:52:21]	[ME] Alex Palovichov: Tries to push on the locker
[14:52:38]	CAC.C08-CRM.13569 used command '/ToggleRaise'.
[14:52:39]	CAC.C08-CRM.13569 used command '/ToggleRaise'.
[14:52:40]	[ME] Alex Palovichov: Tries again to push the container
[14:52:46]	cytoplasm loaded the character 'PFC Emily Brown'
[14:52:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[14:53:02]	[ME] CCA.C17-UNION.i5.12391: redies her pistol
[14:53:08]	[OOC] Ethan King: Emily was a Connie?
