[00:02:50]	Bean has connected.
[19:09:44]	[LOOC] CCA.C17-UNION.EpU.93347: nah
[19:09:48]	[LOOC] CCA.C17-UNION.EpU.93347: don't want Q seein
[19:09:49]	[LOOC] CAC.C17-VORTIPODE.24999: AHHH
[19:09:49]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[19:09:54]	CCA.C17-UNION.EpU.93347 has taken 138 damage from worldspawn.
[19:09:54]	worldspawn has killed CCA.C17-UNION.EpU.93347.
[19:09:56]	[LOOC] CAC.C17-VORTIPODE.24999: Why?
[19:09:56]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[19:09:56]	[OOC] CCA.C17-UNION.EpU.93347: FICL
[19:10:03]	[OOC] CAC.C17-VORTIPODE.24999: Why?
[19:10:10]	[OOC] CCA.C17-UNION.EpU.93347: gravity
[19:10:18]	[OOC] CAC.C17-VORTIPODE.24999: No why q no see?
[19:10:24]	[OOC] CCA.C17-UNION.EpU.93347: oh uh
[19:10:27]	[OOC] CCA.C17-UNION.EpU.93347: reason for demotion
[19:10:34]	[OOC] CCA.C17-UNION.EpU.93347: people taking things seriously
[19:10:36]	[OOC] CAC.C17-VORTIPODE.24999: As ur EPU??
[19:10:38]	[OOC] CAC.C17-VORTIPODE.24999: Really?
[19:10:50]	[OOC] CAC.C17-VORTIPODE.24999: Even when only two people?
[19:10:52]	[OOC] CCA.C17-UNION.EpU.93347: well bringing a vortigaunt all the way up to the nexus aint gonna be seen very nicely
[19:10:58]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[19:10:59]	[OOC] CAC.C17-VORTIPODE.24999: Even when only two people?
[19:11:05]	[OOC] CCA.C17-UNION.EpU.93347: im just being over protective
[19:11:10]	[OOC] CAC.C17-VORTIPODE.24999: Fine
[19:11:21]	[OOC] CAC.C17-VORTIPODE.24999: I'll just eat up all the Helix DVL xen samples
[19:11:23]	[OOC] CCA.C17-UNION.EpU.93347: unless I send you and you post
[19:11:29]	[OOC] CCA.C17-UNION.EpU.93347: might work
[19:11:40]	[OOC] CCA.C17-UNION.EpU.93347: prob not much of a difference tho
[19:11:43]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[19:11:47]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[19:12:16]	[OOC] CAC.C17-VORTIPODE.24999: help bruv
[19:12:20]	[OOC] CAC.C17-VORTIPODE.24999: I stuck up here
[19:12:21]	[OOC] CCA.C17-UNION.EpU.93347: im comin
[19:12:28]	CCA.C17-UNION.EpU.93347 ran 'Equip' on item 'XM31 OICW' (#25979)
[19:12:34]	CCA.C17-UNION.EpU.93347 ran 'use' on item 'Pulse Ammunition' (#25982)
[19:13:02]	[LOOC] CCA.C17-UNION.EpU.93347: oh ye
[19:13:06]	[DG] Roach has connected.
[19:13:07]	[LOOC] CAC.C17-VORTIPODE.24999: wa
[19:13:09]	[LOOC] CCA.C17-UNION.EpU.93347: NamRM is also one of the CPs
[19:13:11]	[LOOC] CAC.C17-VORTIPODE.24999: OOO FUCK
[19:13:17]	[LOOC] CAC.C17-VORTIPODE.24999: RUUUUUUUUUUUUUUUUN
[19:13:17]	[OOC] CCA.C17-UNION.EpU.93347: I cant
[19:13:20]	[OOC] CCA.C17-UNION.EpU.93347: get out
[19:13:22]	[LOOC] CAC.C17-VORTIPODE.24999: OOOOOOOOOO
[19:13:27]	[LOOC] CAC.C17-VORTIPODE.24999: Shit...
[19:13:30]	[LOOC] CAC.C17-VORTIPODE.24999: Shoot me?
[19:13:30]	[LOOC] CCA.C17-UNION.EpU.93347: idea
[19:13:35]	CCA.C17-UNION.EpU.93347 ran 'use' on item 'Pulse Ammunition' (#24118)
[19:13:39]	CAC.C17-VORTIPODE.24999 has taken 8 damage from CCA.C17-UNION.EpU.93347.
[19:13:40]	CAC.C17-VORTIPODE.24999 has taken 5 damage from CCA.C17-UNION.EpU.93347.
[19:13:40]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CCA.C17-UNION.EpU.93347.
[19:13:40]	CAC.C17-VORTIPODE.24999 has taken 7 damage from CCA.C17-UNION.EpU.93347.
[19:13:40]	CAC.C17-VORTIPODE.24999 has taken 8 damage from CCA.C17-UNION.EpU.93347.
[19:13:40]	CAC.C17-VORTIPODE.24999 has taken 5 damage from CCA.C17-UNION.EpU.93347.
[19:13:40]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CCA.C17-UNION.EpU.93347.
[19:13:40]	CAC.C17-VORTIPODE.24999 has taken 7 damage from CCA.C17-UNION.EpU.93347.
[19:13:40]	CAC.C17-VORTIPODE.24999 has taken 5 damage from CCA.C17-UNION.EpU.93347.
[19:13:40]	CAC.C17-VORTIPODE.24999 has taken 7 damage from CCA.C17-UNION.EpU.93347.
[19:13:41]	CAC.C17-VORTIPODE.24999 has taken 5 damage from CCA.C17-UNION.EpU.93347.
[19:13:41]	CAC.C17-VORTIPODE.24999 has taken 8 damage from CCA.C17-UNION.EpU.93347.
[19:13:41]	CAC.C17-VORTIPODE.24999 has taken 8 damage from CCA.C17-UNION.EpU.93347.
[19:13:41]	CAC.C17-VORTIPODE.24999 has taken 7 damage from CCA.C17-UNION.EpU.93347.
[19:13:41]	CAC.C17-VORTIPODE.24999 has taken 5 damage from CCA.C17-UNION.EpU.93347.
[19:13:41]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CCA.C17-UNION.EpU.93347.
[19:13:41]	CCA.C17-UNION.EpU.93347 has killed CAC.C17-VORTIPODE.24999 with weapon_oicw.
[19:13:45]	[LOOC] CAC.C17-VORTIPODE.24999: Works for me
[19:13:49]	[DG] Roach loaded the character 'Denford F. MacMillian'
[19:13:49]	CAC.C17-VORTIPODE.24999 has killed CAC.C17-VORTIPODE.24999.
[19:13:51]	[OOC] CCA.C17-UNION.EpU.93347: <:: Copy. ::>
[19:13:54]	[OOC] CCA.C17-UNION.EpU.93347: o fuck someone
[19:14:00]	[OOC] Denford F. MacMillian: It's me.
[19:14:02]	[OOC] CAC.C17-VORTIPODE.24999: Lol
[19:14:08]	[OOC] CCA.C17-UNION.EpU.93347: hi mom I'm doing good... don't ban me
[19:14:08]	[OOC] Denford F. MacMillian: Ya know, still in a cage.
[19:14:16]	[OOC] CCA.C17-UNION.EpU.93347: ye :c 
[19:14:17]	[OOC] CAC.C17-VORTIPODE.24999: wa?
[19:14:32]	[OOC] CCA.C17-UNION.EpU.93347: oh Mac you wanna explain lol 
[19:14:36]	[OOC] Denford F. MacMillian: So.
[19:14:46]	[OOC] CAC.C17-VORTIPODE.24999: Let me guess
[19:14:47]	[OOC] CCA.C17-UNION.EpU.93347: This was this mornin bud 
[19:14:49]	[OOC] CAC.C17-VORTIPODE.24999: Helix i3
[19:14:55]	[OOC] Denford F. MacMillian: HOW DOES HE KNOW.
[19:15:06]	[OOC] CCA.C17-UNION.EpU.93347: Ah I already told em
[19:15:07]	[OOC] Denford F. MacMillian: AM I NOT THE ONYL ONE!
[19:15:12]	[OOC] Denford F. MacMillian: *ONLY
[19:15:12]	[OOC] CCA.C17-UNION.EpU.93347: fyi I know this feller irl
[19:15:13]	[OOC] Denford F. MacMillian: Oh.
[19:15:14]	[OOC] CAC.C17-VORTIPODE.24999: Vort powers idk
[19:15:22]	[OOC] Denford F. MacMillian: Yeah so basically I got detained and 'interrogated'.
[19:15:29]	[OOC] CCA.C17-UNION.EpU.93347: if we can call it that
[19:15:37]	[OOC] Denford F. MacMillian: It was just them beating me up because I was innocent
[19:15:40]	[OOC] CCA.C17-UNION.EpU.93347: I'm just curious how Q will *handle* the situation
[19:15:41]	Denford F. MacMillian used command '/PM epu not really innocent.'.
[19:15:50]	[OOC] CAC.C17-VORTIPODE.24999: wdym?
[19:15:51]	CCA.C17-UNION.EpU.93347 used command '/PM Macmillian however'.
[19:15:56]	[OOC] Denford F. MacMillian: He's JDUGE.
[19:15:58]	[OOC] Denford F. MacMillian: *JUDGE.
[19:15:58]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[19:16:00]	[OOC] CAC.C17-VORTIPODE.24999: What does Q need to handle?
[19:16:04]	[OOC] Denford F. MacMillian: Me.
[19:16:07]	[OOC] CCA.C17-UNION.EpU.93347: Interrogation n stuffs
[19:16:11]	[OOC] CCA.C17-UNION.EpU.93347: which realistically
[19:16:15]	[OOC] CCA.C17-UNION.EpU.93347: we *don't* really need
[19:16:15]	[OOC] CAC.C17-VORTIPODE.24999: u saying hes got to stay in there/
[19:16:21]	[OOC] CAC.C17-VORTIPODE.24999: What was it all for?
[19:16:24]	[OOC] CCA.C17-UNION.EpU.93347: however what we do need is that Helix 
[19:16:38]	[OOC] CCA.C17-UNION.EpU.93347: But I'll explain the situation prob
[19:16:38]	[OOC] CAC.C17-VORTIPODE.24999: Epu talking shit eh?
[19:16:41]	[OOC] CCA.C17-UNION.EpU.93347: to Q 
[19:16:56]	[OOC] Denford F. MacMillian: Entering 404 zone (No evidence besides a statement from an untrusted civ and contraband), Entering CZ (No hard evidence), harassment (I admitted to it because I'm BASED as fuck).
[19:17:11]	[OOC] CAC.C17-VORTIPODE.24999: Lol based
[19:17:32]	[OOC] CAC.C17-VORTIPODE.24999: helix" You went into 404 zone", awnser " no"
[19:17:46]	[OOC] CCA.C17-UNION.EpU.93347: basically lol
[19:17:50]	[OOC] Denford F. MacMillian: YEah basically.
[19:17:55]	[OOC] Denford F. MacMillian: They trusted the word of a woman.
[19:17:56]	[OOC] CAC.C17-VORTIPODE.24999: Lol
[19:18:00]	[OOC] Denford F. MacMillian: Now, my logic is this.
[19:18:11]	[OOC] Denford F. MacMillian: If I was reported to be in the 404 zone, wouldn't that mean they entered it to see me there?
[19:18:16]	[OOC] Denford F. MacMillian: MY BRAIN IS SO FUCKING LARGE!
[19:18:23]	[OOC] CAC.C17-VORTIPODE.24999: Big brain
[19:18:28]	[OOC] CAC.C17-VORTIPODE.24999: Huge play
[19:18:38]	[OOC] Denford F. MacMillian: Bitch thinks she can snitch on em.
[19:18:39]	[OOC] Denford F. MacMillian: *me.
[19:18:40]	[OOC] CCA.C17-UNION.EpU.93347: watch them fucking freeze
[19:18:42]	[OOC] Denford F. MacMillian: Little does she know.
[19:18:46]	[OOC] CCA.C17-UNION.EpU.93347: uno
[19:18:48]	[OOC] Denford F. MacMillian: I have dirt on her.
[19:18:57]	[OOC] CAC.C17-VORTIPODE.24999: Love it
[19:19:12]	[OOC] Denford F. MacMillian: You cannot win against me unless you have strong evidence :troll:
[19:19:13]	[OOC] CCA.C17-UNION.EpU.93347: want to join the based CP gang when youre outa this mess?
[19:19:15]	[OOC] CAC.C17-VORTIPODE.24999: How can someone check the population on the server in the past?
[19:19:19]	[OOC] Denford F. MacMillian: I want too.
[19:19:29]	[OOC] Denford F. MacMillian: But the sad part is that SHE DESTROYED THE CONTRABAND I WAS GONNA GIVE!
[19:19:33]	[OOC] Denford F. MacMillian: OVER 10LP WORTH OF SHIT LOST!
[19:19:35]	[OOC] CCA.C17-UNION.EpU.93347: Q can with the lil powers of the owner
[19:19:40]	[OOC] CCA.C17-UNION.EpU.93347: didn't destroy I don't think? 
[19:19:44]	[OOC] Denford F. MacMillian: SHE DID.
[19:19:45]	[OOC] CCA.C17-UNION.EpU.93347: oh wait no
[19:19:48]	[OOC] CCA.C17-UNION.EpU.93347: suitcase right?
[19:19:48]	[OOC] Denford F. MacMillian: MY SUITCASE HAD THE SHIT!
[19:19:50]	[OOC] Denford F. MacMillian: YES!
[19:19:53]	[OOC] CCA.C17-UNION.EpU.93347: rule number 
[19:19:55]	[OOC] CCA.C17-UNION.EpU.93347: 1
[19:19:59]	[OOC] CCA.C17-UNION.EpU.93347: **don't destroy contraband**
[19:20:00]	[OOC] Denford F. MacMillian: HELIX is stupid?
[19:20:06]	[OOC] Denford F. MacMillian: She destroyed the contraband-
[19:20:13]	[OOC] CCA.C17-UNION.EpU.93347: we have contraband lockers for a reason
[19:20:23]	[OOC] CAC.C17-VORTIPODE.24999: Bruh
[19:20:23]	CCA.C17-UNION.EpU.93347 opened the '' #2498 container.
[19:20:26]	CCA.C17-UNION.EpU.93347 closed the '' #2498 container.
[19:20:27]	CCA.C17-UNION.EpU.93347 opened the '' #2499 container.
[19:20:32]	CCA.C17-UNION.EpU.93347 closed the '' #2499 container.
[19:20:36]	CCA.C17-UNION.EpU.93347 opened the '' #203 container.
[19:20:38]	CCA.C17-UNION.EpU.93347 closed the '' #203 container.
[19:20:41]	CCA.C17-UNION.EpU.93347 ran 'take' on item 'Suitcase' (#749)
[19:20:49]	CCA.C17-UNION.EpU.93347 ran 'take' on item 'Suitcase' (#749)
[19:20:49]	CCA.C17-UNION.EpU.93347 has gained a 'Suitcase' #749.
[19:20:49]	CCA.C17-UNION.EpU.93347 has gained a 'Notepad' #766.
[19:20:49]	CCA.C17-UNION.EpU.93347 has gained a 'Notepad' #765.
[19:20:49]	CCA.C17-UNION.EpU.93347 has gained a 'Citizen ID' #755.
[19:20:54]	CCA.C17-UNION.EpU.93347 ran 'drop' on item 'Suitcase' (#749)
[19:20:54]	CCA.C17-UNION.EpU.93347 has lost a 'Suitcase' #749.
[19:20:54]	CCA.C17-UNION.EpU.93347 has lost a 'Notepad' #766.
[19:20:54]	CCA.C17-UNION.EpU.93347 has lost a 'Notepad' #765.
[19:20:54]	CCA.C17-UNION.EpU.93347 has lost a 'Citizen ID' #755.
[19:20:57]	CCA.C17-UNION.EpU.93347 ran 'take' on item 'Suitcase' (#13038)
[19:20:57]	CCA.C17-UNION.EpU.93347 has gained a 'Suitcase' #13038.
[19:20:57]	CCA.C17-UNION.EpU.93347 has gained a 'Respirator' #19395.
[19:20:57]	CCA.C17-UNION.EpU.93347 has gained a 'Flashlight' #13036.
[19:20:57]	CCA.C17-UNION.EpU.93347 has gained a 'Handheld Radio' #13992.
[19:20:58]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[19:21:02]	[OOC] Denford F. MacMillian: It's lonely in this  cell.
[19:21:03]	CCA.C17-UNION.EpU.93347 ran 'drop' on item 'Suitcase' (#13038)
[19:21:03]	CCA.C17-UNION.EpU.93347 has lost a 'Suitcase' #13038.
[19:21:03]	CCA.C17-UNION.EpU.93347 has lost a 'Respirator' #19395.
[19:21:03]	CCA.C17-UNION.EpU.93347 has lost a 'Flashlight' #13036.
[19:21:03]	CCA.C17-UNION.EpU.93347 has lost a 'Handheld Radio' #13992.
[19:21:08]	Denford F. MacMillian ran 'Edit' on item 'Paper' (#27419)
[19:21:21]	Denford F. MacMillian ran 'drop' on item 'Paper' (#27419)
[19:21:21]	Denford F. MacMillian has lost a 'Paper' #27419.
[19:21:46]	[OOC] CAC.C17-VORTIPODE.24999: AH, got the server tracker
[19:21:52]	[OOC] CAC.C17-VORTIPODE.24999: Only had 4 people on today
[19:21:55]	[OOC] CCA.C17-UNION.EpU.93347: toss the sauce boss
[19:22:10]	[OOC] CAC.C17-VORTIPODE.24999: https://www.battlemetrics.com/servers/gmod/15731360
[19:22:21]	[OOC] CAC.C17-VORTIPODE.24999: Damn
[19:22:30]	[OOC] CAC.C17-VORTIPODE.24999: Even shows Most time played
[19:22:35]	[OOC] CAC.C17-VORTIPODE.24999: Dilly being in first
[19:22:41]	[OOC] CCA.C17-UNION.EpU.93347: get fucked
[19:22:41]	[OOC] CAC.C17-VORTIPODE.24999: with 69:10
[19:22:46]	[OOC] CCA.C17-UNION.EpU.93347: HA
[19:22:47]	[OOC] CCA.C17-UNION.EpU.93347: based
[19:22:51]	[OOC] CAC.C17-VORTIPODE.24999: Moe (RIP) with 67:59
[19:23:05]	[OOC] CAC.C17-VORTIPODE.24999: Q with 63:59
[19:23:06]	Denford F. MacMillian ran 'take' on item 'Paper' (#27419)
[19:23:06]	Denford F. MacMillian has gained a 'Paper' #27419.
[19:23:12]	[OOC] CAC.C17-VORTIPODE.24999: Me with 56:08
[19:23:53]	[OOC] CAC.C17-VORTIPODE.24999: Interesting
[19:23:58]	[OOC] CAC.C17-VORTIPODE.24999: lets all ooc part in cell
[19:24:06]	[OOC] CCA.C17-UNION.EpU.93347: k
[19:25:33]	[LOOC] CCA.C17-UNION.EpU.93347: ima bring the vort to clean up the tears
[19:25:42]	[LOOC] Denford F. MacMillian: I want to do hard labou-
[19:25:51]	[LOOC] CCA.C17-UNION.EpU.93347: lovely
[19:25:55]	[LOOC] CCA.C17-UNION.EpU.93347: prison RP les' go
[19:25:58]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[19:27:06]	[ME] CCA.C17-UNION.EpU.93347: he wonders off, but pauses for a moment
[19:27:32]	[LOOC] CCA.C17-UNION.EpU.93347: fuck voices
[19:28:27]	[ME] CAC.C17-VORTIPODE.24999: Looks down at the ground aimlessly
[19:28:48]	[ME] CAC.C17-VORTIPODE.24999: Shivers, returning to sweep the ground
[19:29:14]	[Y] CCA.C17-UNION.EpU.93347: <:: You fuck. ::>
[19:29:15]	[Y] Denford F. MacMillian: What the fuck.
[19:29:24]	[Y] Denford F. MacMillian: Let me at him, Copper.
[19:29:34]	[ME] CCA.C17-UNION.EpU.93347: he grabs the vortigaunt by one of its limbs and drags them back
[19:29:37]	[Y] CCA.C17-UNION.EpU.93347: <:: Get back here. ::>
[19:29:47]	[ME] CAC.C17-VORTIPODE.24999: Holds, his broom in tightly
[19:30:09]	[ME] CCA.C17-UNION.EpU.93347: he throws the limb forward, and almost gives the biotic a push/shove
[19:30:11]	[ME] CAC.C17-VORTIPODE.24999: Pauses - Looking at the ground once again
[19:30:43]	[ME] CAC.C17-VORTIPODE.24999: Shivers- Looking toward the officer
[19:30:58]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[19:31:49]	[ME] CAC.C17-VORTIPODE.24999: Shivers once more, Looking at the ground- Continueing to sweep
[19:32:11]	[LOOC] Denford F. MacMillian: void the bot part lmfao.
[19:32:15]	[LOOC] CCA.C17-UNION.EpU.93347: bruhh
[19:32:17]	[LOOC] CCA.C17-UNION.EpU.93347: ah shit
[19:32:18]	[LOOC] CCA.C17-UNION.EpU.93347: food
[19:32:20]	[LOOC] Denford F. MacMillian: It's tradition on another server where we just call people bots.
[19:32:36]	[LOOC] CCA.C17-UNION.EpU.93347: Mmm atmopshere music go brr
[19:32:38]	[LOOC] CCA.C17-UNION.EpU.93347: brb 2 sec
[19:32:42]	[LOOC] Denford F. MacMillian: kk
[19:33:11]	[ME] CAC.C17-VORTIPODE.24999: Would Look towards the man- before returning his eyes to the ground
[19:33:13]	_--Ashley--_ has connected.
[19:33:30]	[ME] CAC.C17-VORTIPODE.24999: Looks aside towards the wall on his left
[19:34:27]	[ME] CAC.C17-VORTIPODE.24999: Shivers once again, His eyes would return towards the ground
[19:34:33]	[ME] CAC.C17-VORTIPODE.24999: continues sweeping
[19:34:38]	_--Ashley--_ loaded the character 'Ashley Adams'
[19:35:10]	[LOOC] CCA.C17-UNION.EpU.93347: oh fuck these fries are good MMMMMMMMMMMM
[19:35:16]	[LOOC] Denford F. MacMillian: Where did they come from?
[19:35:21]	[OOC] Ashley Adams: jeez that was the laggest loading i got
[19:35:24]	[LOOC] CAC.C17-VORTIPODE.24999: Brb
[19:35:30]	[LOOC] CCA.C17-UNION.EpU.93347: wendys
[19:35:32]	[OOC] Denford F. MacMillian: I'm still locked in a cell.
[19:35:33]	[OOC] CAC.C17-VORTIPODE.24999: I saw u had like 300ping
[19:35:37]	[LOOC] Denford F. MacMillian: Never tried wendys in my life.
[19:35:39]	[OOC] Ashley Adams: yep
[19:35:47]	[LOOC] CCA.C17-UNION.EpU.93347: pretty good
[19:35:58]	[OOC] Ashley Adams: Den sadly they cant do anything
[19:36:13]	[OOC] Ashley Adams: if they have a reason for you to be there they cant let ya go
[19:36:25]	[OOC] Denford F. MacMillian: Their reason is aids since t hey have NO FUCKING EVIDENCE ON IT!
[19:36:35]	[OOC] Ashley Adams: hold up let me see if i can get Q
[19:36:42]	[OOC] CCA.C17-UNION.EpU.93347: Q's away I think
[19:36:42]	[OOC] Denford F. MacMillian: No no, dw.
[19:36:47]	[OOC] CAC.C17-VORTIPODE.24999: I think he is atwork
[19:36:47]	[OOC] Denford F. MacMillian: Don't want to waste Q's time.
[19:36:58]	[OOC] CCA.C17-UNION.EpU.93347: I'm debating on just letting you out, marking you as BOL and calling it a day for when we actually have peeps on
[19:37:22]	[OOC] Denford F. MacMillian: Just please do it, I lost a lot because of mistake after mistake.
[19:37:39]	[OOC] Denford F. MacMillian: Lost contraband to give in and so I'll probably not get any LP.
[19:37:53]	[OOC] Denford F. MacMillian: Lost sleep because I thought I'd be getting RP and giving people something fun to do.
[19:37:56]	[OOC] CCA.C17-UNION.EpU.93347: I'll type in our lil Combine Gen chat just so everyone is aware
[19:38:07]	[LOOC] Denford F. MacMillian: I hope to God I get LP.
[19:38:10]	[LOOC] Denford F. MacMillian: I just wanna be a CP lmfao.
[19:41:11]	[OOC] Ashley Adams: THere I just send a DM to Q.
[19:42:00]	Ashley Adams has taken 5 damage from frontierradio3.
[19:42:27]	[LOOC] CAC.C17-VORTIPODE.24999: e
[19:42:29]	[LOOC] Denford F. MacMillian: You hear that?
[19:42:35]	[LOOC] CAC.C17-VORTIPODE.24999: NO?
[19:42:39]	[LOOC] CAC.C17-VORTIPODE.24999: is it the mustic?
[19:42:39]	[LOOC] Denford F. MacMillian: I hear music.
[19:42:41]	[LOOC] CAC.C17-VORTIPODE.24999: Music
[19:42:43]	[LOOC] CAC.C17-VORTIPODE.24999: ah
[19:43:33]	[LOOC] Denford F. MacMillian: t-pose.
[19:43:34]	[LOOC] CCA.C17-UNION.EpU.93347: fuck off
[19:43:47]	[LOOC] CCA.C17-UNION.EpU.93347: typing in 
[19:43:52]	LynxQueen has connected.
[19:43:53]	[LOOC] CAC.C17-VORTIPODE.24999: A?
[19:43:55]	[LOOC] CAC.C17-VORTIPODE.24999: A
[19:43:58]	[LOOC] CAC.C17-VORTIPODE.24999: AAAAAAAAAAAAAAAAAAAAAAAA
[19:44:40]	[ME] CAC.C17-VORTIPODE.24999: Takes a peak at the Units Data pad
[19:44:43]	[LOOC] CAC.C17-VORTIPODE.24999: Peek?
[19:44:46]	[LOOC] CAC.C17-VORTIPODE.24999: or peak
[19:44:47]	[LOOC] Denford F. MacMillian: *peak.
[19:44:49]	[LOOC] Denford F. MacMillian: it's peak.
[19:44:55]	[LOOC] CCA.C17-UNION.EpU.93347: let's make this interesting
[19:44:58]	[LOOC] Denford F. MacMillian: On God, the vort rn: You got any games?
[19:44:58]	[LOOC] CCA.C17-UNION.EpU.93347: give me slight of hand
[19:45:10]	CAC.C17-VORTIPODE.24999 used command '/RollAttribute slightofhand'.
[19:45:13]	CAC.C17-VORTIPODE.24999 used command '/RollAttribute slight of hand'.
[19:45:17]	LynxQueen loaded the character 'Seung Shi-eun'
[19:45:19]	[LOOC] CAC.C17-VORTIPODE.24999: with spaces?
[19:45:28]	CAC.C17-VORTIPODE.24999 used command '/RollSkill slight of hand'.
[19:45:29]	[OOC] Seung Shi-eun: I wish people would stop going into myy house.
[19:45:30]	[OOC] CCA.C17-UNION.EpU.93347: lynx long time no see
[19:45:33]	[OOC] Seung Shi-eun: and LEAVING THE DAMN DOOR OPEN
[19:45:36]	CAC.C17-VORTIPODE.24999 used command '/RollSkill slightofhand'.
[19:45:39]	[OOC] CCA.C17-UNION.EpU.93347: do be like that sometimes
[19:45:42]	[OOC] Denford F. MacMillian: And I wish I WASN'T LOCKED FOR NO FUCKING REASON!
[19:45:45]	CAC.C17-VORTIPODE.24999 rolled 60 (53 + 7) out of 100 on Agility.
[19:45:45]	CAC.C17-VORTIPODE.24999 used command '/RollAttribute agility'.
[19:45:51]	[OOC] Denford F. MacMillian: Lynx, you do not understand the PAIN, I want through.
[19:45:52]	[OOC] Seung Shi-eun: I'M GOING TO EXPODE.
[19:45:55]	Denford F. MacMillian rolled 23 out of 100.
[19:45:55]	Denford F. MacMillian used command '/Roll agi'.
[19:45:55]	Seung Shi-eun ran 'take' on item 'Bar of Soap' (#26832)
[19:45:55]	Seung Shi-eun has gained a 'Bar of Soap' #26832.
[19:45:56]	[OOC] Ashley Adams: how much is a apratment
[19:45:57]	Denford F. MacMillian used command '/RollSkill agi'.
[19:45:58]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[19:45:59]	CAC.C17-VORTIPODE.24999 used command '/RollSkill slightofhand'.
[19:46:00]	[OOC] Seung Shi-eun: SOMEBODY LEFT SOAP IN MY SHOP
[19:46:05]	[LOOC] CCA.C17-UNION.EpU.93347: should be able to do skill no?
[19:46:08]	[LOOC] Denford F. MacMillian: what's teh comment?
[19:46:12]	[LOOC] Denford F. MacMillian: *command.
[19:46:13]	[LOOC] CAC.C17-VORTIPODE.24999: What is the string for it?
[19:46:13]	[LOOC] Denford F. MacMillian: *the.
[19:46:13]	[LOOC] CCA.C17-UNION.EpU.93347: /rollskill
[19:46:16]	[LOOC] CCA.C17-UNION.EpU.93347: uhh
[19:46:18]	Seung Shi-eun ran 'drop' on item 'Bar of Soap' (#26832)
[19:46:18]	Seung Shi-eun has lost a 'Bar of Soap' #26832.
[19:46:23]	[LOOC] CCA.C17-UNION.EpU.93347: /rollskill sleightofhand
[19:46:23]	CAC.C17-VORTIPODE.24999 used command '/RollSkill Slightofhand\'.
[19:46:23]	Denford F. MacMillian used command '/RollSkill strength'.
[19:46:24]	[LOOC] CCA.C17-UNION.EpU.93347: ?
[19:46:27]	Denford F. MacMillian rolled 98 (93 + 5) out of 100 on Sleight of Hand.
[19:46:27]	Denford F. MacMillian used command '/RollSkill sleightofhand'.
[19:46:31]	[OOC] Seung Shi-eun: If anybody wants to buy clothes.
[19:46:31]	[LOOC] CCA.C17-UNION.EpU.93347: ye
[19:46:33]	CAC.C17-VORTIPODE.24999 rolled 41 (36 + 5) out of 100 on Sleight of Hand.
[19:46:33]	CAC.C17-VORTIPODE.24999 used command '/RollSkill sleightofhand'.
[19:46:36]	[LOOC] CAC.C17-VORTIPODE.24999: ah
[19:46:38]	[OOC] Seung Shi-eun: come now or perish.
[19:46:43]	Denford F. MacMillian used command '/RollSkill stamnia'.
[19:46:46]	Denford F. MacMillian rolled 90 (85 + 5) out of 100 on Stamina.
[19:46:46]	Denford F. MacMillian used command '/RollSkill stamina'.
[19:46:46]	CCA.C17-UNION.EpU.93347 used command '/RollAttribute perception'.
[19:46:47]	[OOC] CAC.C17-VORTIPODE.24999: I hear that radio
[19:46:49]	[OOC] Denford F. MacMillian: I would but I can't.
[19:46:50]	Seung Shi-eun ran 'take' on item 'Screw Nuts' (#26823)
[19:46:50]	Seung Shi-eun has gained a 'Screw Nuts' #26823.
[19:46:51]	[OOC] Ashley Adams: XD
[19:47:04]	[IT] CCA.C17-UNION.EpU.93347: you see a blank black screen on the unit's PDA
[19:47:07]	Denford F. MacMillian used command '/PM seung An i3 locked me up and beat me for no reason and everyone's refusing to let me go.'.
[19:47:10]	[OOC] Seung Shi-eun: Alright so I'm going to make a vortipode.
[19:47:15]	[ME] CAC.C17-VORTIPODE.24999: Returns to sweeping
[19:47:15]	[OOC] Ashley Adams: Yea, hes locked in a cell
[19:47:26]	[OOC] Denford F. MacMillian: For no fucking reason.
[19:47:31]	[LOOC] CCA.C17-UNION.EpU.93347: helix is talkin in combine gen chat
[19:47:34]	[LOOC] CCA.C17-UNION.EpU.93347: about the situation
[19:47:40]	[LOOC] Denford F. MacMillian: Tell them I said :bruhhhhhh:
[19:47:44]	[LOOC] CAC.C17-VORTIPODE.24999: not getting on?
[19:47:50]	[LOOC] Denford F. MacMillian: Which HELIX?
[19:47:51]	[LOOC] Denford F. MacMillian: DVL?
[19:47:54]	[LOOC] Denford F. MacMillian: Or i3.
