[05:57:53]	MegamanNick has connected.
[16:17:46]	Klaus Ludwig ran 'take' on item 'Sparkling Breen's Water' (#35505)
[16:17:46]	Klaus Ludwig has gained a 'Sparkling Breen's Water' #35505.
[16:17:49]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[16:18:02]	Achille 'Tucker' Tristram used the 'General Store Vendor' vendor.
[16:18:08]	[ME] Klaus Ludwig: opens a can of sparkling Breen water and drinks it.
[16:18:10]	Klaus Ludwig ran 'Consume' on item 'Sparkling Breen's Water' (#35505)
[16:18:12]	Klaus Ludwig ran 'Consume' on item 'Sparkling Breen's Water' (#35504)
[16:19:07]	Achille 'Tucker' Tristram ran 'EquipUn' on item 'Fingerless Gloves' (#31440)
[16:19:08]	Achille 'Tucker' Tristram ran 'EquipUn' on item 'Black Beanie' (#31212)
[16:19:09]	Achille 'Tucker' Tristram ran 'EquipUn' on item 'Comfortable Blue Shirt' (#35488)
[16:19:09]	[ME] CCA.C17-UNION.SqL.72633: Begins forcing a search on the man (don't have ties so just tell me what you have)
[16:19:22]	Achille 'Tucker' Tristram ran 'Equip' on item 'Comfortable Blue Shirt' (#35488)
[16:19:23]	Achille 'Tucker' Tristram ran 'Equip' on item 'Fingerless Gloves' (#31440)
[16:19:25]	Achille 'Tucker' Tristram ran 'Equip' on item 'Black Beanie' (#31212)
[16:19:34]	[ME] Achille 'Tucker' Tristram: Just clothes cid and suitcase
[16:19:55]	Klaus Ludwig ran 'drop' on item 'Dead Pigeon' (#22629)
[16:19:55]	Klaus Ludwig has lost a 'Dead Pigeon' #22629.
[16:21:02]	Mr. Chief loaded the character 'CAC.C17-BIOTIC.45914'
[16:21:08]	Achille 'Tucker' Tristram used command '/Apply'.
[16:21:13]	CCA.C17-UNION.SqL.72633 used command '/ViewData Tucker'.
[16:22:38]	[ME] CCA.C17-UNION.SqL.72633: Grabs a Bucket and holds it out (it was from under the desk and has a Rag tied to it)
[16:22:49]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[16:23:31]	[ME] Achille 'Tucker' Tristram: uses rag to wipe down desk
[16:23:41]	Madeline Wuntch has connected.
[16:23:57]	[ME] Achille 'Tucker' Tristram: sniff
[16:24:17]	[LOOC] CCA.C17-UNION.SqL.72633: /me sprays you down
[16:24:29]	[ME] Achille 'Tucker' Tristram: dunks wrag in water and cleans desk
[16:24:48]	[LOOC] Achille 'Tucker' Tristram: this table looking pog champ
[16:24:50]	Madeline Wuntch loaded the character 'CCA.C17-GRID.i2.36307'
[16:25:05]	[IT] Achille 'Tucker' Tristram: table is sexy clean now keep your elbows off of it light
[16:25:05]	[OOC] CCA.C17-GRID.i2.36307: tfw qrm
[16:25:09]	[OOC] CCA.C17-UNION.SqL.72633: Fine
[16:25:14]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[16:25:20]	CCA.C17-QrM.98240 ran 'Equip' on item 'Pulse-Rifle' (#33905)
[16:25:23]	CCA.C17-QrM.98240 ran 'EquipUn' on item '357' (#33906)
[16:25:23]	[ME] CAC.C17-BIOTIC.45914: sweeps all across the street.
[16:25:24]	CCA.C17-QrM.98240 ran 'Equip' on item 'Pulse-Rifle' (#33905)
[16:25:24]	CCA.C17-QrM.98240 ran 'Equip' on item '357' (#33906)
[16:25:27]	[ME] Achille 'Tucker' Tristram: dunks wrag in water and cleans 
[16:25:29]	Achille 'Tucker' Tristram rolled 86 out of 100.
[16:25:29]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:33]	Achille 'Tucker' Tristram rolled 85 out of 100.
[16:25:33]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:36]	Achille 'Tucker' Tristram rolled 44 out of 100.
[16:25:36]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:41]	Achille 'Tucker' Tristram rolled 86 out of 100.
[16:25:41]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:42]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[16:25:43]	Achille 'Tucker' Tristram rolled 27 out of 100.
[16:25:43]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:44]	Achille 'Tucker' Tristram rolled 84 out of 100.
[16:25:44]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:46]	Achille 'Tucker' Tristram rolled 6 out of 100.
[16:25:46]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:48]	Achille 'Tucker' Tristram rolled 14 out of 100.
[16:25:48]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:48]	[LOOC] CCA.C17-GRID.i2.36307: error on the floor
[16:25:49]	Achille 'Tucker' Tristram rolled 34 out of 100.
[16:25:49]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:50]	[ME] CCA.C17-QrM.98240: Gets a new everything
[16:25:51]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[16:25:51]	Achille 'Tucker' Tristram rolled 11 out of 100.
[16:25:51]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:52]	Achille 'Tucker' Tristram rolled 24 out of 100.
[16:25:52]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:54]	Achille 'Tucker' Tristram rolled 47 out of 100.
[16:25:54]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:55]	Achille 'Tucker' Tristram rolled 17 out of 100.
[16:25:55]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:57]	Achille 'Tucker' Tristram rolled 83 out of 100.
[16:25:57]	Achille 'Tucker' Tristram used command '/Roll'.
[16:25:58]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[16:25:59]	Achille 'Tucker' Tristram rolled 35 out of 100.
[16:25:59]	Achille 'Tucker' Tristram used command '/Roll'.
[16:26:01]	Achille 'Tucker' Tristram rolled 17 out of 100.
[16:26:01]	Achille 'Tucker' Tristram used command '/Roll'.
[16:26:01]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:01]	CCA.C17-QrM.98240 has gained a '.9mm Pistol' #35504.
[16:26:01]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Zip Tie' (#33836)
[16:26:01]	CCA.C17-GRID.i2.36307 has gained a 'Zip Tie' #33836.
[16:26:02]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:02]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35505.
[16:26:03]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:03]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35506.
[16:26:03]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:03]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35507.
[16:26:03]	Achille 'Tucker' Tristram rolled 31 out of 100.
[16:26:03]	Achille 'Tucker' Tristram used command '/Roll'.
[16:26:05]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:05]	CCA.C17-QrM.98240 has gained a '9mm Pistol Magazine' #35508.
[16:26:09]	CCA.C17-QrM.98240 ran 'drop' on item '.9mm Pistol' (#35504)
[16:26:09]	CCA.C17-QrM.98240 has lost a '.9mm Pistol' #35504.
[16:26:09]	Achille 'Tucker' Tristram rolled 17 out of 100.
[16:26:09]	Achille 'Tucker' Tristram used command '/Roll'.
[16:26:10]	CCA.C17-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#35505)
[16:26:10]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35505.
[16:26:10]	CCA.C17-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#35506)
[16:26:10]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35506.
[16:26:11]	CCA.C17-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#35508)
[16:26:11]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35508.
[16:26:12]	[LOOC] CCA.C17-GRID.i2.36307: put it in the filing cabinet
[16:26:12]	CCA.C17-QrM.98240 ran 'drop' on item '9mm Pistol Magazine' (#35507)
[16:26:12]	CCA.C17-QrM.98240 has lost a '9mm Pistol Magazine' #35507.
[16:26:13]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[16:26:15]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35507)
[16:26:16]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:16]	CCA.C17-QrM.98240 has gained a 'MP7' #35509.
[16:26:17]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:17]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35510.
[16:26:17]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35508)
[16:26:17]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:17]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35511.
[16:26:18]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:18]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35512.
[16:26:18]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:18]	CCA.C17-QrM.98240 has gained a '4.6x30 Rounds' #35513.
[16:26:22]	CCA.C17-GRID.i2.36307 ran 'take' on item '.9mm Pistol' (#35504)
[16:26:22]	CCA.C17-GRID.i2.36307 has gained a '.9mm Pistol' #35504.
[16:26:22]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:22]	CCA.C17-QrM.98240 has gained a 'Zip Tie' #35514.
[16:26:22]	Achille 'Tucker' Tristram rolled 52 out of 100.
[16:26:22]	Achille 'Tucker' Tristram used command '/Roll'.
[16:26:23]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:23]	CCA.C17-QrM.98240 has gained a 'Zip Tie' #35515.
[16:26:23]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:23]	CCA.C17-QrM.98240 has gained a 'Zip Tie' #35516.
[16:26:23]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:27]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35506)
[16:26:27]	CCA.C17-QrM.98240 opened the '' #2483 container.
[16:26:28]	CCA.C17-GRID.i2.36307 ran 'use' on item '9mm Pistol Magazine' (#35505)
[16:26:33]	CCA.C17-GRID.i2.36307 opened the '' #2483 container.
[16:26:38]	CCA.C17-GRID.i2.36307 ran 'Equip' on item '.9mm Pistol' (#35504)
[16:26:47]	CCA.C17-QrM.98240 closed the '' #2483 container.
[16:26:48]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[16:26:49]	CCA.C17-GRID.i2.36307 opened the '' #2483 container.
[16:26:53]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35511)
[16:26:54]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35513)
[16:26:55]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35510)
[16:26:56]	CCA.C17-QrM.98240 has gained 0 tokens.
[16:26:56]	CCA.C17-QrM.98240 has gained a 'Hybrid Radio' #35518.
[16:26:57]	CCA.C17-GRID.i2.36307 ran 'use' on item '4.6x30 Rounds' (#35512)
[16:26:57]	CCA.C17-GRID.i2.36307 ran 'drop' on item 'MP7' (#35509)
[16:27:00]	CCA.C17-GRID.i2.36307 closed the '' #2483 container.
[16:27:01]	CCA.C17-QrM.98240 ran 'drop' on item 'Hybrid Radio' (#35518)
[16:27:01]	CCA.C17-QrM.98240 has lost a 'Hybrid Radio' #35518.
[16:27:03]	CCA.C17-GRID.i2.36307 ran 'take' on item 'MP7' (#35509)
[16:27:03]	CCA.C17-GRID.i2.36307 has gained a 'MP7' #35509.
[16:27:04]	CCA.C17-QrM.98240 used the 'Armory' vendor.
[16:27:06]	CCA.C17-GRID.i2.36307 ran 'Equip' on item 'MP7' (#35509)
[16:27:07]	CCA.C17-GRID.i2.36307 opened the '' #2483 container.
[16:27:11]	CCA.C17-GRID.i2.36307 has gained a 'Zip Tie' #35515.
[16:27:12]	CCA.C17-GRID.i2.36307 has gained a 'Zip Tie' #35514.
[16:27:14]	CCA.C17-GRID.i2.36307 has gained a 'Zip Tie' #35516.
[16:27:15]	Achille 'Tucker' Tristram rolled 79 out of 100.
[16:27:15]	Achille 'Tucker' Tristram used command '/Roll'.
[16:27:16]	CCA.C17-GRID.i2.36307 has gained a 'Combat Knife' #28202.
[16:27:17]	CCA.C17-GRID.i2.36307 has gained a 'Grenade' #33037.
[16:27:19]	CCA.C17-GRID.i2.36307 closed the '' #2483 container.
[16:27:21]	CCA.C17-GRID.i2.36307 ran 'take' on item 'Hybrid Radio' (#35518)
[16:27:21]	CCA.C17-GRID.i2.36307 has gained a 'Hybrid Radio' #35518.
[16:27:32]	CCA.C17-GRID.i2.36307 ran 'Equip' on item 'Combat Knife' (#28202)
[16:27:38]	CCA.C17-QrM.98240 ran 'Frequency' on item 'Hybrid Radio' (#18849)
[16:27:39]	CCA.C17-GRID.i2.36307 ran 'Equip' on item 'Grenade' (#33037)
[16:27:39]	CCA.C17-QrM.98240 used command '/SetFreq 128.7'.
[16:27:41]	CCA.C17-GRID.i2.36307 ran 'EquipUn' on item 'Grenade' (#33037)
[16:27:45]	CCA.C17-GRID.i2.36307 ran 'Frequency' on item 'Hybrid Radio' (#35518)
[16:27:49]	CCA.C17-GRID.i2.36307 used command '/SetFreq 128.7'.
[16:27:55]	[ME] Achille 'Tucker' Tristram: inspects binds
[16:27:56]	CCA.C17-GRID.i2.36307 used command '/RadioWhisper Testing'.
[16:27:59]	CCA.C17-QrM.98240 used command '/Radio Copy'.
[16:28:04]	CCA.C17-GRID.i2.36307 used command '/RadioWhisper Test'.
[16:28:08]	CCA.C17-GRID.i2.36307 ran 'AdMode' on item 'Hybrid Radio' (#35518)
[16:28:10]	CCA.C17-GRID.i2.36307 ran 'AdMode' on item 'Hybrid Radio' (#35518)
[16:28:11]	CCA.C17-GRID.i2.36307 ran 'Activate' on item 'Hybrid Radio' (#35518)
[16:28:12]	CCA.C17-GRID.i2.36307 ran 'Activate' on item 'Hybrid Radio' (#35518)
[16:28:14]	CCA.C17-GRID.i2.36307 ran 'Listen' on item 'Hybrid Radio' (#35518)
[16:28:15]	CCA.C17-GRID.i2.36307 ran 'Listen' on item 'Hybrid Radio' (#35518)
[16:28:16]	CCA.C17-QrM.98240 used command '/Radio I read you GRID'.
[16:28:23]	CCA.C17-QrM.98240 used command '/Radio I read you'.
[16:28:27]	CCA.C17-GRID.i2.36307 ran 'Channel' on item 'Hybrid Radio' (#35518)
[16:28:28]	CCA.C17-GRID.i2.36307 used command '/SetChan 1'.
[16:28:31]	CCA.C17-GRID.i2.36307 used command '/Radio Testing'.
[16:28:45]	CCA.C17-GRID.i2.36307 used command '/Radio Testing.'.
[16:28:46]	CCA.C17-QrM.98240 used command '/Radio Copy'.
[16:29:00]	CCA.C17-GRID.i2.36307 used command '/Radio Wonderful'.
[16:29:08]	CCA.C17-QrM.98240 used command '/Radio Don't get mugged again.'.
[16:29:11]	[OOC] Ronald "Ron" Broadbet: eat poop
[16:29:19]	[OOC] CCA.C17-QrM.98240: no
[16:29:21]	CCA.C17-GRID.i2.36307 used command '/Radio Not like I had a choice'.
[16:29:28]	FB|| light ROOM loaded the character 'CCA.C17-UNION.SqL.72633'
[16:29:49]	[ME] Achille 'Tucker' Tristram: dunks wrag in water and cleans \
[16:29:50]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[16:29:53]	CCA.C17-GRID.i2.36307 used command '/Radio That's why I don't trust people from France.'.
[16:29:53]	Achille 'Tucker' Tristram rolled 54 out of 100.
[16:29:53]	Achille 'Tucker' Tristram used command '/Roll'.
[16:30:00]	CCA.C17-UNION.SqL.72633 used command '/Radio You speak French.'.
[16:30:05]	[OOC] Ronald "Ron" Broadbet: whats a wrag
[16:30:06]	CCA.C17-GRID.i2.36307 used command '/Radio I'm from Quebec.'.
[16:30:11]	CCA.C17-UNION.SqL.72633 used command '/Radio Noted'.
[16:30:13]	[OOC] Ronald "Ron" Broadbet: hehehehe
[16:30:15]	[ME] Achille 'Tucker' Tristram: puts water and rag on table
[16:30:23]	Achille 'Tucker' Tristram used command '/Apply'.
[16:30:28]	CCA.C17-UNION.SqL.72633 used command '/ViewData Achille'.
[16:30:42]	[OOC] Ronald "Ron" Broadbet: what the fuck
[16:31:14]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[16:31:27]	[OOC] Ronald "Ron" Broadbet: he said his name was achille
[16:31:33]	[OOC] Ronald "Ron" Broadbet: and theres a sign right behind him saying wanted achille
[16:31:36]	[OOC] Ronald "Ron" Broadbet: lol
[16:31:40]	[LOOC] CCA.C17-GRID.i2.36307: ARE YOU FAKING AN ACCENT MY FRIEND
[16:31:44]	[OOC] Theban 'Simmons' Revolt: Q is being dumb
[16:31:53]	[OOC] Theban 'Simmons' Revolt: He isn't wanted anymore
[16:31:57]	[OOC] Ronald "Ron" Broadbet: oh ok
[16:32:41]	Ronald "Ron" Broadbet ran 'Consume' on item 'Breen's Water' (#35477)
[16:32:42]	Ronald "Ron" Broadbet ran 'Consume' on item 'Breen's Water' (#35478)
[16:33:05]	[ME] Ronald "Ron" Broadbet: points
[16:33:15]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[16:33:53]	[ME] CCA.C17-GRID.i2.36307: opens the drawer, taking out a packet of leaflets
[16:34:02]	[ME] CCA.C17-GRID.i2.36307: hands the man the packet
[16:34:13]	[ME] Achille 'Tucker' Tristram: takes
[16:34:15]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[16:34:40]	Ronald "Ron" Broadbet has taken 5 damage from prop_physics.
[16:34:50]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[16:35:15]	Ronald "Ron" Broadbet has taken 10 damage from prop_physics.
[16:35:35]	[ME] Achille 'Tucker' Tristram: hands flyer
[16:35:44]	[ME] CAC.C17-BIOTIC.45914: takes the flyer, sort of confused.
[16:35:57]	[W] Achille 'Tucker' Tristram: You can throw it away if you want its just a job.
[16:35:59]	Theban 'Simmons' Revolt has taken 42 damage from worldspawn.
[16:36:07]	Theban 'Simmons' Revolt has taken 42 damage from worldspawn.
[16:36:10]	Ronald "Ron" Broadbet has taken 5 damage from prop_physics.
[16:36:13]	Theban 'Simmons' Revolt has taken 7 damage from worldspawn.
[16:36:13]	worldspawn has killed Theban 'Simmons' Revolt.
[16:36:18]	[ME] CAC.C17-BIOTIC.45914: throws the flyer away.
[16:36:19]	[OOC] Theban 'Simmons' Revolt: I died because of shitty ladders.
[16:36:21]	[OOC] Theban 'Simmons' Revolt: Nice
[16:36:29]	Theban 'Simmons' Revolt ran 'Equip' on item 'Handcannon' (#35433)
[16:36:50]	Ronald "Ron" Broadbet has taken 5 damage from prop_physics.
[16:37:25]	[Y] CCA.C17-GRID.i2.36307: <:: WALL. ::>
[16:37:27]	[Y] CCA.C17-GRID.i2.36307: <:: NOW! ::>
[16:37:35]	[ME] Achille 'Tucker' Tristram: hands flyer
[16:37:39]	[W] Achille 'Tucker' Tristram: You can throw it away if you want its just a job.
[16:37:43]	[W] Theban 'Simmons' Revolt: Alright.
[16:38:00]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:38:07]	[Y] CCA.C17-GRID.i2.36307: <:: WALL. ::>
[16:38:26]	[LOOC] CCA.C17-GRID.i2.36307: fuck
[16:38:49]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:38:57]	[LOOC] Achille 'Tucker' Tristram: wlm
[16:39:09]	[ME] CCA.C17-GRID.i2.36307: whacks the man 3 times on low
[16:39:12]	Ronald "Ron" Broadbet has taken 5 damage from CCA.C17-GRID.i2.36307.
[16:39:14]	[LOOC] Ronald "Ron" Broadbet: idk for what
[16:39:14]	[LOOC] CCA.C17-GRID.i2.36307: bonk
[16:39:19]	[LOOC] CCA.C17-GRID.i2.36307: you whacked me
[16:39:22]	[LOOC] Ronald "Ron" Broadbet: i didnt
[16:39:30]	[LOOC] Ronald "Ron" Broadbet: i didnt throw the box at you it flung to the side
[16:39:32]	[W] Achille 'Tucker' Tristram: Isnt that the new guy.
[16:39:39]	[LOOC] Ronald "Ron" Broadbet: and damaged me
[16:39:42]	[LOOC] Ronald "Ron" Broadbet: im at 1 hp
[16:39:44]	[LOOC] CCA.C17-GRID.i2.36307: what are you gonna do call human resources for police brutality
[16:39:46]	Ronald "Ron" Broadbet has taken 5 damage from CCA.C17-GRID.i2.36307.
[16:39:46]	CCA.C17-GRID.i2.36307 has killed Ronald "Ron" Broadbet with ix_stunstick.
[16:39:49]	[W] Theban 'Simmons' Revolt: Yep, he probably won't be killed.
[16:39:50]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[16:39:53]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:39:53]	[LOOC] Theban 'Simmons' Revolt: Lmao
[16:39:54]	[OOC] Ronald "Ron" Broadbet: told you
[16:39:59]	[W] Achille 'Tucker' Tristram: Di--- he just die.
[16:40:07]	[OOC] CCA.C17-GRID.i2.36307: it was on low wtf
[16:40:12]	[OOC] Ronald "Ron" Broadbet: yes i told you i was at 1hp
[16:40:16]	[OOC] Ronald "Ron" Broadbet: literally 1 health point
[16:40:30]	Ronald "Ron" Broadbet used command '/ToggleRaise'.
[16:40:35]	Ronald "Ron" Broadbet used command '/ToggleRaise'.
[16:40:52]	[ME] CAC.C17-BIOTIC.45914: picks up the body.
[16:40:53]	[OOC] Ronald "Ron" Broadbet: chicken do you play gta rp
[16:40:56]	[OOC] Achille 'Tucker' Tristram: yes
[16:40:59]	[OOC] Ronald "Ron" Broadbet: what server
[16:41:04]	[OOC] Achille 'Tucker' Tristram: pgn
[16:41:10]	[OOC] Ronald "Ron" Broadbet: whats pgn
[16:41:20]	CCA.C17-GRID.i2.36307 has spawned 'models/props_c17/gravestone002a.mdl'.
[16:42:02]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combat Knife' (#22008)
[16:42:24]	[ME] Achille 'Tucker' Tristram: facepalms
[16:42:34]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[16:42:49]	theodore felts (STEAM_0:0:38537787) has disconnected.
[16:42:51]	[OOC] Theban 'Simmons' Revolt: F
[16:42:54]	[OOC] CCA.C17-GRID.i2.36307: :(
[16:42:56]	[OOC] Achille 'Tucker' Tristram: f
[16:43:27]	Theban 'Simmons' Revolt ran 'take' on item 'Blue Beanie' (#35314)
[16:43:27]	Theban 'Simmons' Revolt has gained a 'Blue Beanie' #35314.
[16:43:51]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:43:56]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:44:50]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[16:44:51]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[16:46:55]	CAC.C17-BIOTIC.45914 has taken 10 damage from Theban 'Simmons' Revolt.
[16:47:00]	CAC.C17-BIOTIC.45914 has taken 10 damage from Theban 'Simmons' Revolt.
[16:47:00]	CAC.C17-BIOTIC.45914 has taken 10 damage from Theban 'Simmons' Revolt.
[16:47:01]	CAC.C17-BIOTIC.45914 has taken 10 damage from Theban 'Simmons' Revolt.
[16:47:02]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:47:04]	CAC.C17-BIOTIC.45914 has taken 12 damage from CCA.C17-GRID.i2.36307.
[16:47:05]	CAC.C17-BIOTIC.45914 has taken 12 damage from CCA.C17-GRID.i2.36307.
[16:47:05]	CAC.C17-BIOTIC.45914 has taken 12 damage from CCA.C17-GRID.i2.36307.
[16:47:05]	CAC.C17-BIOTIC.45914 has taken 12 damage from CCA.C17-GRID.i2.36307.
[16:47:05]	CAC.C17-BIOTIC.45914 has taken 12 damage from CCA.C17-GRID.i2.36307.
[16:47:05]	CCA.C17-GRID.i2.36307 has killed CAC.C17-BIOTIC.45914 with weapon_smg1.
[16:47:09]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:47:12]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[16:47:12]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:47:45]	Achille 'Tucker' Tristram has taken 10 damage from Theban 'Simmons' Revolt.
[16:47:45]	Achille 'Tucker' Tristram has taken 10 damage from Theban 'Simmons' Revolt.
[16:48:03]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[16:49:57]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[16:50:04]	CCA.C17-GRID.i2.36307 has spawned 'models/props_phx/construct/windows/window_curve360x2.mdl'.
[16:51:31]	CAC.C17-BIOTIC.45914 has taken 500 damage from CCA.C17-GRID.i2.36307.
[16:51:31]	CCA.C17-GRID.i2.36307 has killed CAC.C17-BIOTIC.45914 with weapon_physgun.
[16:52:16]	CCA.C17-GRID.i2.36307 has spawned 'models/props_phx/construct/windows/window_dome360.mdl'.
[16:52:31]	Achille 'Tucker' Tristram has taken 5 damage from prop_physics.
[16:52:36]	Achille 'Tucker' Tristram has taken 10 damage from Theban 'Simmons' Revolt.
[16:52:36]	Achille 'Tucker' Tristram has taken 10 damage from Theban 'Simmons' Revolt.
[16:52:37]	Achille 'Tucker' Tristram has taken 10 damage from Theban 'Simmons' Revolt.
[16:52:37]	Achille 'Tucker' Tristram has taken 10 damage from Theban 'Simmons' Revolt.
[16:52:38]	Achille 'Tucker' Tristram has taken 10 damage from Theban 'Simmons' Revolt.
[16:52:40]	Theban 'Simmons' Revolt has taken 7 damage from CAC.C17-BIOTIC.45914.
[16:52:40]	Achille 'Tucker' Tristram has taken 10 damage from Theban 'Simmons' Revolt.
[16:52:41]	Theban 'Simmons' Revolt has taken 7 damage from CAC.C17-BIOTIC.45914.
[16:52:45]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:52:52]	CCA.C17-GRID.i2.36307 has taken 7 damage from CAC.C17-BIOTIC.45914.
[16:52:55]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:52:56]	CCA.C17-GRID.i2.36307 has taken 6 damage from Achille 'Tucker' Tristram.
[16:52:57]	CCA.C17-GRID.i2.36307 has taken 6 damage from Achille 'Tucker' Tristram.
[16:53:01]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[16:53:04]	Achille 'Tucker' Tristram has taken 2 damage from CCA.C17-GRID.i2.36307.
[16:53:04]	Achille 'Tucker' Tristram has taken 2 damage from CCA.C17-GRID.i2.36307.
[16:53:06]	Achille 'Tucker' Tristram has taken 10 damage from CCA.C17-GRID.i2.36307.
[16:53:07]	Achille 'Tucker' Tristram has taken 10 damage from CCA.C17-GRID.i2.36307.
[16:53:07]	CCA.C17-GRID.i2.36307 has killed Achille 'Tucker' Tristram with weapon_pistol.
[16:53:30]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[16:54:57]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[16:59:57]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[17:02:51]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected (timed out).
[17:04:48]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[17:17:01]	Sneaby has connected.
[17:17:40]	Sneaby created the character 'Content needed'
[17:17:40]	Content needed has gained a 'Suitcase' #35519.
[17:17:40]	Content needed has gained a 'Relocation Coupon' #35520.
[17:17:41]	Sneaby loaded the character 'Content needed'
[17:17:48]	Content needed used command '/Content'.
[17:18:01]	Content needed used command '/Discord'.
[17:21:24]	Sneaby (STEAM_0:1:46917400) has disconnected.
[17:23:15]	Sneaby has connected.
