[15:09:21]	hnbug01 has connected.
[18:47:52]	[IT] Victor: One at a time, the pods open.
[18:47:59]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:02]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:04]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:06]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:09]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:10]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:13]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:17]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:25]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:27]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:28]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:31]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:32]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:44]	Victor has spawned 'models/vortigaunt_slave.mdl'.
[18:48:55]	[IT] Victor: One by one, the vorts begin to get up.
[18:49:24]	[ME] Cameron Nixon: *he'd give a Two-Finger Wave to the Vortiguants, waking up in an orderly manner. He'd exclaim to the Group of Enslaved Creatures.*
[18:49:33]	matt saton loaded the character 'Kermip the Space Frog'
[18:49:39]	Vortigaunt used command '/CharSetName kermip Vortigaunt'.
[18:49:44]	Vortigaunt used command '/CharSetModel vortigaunt models/vortigaunt_slave.mdl'.
[18:49:45]	Vortigaunt entered observer.
[18:49:51]	[Y] Cameron Nixon: Brothers, of the Xen. I am Cameron Nixon, you have been freed. We can help you escape these Lands, you are no longer a Hostage to the Malefactors.
[18:49:55]	Vortigaunt exited observer at their location.
[18:53:14]	[OOC] John Smith: are we supposed to be blind
[18:53:19]	[OOC] John Smith: because i am
[18:53:25]	[OOC] Vortigaunt: accident
[18:53:26]	[OOC] Vortigaunt: sorry
[18:53:53]	[LOOC] Vortigaunt: is beyond saving*
[18:56:11]	[LOOC] John Smith: r/rareinsults
[18:58:53]	[LOOC] Vortigaunt: the Removal is*
[19:01:08]	[OOC] Cameron Nixon: need the orb thing unfrozen
[19:01:10]	[OOC] Cameron Nixon: we're takin it
[19:01:13]	Vortigaunt entered observer.
[19:01:20]	Vortigaunt used command '/CharGiveFlag vortigaunt petncrC'.
[19:01:31]	[OOC] Cameron Nixon: If I could also get some kind of grenade launcher or smth to simulate it when firing, that'd be nice
[19:01:31]	Vortigaunt exited observer at their location.
[19:01:39]	[OOC] Vortigaunt: i'll keep that in mind guy
[19:02:14]	Vortigaunt used command '/Event from the distance, you see the bolts of ten vortigaunts all charge and focus on the being in the center of the room.'.
[19:02:15]	Vortigaunt entered observer.
[19:02:23]	Vortigaunt exited observer at their location.
[19:02:33]	Vortigaunt used command '/Event Then, the sound of something splattering.'.
[19:03:52]	[Y] Cameron Nixon: Shit.
[19:04:33]	Vortigaunt used command '/Event You see a genuine caravan of vortigaunts run towards the van.'.
[19:04:53]	[Y] Vortigaunt: You must all enter the front seat. We must sit in the back. We will fit, I assure you.
[19:04:55]	[Y] Cameron Nixon: Drive it back around, just down the Road.
[19:05:04]	[ME] Cameron Nixon: *he'd carry the Orb Synth with him into the front seat.*
[19:05:25]	Vortigaunt used command '/Event Like a clown car, all ten vorts come inside and shut the door. They're crammed in, but it works.'.
[19:05:38]	[Y] Vortigaunt: Onwards!
[19:05:43]	Vortigaunt used command '/Event A helicopter passes overhead.'.
[19:05:47]	[Y] Vortigaunt: QUICKLY, WE MUST DRIVE.
[19:05:47]	[ME] Cameron Nixon: *he'd laugh at the almost comical arrangement, but glad that he could assist in saving the ten Vorts.*
[19:08:43]	matt saton has connected.
[19:08:44]	Michλel's World has connected.
[19:08:58]	Odin has connected.
[19:09:07]	Michλel's World loaded the character 'John Smith'
[19:09:16]	[OOC] John Smith: tp to the boys?
[19:09:22]	matt saton loaded the character 'Victor'
[19:09:25]	Victor entered observer.
[19:09:38]	Victor exited observer at their location.
[19:09:39]	Victor entered observer.
[19:09:39]	Victor exited observer at their location.
[19:09:40]	Victor entered observer.
[19:09:40]	Victor exited observer at their location.
[19:09:41]	Victor entered observer.
[19:09:41]	[OOC] John Smith: before we continue
[19:09:41]	Victor exited observer at their location.
[19:09:42]	Victor entered observer.
[19:09:43]	Victor exited observer at their location.
[19:09:44]	Victor has taken 99 damage from worldspawn.
[19:09:44]	worldspawn has killed Victor.
[19:09:52]	Victor entered observer.
[19:09:53]	Odin loaded the character 'Cameron Nixon'
[19:09:56]	Victor exited observer at their location.
[19:10:00]	[OOC] John Smith: i need to go to the bathroom again, because im way to exited to drive
[19:10:04]	[OOC] Victor: alright
[19:10:13]	Victor has spawned a 'Entity [194][gmod_sent_vehicle_fphysics_base]'.
[19:10:17]	[OOC] Cameron Nixon: I am here
[19:10:24]	[OOC] Victor: michael is bathrooming
[19:10:27]	[OOC] Victor: sorry this event was a huge letdown
[19:10:28]	[OOC] Cameron Nixon: Yup
[19:10:28]	[OOC] Victor: i tried
[19:10:36]	[OOC] Cameron Nixon: It was great we rescued vorts
[19:10:42]	[OOC] Cameron Nixon: My only letdown is not getting a soda
[19:10:48]	[OOC] Victor: pff
[19:11:05]	Victor entered observer.
[19:11:09]	[OOC] Cameron Nixon: fr fr there was nothin wrong wit it
[19:11:13]	Victor has spawned a 'Entity [194][gmod_sent_vehicle_fphysics_base]'.
[19:11:14]	[OOC] Victor: gamer
[19:11:16]	[OOC] Cameron Nixon: was gonna be a personal item, my own trade mark
[19:11:17]	[OOC] Victor: i thought it wa sbad
[19:11:18]	Victor exited observer at their location.
[19:11:24]	[OOC] Cameron Nixon: its just SODA ; - ;
[19:11:31]	[OOC] Cameron Nixon: WHAT DO YOU THINK I PUT FLOURIDE IN IT OR SOMETHING
[19:11:38]	[OOC] Victor: SOY
[19:11:39]	Victor has taken 2 damage from worldspawn.
[19:11:55]	[OOC] Cameron Nixon: IT CONTAINS 90% SOY 9% ESTROGEN AND 1% REFINED GRAPE
[19:12:00]	[OOC] Cameron Nixon: MAKE IT
[19:12:02]	Victor entered observer.
[19:12:11]	Victor has spawned a 'Entity [194][gmod_sent_vehicle_fphysics_base]'.
[19:12:14]	Victor has spawned a 'Entity [194][gmod_sent_vehicle_fphysics_base]'.
[19:12:15]	Victor exited observer at their location.
[19:12:18]	[OOC] Cameron Nixon: omg i just got the most gamer thought
[19:12:21]	Victor has taken 2 damage from worldspawn.
[19:12:22]	Victor entered observer.
[19:12:22]	[OOC] Cameron Nixon: one moment this will be a while
[19:12:25]	Victor exited observer at their location.
[19:12:26]	Victor entered observer.
[19:12:53]	Cameron Nixon has taken 1 damage from worldspawn.
[19:12:54]	Cameron Nixon has taken 1 damage from worldspawn.
[19:12:55]	Cameron Nixon has taken 1 damage from worldspawn.
[19:12:55]	Cameron Nixon has taken 1 damage from worldspawn.
[19:12:56]	Cameron Nixon has taken 1 damage from worldspawn.
[19:12:57]	Cameron Nixon has taken 1 damage from worldspawn.
[19:12:57]	Cameron Nixon ran 'equip' on item 'Citizen Filter' (#12277)
[19:13:21]	[OOC] Cameron Nixon: ALMOST THERE
[19:13:40]	[OOC] John Smith: back
[19:13:45]	[OOC] Cameron Nixon: NOOOOO
[19:13:49]	[OOC] Cameron Nixon: STAND THERE I WAS SO CLOSE
[19:13:50]	Victor has spawned a 'Entity [194][gmod_sent_vehicle_fphysics_base]'.
[19:13:52]	Victor has spawned a 'Entity [194][gmod_sent_vehicle_fphysics_base]'.
[19:13:52]	Victor exited observer at their location.
[19:13:59]	John Smith has taken 68 damage from worldspawn.
[19:14:00]	Victor entered observer.
[19:14:01]	Victor has spawned a 'Entity [194][gmod_sent_vehicle_fphysics_base]'.
[19:14:03]	[OOC] Cameron Nixon: WHY DIDNT IT DO THE THING
[19:14:03]	Victor exited observer at their location.
[19:14:05]	[OOC] Cameron Nixon: GODDAMMIT
[19:14:06]	[OOC] John Smith: HOW AM I NOT DEAD
[19:14:08]	Cameron Nixon has taken 72 damage from worldspawn.
[19:14:08]	Cameron Nixon has taken 142 damage from explosion9.
[19:14:08]	explosion9 has killed Cameron Nixon.
[19:14:10]	[OOC] Cameron Nixon: FINALLY
[19:14:14]	[OOC] Cameron Nixon: THERE. THATS ALL
[19:14:14]	Victor entered observer.
[19:14:14]	John Smith has taken 3 damage from John Smith.
[19:14:15]	Victor has spawned a 'Entity [356][gmod_sent_vehicle_fphysics_base]'.
[19:14:16]	John Smith has taken 5 damage from John Smith.
[19:14:16]	John Smith has killed John Smith.
[19:14:16]	Victor exited observer at their location.
[19:14:21]	Victor has taken 2 damage from worldspawn.
[19:14:23]	Victor entered observer.
[19:14:26]	[OOC] Cameron Nixon: lmfao
[19:14:32]	Cameron Nixon ran 'Equip' on item 'Empty Glass Bottle' (#12044)
[19:14:36]	Victor exited observer at their location.
[19:14:38]	[OOC] Cameron Nixon: bottle
[19:14:39]	Victor entered observer.
[19:14:40]	Victor exited observer at their location.
[19:14:43]	Victor entered observer.
[19:14:48]	Victor has spawned a 'Entity [365][gmod_sent_vehicle_fphysics_base]'.
[19:14:50]	Victor exited observer at their location.
[19:14:50]	Victor entered observer.
[19:14:51]	Victor exited observer at their location.
[19:15:14]	[ME] Victor: takes out their datapad and types a couple things in.
[19:15:17]	[LOOC] Victor: VOID THAT
[19:15:46]	[Y] Victor: Vorts, you can come out now!
[19:15:52]	[IT] Victor: An army of vortigaunts come out of the van.
[19:16:06]	[IT] Victor: They file out into different parts of the village, except the one that was rescued.
[19:16:13]	[LOOC] Victor: rescued first*
[19:16:16]	[LOOC] Victor: yknow, the one you talked to
[19:16:19]	[LOOC] Cameron Nixon: Yup
[19:16:29]	[OOC] John Smith: that is gonna be fun to make if i do a season 2 of the PR series
[19:17:01]	Victor has spawned a 'NPC [247][npc_vortigaunt]'.
[19:18:24]	[OOC] John Smith: picturing that in my head makes me laugh so much
[19:18:32]	[OOC] Cameron Nixon: Clown Car Vortigaunt.
[19:18:35]	Victor entered observer.
[19:18:49]	[OOC] John Smith: just, 100 vorts climbing out of a van, im gonna make an image of that
[19:19:29]	Odin loaded the character 'Uriel Akkad'
[19:19:39]	Uriel Akkad has taken 23 damage from worldspawn.
[19:19:53]	matt saton loaded the character 'Odell Cubbage'
[19:19:55]	Odell Cubbage entered observer.
[19:20:07]	[OOC] Odell Cubbage: you may want to get back on bug guy
[19:20:18]	[OOC] John Smith: OH FUCK ITS ODELL
[19:20:20]	[OOC] Uriel Akkad: Ah, alright.
[19:20:29]	[OOC] Uriel Akkad: just setting up this guy, buddy of Nixon
[19:20:39]	Odin loaded the character 'Cameron Nixon'
[19:20:47]	[OOC] Cameron Nixon: Done.
[19:20:52]	Cameron Nixon has taken 50 damage from npc_vortigaunt.
[19:20:56]	[OOC] Cameron Nixon: lmao
[19:20:56]	[OOC] Odell Cubbage: not sure what the FUCK that was
[19:20:59]	[OOC] John Smith: WAT
[19:21:00]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12049)
[19:21:00]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12049)
[19:21:01]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12049)
[19:21:07]	[OOC] Cameron Nixon: It didn't like me.
[19:21:34]	[ME] Cameron Nixon: *he'd go towards the Radio Station he'd previously observed.*
[19:21:49]	[ME] Cameron Nixon: *Tuning towards the Radio, he'd state.* "This is Cameron Nixon, Responding."
[19:22:54]	[OOC] John Smith: q
[19:23:00]	[OOC] John Smith: q you there?
[19:23:14]	[OOC] Odell Cubbage: sorry, i was trying to fidn this list
[19:26:41]	matt saton loaded the character 'Victor'
[19:26:53]	[ME] Victor: would take out his combat knife and cut the individual's ties.
[19:26:56]	[LOOC] Victor: void
[19:27:05]	[OOC] John Smith: thats q's calling card
[19:28:18]	[OOC] John Smith: i am so making an image with a whole bunch of vorts climbing out of a van.
[19:29:34]	Victor entered observer.
[19:29:39]	Victor exited observer at their location.
[19:29:40]	Victor entered observer.
[19:30:29]	Victor has spawned a 'NPC [194][npc_combine_s]'.
[19:30:30]	Victor has spawned a 'NPC [243][npc_combine_s]'.
[19:30:33]	Victor has spawned a 'NPC [354][npc_combine_s]'.
[19:30:47]	Victor has spawned a 'NPC [358][npc_hunter]'.
[19:30:51]	Victor exited observer at their location.
[19:30:51]	[OOC] John Smith: oh no, combine are here, i have subtitles on
[19:30:55]	[Y] Victor: BAD NEWS!
[19:30:56]	Victor has taken 4 damage from npc_hunter.
[19:30:56]	Victor has taken 4 damage from npc_hunter.
[19:30:56]	[Y] Cameron Nixon: Shit!
[19:31:17]	[OOC] Cameron Nixon: weapon_shockrifle 
[19:31:21]	[IT] Victor: Indeed we can.
[19:31:38]	[ME] Cameron Nixon: *he'd raise his left arm, holding it steady*
[19:31:51]	Victor used command '/ToggleRaise'.
[19:31:55]	Victor entered observer.
[19:32:04]	[Y] Cameron Nixon: Wait.
[19:32:06]	Victor has spawned a 'NPC [361][npc_vortigaunt]'.
[19:32:07]	Victor has spawned a 'NPC [404][npc_vortigaunt]'.
[19:32:08]	Victor has spawned a 'NPC [411][npc_vortigaunt]'.
[19:32:09]	Victor has spawned a 'NPC [443][npc_vortigaunt]'.
[19:32:10]	Victor has spawned a 'NPC [407][npc_vortigaunt]'.
[19:32:10]	Victor has spawned a 'NPC [456][npc_vortigaunt]'.
[19:32:11]	Victor has spawned a 'NPC [444][npc_vortigaunt]'.
[19:32:13]	Victor has spawned a 'NPC [470][npc_vortigaunt]'.
[19:32:14]	Victor has spawned a 'NPC [420][npc_vortigaunt]'.
[19:32:19]	Victor exited observer at their location.
[19:32:22]	[Y] Victor: WHAT DID I SAY?
[19:32:26]	[Y] Victor: INSIDE. NOW!
[19:32:28]	[Y] Cameron Nixon: I heard hunters!
[19:32:36]	[Y] Cameron Nixon: You will be ripped apart, try and get some inside!
[19:32:36]	[Y] Victor: THE VORTIGAUNTS WILL PROTECT US. *INSIDE!*.
[19:32:45]	Victor entered observer.
[19:32:54]	Victor has spawned a 'NPC [194][npc_combine_s]'.
[19:32:55]	Victor has spawned a 'NPC [84][npc_combine_s]'.
[19:32:56]	Victor has spawned a 'NPC [363][npc_combine_s]'.
[19:32:57]	Victor has spawned a 'NPC [406][npc_combine_s]'.
[19:33:01]	Victor has spawned a 'NPC [446][npc_combine_s]'.
[19:33:03]	Victor has spawned a 'NPC [405][npc_cstalker]'.
[19:33:05]	Victor has spawned a 'NPC [422][npc_cstalker]'.
[19:33:06]	Victor has spawned a 'NPC [243][npc_combine_s]'.
[19:33:07]	Victor has spawned a 'NPC [405][npc_combine_s]'.
[19:33:10]	Victor exited observer at their location.
[19:33:17]	Victor entered observer.
[19:33:19]	Victor exited observer at their location.
[19:33:25]	[Y] Victor: GUNS AND ARMOR!
[19:33:27]	[Y] Victor: And filters.
[19:33:32]	[Y] Cameron Nixon: And filters!
[19:33:34]	Victor has gained a 'Conscript Filter' #12497.
[19:33:34]	Victor has gained a 'Conscript Filter' #12498.
[19:33:34]	Victor used command '/CharGiveItem victor conscript filter 2'.
[19:33:36]	Victor ran 'drop' on item 'Conscript Filter' (#12497)
[19:33:36]	Victor has lost a 'Conscript Filter' #12497.
[19:33:38]	Victor ran 'drop' on item 'Conscript Filter' (#12498)
[19:33:38]	Victor has lost a 'Conscript Filter' #12498.
[19:33:39]	John Smith ran 'take' on item 'Conscript Filter' (#12497)
[19:33:39]	John Smith has gained a 'Conscript Filter' #12497.
[19:33:47]	Cameron Nixon ran 'take' on item 'Conscript Filter' (#12498)
[19:33:47]	Cameron Nixon has gained a 'Conscript Filter' #12498.
[19:33:51]	[ME] Victor: places an AR2 on the ground.
[19:33:54]	Victor has spawned a 'Weapon [243][weapon_ar2]'.
[19:34:12]	[ME] Victor: passes a pistol to the man.
[19:34:13]	Victor has spawned a 'Weapon [358][weapon_pistol]'.
[19:34:43]	Victor used command '/ToggleRaise'.
[19:34:44]	Victor entered observer.
[19:34:48]	Victor has spawned a 'NPC [78][npc_ministrider]'.
[19:34:49]	Victor has spawned a 'NPC [363][npc_hunter]'.
[19:34:50]	Victor has spawned a 'NPC [78][npc_hunter]'.
[19:34:55]	Victor has spawned a 'NPC [410][npc_cstalker]'.
[19:34:58]	Victor has spawned a 'NPC [423][npc_combine_s]'.
[19:34:59]	Victor has spawned a 'NPC [373][npc_combine_s]'.
[19:35:01]	John Smith has taken 4 damage from npc_hunter.
[19:35:06]	Victor has spawned a 'NPC [78][npc_ministrider]'.
[19:35:10]	Cameron Nixon has taken 7 damage from npc_ministrider.
[19:35:10]	Cameron Nixon has taken 7 damage from npc_ministrider.
[19:35:12]	Victor has spawned a 'NPC [458][npc_manhack]'.
[19:35:12]	Victor has spawned a 'NPC [423][npc_manhack]'.
[19:35:12]	Victor has spawned a 'NPC [490][npc_manhack]'.
[19:35:13]	Victor has spawned a 'NPC [525][npc_manhack]'.
[19:35:14]	Victor has spawned a 'NPC [194][npc_manhack]'.
[19:35:16]	Cameron Nixon has taken 7 damage from npc_ministrider.
[19:35:16]	Cameron Nixon has taken 7 damage from npc_ministrider.
[19:35:17]	Cameron Nixon has taken 7 damage from npc_ministrider.
[19:35:19]	Victor has spawned a 'NPC [550][npc_manhack]'.
[19:35:19]	Victor has spawned a 'NPC [564][npc_manhack]'.
[19:35:19]	Victor has spawned a 'NPC [459][npc_manhack]'.
[19:35:20]	Victor has spawned a 'NPC [569][npc_manhack]'.
[19:35:20]	Victor has spawned a 'NPC [548][npc_manhack]'.
[19:35:23]	Cameron Nixon has taken 7 damage from npc_ministrider.
[19:35:24]	Victor has spawned a 'NPC [517][npc_clawscanner]'.
[19:35:28]	John Smith has taken 50 damage from npc_vortigaunt.
[19:35:34]	Victor has spawned a 'NPC [421][npc_combine_s]'.
[19:35:37]	Victor has spawned a 'NPC [469][npc_combine_s]'.
[19:35:39]	Victor has spawned a 'NPC [536][npc_combine_s]'.
[19:35:40]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:35:40]	Victor has spawned a 'NPC [354][npc_combine_s]'.
[19:35:41]	Victor has spawned a 'NPC [548][npc_combine_s]'.
[19:35:48]	Victor has spawned a 'NPC [462][npc_cscanner]'.
[19:35:49]	Victor has spawned a 'NPC [421][npc_cscanner]'.
[19:35:54]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:35:55]	Victor has spawned a 'Entity [539][npc_vortigaunt_synth]'.
[19:35:55]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:36:00]	Victor has spawned a 'Entity [558][npc_vortigaunt_synth]'.
[19:36:14]	Victor has spawned a 'Entity [531][npc_vortigaunt_synth]'.
[19:36:22]	Victor has spawned a 'NPC [583][npc_hunter]'.
[19:36:24]	Victor has spawned a 'NPC [539][npc_hunter]'.
[19:36:31]	Victor has spawned a 'NPC [459][npc_combine_s]'.
[19:36:31]	John Smith has taken 18 damage from npc_combine_s.
[19:36:32]	John Smith has taken 6 damage from npc_combine_s.
[19:36:32]	Victor has spawned a 'NPC [529][npc_combine_s]'.
[19:36:33]	John Smith has taken 9 damage from npc_combine_s.
[19:36:36]	Victor has spawned a 'NPC [546][npc_combine_s]'.
[19:36:37]	Victor has spawned a 'NPC [363][npc_combinegunship]'.
[19:36:38]	Cameron Nixon has taken 4 damage from npc_hunter.
[19:36:38]	Cameron Nixon has taken 4 damage from npc_hunter.
[19:36:40]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:36:49]	John Smith has taken 7 damage from npc_ministrider.
[19:36:49]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12049)
[19:36:49]	John Smith has taken 7 damage from npc_ministrider.
[19:36:49]	npc_ministrider has killed John Smith.
[19:36:49]	Cameron Nixon ran 'ApplySelf' on item 'Bandage' (#12049)
[19:36:54]	[Y] Cameron Nixon: FIRE!
[19:36:56]	[Y] Cameron Nixon: SHIT!
[19:37:04]	[Y] Cameron Nixon: VICTOR THE ROOF CAUGHT FLAME!
[19:37:04]	[OOC] John Smith: tp to the boys?
[19:37:05]	Victor entered observer.
[19:37:06]	Victor entered observer.
[19:37:07]	Victor has spawned a 'NPC [354][npc_combinegunship]'.
[19:37:10]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:10]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:15]	[Y] Cameron Nixon: Gunship!
[19:37:17]	[OOC] John Smith: lost my ar2
[19:37:21]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:21]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:21]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:21]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:21]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:21]	Victor has spawned a 'NPC [383][npc_rollermine]'.
[19:37:25]	Victor has spawned a 'NPC [360][npc_combine_s]'.
[19:37:28]	Victor has spawned a 'NPC [404][npc_combine_s]'.
[19:37:28]	Victor has spawned a 'NPC [423][npc_combine_s]'.
[19:37:29]	Victor has spawned a 'NPC [444][npc_combine_s]'.
[19:37:30]	[Y] Cameron Nixon: Stay low!
[19:37:32]	Victor has spawned a 'NPC [410][npc_combine_s]'.
[19:37:33]	Victor has spawned a 'NPC [538][npc_combine_s]'.
[19:37:55]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:55]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:55]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:37:57]	[Y] John Smith: SHIT, THE WHOLE BUILDING ON FIRE!
[19:37:58]	John Smith has taken 3 damage from npc_combine_s.
[19:38:02]	[Y] Cameron Nixon: I DONT KNOW! BUT ITS BAD!
[19:38:05]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:38:10]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:38:10]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:38:10]	Victor has spawned a 'NPC [542][npc_manhack]'.
[19:38:11]	Victor has spawned a 'NPC [560][npc_manhack]'.
[19:38:11]	Victor has spawned a 'NPC [568][npc_manhack]'.
[19:38:12]	Victor has spawned a 'NPC [599][npc_manhack]'.
[19:38:12]	Victor has spawned a 'NPC [615][npc_manhack]'.
[19:38:14]	Victor has spawned a 'NPC [586][npc_manhack]'.
[19:38:14]	Victor has spawned a 'NPC [618][npc_manhack]'.
[19:38:14]	Victor has spawned a 'NPC [361][npc_manhack]'.
[19:38:25]	Cameron Nixon has taken 24 damage from npc_combine_s.
[19:38:31]	Victor has spawned a 'NPC [410][npc_fassassin]'.
[19:38:33]	John Smith has taken 5 damage from npc_fassassin.
[19:38:33]	John Smith has taken 5 damage from npc_fassassin.
[19:38:34]	John Smith has taken 5 damage from npc_fassassin.
[19:38:34]	John Smith has taken 5 damage from npc_fassassin.
[19:38:34]	John Smith has taken 5 damage from npc_fassassin.
[19:38:34]	John Smith has taken 5 damage from npc_fassassin.
[19:38:34]	John Smith has taken 5 damage from npc_fassassin.
[19:38:34]	John Smith has taken 5 damage from npc_fassassin.
[19:38:35]	John Smith has taken 5 damage from npc_fassassin.
[19:38:35]	John Smith has taken 5 damage from npc_fassassin.
[19:38:35]	John Smith has taken 3 damage from npc_combine_s.
[19:38:35]	John Smith has taken 5 damage from npc_fassassin.
[19:38:35]	John Smith has taken 5 damage from npc_fassassin.
[19:38:35]	John Smith has taken 3 damage from npc_combine_s.
[19:38:35]	[LOOC] John Smith: how do you have a shotty
[19:38:35]	John Smith has taken 5 damage from npc_fassassin.
[19:38:36]	John Smith has taken 5 damage from npc_fassassin.
[19:38:36]	John Smith has taken 5 damage from npc_fassassin.
[19:38:36]	John Smith has taken 5 damage from npc_fassassin.
[19:38:36]	John Smith has taken 5 damage from npc_fassassin.
[19:38:37]	John Smith has taken 5 damage from npc_fassassin.
[19:38:37]	John Smith has taken 5 damage from npc_fassassin.
[19:38:37]	John Smith has taken 5 damage from npc_fassassin.
[19:38:37]	John Smith has taken 5 damage from npc_fassassin.
[19:38:38]	John Smith has taken 9 damage from npc_fassassin.
[19:38:39]	John Smith has taken 9 damage from npc_fassassin.
[19:38:40]	John Smith has taken 16 damage from Cameron Nixon.
[19:38:40]	John Smith has taken 5 damage from npc_fassassin.
[19:38:40]	John Smith has taken 5 damage from npc_fassassin.
[19:38:51]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:38:51]	Victor has spawned a 'NPC [390][npc_cstalker]'.
[19:38:51]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:38:52]	[Y] Cameron Nixon: Shotgun!
[19:38:55]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:38:56]	Victor has spawned a 'NPC [532][npc_cstalker]'.
[19:38:56]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:38:56]	Cameron Nixon has taken 3 damage from npc_combine_s.
[19:38:59]	Victor has spawned a 'NPC [423][npc_cstalker]'.
[19:39:00]	Victor has spawned a 'NPC [404][npc_combine_s]'.
[19:39:00]	[Y] Cameron Nixon: Out there!
[19:39:01]	Victor has spawned a 'NPC [423][npc_combine_s]'.
[19:39:04]	[Y] Cameron Nixon: See it?
[19:39:05]	John Smith has taken 24 damage from npc_combine_s.
[19:39:05]	John Smith has taken 24 damage from npc_combine_s.
[19:39:05]	John Smith has taken 12 damage from npc_combine_s.
[19:39:06]	John Smith has taken 24 damage from npc_combine_s.
[19:39:06]	John Smith has taken 5 damage from npc_cstalker.
[19:39:06]	John Smith has taken 3 damage from npc_combinegunship.
[19:39:11]	John Smith has taken 3 damage from npc_combinegunship.
[19:39:16]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:16]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:16]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:16]	Victor has spawned a 'NPC [410][npc_hunter]'.
[19:39:16]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:24]	Cameron Nixon ran 'ApplyOther' on item 'Bandage' (#12049)
[19:39:26]	Cameron Nixon ran 'ApplyOther' on item 'Bandage' (#12049)
[19:39:27]	Cameron Nixon ran 'ApplyOther' on item 'Bandage' (#12049)
[19:39:32]	John Smith has taken 4 damage from npc_hunter.
[19:39:32]	Victor has spawned a 'Entity [541][prop_physics]'.
[19:39:34]	Cameron Nixon has taken 5 damage from npc_hunter.
[19:39:34]	John Smith has taken 3 damage from npc_hunter.
[19:39:37]	John Smith has taken 4 damage from npc_hunter.
[19:39:39]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:39]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:39]	John Smith has taken 4 damage from npc_hunter.
[19:39:39]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:39]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:39]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:48]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:39:54]	Victor used command '/ToggleRaise'.
[19:39:58]	Victor exited observer at their location.
[19:40:03]	[Y] Victor: IT'S GETTING BAD!
[19:40:05]	[Y] Victor: WHERE'S THE SYNTH?
[19:40:07]	[Y] Cameron Nixon: WE NEED THE CANNON!
[19:40:09]	[Y] Cameron Nixon: IN THE VAN!
[19:40:20]	Cameron Nixon has taken 3 damage from npc_combinegunship.
[19:40:22]	Cameron Nixon has taken 4 damage from npc_manhack.
[19:40:24]	Victor has taken 3 damage from npc_combinegunship.
[19:40:24]	Victor has taken 3 damage from npc_combinegunship.
[19:40:24]	Victor has taken 3 damage from npc_combinegunship.
[19:40:32]	Victor has taken 3 damage from npc_combinegunship.
[19:40:32]	Victor has taken 1000000256 damage from npc_combinegunship.
