[03:18:23]	Bonkusgoosus has connected.
[20:29:41]	Kiff Sankase destroyed a 'Bar of Soap' #38495.
[20:29:44]	Sona la Rona ran 'drop' on item 'Notepad' (#38837)
[20:29:44]	Sona la Rona has lost a 'Notepad' #38837.
[20:29:51]	Kiff Sankase has gained a 'AA Battery' #38850.
[20:29:52]	[ME] CCA.C17-HELIX.i3.08874: glances at it.
[20:29:53]	Kiff Sankase ran 'drop' on item 'AA Battery' (#38850)
[20:29:53]	Kiff Sankase has lost a 'AA Battery' #38850.
[20:29:53]	CCA.C17-HELIX.i3.08874 ran 'View' on item 'Notepad' (#38837)
[20:29:54]	Kiff Sankase destroyed a 'AA Battery' #38850.
[20:29:58]	Kiff Sankase ran 'Edit' on item 'Paper' (#38843)
[20:30:00]	[OOC] Jacob Desmone: doesn't autonomus judgement happen
[20:30:03]	[OOC] Jacob Desmone: when a CA dies
[20:30:05]	[OOC] Jacob Desmone: civil admin
[20:30:15]	[OOC] Jacob Desmone: City admin
[20:30:23]	[OOC] Kiff Sankase: prob
[20:30:29]	Kiff Sankase has gained a 'Broken LCD Monitor' #38850.
[20:30:33]	[LOOC] Sona la Rona: where do i do that
[20:30:40]	Kiff Sankase ran 'drop' on item 'Broken LCD Monitor' (#38850)
[20:30:40]	Kiff Sankase has lost a 'Broken LCD Monitor' #38850.
[20:30:41]	Kiff Sankase destroyed a 'Broken LCD Monitor' #38850.
[20:30:42]	Kiff Sankase destroyed a 'Scrap Glass' #38847.
[20:30:43]	Kiff Sankase destroyed a 'Instant Cold Pack' #38848.
[20:30:46]	Kiff Sankase destroyed a 'Scrap Metal' #38849.
[20:30:47]	Kiff Sankase destroyed a 'Scrap Glass' #38846.
[20:30:48]	Kiff Sankase destroyed a 'Graphics Card' #38432.
[20:30:58]	[OOC] Kiff Sankase: who is cwu director
[20:31:03]	[OOC] Sona la Rona: your mom
[20:31:09]	[OOC] Kiff Sankase: damn
[20:31:12]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[20:31:13]	Kiff Sankase has gained a 'Paper' #38846.
[20:31:18]	Kiff Sankase ran 'Edit' on item 'Paper' (#38846)
[20:31:23]	Kiff Sankase ran 'drop' on item 'Paper' (#38846)
[20:31:23]	Kiff Sankase has lost a 'Paper' #38846.
[20:31:24]	Kiff Sankase ran 'View' on item 'Paper' (#38843)
[20:31:27]	[OOC] CCA.C17-HELIX.i3.08874: I think bean may be now
[20:31:32]	[OOC] Jacob Desmone: Q but DRD can do applications
[20:31:32]	Kiff Sankase ran 'take' on item 'Paper' (#38843)
[20:31:32]	Kiff Sankase has gained a 'Paper' #38843.
[20:31:32]	[OOC] Sona la Rona: finally!
[20:31:37]	Sona la Rona used command '/Apply'.
[20:31:41]	Kiff Sankase has gained a 'Screwdriver' #38847.
[20:31:41]	CCA.C17-HELIX.i3.08874 used command '/ViewData sona'.
[20:31:53]	Kiff Sankase has gained a 'Boot' #38848.
[20:31:57]	Kiff Sankase ran 'drop' on item 'Boot' (#38848)
[20:31:57]	Kiff Sankase has lost a 'Boot' #38848.
[20:32:06]	[OOC] Kiff Sankase: does anyone wanna give me a a gun
[20:32:13]	[OOC] Sona la Rona: no
[20:32:19]	[LOOC] Sona la Rona: 16 now les go
[20:32:22]	[OOC] Kiff Sankase: im sick of digging through trash
[20:32:29]	Kiff Sankase has gained a 'Power Supply Unit' #38849.
[20:32:30]	[OOC] Sona la Rona: too bad
[20:32:35]	[OOC] Sona la Rona: rat
[20:32:39]	Kiff Sankase ran 'drop' on item 'Power Supply Unit' (#38849)
[20:32:39]	Kiff Sankase has lost a 'Power Supply Unit' #38849.
[20:32:42]	[OOC] Kiff Sankase: ur a spider
[20:32:52]	[OOC] Sona la Rona: u a elephant
[20:32:53]	[OOC] Kiff Sankase: rats are cool
[20:32:56]	[OOC] Kiff Sankase: wtf
[20:33:01]	Kiff Sankase has gained a 'Box of Matches' #38850.
[20:33:03]	Kiff Sankase ran 'drop' on item 'Box of Matches' (#38850)
[20:33:03]	Kiff Sankase has lost a 'Box of Matches' #38850.
[20:33:10]	[OOC] Kiff Sankase: im burning your apartment down
[20:33:16]	Kiff Sankase has gained a 'Nylon Cord' #38851.
[20:33:17]	[OOC] Sona la Rona: do it no ballz
[20:33:19]	Kiff Sankase ran 'drop' on item 'Nylon Cord' (#38851)
[20:33:19]	Kiff Sankase has lost a 'Nylon Cord' #38851.
[20:33:34]	[ME] CCA.C17-HELIX.i3.08874: unholsters their pistol.
[20:33:36]	[OOC] Kiff Sankase: i even have your address
[20:33:43]	Kiff Sankase has gained a 'Roubles' #38852.
[20:33:45]	Kiff Sankase ran 'drop' on item 'Roubles' (#38852)
[20:33:45]	Kiff Sankase has lost a 'Roubles' #38852.
[20:33:46]	[OOC] CCA.C17-HELIX.i3.08874: email address
[20:33:47]	[OOC] Sona la Rona: dnc (do not care)
[20:33:49]	[OOC] Kiff Sankase: 308 Negra Arroyo Lane, Albuquerque, New Mexico. 87104
[20:33:56]	Kiff Sankase has gained a 'Boot' #38853.
[20:33:59]	Kiff Sankase ran 'drop' on item 'Boot' (#38853)
[20:33:59]	Kiff Sankase has lost a 'Boot' #38853.
[20:34:06]	[OOC] Sona la Rona: nah i live in the ocean dumbass
[20:34:12]	Kiff Sankase has gained a 'Instant Cold Pack' #38854.
[20:34:15]	[OOC] Kiff Sankase: okay mr fish
[20:34:17]	Kiff Sankase ran 'drop' on item 'Instant Cold Pack' (#38854)
[20:34:17]	Kiff Sankase has lost a 'Instant Cold Pack' #38854.
[20:34:24]	Kiff Sankase has gained a 'Scrap Wood' #38855.
[20:34:25]	Kiff Sankase ran 'drop' on item 'Scrap Wood' (#38855)
[20:34:25]	Kiff Sankase has lost a 'Scrap Wood' #38855.
[20:34:41]	Kiff Sankase has gained a 'Scrap Plastic' #38856.
[20:34:43]	Kiff Sankase ran 'drop' on item 'Scrap Plastic' (#38856)
[20:34:43]	Kiff Sankase has lost a 'Scrap Plastic' #38856.
[20:34:52]	Kiff Sankase has gained a 'Instant Cold Pack' #38857.
[20:35:23]	Kiff Sankase has gained a 'Empty Cooking Oil Bottle' #38858.
[20:35:30]	Kiff Sankase ran 'drop' on item 'Instant Cold Pack' (#38857)
[20:35:30]	Kiff Sankase has lost a 'Instant Cold Pack' #38857.
[20:35:33]	Kiff Sankase ran 'drop' on item 'Empty Cooking Oil Bottle' (#38858)
[20:35:33]	Kiff Sankase has lost a 'Empty Cooking Oil Bottle' #38858.
[20:35:36]	Kiff Sankase destroyed a 'Empty Cooking Oil Bottle' #38858.
[20:35:37]	Kiff Sankase destroyed a 'Instant Cold Pack' #38857.
[20:35:38]	Kiff Sankase destroyed a 'Roubles' #38852.
[20:35:39]	Kiff Sankase destroyed a 'Boot' #38848.
[20:35:40]	Kiff Sankase destroyed a 'Instant Cold Pack' #38854.
[20:35:41]	Kiff Sankase destroyed a 'Silicone Tube' #38773.
[20:35:43]	[OOC] CCA.C17-HELIX.i3.08874: Btw if you need an appartment you can request one
[20:35:45]	Kiff Sankase destroyed a 'Scrap Plastic' #38856.
[20:35:52]	Kiff Sankase has gained a 'Empty Chinese Takeout' #38856.
[20:35:53]	Kiff Sankase destroyed a 'Scrap Wood' #38855.
[20:35:54]	Kiff Sankase destroyed a 'Boot' #38853.
[20:35:56]	Kiff Sankase ran 'drop' on item 'Empty Chinese Takeout' (#38856)
[20:35:56]	Kiff Sankase has lost a 'Empty Chinese Takeout' #38856.
[20:35:56]	Tiger Shark has connected.
[20:36:04]	[OOC] Kiff Sankase: can i have two
[20:36:05]	Kiff Sankase destroyed a 'Empty Chinese Takeout' #38856.
[20:36:12]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[20:36:15]	[OOC] CCA.C17-HELIX.i3.08874: no
[20:36:17]	Kiff Sankase has gained a 'Car Battery' #38852.
[20:36:25]	Kiff Sankase ran 'drop' on item 'Car Battery' (#38852)
[20:36:25]	Kiff Sankase has lost a 'Car Battery' #38852.
[20:36:27]	Kiff Sankase destroyed a 'Car Battery' #38852.
[20:36:32]	CCA.C17-HELIX.i3.08874 used command '/ViewData jacob'.
[20:36:33]	Tiger Shark loaded the character 'Jefferson Jackson'
[20:36:33]	Kiff Sankase has gained a 'Scrap Metal' #38852.
[20:36:45]	Kiff Sankase has gained a 'Bar of Soap' #38853.
[20:36:45]	CCA.C17-HELIX.i3.08874 used command '/ViewData jackson'.
[20:36:48]	[Y] Jacob Desmone: How long have you been in theree.
[20:36:57]	CCA.C17-HELIX.i3.08874 used command '/ViewData sona'.
[20:37:01]	Kiff Sankase has gained a 'Empty Milk Gallon' #38854.
[20:37:02]	[Y] Jacob Desmone: Actually.
[20:37:03]	[Y] Jacob Desmone: Come back.
[20:37:05]	[Y] Jacob Desmone: I ahve a job.
[20:37:12]	CCA.C17-HELIX.i3.08874 used command '/ViewData kiff'.
[20:37:14]	Kiff Sankase has gained a 'Scrap Glass' #38855.
[20:37:23]	Kiff Sankase ran 'take' on item 'First Aid Kit' (#38856)
[20:37:29]	Kiff Sankase ran 'take' on item 'First Aid Kit' (#38856)
[20:37:33]	Kiff Sankase ran 'drop' on item 'Empty Milk Gallon' (#38854)
[20:37:33]	Kiff Sankase has lost a 'Empty Milk Gallon' #38854.
[20:37:34]	Kiff Sankase ran 'drop' on item 'Bar of Soap' (#38853)
[20:37:34]	Kiff Sankase has lost a 'Bar of Soap' #38853.
[20:37:36]	Kiff Sankase ran 'drop' on item 'Scrap Glass' (#38855)
[20:37:36]	Kiff Sankase has lost a 'Scrap Glass' #38855.
[20:37:37]	Kiff Sankase ran 'drop' on item 'Scrap Metal' (#38852)
[20:37:37]	Kiff Sankase has lost a 'Scrap Metal' #38852.
[20:37:42]	Kiff Sankase ran 'drop' on item 'Box of Matches' (#38844)
[20:37:42]	Kiff Sankase has lost a 'Box of Matches' #38844.
[20:37:47]	Kiff Sankase ran 'take' on item 'First Aid Kit' (#38856)
[20:37:47]	Kiff Sankase has gained a 'First Aid Kit' #38856.
[20:37:58]	Kiff Sankase opened the 'Reinforced Padlocked Metal Cabinet' #2417 container.
[20:38:11]	Kiff Sankase has gained a 'Bolts' #37675.
[20:38:13]	Kiff Sankase has gained a 'Teflon' #38841.
[20:38:17]	Kiff Sankase has gained a 'Refined Metal' #37843.
[20:38:20]	Kiff Sankase closed the 'Reinforced Padlocked Metal Cabinet' #2417 container.
[20:38:26]	Kiff Sankase ran 'drop' on item 'Refined Metal' (#37843)
[20:38:26]	Kiff Sankase has lost a 'Refined Metal' #37843.
[20:38:28]	Kiff Sankase ran 'drop' on item 'Teflon' (#38841)
[20:38:28]	Kiff Sankase has lost a 'Teflon' #38841.
[20:38:30]	Kiff Sankase ran 'drop' on item 'Bolts' (#37675)
[20:38:30]	Kiff Sankase has lost a 'Bolts' #37675.
[20:38:32]	Kiff Sankase ran 'Edit' on item 'Paper' (#38843)
[20:38:37]	Jefferson Jackson opened the 'Padlocked Refrigerator' #2408 container.
[20:38:37]	Kiff Sankase has gained a 'Empty Cooking Oil Bottle' #38857.
[20:38:39]	Jefferson Jackson closed the 'Padlocked Refrigerator' #2408 container.
[20:38:47]	Kiff Sankase has gained a 'Empty Flavored Consulate Water Can' #38858.
[20:38:57]	Kiff Sankase opened the 'Reinforced Padlocked Metal Cabinet' #2417 container.
[20:38:57]	[OOC] CCA.C17-HELIX.i3.08874: Work cycle in 6 minutes\
[20:38:59]	Kiff Sankase closed the 'Reinforced Padlocked Metal Cabinet' #2417 container.
[20:38:59]	[OOC] Jacob Desmone: NO
[20:39:01]	[OOC] Jacob Desmone: YOU GUYS JUST
[20:39:03]	Kiff Sankase has gained a 'LCD Monitor' #38859.
[20:39:05]	[OOC] Jacob Desmone: RELEASED A MONSTER
[20:39:09]	[OOC] Jefferson Jackson: why are almost all of my cans destroyed
[20:39:11]	[OOC] Sona la Rona: huh
[20:39:13]	Kiff Sankase has gained a 'Screw Nuts' #38860.
[20:39:15]	[OOC] Jacob Desmone: JEFFERSONS CANS
[20:39:17]	[OOC] Jacob Desmone: HE HAD 50
[20:39:19]	[OOC] Jacob Desmone: NOW ITS 13
[20:39:22]	[OOC] Jacob Desmone: OH NO
[20:39:24]	[OOC] CCA.C17-HELIX.i3.08874: I have deleted them
[20:39:25]	Kiff Sankase has gained a 'Zip Tie' #38861.
[20:39:29]	[OOC] Sona la Rona: jefferson is gonna KILL YOU
[20:39:36]	[OOC] Jefferson Jackson: bro watch your fuckin back
[20:39:43]	[OOC] CCA.C17-HELIX.i3.08874: lmfao
[20:39:51]	[OOC] Jefferson Jackson: you might get a shotgun to the brain
[20:40:00]	[OOC] Jacob Desmone: jefferson your not getting any bombs anymore
[20:40:02]	[OOC] Jefferson Jackson: cranial devastaition
[20:40:04]	Kiff Sankase has gained a 'Insulating Tape' #38864.
[20:40:05]	[OOC] Sona la Rona: legit jefferson is a fucking HL2 version of hulk YOU MAD CRAZY PAINE
[20:40:14]	[OOC] Jacob Desmone: He broke two vending machien doors
[20:40:15]	[OOC] Jacob Desmone: WITH HIS HANDS
[20:40:17]	Kiff Sankase has gained a 'Empty Bleach Bottle' #38865.
[20:40:24]	[OOC] Sona la Rona: his bare fucking hands
[20:40:25]	[OOC] Kiff Sankase: i want to see this when it happens
[20:40:30]	[OOC] CCA.C17-HELIX.i3.08874: worth
[20:40:33]	Kiff Sankase has gained a 'Nylon Cord' #38866.
[20:40:36]	[OOC] Jacob Desmone: JEFFERSON FUCKING CRAINUMED a OTA THREE TIMES
[20:40:43]	[OOC] Sona la Rona: jefferson gonna find yo ass and pk yo ass
[20:40:46]	Kiff Sankase ran 'drop' on item 'Empty Bleach Bottle' (#38865)
[20:40:46]	Kiff Sankase has lost a 'Empty Bleach Bottle' #38865.
[20:40:48]	[OOC] Jefferson Jackson: good fucking luck
[20:40:53]	[OOC] Jefferson Jackson: i'll tear your arms off and eat them
[20:40:59]	Kiff Sankase ran 'drop' on item 'Nylon Cord' (#38866)
[20:40:59]	Kiff Sankase has lost a 'Nylon Cord' #38866.
[20:41:00]	Kiff Sankase ran 'drop' on item 'Insulating Tape' (#38864)
[20:41:00]	Kiff Sankase has lost a 'Insulating Tape' #38864.
[20:41:02]	Kiff Sankase ran 'drop' on item 'Screw Nuts' (#38860)
[20:41:02]	Kiff Sankase has lost a 'Screw Nuts' #38860.
[20:41:03]	Kiff Sankase ran 'drop' on item 'LCD Monitor' (#38859)
[20:41:03]	Kiff Sankase has lost a 'LCD Monitor' #38859.
[20:41:04]	[OOC] Jacob Desmone: the cp got mad at me
[20:41:04]	[OOC] Jefferson Jackson: also im good at hiding and running
[20:41:05]	Kiff Sankase ran 'drop' on item 'Empty Flavored Consulate Water Can' (#38858)
[20:41:05]	Kiff Sankase has lost a 'Empty Flavored Consulate Water Can' #38858.
[20:41:06]	Kiff Sankase ran 'drop' on item 'Empty Cooking Oil Bottle' (#38857)
[20:41:06]	Kiff Sankase has lost a 'Empty Cooking Oil Bottle' #38857.
[20:41:07]	[OOC] Jacob Desmone: for messing with a
[20:41:10]	[OOC] Jacob Desmone: request device
[20:41:11]	[OOC] Jacob Desmone: so dumb
[20:41:12]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[20:41:13]	Kiff Sankase has gained a 'Refined Metal' #38867.
[20:41:16]	Kiff Sankase ran 'drop' on item 'Refined Metal' (#38867)
[20:41:16]	Kiff Sankase has lost a 'Refined Metal' #38867.
[20:41:21]	[OOC] Jefferson Jackson: how about you request some bitches fr fr
[20:41:25]	[OOC] Jacob Desmone: ok
[20:41:25]	Kiff Sankase has gained a 'Empty Glass Bottle' #38868.
[20:41:36]	Kiff Sankase has gained a 'Pin' #38869.
[20:41:42]	Jefferson Jackson destroyed a 'Horse Statue' #36950.
[20:41:45]	[OOC] Sona la Rona: jefferson is menace in everything except IQ
[20:41:46]	Kiff Sankase has gained a 'Scrap Electronics' #38870.
[20:41:52]	[OOC] Jacob Desmone: JEFFERSON JUST CRUSHEED A HORSE STATUE
[20:41:55]	[OOC] Jacob Desmone: IN HIS HAND
[20:41:56]	[OOC] Jefferson Jackson: i broke my window
[20:41:57]	[OOC] Jefferson Jackson: woops
[20:42:00]	Kiff Sankase has gained a 'Graphics Card' #38871.
[20:42:00]	[OOC] Jacob Desmone: LMAO
[20:42:03]	Kiff Sankase ran 'drop' on item 'Scrap Electronics' (#38870)
[20:42:03]	Kiff Sankase has lost a 'Scrap Electronics' #38870.
[20:42:04]	Kiff Sankase ran 'drop' on item 'Graphics Card' (#38871)
[20:42:04]	Kiff Sankase has lost a 'Graphics Card' #38871.
[20:42:06]	Kiff Sankase ran 'drop' on item 'Pin' (#38869)
[20:42:06]	Kiff Sankase has lost a 'Pin' #38869.
[20:42:07]	[OOC] Jacob Desmone: JEFFERSON MAD
[20:42:09]	Kiff Sankase ran 'drop' on item 'Empty Glass Bottle' (#38868)
[20:42:09]	Kiff Sankase has lost a 'Empty Glass Bottle' #38868.
[20:42:12]	[OOC] CCA.C17-HELIX.i3.08874: NOO HORSE STATUE
[20:42:13]	Kiff Sankase ran 'Use' on item 'Zip Tie' (#38861)
[20:42:17]	[OOC] Jacob Desmone: EVAN
[20:42:20]	Kiff Sankase ran 'EquipUn' on item 'CCA JUDGE i5 Armor' (#34263)
[20:42:20]	[OOC] Jacob Desmone: BRO HES AFTER ME
[20:42:24]	[OOC] CCA.C17-HELIX.i3.08874: lmfao
[20:42:33]	fuckus loaded the character 'Tony Ricci'
[20:42:45]	Jacob Desmone used command '/Request some citizen just broke his window after realising his cans were gone'.
[20:42:48]	Jacob Desmone used command '/Request at the UHB hotel'.
[20:42:48]	[Y] Tony Ricci: What the fuck is going on?
[20:43:05]	Jacob Desmone used command '/Request his name is Jefferson Jackson'.
[20:43:11]	Jacob Desmone used command '/Request I feel like hes going to come after us next'.
[20:43:16]	Tony Ricci opened the 'Refrigerator' #2403 container.
[20:43:18]	Tony Ricci closed the 'Refrigerator' #2403 container.
[20:43:22]	Tony Ricci ran 'View' on item 'Notepad' (#31538)
[20:44:25]	[Y] Jacob Desmone: Don't break anything.
[20:44:32]	Jefferson Jackson has gained a 'Empty Tin Can' #38872.
[20:44:42]	[ME] Jacob Desmone: Waves a can in his face
[20:44:45]	[OOC] CCA.C17-HELIX.i3.08874: Maniac
[20:44:46]	Jacob Desmone rolled 40 (30 + 10) out of 100 on Intelligence.
[20:44:46]	Jacob Desmone used command '/RollAttribute Intelligence'.
[20:44:52]	Jefferson Jackson rolled 43 (42 + 1) out of 100 on Intelligence.
[20:44:52]	Jefferson Jackson used command '/RollAttribute intelligence'.
[20:45:01]	[LOOC] Jacob Desmone: worth a shot
[20:45:43]	[ME] Jefferson Jackson: towers over him like a fucking brick wall
[20:45:50]	[LOOC] Jacob Desmone: oh no
[20:45:59]	[ME] Jacob Desmone: Cowers back
[20:46:04]	[ME] Jefferson Jackson: hits him with crowbar
[20:46:10]	[ME] Sona la Rona: tries to block it
[20:46:10]	[LOOC] Jacob Desmone: Roll
[20:46:12]	Jefferson Jackson rolled 85 (75 + 10) out of 100 on Strength.
[20:46:12]	Jefferson Jackson used command '/RollAttribute strength'.
[20:46:12]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[20:46:13]	[LOOC] Jacob Desmone: Strength both of you
[20:46:19]	Sona la Rona rolled 42 (37 + 5) out of 100 on Strength.
[20:46:19]	Sona la Rona used command '/RollAttribute strength'.
[20:46:19]	CCA.C17-HELIX.i3.08874 used command '/kickdoor'.
[20:46:21]	Sona la Rona has taken 9 damage from Jefferson Jackson.
[20:46:26]	[Y] Sona la Rona: AH FUCK.
[20:46:29]	Jacob Desmone used command '/Request He escaped'.
[20:46:33]	[Y] Sona la Rona: MY NPSE.
[20:46:34]	Jacob Desmone used command '/Request He is at the checkpoint area ish'.
[20:46:36]	[LOOC] Sona la Rona: NOSE*
[20:46:37]	Jacob Desmone used command '/Request he just slammed a citizen'.
[20:46:44]	[ME] Jefferson Jackson: walks away
[20:46:51]	Jacob Desmone used command '/Request I am pursueing'.
[20:47:01]	Jefferson Jackson has gained a 'Broken Clock' #38873.
[20:47:08]	Jefferson Jackson has gained a 'Empty Pill Bottle' #38874.
[20:47:10]	Jefferson Jackson ran 'drop' on item 'Broken Clock' (#38873)
[20:47:10]	Jefferson Jackson has lost a 'Broken Clock' #38873.
[20:47:11]	Jefferson Jackson ran 'drop' on item 'Empty Pill Bottle' (#38874)
[20:47:11]	Jefferson Jackson has lost a 'Empty Pill Bottle' #38874.
[20:47:12]	[ME] Tony Ricci: raises his hands to the air
[20:47:30]	Jacob Desmone used command '/Request hes heading towards the CZ entrance'.
[20:47:37]	Jacob Desmone used command '/Request hes running'.
[20:47:44]	[Y] Jacob Desmone: THAT WAY.
[20:48:08]	[Y] Jacob Desmone: HE BROKE MY WINDOW.
[20:48:33]	Tony Ricci ran 'View' on item 'Paper' (#24266)
[20:48:41]	Jefferson Jackson has gained a 'Empty Paint Can' #38876.
[20:48:43]	Jefferson Jackson ran 'drop' on item 'Empty Paint Can' (#38876)
[20:48:43]	Jefferson Jackson has lost a 'Empty Paint Can' #38876.
[20:48:49]	CCA.C17-HELIX.i3.08874 used command '/Radio Dispatch I have a possible 10-107 in perimiter...'.
[20:48:58]	Jefferson Jackson has gained a 'LCD Monitor' #38877.
[20:48:59]	Jefferson Jackson ran 'drop' on item 'LCD Monitor' (#38877)
[20:48:59]	Jefferson Jackson has lost a 'LCD Monitor' #38877.
[20:49:12]	Jefferson Jackson has gained a 'Empty Flavored Consulate Water Can' #38878.
[20:49:20]	Jefferson Jackson has gained a 'Scrap Glass' #38879.
[20:49:22]	Jefferson Jackson ran 'drop' on item 'Scrap Glass' (#38879)
[20:49:22]	Jefferson Jackson has lost a 'Scrap Glass' #38879.
[20:49:24]	[OOC] Jacob Desmone: is jefferson a wanted criminal
[20:49:28]	[OOC] Jacob Desmone: or is he unknown I forgot
[20:49:29]	[OOC] Sona la Rona: yes
[20:49:30]	[OOC] Jefferson Jackson: your fault bitchass
[20:49:32]	CCA.C17-HELIX.i3.08874 used command '/ViewData jefferson'.
[20:49:34]	[OOC] Sona la Rona: i think
[20:49:34]	[OOC] Jacob Desmone: DON't BREAK MY SHIT
[20:49:39]	[OOC] Jefferson Jackson: i didn't faggot
[20:49:41]	[OOC] Jacob Desmone: YOU DID
[20:49:45]	[OOC] Jacob Desmone: AND YOU HURT MY FEELINGS
[20:49:48]	[OOC] Jefferson Jackson: i broke my own window
[20:49:50]	[OOC] Jefferson Jackson: dumbass
[20:49:59]	[OOC] Jefferson Jackson: i'll do it again
[20:50:04]	Jefferson Jackson has gained a 'Boot' #38880.
[20:50:05]	Jefferson Jackson ran 'drop' on item 'Boot' (#38880)
[20:50:05]	Jefferson Jackson has lost a 'Boot' #38880.
[20:50:07]	[ME] Sona la Rona: would seem very mad at jacob
[20:50:35]	Jefferson Jackson has gained a 'Insulating Tape' #38881.
[20:50:38]	Jefferson Jackson ran 'drop' on item 'Insulating Tape' (#38881)
[20:50:38]	Jefferson Jackson has lost a 'Insulating Tape' #38881.
[20:50:58]	Jefferson Jackson has gained a 'A Roll of Toilet Paper' #38882.
[20:51:02]	Jefferson Jackson ran 'drop' on item 'A Roll of Toilet Paper' (#38882)
[20:51:02]	Jefferson Jackson has lost a 'A Roll of Toilet Paper' #38882.
[20:51:12]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[20:51:15]	CCA.C17-HELIX.i3.08874 used command '/ViewData jefferson'.
[20:51:48]	[LOOC] Tony Ricci: lmao i want to see him in sewer on ther chara
[20:51:53]	[LOOC] Jacob Desmone: go ahead lol
[20:51:59]	[LOOC] Sona la Rona: i will in a sec
[20:52:04]	Jefferson Jackson has gained a 'A Roll of Toilet Paper' #38883.
[20:52:05]	Jefferson Jackson ran 'drop' on item 'A Roll of Toilet Paper' (#38883)
[20:52:05]	Jefferson Jackson has lost a 'A Roll of Toilet Paper' #38883.
[20:52:13]	fuckus loaded the character 'Kiff Sankase'
[20:52:19]	Kiff Sankase ran 'Equip' on item 'CCA JUDGE i5 Armor' (#34263)
[20:52:22]	wendigo loaded the character 'Ava Carter'
[20:52:26]	Kiff Sankase has gained a 'Empty Consulate Water Can' #38884.
[20:52:28]	Kiff Sankase ran 'drop' on item 'Empty Consulate Water Can' (#38884)
[20:52:28]	Kiff Sankase has lost a 'Empty Consulate Water Can' #38884.
[20:52:32]	Jefferson Jackson has gained a 'Old Newspaper' #38885.
[20:52:33]	Jefferson Jackson ran 'drop' on item 'Old Newspaper' (#38885)
[20:52:33]	Jefferson Jackson has lost a 'Old Newspaper' #38885.
[20:52:38]	Ava Carter ran 'take' on item 'Scrap Electronics' (#38835)
[20:52:38]	Ava Carter has gained a 'Scrap Electronics' #38835.
[20:52:40]	Ava Carter has gained a 'Scrap Glass' #38886.
[20:52:53]	[OOC] Ava Carter: jefferson i will find u in here
[20:53:09]	[ME] Kiff Sankase: lowers his axe
[20:53:48]	Jacob Desmone used command '/PM ava BE CAREFUL OF JEFFERSON'.
[20:54:11]	Jacob Desmone ran 'Equip' on item 'CWU Worker Suit' (#34125)
[20:54:32]	[Y] Jacob Desmone: JEFFERSON.
[20:54:38]	Jacob Desmone has gained a 'Old Newspaper' #38887.
[20:54:43]	Jefferson Jackson has gained a 'Cables' #38888.
[20:54:43]	Jacob Desmone ran 'drop' on item 'Old Newspaper' (#38887)
[20:54:43]	Jacob Desmone has lost a 'Old Newspaper' #38887.
[20:54:45]	Jefferson Jackson ran 'drop' on item 'Cables' (#38888)
[20:54:45]	Jefferson Jackson has lost a 'Cables' #38888.
[20:55:01]	Kiff Sankase has gained a 'Bar of Soap' #38889.
[20:55:03]	Kiff Sankase ran 'drop' on item 'Bar of Soap' (#38889)
[20:55:03]	Kiff Sankase has lost a 'Bar of Soap' #38889.
[20:55:06]	[Y] Jacob Desmone: JEFFERSON\.
[20:55:09]	[Y] Jacob Desmone: BUDDY.
[20:55:28]	[Y] Jacob Desmone: JEFFERSON?
[20:55:37]	[W] Jefferson Jackson: Shhhh.
[20:55:39]	[W] Jefferson Jackson: He's mean.
[20:55:49]	[Y] Jacob Desmone: Shit.
[20:55:57]	[Y] Jacob Desmone: Cp.
[20:55:58]	[W] Jefferson Jackson: Cause i may have hit an oldman with a crowbar.
[20:56:00]	[Y] Jacob Desmone: CPs!
[20:56:02]	[W] Ava Carter: What.
[20:56:03]	[Y] Kiff Sankase: Relax!
[20:56:08]	[Y] Kiff Sankase: I'm not an officer!
[20:56:13]	[Y] Ava Carter: HE ISN'T!
[20:56:15]	[Y] Jacob Desmone: Oh hi ava.
[20:56:19]	[Y] Jacob Desmone: You guys see jefferson run by?
[20:56:23]	[Y] Jacob Desmone: I did something I regret.
[20:56:39]	[Y] Jacob Desmone: What do you mean totally not?
[20:56:45]	Jacob Desmone rolled 11 (1 + 10) out of 100 on Intelligence, a critical failure.
[20:56:45]	Jacob Desmone used command '/RollAttribute Intelligence'.
[20:56:47]	[LOOC] Jacob Desmone: FUCK
[20:57:07]	Jefferson Jackson has taken 10 damage from worldspawn.
[20:57:09]	Jefferson Jackson has taken 10 damage from worldspawn.
[20:57:19]	[Y] Jacob Desmone: If you see jefferson tell him im sorry.
[20:57:27]	[Y] Jacob Desmone: I didn't mean it I was scared.
[20:57:34]	CCA.C17-HELIX.i3.08874 ran 'View' on item 'Paper' (#33897)
[20:57:46]	CCA.C17-HELIX.i3.08874 used the 'Shopkeeper Jim' vendor.
[20:57:48]	CCA.C17-HELIX.i3.08874 has lost 1 token.
[20:57:48]	CCA.C17-HELIX.i3.08874 has gained a 'Paper' #38890.
[20:57:50]	CCA.C17-HELIX.i3.08874 has lost 1 token.
[20:57:50]	CCA.C17-HELIX.i3.08874 has gained a 'Pin' #38891.
