[00:50:33]	Mr.Ganar has connected.
[17:08:05]	[OOC] Douglas Hudson: the answer yes
[17:08:14]	[OOC] CAC.C17-VORTIPODE.24999: Screenshot
[17:17:38]	DRD has connected.
[17:18:49]	DRD loaded the character 'CCA.C17-GRID.i1.23710'
[17:18:54]	CCA.C17-GRID.i1.23710 entered observer.
[17:19:17]	DRD loaded the character 'Cemre Akçam'
[17:19:18]	Cemre Akçam entered observer.
[17:20:12]	Cemre Akçam exited observer at their location.
[17:20:21]	Douglas Hudson used command '/PM Vortipode Perfection'.
[17:20:27]	Cemre Akçam entered observer.
[17:20:28]	Cemre Akçam exited observer at their location.
[17:20:34]	Cemre Akçam used command '/ToggleRaise'.
[17:20:42]	Cemre Akçam ran 'EquipUn' on item 'Flashbang' (#26485)
[17:20:43]	Cemre Akçam ran 'Equip' on item 'Flashbang' (#26485)
[17:20:46]	Cemre Akçam used command '/ToggleRaise'.
[17:20:49]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:20:51]	[OOC] CAC.C17-VORTIPODE.24999: HELC
[17:20:59]	CAC.C17-VORTIPODE.24999 has taken 119 damage from worldspawn.
[17:20:59]	worldspawn has killed CAC.C17-VORTIPODE.24999.
[17:21:01]	Cemre Akçam entered observer.
[17:21:06]	[OOC] CAC.C17-VORTIPODE.24999: Almost LOL
[17:21:22]	Cemre Akçam ran 'View' on item 'Notepad' (#26764)
[17:21:32]	Cemre Akçam used command '/ToggleRaise'.
[17:21:36]	Cemre Akçam exited observer at their location.
[17:21:46]	CAC.C17-VORTIPODE.24999 has taken 75 damage from Cemre Akçam.
[17:21:47]	CAC.C17-VORTIPODE.24999 has taken 75 damage from Cemre Akçam.
[17:21:47]	Cemre Akçam has killed CAC.C17-VORTIPODE.24999 with weapon_357.
[17:21:49]	[OOC] CAC.C17-VORTIPODE.24999: AH
[17:22:06]	Cemre Akçam used command '/ToggleRaise'.
[17:22:14]	CAC.C17-VORTIPODE.24999 has taken 62 damage from Cemre Akçam.
[17:22:34]	CAC.C17-VORTIPODE.24999 has taken 62 damage from Cemre Akçam.
[17:22:34]	Cemre Akçam has killed CAC.C17-VORTIPODE.24999 with weapon_sniperrifle.
[17:23:00]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:23:16]	CAC.C17-VORTIPODE.24999 has taken 62 damage from Cemre Akçam.
[17:23:26]	Cemre Akçam used command '/ToggleRaise'.
[17:23:28]	CAC.C17-VORTIPODE.24999 has taken 75 damage from Cemre Akçam.
[17:23:28]	Cemre Akçam has killed CAC.C17-VORTIPODE.24999 with weapon_357.
[17:23:29]	[Y] Douglas Hudson: Ruuuuun!
[17:23:31]	[Y] Douglas Hudson: Ruuuuun!
[17:23:34]	Douglas Hudson has taken 75 damage from Cemre Akçam.
[17:23:35]	Douglas Hudson has taken 75 damage from Cemre Akçam.
[17:23:35]	Cemre Akçam has killed Douglas Hudson with weapon_357.
[17:23:48]	Cemre Akçam has spawned 'models/props_c17/fence01a.mdl'.
[17:23:59]	Douglas Hudson ran 'Equip' on item 'Combat Knife' (#26801)
[17:24:03]	Cemre Akçam has spawned a 'Entity [4346][prop_physics]'.
[17:24:05]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:24:13]	[LOOC] Douglas Hudson: lmao
[17:24:17]	Cemre Akçam has gained 50 tokens.
[17:24:19]	[LOOC] Douglas Hudson: love it when you do that
[17:24:20]	Cemre Akçam has spawned a 'Entity [4334][entity_tank_editable]'.
[17:24:24]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:24]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:24]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:24]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:24]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:24]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:26]	Douglas Hudson has taken 3 damage from Cemre Akçam.
[17:24:26]	Douglas Hudson has taken 3 damage from Cemre Akçam.
[17:24:26]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:26]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:26]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:26]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:26]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:27]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:27]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:27]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:27]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:27]	[Y] Douglas Hudson: Help!
[17:24:27]	Douglas Hudson has taken 6 damage from Cemre Akçam.
[17:24:27]	Cemre Akçam has killed Douglas Hudson.
[17:24:33]	CAC.C17-VORTIPODE.24999 has taken 6 damage from Cemre Akçam.
[17:24:33]	Cemre Akçam has taken 6 damage from Cemre Akçam.
[17:24:33]	Cemre Akçam has killed Cemre Akçam.
[17:24:37]	[OOC] CAC.C17-VORTIPODE.24999: LOL\
[17:24:42]	Cemre Akçam entered observer.
[17:24:43]	Cemre Akçam exited observer at their location.
[17:24:43]	Cemre Akçam entered observer.
[17:24:43]	Cemre Akçam exited observer at their location.
[17:24:44]	Douglas Hudson ran 'Equip' on item 'Combat Knife' (#26801)
[17:24:48]	Cemre Akçam has taken 10 damage from Douglas Hudson.
[17:24:48]	Cemre Akçam has taken 10 damage from Douglas Hudson.
[17:24:50]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:24:50]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:24:50]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:24:51]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:24:52]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:24:52]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:24:53]	Cemre Akçam has taken 10 damage from Douglas Hudson.
[17:24:53]	Cemre Akçam has taken 10 damage from Douglas Hudson.
[17:24:54]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:24:55]	Cemre Akçam has taken 10 damage from Douglas Hudson.
[17:24:55]	Cemre Akçam has taken 10 damage from Douglas Hudson.
[17:24:56]	Cemre Akçam has taken 10 damage from Douglas Hudson.
[17:24:56]	Cemre Akçam has taken 10 damage from Douglas Hudson.
[17:24:57]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:24:57]	Cemre Akçam has taken 10 damage from Douglas Hudson.
[17:24:57]	Douglas Hudson has killed Cemre Akçam with weapon_knife.
[17:25:02]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:02]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:05]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:05]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:11]	Douglas Hudson destroyed a 'Radio Case' #27145.
[17:25:14]	Cemre Akçam used command '/ToggleRaise'.
[17:25:14]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:22]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:22]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:23]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:23]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:24]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:25]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:25]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:25]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:25]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:26]	Douglas Hudson used command '/CharFallOver 1'.
[17:25:29]	Douglas Hudson used command '/CharFallOver 1'.
[17:25:30]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:30]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:30]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:30]	Douglas Hudson has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:30]	CAC.C17-VORTIPODE.24999 has killed Douglas Hudson.
[17:25:36]	Cemre Akçam entered observer.
[17:25:41]	Cemre Akçam used command '/ToggleRaise'.
[17:25:41]	Cemre Akçam exited observer at their location.
[17:25:43]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:43]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:48]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:49]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:49]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:50]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:50]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:50]	Douglas Hudson ran 'Equip' on item 'Combat Knife' (#26801)
[17:25:50]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:50]	Cemre Akçam has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:50]	Cemre Akçam has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:25:50]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:51]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:51]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:51]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:51]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:51]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:51]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:51]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:51]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:52]	Cemre Akçam has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:25:52]	Cemre Akçam has taken 5 damage from CAC.C17-VORTIPODE.24999.
[17:25:52]	Cemre Akçam has taken 21 damage from CAC.C17-VORTIPODE.24999.
[17:25:58]	Cemre Akçam has taken 0 damage from CAC.C17-VORTIPODE.24999.
[17:26:02]	DRD loaded the character 'OTA.C17-WALLHAMMER.OSS.34736'
[17:26:06]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:07]	[Y] Douglas Hudson: Get down!
[17:26:14]	CAC.C17-VORTIPODE.24999 has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:26:15]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:15]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:15]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:15]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:15]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:15]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has taken 6 damage from CAC.C17-VORTIPODE.24999.
[17:26:16]	CAC.C17-VORTIPODE.24999 has killed CAC.C17-VORTIPODE.24999.
[17:26:32]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:26:56]	OTA.C17-WALLHAMMER.OSS.34736 used command '/ToggleRaise'.
[17:26:57]	Douglas Hudson has taken 3 damage from CAC.C17-VORTIPODE.24999.
[17:26:57]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:26:58]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:27:00]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:27:09]	Douglas Hudson has taken 15 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:11]	Douglas Hudson has taken 17 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:11]	Douglas Hudson has taken 17 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:11]	Douglas Hudson has taken 17 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:11]	Douglas Hudson has taken 17 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:11]	Douglas Hudson has taken 17 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:11]	OTA.C17-WALLHAMMER.OSS.34736 has killed Douglas Hudson with tfa_heavyshotgun.
[17:27:12]	CAC.C17-VORTIPODE.24999 has taken 16 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:12]	CAC.C17-VORTIPODE.24999 has taken 16 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:12]	CAC.C17-VORTIPODE.24999 has taken 16 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:12]	CAC.C17-VORTIPODE.24999 has taken 16 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:13]	CAC.C17-VORTIPODE.24999 has taken 16 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:13]	CAC.C17-VORTIPODE.24999 has taken 16 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:13]	CAC.C17-VORTIPODE.24999 has taken 16 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:13]	OTA.C17-WALLHAMMER.OSS.34736 has killed CAC.C17-VORTIPODE.24999 with tfa_heavyshotgun.
[17:27:14]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:27:24]	Douglas Hudson ran 'Equip' on item 'Combat Knife' (#26801)
[17:27:26]	OTA.C17-WALLHAMMER.OSS.34736 has spawned a 'Entity [4342][entity_tank_editable]'.
[17:27:28]	OTA.C17-WALLHAMMER.OSS.34736 has spawned a 'Entity [4342][prop_physics]'.
[17:27:49]	OTA.C17-WALLHAMMER.OSS.34736 has spawned a 'Entity [4333][prop_physics]'.
[17:27:52]	OTA.C17-WALLHAMMER.OSS.34736 has taken 26 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:27:52]	OTA.C17-WALLHAMMER.OSS.34736 has taken 26 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:28:20]	Douglas Hudson has taken 50 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:28:21]	Douglas Hudson has taken 50 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:28:21]	OTA.C17-WALLHAMMER.OSS.34736 has killed Douglas Hudson.
[17:28:29]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:28:30]	Douglas Hudson has killed Douglas Hudson.
[17:28:44]	Douglas Hudson ran 'Equip' on item 'Combat Knife' (#26801)
[17:28:47]	Douglas Hudson has taken 25 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:28:51]	Douglas Hudson has taken 25 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:28:51]	Douglas Hudson has taken 25 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:29:01]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:29:07]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:29:17]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:29:27]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:29:34]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:29:35]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:29:38]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:29:56]	[Y] Douglas Hudson: Let's go!
[17:30:16]	CAC.C17-VORTIPODE.24999 has taken 500 damage from pill_barnacle_tongue.
[17:30:16]	pill_barnacle_tongue has killed CAC.C17-VORTIPODE.24999.
[17:30:16]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:30:17]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:30:19]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:30:35]	Douglas Hudson has taken 12 damage from env_laser.
[17:30:36]	Douglas Hudson has taken 12 damage from env_laser.
[17:30:36]	Douglas Hudson has taken 12 damage from env_laser.
[17:30:36]	env_laser has killed Douglas Hudson.
[17:30:46]	OTA.C17-WALLHAMMER.OSS.34736 used command '/ToggleRaise'.
[17:30:54]	OTA.C17-WALLHAMMER.OSS.34736 has taken 20 damage from frontierradio3.
[17:30:54]	OTA.C17-WALLHAMMER.OSS.34736 has taken 10 damage from frontierradio3.
[17:30:54]	OTA.C17-WALLHAMMER.OSS.34736 has taken 100 damage from frontierradio3.
[17:30:54]	OTA.C17-WALLHAMMER.OSS.34736 has taken 10 damage from frontierradio3.
[17:30:55]	OTA.C17-WALLHAMMER.OSS.34736 used command '/ToggleRaise'.
[17:31:33]	OTA.C17-WALLHAMMER.OSS.34736 has taken 5 damage from Douglas Hudson.
[17:31:40]	Douglas Hudson ran 'Equip' on item 'Shovel' (#26755)
[17:31:48]	OTA.C17-WALLHAMMER.OSS.34736 has taken 1 damage from Douglas Hudson.
[17:31:48]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:31:49]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:31:52]	Douglas Hudson has taken 0 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:31:52]	Douglas Hudson has taken 30 damage from npc_grenade_frag.
[17:31:52]	Douglas Hudson has taken 13 damage from grenade_helicopter.
[17:31:52]	Douglas Hudson has taken 500 damage from grenade_helicopter.
[17:31:52]	grenade_helicopter has killed Douglas Hudson.
[17:32:00]	Douglas Hudson has killed Douglas Hudson.
[17:32:03]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:32:03]	OTA.C17-WALLHAMMER.OSS.34736 has killed OTA.C17-WALLHAMMER.OSS.34736.
[17:32:08]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:32:09]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:32:10]	Douglas Hudson has killed Douglas Hudson.
[17:32:11]	OTA.C17-WALLHAMMER.OSS.34736 has killed OTA.C17-WALLHAMMER.OSS.34736.
[17:32:12]	OTA.C17-WALLHAMMER.OSS.34736 destroyed a 'Screw Nuts' #26856.
[17:32:12]	OTA.C17-WALLHAMMER.OSS.34736 destroyed a 'Notepad' #26764.
[17:32:15]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:32:16]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:32:17]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:32:18]	Douglas Hudson has killed Douglas Hudson.
[17:32:19]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:32:19]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:32:23]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:32:27]	CAC.C17-VORTIPODE.24999 has taken 37 damage from worldspawn.
[17:32:30]	OTA.C17-WALLHAMMER.OSS.34736 used command '/ToggleRaise'.
[17:32:46]	Douglas Hudson has taken 1 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:32:48]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:32:52]	Douglas Hudson has taken 1 damage from Douglas Hudson.
[17:32:52]	CAC.C17-VORTIPODE.24999 has taken 20 damage from worldspawn.
[17:32:53]	Douglas Hudson has taken 1 damage from Douglas Hudson.
[17:32:53]	Douglas Hudson has taken 1 damage from Douglas Hudson.
[17:32:56]	Douglas Hudson has taken 0 damage from Douglas Hudson.
[17:32:57]	Douglas Hudson has taken 1 damage from Douglas Hudson.
[17:32:59]	Douglas Hudson used command '/CharFallOver 1'.
[17:33:02]	Douglas Hudson used command '/CharFallOver 1'.
[17:33:04]	Douglas Hudson used command '/CharFallOver 1'.
[17:33:11]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:33:12]	CAC.C17-VORTIPODE.24999 has taken 50 damage from prop_dynamic.
[17:33:12]	prop_dynamic has killed CAC.C17-VORTIPODE.24999.
[17:33:13]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:33:14]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:33:14]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:33:16]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:33:16]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:33:17]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:33:18]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:33:19]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:33:19]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:33:41]	OTA.C17-WALLHAMMER.OSS.34736 used command '/ToggleRaise'.
[17:33:55]	OTA.C17-WALLHAMMER.OSS.34736 has taken 1 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:33:56]	OTA.C17-WALLHAMMER.OSS.34736 has taken 1 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:33:56]	OTA.C17-WALLHAMMER.OSS.34736 has taken 1 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:33:58]	OTA.C17-WALLHAMMER.OSS.34736 has taken 1 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:33:59]	OTA.C17-WALLHAMMER.OSS.34736 has taken 1 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:34:01]	OTA.C17-WALLHAMMER.OSS.34736 has taken 2 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:34:01]	OTA.C17-WALLHAMMER.OSS.34736 has taken 1 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:34:01]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:34:02]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[17:34:06]	OTA.C17-WALLHAMMER.OSS.34736 used command '/ToggleRaise'.
[17:34:09]	OTA.C17-WALLHAMMER.OSS.34736 has taken 1 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:34:11]	OTA.C17-WALLHAMMER.OSS.34736 has taken 1 damage from OTA.C17-WALLHAMMER.OSS.34736.
[17:34:12]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[17:34:28]	DRD (STEAM_0:0:193599766) has disconnected.
[17:34:31]	[OOC] Douglas Hudson: bruh
[17:34:51]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:34:56]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:34:59]	[OOC] Douglas Hudson: dude's got a bind for /toggle raise 
[17:35:02]	Douglas Hudson used command '/ToggleRaise'.
[17:35:08]	[OOC] CAC.C17-VORTIPODE.24999: What?
[17:35:13]	[OOC] CAC.C17-VORTIPODE.24999: Hold r?
[17:35:28]	[OOC] Douglas Hudson: ye
[17:37:25]	[OOC] Douglas Hudson: we remain victorious!
[17:37:30]	[OOC] CAC.C17-VORTIPODE.24999: Sure
[17:37:31]	Douglas Hudson entered observer.
[17:37:32]	Douglas Hudson exited observer.
[17:37:35]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:37:40]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:37:43]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:37:49]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:37:52]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:37:58]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:38:10]	CAC.C17-VORTIPODE.24999 used command '/CharFallOver 0.1'.
[17:38:10]	CAC.C17-VORTIPODE.24999 has taken 100 damage from worldspawn.
[17:38:10]	worldspawn has killed CAC.C17-VORTIPODE.24999.
[17:38:20]	[OOC] CAC.C17-VORTIPODE.24999: CAnt get to the camera
[17:38:26]	[OOC] Douglas Hudson: how come?
[17:38:40]	[OOC] CAC.C17-VORTIPODE.24999: When DRD came on he spawned infront of me on the bridge
[17:38:48]	[OOC] CAC.C17-VORTIPODE.24999: Stood there for a bit "afk"
[17:38:55]	[OOC] Douglas Hudson: ye?
[17:38:57]	[OOC] Douglas Hudson: o
[17:39:06]	[OOC] CAC.C17-VORTIPODE.24999: As he was getting out his magnum i ran over to press the button to trap him
[17:39:22]	[OOC] CAC.C17-VORTIPODE.24999: He apeared abit infront of the trap
[17:39:34]	[OOC] CAC.C17-VORTIPODE.24999: When i noticed i failed I ran and jumped off the edge
[17:39:58]	[OOC] Douglas Hudson: bgm music never fails
[17:40:46]	[DG] Roach has connected.
[17:40:53]	[LOOC] Douglas Hudson: FUCK OFF
[17:40:56]	[LOOC] Douglas Hudson: pretend afk time
[17:41:03]	[LOOC] CAC.C17-VORTIPODE.24999: y?
[17:41:06]	[LOOC] CAC.C17-VORTIPODE.24999: We need people
[17:41:06]	[LOOC] Douglas Hudson: me
[17:41:10]	[LOOC] Douglas Hudson: try
[17:41:12]	[LOOC] Douglas Hudson: tru
[17:41:19]	[LOOC] Douglas Hudson: but people won't stick unless adminges are on
[17:41:27]	[DG] Roach loaded the character 'Denford F. MacMillian'
[17:41:28]	[LOOC] CAC.C17-VORTIPODE.24999: We just had one
[17:41:47]	[LOOC] Denford F. MacMillian: about to speak the human language to the other human
[17:41:50]	Douglas Hudson used command '/CharFallOver 1'.
[17:41:55]	[LOOC] CAC.C17-VORTIPODE.24999: Same
[17:41:57]	[LOOC] Douglas Hudson: understand?
[17:41:59]	[LOOC] Douglas Hudson: agreed
[17:42:01]	[LOOC] Douglas Hudson: perfection
[17:42:02]	Denford F. MacMillian used command '/CharFallOver'.
[17:42:02]	Douglas Hudson used command '/CharFallOver 1'.
[17:42:03]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:04]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:05]	Denford F. MacMillian used command '/CharGetUp'.
[17:42:06]	Denford F. MacMillian used command '/CharGetUp'.
